,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province
2759,alcala_de_los_gazules,alcala_de_los_gazules,cadiz,cadiz,andalucia,andalucia,alcala_de_los_gazules/cadiz
2760,alcala_del_valle,alcala_del_valle,cadiz,cadiz,andalucia,andalucia,alcala_del_valle/cadiz
2761,algar,algar,cadiz,cadiz,andalucia,andalucia,algar/cadiz
2762,algeciras,algeciras,cadiz,cadiz,andalucia,andalucia,algeciras/cadiz
2771,algodonales,algodonales,cadiz,cadiz,andalucia,andalucia,algodonales/cadiz
2773,arcos_de_la_frontera,arcos_de_la_frontera,cadiz,cadiz,andalucia,andalucia,arcos_de_la_frontera/cadiz
2776,barbate,barbate,cadiz,cadiz,andalucia,andalucia,barbate/cadiz
2780,los_barrios,los_barrios,cadiz,cadiz,andalucia,andalucia,los_barrios/cadiz
2782,benaocaz,benaocaz,cadiz,cadiz,andalucia,andalucia,benaocaz/cadiz
2783,bornos,bornos,cadiz,cadiz,andalucia,andalucia,bornos/cadiz
2785,el_bosque,el_bosque,cadiz,cadiz,andalucia,andalucia,el_bosque/cadiz
2786,cadiz,cadiz,cadiz,cadiz,andalucia,andalucia,cadiz/cadiz
2798,castellar_de_la_frontera,castellar_de_la_frontera,cadiz,cadiz,andalucia,andalucia,castellar_de_la_frontera/cadiz
2799,conil_de_la_frontera,conil_de_la_frontera,cadiz,cadiz,andalucia,andalucia,conil_de_la_frontera/cadiz
2801,chiclana_de_la_frontera,chiclana_de_la_frontera,cadiz,cadiz,andalucia,andalucia,chiclana_de_la_frontera/cadiz
2803,chipiona,chipiona,cadiz,cadiz,andalucia,andalucia,chipiona/cadiz
2804,espera,espera,cadiz,cadiz,andalucia,andalucia,espera/cadiz
2805,el_gastor,el_gastor,cadiz,cadiz,andalucia,andalucia,el_gastor/cadiz
2806,grazalema,grazalema,cadiz,cadiz,andalucia,andalucia,grazalema/cadiz
2808,jerez_de_la_frontera,jerez_de_la_frontera,cadiz,cadiz,andalucia,andalucia,jerez_de_la_frontera/cadiz
2826,jimena_de_la_frontera,jimena_de_la_frontera,cadiz,cadiz,andalucia,andalucia,jimena_de_la_frontera/cadiz
2830,la_linea_de_la_concepcion,la_linea_de_la_concepcion,cadiz,cadiz,andalucia,andalucia,la_linea_de_la_concepcion/cadiz
2831,medina_sidonia,medina_sidonia,cadiz,cadiz,andalucia,andalucia,medina_sidonia/cadiz
2833,olvera,olvera,cadiz,cadiz,andalucia,andalucia,olvera/cadiz
2834,paterna_de_rivera,paterna_de_rivera,cadiz,cadiz,andalucia,andalucia,paterna_de_rivera/cadiz
2835,prado_del_rey,prado_del_rey,cadiz,cadiz,andalucia,andalucia,prado_del_rey/cadiz
2836,el_puerto_de_santa_maria,el_puerto_de_santa_maria,cadiz,cadiz,andalucia,andalucia,el_puerto_de_santa_maria/cadiz
2837,puerto_real,puerto_real,cadiz,cadiz,andalucia,andalucia,puerto_real/cadiz
2840,puerto_serrano,puerto_serrano,cadiz,cadiz,andalucia,andalucia,puerto_serrano/cadiz
2842,rota,rota,cadiz,cadiz,andalucia,andalucia,rota/cadiz
2843,san_fernando,san_fernando,cadiz,cadiz,andalucia,andalucia,san_fernando/cadiz
2844,sanlucar_de_barrameda,sanlucar_de_barrameda,cadiz,cadiz,andalucia,andalucia,sanlucar_de_barrameda/cadiz
2848,san_roque,san_roque,cadiz,cadiz,andalucia,andalucia,san_roque/cadiz
2856,setenil_de_las_bodegas,setenil_de_las_bodegas,cadiz,cadiz,andalucia,andalucia,setenil_de_las_bodegas/cadiz
2860,tarifa,tarifa,cadiz,cadiz,andalucia,andalucia,tarifa/cadiz
2862,torre_alhaquime,torre_alhaquime,cadiz,cadiz,andalucia,andalucia,torre_alhaquime/cadiz
2863,trebujena,trebujena,cadiz,cadiz,andalucia,andalucia,trebujena/cadiz
2864,ubrique,ubrique,cadiz,cadiz,andalucia,andalucia,ubrique/cadiz
2868,vejer_de_la_frontera,vejer_de_la_frontera,cadiz,cadiz,andalucia,andalucia,vejer_de_la_frontera/cadiz
2869,villaluenga_del_rosario,villaluenga_del_rosario,cadiz,cadiz,andalucia,andalucia,villaluenga_del_rosario/cadiz
2870,villamartin,villamartin,cadiz,cadiz,andalucia,andalucia,villamartin/cadiz
2871,zahara,zahara,cadiz,cadiz,andalucia,andalucia,zahara/cadiz
2872,benalup_casas_viejas,benalup_casas_viejas,cadiz,cadiz,andalucia,andalucia,benalup_casas_viejas/cadiz
2873,san_jose_del_valle,san_jose_del_valle,cadiz,cadiz,andalucia,andalucia,san_jose_del_valle/cadiz
2875,atzeneta_del_maestrat,atzeneta_del_maestrat,castellon,castellon,comunidad_valenciana,comunitat_valenciana,atzeneta_del_maestrat/castellon
2877,ain,ain,castellon,castellon,comunidad_valenciana,comunitat_valenciana,ain/castellon
2878,albocasser,albocasser,castellon,castellon,comunidad_valenciana,comunitat_valenciana,albocasser/castellon
2879,alcala_de_xivert,alcala_de_xivert,castellon,castellon,comunidad_valenciana,comunitat_valenciana,alcala_de_xivert/castellon
2881,l'alcora,l'alcora,castellon,castellon,comunidad_valenciana,comunitat_valenciana,l'alcora/castellon
2885,alfondeguilla,alfondeguilla,castellon,castellon,comunidad_valenciana,comunitat_valenciana,alfondeguilla/castellon
2886,algimia_de_almonacid,algimia_de_almonacid,castellon,castellon,comunidad_valenciana,comunitat_valenciana,algimia_de_almonacid/castellon
2887,almassora,almassora,castellon,castellon,comunidad_valenciana,comunitat_valenciana,almassora/castellon
2888,almedijar,almedijar,castellon,castellon,comunidad_valenciana,comunitat_valenciana,almedijar/castellon
2889,almenara,almenara,castellon,castellon,comunidad_valenciana,comunitat_valenciana,almenara/castellon
2890,altura,altura,castellon,castellon,comunidad_valenciana,comunitat_valenciana,altura/castellon
2891,aranuel,aranuel,castellon,castellon,comunidad_valenciana,comunitat_valenciana,aranuel/castellon
2892,ares_del_maestrat,ares_del_maestrat,castellon,castellon,comunidad_valenciana,comunitat_valenciana,ares_del_maestrat/castellon
2893,argelita,argelita,castellon,castellon,comunidad_valenciana,comunitat_valenciana,argelita/castellon
2894,artana,artana,castellon,castellon,comunidad_valenciana,comunitat_valenciana,artana/castellon
2895,ayodar,ayodar,castellon,castellon,comunidad_valenciana,comunitat_valenciana,ayodar/castellon
2896,azuebar,azuebar,castellon,castellon,comunidad_valenciana,comunitat_valenciana,azuebar/castellon
2897,barracas,barracas,castellon,castellon,comunidad_valenciana,comunitat_valenciana,barracas/castellon
2898,betxi,betxi,castellon,castellon,comunidad_valenciana,comunitat_valenciana,betxi/castellon
2899,bejis,bejis,castellon,castellon,comunidad_valenciana,comunitat_valenciana,bejis/castellon
2900,benafer,benafer,castellon,castellon,comunidad_valenciana,comunitat_valenciana,benafer/castellon
2901,benafigos,benafigos,castellon,castellon,comunidad_valenciana,comunitat_valenciana,benafigos/castellon
2902,benassal,benassal,castellon,castellon,comunidad_valenciana,comunitat_valenciana,benassal/castellon
2903,benicarlo,benicarlo,castellon,castellon,comunidad_valenciana,comunitat_valenciana,benicarlo/castellon
2905,benicasim,benicassim,castellon,castellon,comunidad_valenciana,comunitat_valenciana,benicasim/castellon
2906,benlloch,benlloch,castellon,castellon,comunidad_valenciana,comunitat_valenciana,benlloch/castellon
2907,borriol,borriol,castellon,castellon,comunidad_valenciana,comunitat_valenciana,borriol/castellon
2909,cabanes,cabanes,castellon,castellon,comunidad_valenciana,comunitat_valenciana,cabanes/castellon
2913,calig,calig,castellon,castellon,comunidad_valenciana,comunitat_valenciana,calig/castellon
2914,canet_lo_roig,canet_lo_roig,castellon,castellon,comunidad_valenciana,comunitat_valenciana,canet_lo_roig/castellon
2915,castell_de_cabres,castell_de_cabres,castellon,castellon,comunidad_valenciana,comunitat_valenciana,castell_de_cabres/castellon
2916,castellfort,castellfort,castellon,castellon,comunidad_valenciana,comunitat_valenciana,castellfort/castellon
2918,castellon,castellon,castellon,castellon,comunidad_valenciana,comunitat_valenciana,castellon/castellon
2926,castillo_de_villamalefa,castillo_de_villamalefa,castellon,castellon,comunidad_valenciana,comunitat_valenciana,castillo_de_villamalefa/castellon
2927,cati,cati,castellon,castellon,comunidad_valenciana,comunitat_valenciana,cati/castellon
2928,caudiel,caudiel,castellon,castellon,comunidad_valenciana,comunitat_valenciana,caudiel/castellon
2929,cervera_del_maestre,cervera_del_maestre,castellon,castellon,comunidad_valenciana,comunitat_valenciana,cervera_del_maestre/castellon
2930,cinctorres,cinctorres,castellon,castellon,comunidad_valenciana,comunitat_valenciana,cinctorres/castellon
2931,cirat,cirat,castellon,castellon,comunidad_valenciana,comunitat_valenciana,cirat/castellon
2933,cortes_de_arenoso,cortes_de_arenoso,castellon,castellon,comunidad_valenciana,comunitat_valenciana,cortes_de_arenoso/castellon
2936,les_coves_de_vinroma,les_coves_de_vinroma,castellon,castellon,comunidad_valenciana,comunitat_valenciana,les_coves_de_vinroma/castellon
2937,culla,culla,castellon,castellon,comunidad_valenciana,comunitat_valenciana,culla/castellon
2938,xert,xert,castellon,castellon,comunidad_valenciana,comunitat_valenciana,xert/castellon
2940,chilches,xilxes,castellon,castellon,comunidad_valenciana,comunitat_valenciana,chilches/castellon
2943,chovar,chovar,castellon,castellon,comunidad_valenciana,comunitat_valenciana,chovar/castellon
2944,eslida,eslida,castellon,castellon,comunidad_valenciana,comunitat_valenciana,eslida/castellon
2947,figueroles,figueroles,castellon,castellon,comunidad_valenciana,comunitat_valenciana,figueroles/castellon
2948,forcall,forcall,castellon,castellon,comunidad_valenciana,comunitat_valenciana,forcall/castellon
2949,fuente_la_reina,fuente_la_reina,castellon,castellon,comunidad_valenciana,comunitat_valenciana,fuente_la_reina/castellon
2950,fuentes_de_ayodar,fuentes_de_ayodar,castellon,castellon,comunidad_valenciana,comunitat_valenciana,fuentes_de_ayodar/castellon
2951,gaibiel,gaibiel,castellon,castellon,comunidad_valenciana,comunitat_valenciana,gaibiel/castellon
2952,geldo,geldo,castellon,castellon,comunidad_valenciana,comunitat_valenciana,geldo/castellon
2954,herbes,herbes,castellon,castellon,comunidad_valenciana,comunitat_valenciana,herbes/castellon
2956,la_jana,la_jana,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_jana/castellon
2957,jerica,jerica,castellon,castellon,comunidad_valenciana,comunitat_valenciana,jerica/castellon
2958,llucena,lucena_del_cid,castellon,castellon,comunidad_valenciana,comunitat_valenciana,llucena/castellon
2960,la_llosa,la_llosa,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_llosa/castellon
2961,la_mata_de_morella,la_mata_de_morella,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_mata_de_morella/castellon
2963,moncofa,moncofa,castellon,castellon,comunidad_valenciana,comunitat_valenciana,moncofa/castellon
2964,montan,montan,castellon,castellon,comunidad_valenciana,comunitat_valenciana,montan/castellon
2965,montanejos,montanejos,castellon,castellon,comunidad_valenciana,comunitat_valenciana,montanejos/castellon
2966,morella,morella,castellon,castellon,comunidad_valenciana,comunitat_valenciana,morella/castellon
2967,navajas,navajas,castellon,castellon,comunidad_valenciana,comunitat_valenciana,navajas/castellon
2968,nules,nules,castellon,castellon,comunidad_valenciana,comunitat_valenciana,nules/castellon
2971,onda,onda,castellon,castellon,comunidad_valenciana,comunitat_valenciana,onda/castellon
2973,oropesa_del_mar,orpesa,castellon,castellon,comunidad_valenciana,comunitat_valenciana,oropesa_del_mar/castellon
2974,palanques,palanques,castellon,castellon,comunidad_valenciana,comunitat_valenciana,palanques/castellon
2976,peniscola,peniscola,castellon,castellon,comunidad_valenciana,comunitat_valenciana,peniscola/castellon
2977,pina_de_montalgrao,pina_de_montalgrao,castellon,castellon,comunidad_valenciana,comunitat_valenciana,pina_de_montalgrao/castellon
2980,la_pobla_de_benifassa,la_pobla_de_benifassa,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_pobla_de_benifassa/castellon
2981,la_pobla_tornesa,la_pobla_tornesa,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_pobla_tornesa/castellon
2982,ribesalbes,ribesalbes,castellon,castellon,comunidad_valenciana,comunitat_valenciana,ribesalbes/castellon
2983,rossell,rossell,castellon,castellon,comunidad_valenciana,comunitat_valenciana,rossell/castellon
2986,sacanet,sacanet,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sacanet/castellon
2987,la_salzadella,la_salzadella,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_salzadella/castellon
2988,sant_jordi,san_jorge,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sant_jordi/castellon
2989,sant_mateu,sant_mateu,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sant_mateu/castellon
2990,san_rafael_del_rio,san_rafael_del_rio,castellon,castellon,comunidad_valenciana,comunitat_valenciana,san_rafael_del_rio/castellon
2992,santa_magdalena_de_pulpis,santa_magdalena_de_pulpis,castellon,castellon,comunidad_valenciana,comunitat_valenciana,santa_magdalena_de_pulpis/castellon
2993,la_serratella,la_serratella,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_serratella/castellon
2994,segorbe,segorbe,castellon,castellon,comunidad_valenciana,comunitat_valenciana,segorbe/castellon
2997,sierra_engarceran,sierra_engarceran,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sierra_engarceran/castellon
3001,soneja,soneja,castellon,castellon,comunidad_valenciana,comunitat_valenciana,soneja/castellon
3002,sot_de_ferrer,sot_de_ferrer,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sot_de_ferrer/castellon
3003,sueras,suera,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sueras/castellon
3004,tales,tales,castellon,castellon,comunidad_valenciana,comunitat_valenciana,tales/castellon
3006,tirig,tirig,castellon,castellon,comunidad_valenciana,comunitat_valenciana,tirig/castellon
3009,toras,toras,castellon,castellon,comunidad_valenciana,comunitat_valenciana,toras/castellon
3012,torreblanca,torreblanca,castellon,castellon,comunidad_valenciana,comunitat_valenciana,torreblanca/castellon
3014,la_torre_d'en_besora,la_torre_d'en_besora,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_torre_d'en_besora/castellon
3017,useras,les_useres,castellon,castellon,comunidad_valenciana,comunitat_valenciana,useras/castellon
3022,vall_d'alba,vall_d'alba,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vall_d'alba/castellon
3024,la_vall_d'uixo,la_vall_d'uixo,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_vall_d'uixo/castellon
3025,vallibona,vallibona,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vallibona/castellon
3026,vilafames,vilafames,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vilafames/castellon
3027,villafranca_del_cid,vilafranca,castellon,castellon,comunidad_valenciana,comunitat_valenciana,villafranca_del_cid/castellon
3028,villahermosa_del_rio,villahermosa_del_rio,castellon,castellon,comunidad_valenciana,comunitat_valenciana,villahermosa_del_rio/castellon
3030,vilanova_d'alcolea,vilanova_d'alcolea,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vilanova_d'alcolea/castellon
3032,vilar_de_canes,vilar_de_canes,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vilar_de_canes/castellon
3033,vila_real,vila_real,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vila_real/castellon
3034,la_vilavella,la_vilavella,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_vilavella/castellon
3036,vinaros,vinaros,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vinaros/castellon
3038,viver,viver,castellon,castellon,comunidad_valenciana,comunitat_valenciana,viver/castellon
3041,zucaina,zucaina,castellon,castellon,comunidad_valenciana,comunitat_valenciana,zucaina/castellon
3042,les_alqueries,alquerias_del_nino_perdido,castellon,castellon,comunidad_valenciana,comunitat_valenciana,les_alqueries/castellon
3043,sant_joan_de_moro,sant_joan_de_moro,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sant_joan_de_moro/castellon
3044,abenojar,abenojar,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,abenojar/ciudad_real
3046,agudo,agudo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,agudo/ciudad_real
3047,alamillo,alamillo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alamillo/ciudad_real
3048,albaladejo,albaladejo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,albaladejo/ciudad_real
3049,alcazar_de_san_juan,alcazar_de_san_juan,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcazar_de_san_juan/ciudad_real
3053,alcoba,alcoba,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcoba/ciudad_real
3055,alcolea_de_calatrava,alcolea_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcolea_de_calatrava/ciudad_real
3056,alcubillas,alcubillas,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcubillas/ciudad_real
3057,aldea_del_rey,aldea_del_rey,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,aldea_del_rey/ciudad_real
3058,alhambra,alhambra,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alhambra/ciudad_real
3060,almaden,almaden,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almaden/ciudad_real
3061,almadenejos,almadenejos,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almadenejos/ciudad_real
3063,almagro,almagro,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almagro/ciudad_real
3065,almedina,almedina,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almedina/ciudad_real
3067,almodovar_del_campo,almodovar_del_campo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almodovar_del_campo/ciudad_real
3070,almodovar_del_campo,almodovar_del_campo,cordoba,cordoba,andalucia,andalucia,almodovar_del_campo/cordoba
3078,almuradiel,almuradiel,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almuradiel/ciudad_real
3080,anchuras,anchuras,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,anchuras/ciudad_real
3082,arenas_de_san_juan,arenas_de_san_juan,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,arenas_de_san_juan/ciudad_real
3083,argamasilla_de_alba,argamasilla_de_alba,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,argamasilla_de_alba/ciudad_real
3084,argamasilla_de_calatrava,argamasilla_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,argamasilla_de_calatrava/ciudad_real
3085,arroba_de_los_montes,arroba_de_los_montes,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,arroba_de_los_montes/ciudad_real
3086,ballesteros_de_calatrava,ballesteros_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,ballesteros_de_calatrava/ciudad_real
3089,brazatortas,brazatortas,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,brazatortas/ciudad_real
