,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province
8623,lezaun,lezaun,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lezaun/navarra
8624,liedena,liedena,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,liedena/navarra
8625,lizoain_arriasgoiti,lizoain_arriasgoiti,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lizoain_arriasgoiti/navarra
8629,lodosa,lodosa,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lodosa/navarra
8633,lumbier,lumbier,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lumbier/navarra
8635,maneru,maneru,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,maneru/navarra
8637,marcilla,marcilla,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,marcilla/navarra
8638,melida,melida,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,melida/navarra
8639,mendavia,mendavia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,mendavia/navarra
8640,mendaza,mendaza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,mendaza/navarra
8642,mendigorria,mendigorria,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,mendigorria/navarra
8644,milagro,milagro,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,milagro/navarra
8646,miranda_de_arga,miranda_de_arga,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,miranda_de_arga/navarra
8648,monreal,elo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,monreal/navarra
8649,monteagudo,monteagudo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,monteagudo/navarra
8652,murchante,murchante,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,murchante/navarra
8654,murillo_el_cuende,murillo_el_cuende,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,murillo_el_cuende/navarra
8657,murillo_el_fruto,murillo_el_fruto,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,murillo_el_fruto/navarra
8658,muruzabal,muruzabal,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,muruzabal/navarra
8659,navascues,nabaskoze,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,navascues/navarra
8663,obanos,obanos,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,obanos/navarra
8665,ochagavia,otsagabia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ochagavia/navarra
8668,oiz,oiz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,oiz/navarra
8672,olite,erriberri,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,olite/navarra
8674,oloriz,oloritz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,oloriz/navarra
8676,cendea_de_olza,oltza_zendea,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,cendea_de_olza/navarra
8679,orbaizeta,orbaizeta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,orbaizeta/navarra
8684,oteiza,oteiza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,oteiza/navarra
8700,peralta,azkoien,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,peralta/navarra
8701,petilla_de_aragon,petilla_de_aragon,zaragoza,zaragoza,aragon,aragon,petilla_de_aragon/zaragoza
8702,petilla_de_aragon,petilla_de_aragon,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,petilla_de_aragon/navarra
8704,pitillas,pitillas,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,pitillas/navarra
8705,puente_la_reina,gares,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,puente_la_reina/navarra
8706,pueyo,pueyo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,pueyo/navarra
8707,ribaforada,ribaforada,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ribaforada/navarra
8709,roncal,erronkari,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,roncal/navarra
8710,orreaga,roncesvalles,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,orreaga/navarra
8711,saldias,saldias,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,saldias/navarra
8713,san_adrian,san_adrian,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,san_adrian/navarra
8714,sanguesa,zangoza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sanguesa/navarra
8716,san_martin_de_unx,san_martin_de_unx,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,san_martin_de_unx/navarra
8717,sansol,sansol,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sansol/navarra
8718,santacara,santacara,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,santacara/navarra
8719,doneztebe,santesteban,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,doneztebe/navarra
8721,sartaguda,sartaguda,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sartaguda/navarra
8722,sesma,sesma,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sesma/navarra
8724,sunbilla,sunbilla,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sunbilla/navarra
8725,tafalla,tafalla,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,tafalla/navarra
8726,tiebas_muruarte_de_reta,tiebas_muruarte_de_reta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,tiebas_muruarte_de_reta/navarra
8732,tudela,tudela,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,tudela/navarra
8735,ujue,ujue,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ujue/navarra
8736,ultzama,ultzama,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ultzama/navarra
8738,unciti,unciti,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,unciti/navarra
8741,urdazubi,urdax,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urdazubi/navarra
8744,urraul_alto,urraul_alto,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urraul_alto/navarra
8746,urraul_bajo,urraul_bajo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urraul_bajo/navarra
8749,urroz_villa,urroz_villa,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urroz_villa/navarra
8750,urroz,urroz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urroz/navarra
8751,urzainqui,urzainki,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urzainqui/navarra
8753,uztarroz,uztarroze,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,uztarroz/navarra
8754,luzaide,valcarlos,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,luzaide/navarra
8756,valtierra,valtierra,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,valtierra/navarra
8757,bera,bera,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,bera/navarra
8759,viana,viana,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,viana/navarra
8760,vidangoz,bidankoze,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,vidangoz/navarra
8762,villafranca,villafranca,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villafranca/navarra
8763,villamayor_de_monjardin,villamayor_de_monjardin,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villamayor_de_monjardin/navarra
8765,villatuerta,villatuerta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villatuerta/navarra
8767,villava,atarrabia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villava/navarra
8771,valle_de_yerri,deierri,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,valle_de_yerri/navarra
8774,yesa,yesa,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,yesa/navarra
8776,zubieta,zubieta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zubieta/navarra
8777,zugarramurdi,zugarramurdi,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zugarramurdi/navarra
8778,zuniga,zuniga,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zuniga/navarra
8781,berrioplano,berriobeiti,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,berrioplano/navarra
8784,irurtzun,irurtzun,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,irurtzun/navarra
8786,orkoien,orkoien,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,orkoien/navarra
8787,zizur_mayor,zizur_nagusia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zizur_mayor/navarra
8788,lekunberri,lekunberri,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lekunberri/navarra
8789,allariz,allariz,ourense,ourense,galicia,galicia,allariz/ourense
8797,amoeiro,amoeiro,ourense,ourense,galicia,galicia,amoeiro/ourense
8801,a_arnoia,a_arnoia,ourense,ourense,galicia,galicia,a_arnoia/ourense
8802,avion,avion,ourense,ourense,galicia,galicia,avion/ourense
8803,baltar,baltar,ourense,ourense,galicia,galicia,baltar/ourense
8806,bande,bande,ourense,ourense,galicia,galicia,bande/ourense
8815,banos_de_molgas,banos_de_molgas,ourense,ourense,galicia,galicia,banos_de_molgas/ourense
8819,barbadas,barbadas,ourense,ourense,galicia,galicia,barbadas/ourense
8822,ourense,ourense,ourense,ourense,galicia,galicia,ourense/ourense
8825,o_barco_de_valdeorras,o_barco_de_valdeorras,ourense,ourense,galicia,galicia,o_barco_de_valdeorras/ourense
8831,beade,beade,ourense,ourense,galicia,galicia,beade/ourense
8835,os_blancos,os_blancos,ourense,ourense,galicia,galicia,os_blancos/ourense
8836,boboras,boboras,ourense,ourense,galicia,galicia,boboras/ourense
8846,a_bola,a_bola,ourense,ourense,galicia,galicia,a_bola/ourense
8847,o_bolo,o_bolo,ourense,ourense,galicia,galicia,o_bolo/ourense
8852,calvos_de_randin,calvos_de_randin,ourense,ourense,galicia,galicia,calvos_de_randin/ourense
8857,carballeda_de_valdeorras,carballeda_de_valdeorras,ourense,ourense,galicia,galicia,carballeda_de_valdeorras/ourense
8865,carballeda_de_avia,carballeda_de_avia,ourense,ourense,galicia,galicia,carballeda_de_avia/ourense
8871,o_carballino,o_carballino,ourense,ourense,galicia,galicia,o_carballino/ourense
8878,cartelle,cartelle,ourense,ourense,galicia,galicia,cartelle/ourense
8886,castrelo_do_val,castrelo_do_val,ourense,ourense,galicia,galicia,castrelo_do_val/ourense
8890,castrelo_de_mino,castrelo_de_mino,ourense,ourense,galicia,galicia,castrelo_de_mino/ourense
8891,castro_caldelas,castro_caldelas,ourense,ourense,galicia,galicia,castro_caldelas/ourense
8898,celanova,celanova,ourense,ourense,galicia,galicia,celanova/ourense
8906,cenlle,cenlle,ourense,ourense,galicia,galicia,cenlle/ourense
8909,coles,coles,ourense,ourense,galicia,galicia,coles/ourense
8913,cortegada,cortegada,ourense,ourense,galicia,galicia,cortegada/ourense
8916,cualedro,cualedro,ourense,ourense,galicia,galicia,cualedro/ourense
8919,chandrexa_de_queixa,chandrexa_de_queixa,ourense,ourense,galicia,galicia,chandrexa_de_queixa/ourense
8924,entrimo,entrimo,ourense,ourense,galicia,galicia,entrimo/ourense
8928,esgos,esgos,ourense,ourense,galicia,galicia,esgos/ourense
8930,xinzo_de_limia,xinzo_de_limia,ourense,ourense,galicia,galicia,xinzo_de_limia/ourense
8937,gomesende,gomesende,ourense,ourense,galicia,galicia,gomesende/ourense
8938,a_gudina,a_gudina,ourense,ourense,galicia,galicia,a_gudina/ourense
8943,o_irixo,o_irixo,ourense,ourense,galicia,galicia,o_irixo/ourense
8950,xunqueira_de_ambia,xunqueira_de_ambia,ourense,ourense,galicia,galicia,xunqueira_de_ambia/ourense
8953,xunqueira_de_espadanedo,xunqueira_de_espadanedo,ourense,ourense,galicia,galicia,xunqueira_de_espadanedo/ourense
8957,larouco,larouco,ourense,ourense,galicia,galicia,larouco/ourense
8960,laza,laza,ourense,ourense,galicia,galicia,laza/ourense
8964,leiro,leiro,ourense,ourense,galicia,galicia,leiro/ourense
8970,lobeira,lobeira,ourense,ourense,galicia,galicia,lobeira/ourense
8977,lobios,lobios,ourense,ourense,galicia,galicia,lobios/ourense
8983,maceda,maceda,ourense,ourense,galicia,galicia,maceda/ourense
8991,manzaneda,manzaneda,ourense,ourense,galicia,galicia,manzaneda/ourense
8999,maside,maside,ourense,ourense,galicia,galicia,maside/ourense
9004,melon,melon,ourense,ourense,galicia,galicia,melon/ourense
9007,a_merca,a_merca,ourense,ourense,galicia,galicia,a_merca/ourense
9010,a_mezquita,a_mezquita,ourense,ourense,galicia,galicia,a_mezquita/ourense
9014,montederramo,montederramo,ourense,ourense,galicia,galicia,montederramo/ourense
9019,monterrei,monterrei,ourense,ourense,galicia,galicia,monterrei/ourense
9021,muinos,muinos,ourense,ourense,galicia,galicia,muinos/ourense
9026,nogueira_de_ramuin,nogueira_de_ramuin,ourense,ourense,galicia,galicia,nogueira_de_ramuin/ourense
9034,oimbra,oimbra,ourense,ourense,galicia,galicia,oimbra/ourense
9052,paderne_de_allariz,paderne_de_allariz,ourense,ourense,galicia,galicia,paderne_de_allariz/ourense
9055,padrenda,padrenda,ourense,ourense,galicia,galicia,padrenda/ourense
9061,parada_de_sil,parada_de_sil,ourense,ourense,galicia,galicia,parada_de_sil/ourense
9069,o_pereiro_de_aguiar,o_pereiro_de_aguiar,ourense,ourense,galicia,galicia,o_pereiro_de_aguiar/ourense
9072,a_peroxa,a_peroxa,ourense,ourense,galicia,galicia,a_peroxa/ourense
9080,petin,petin,ourense,ourense,galicia,galicia,petin/ourense
9082,pinor,pinor,ourense,ourense,galicia,galicia,pinor/ourense
9085,porqueira,porqueira,ourense,ourense,galicia,galicia,porqueira/ourense
9089,a_pobra_de_trives,a_pobra_de_trives,ourense,ourense,galicia,galicia,a_pobra_de_trives/ourense
9094,pontedeva,pontedeva,ourense,ourense,galicia,galicia,pontedeva/ourense
9095,punxin,punxin,ourense,ourense,galicia,galicia,punxin/ourense
9100,quintela_de_leirado,quintela_de_leirado,ourense,ourense,galicia,galicia,quintela_de_leirado/ourense
9101,rairiz_de_veiga,rairiz_de_veiga,ourense,ourense,galicia,galicia,rairiz_de_veiga/ourense
9105,ramiras,ramiras,ourense,ourense,galicia,galicia,ramiras/ourense
9108,ribadavia,ribadavia,ourense,ourense,galicia,galicia,ribadavia/ourense
9115,san_xoan_de_rio,san_xoan_de_rio,ourense,ourense,galicia,galicia,san_xoan_de_rio/ourense
9120,rios,rios,ourense,ourense,galicia,galicia,rios/ourense
9121,a_rua,a_rua,ourense,ourense,galicia,galicia,a_rua/ourense
9124,rubia,rubia,ourense,ourense,galicia,galicia,rubia/ourense
9129,san_amaro,san_amaro,ourense,ourense,galicia,galicia,san_amaro/ourense
9133,san_cibrao_das_vinas,san_cibrao_das_vinas,ourense,ourense,galicia,galicia,san_cibrao_das_vinas/ourense
9137,san_cristovo_de_cea,san_cristovo_de_cea,ourense,ourense,galicia,galicia,san_cristovo_de_cea/ourense
9145,sandias,sandias,ourense,ourense,galicia,galicia,sandias/ourense
9149,sarreaus,sarreaus,ourense,ourense,galicia,galicia,sarreaus/ourense
9151,taboadela,taboadela,ourense,ourense,galicia,galicia,taboadela/ourense
9153,a_teixeira,a_teixeira,ourense,ourense,galicia,galicia,a_teixeira/ourense
9161,trasmiras,trasmiras,ourense,ourense,galicia,galicia,trasmiras/ourense
9163,a_veiga,a_veiga,ourense,ourense,galicia,galicia,a_veiga/ourense
9169,verea,verea,ourense,ourense,galicia,galicia,verea/ourense
9171,verin,verin,ourense,ourense,galicia,galicia,verin/ourense
9178,viana_do_bolo,viana_do_bolo,ourense,ourense,galicia,galicia,viana_do_bolo/ourense
9188,vilamarin,vilamarin,ourense,ourense,galicia,galicia,vilamarin/ourense
9193,vilamartin_de_valdeorras,vilamartin_de_valdeorras,ourense,ourense,galicia,galicia,vilamartin_de_valdeorras/ourense
9200,vilar_de_santos,vilar_de_santos,ourense,ourense,galicia,galicia,vilar_de_santos/ourense
9204,vilardevos,vilardevos,ourense,ourense,galicia,galicia,vilardevos/ourense
9209,allande,allande,asturias,asturias,principado_de_asturias,principado_de_asturias,allande/asturias
9216,aller,aller,asturias,asturias,principado_de_asturias,principado_de_asturias,aller/asturias
9230,amieva,amieva,asturias,asturias,principado_de_asturias,principado_de_asturias,amieva/asturias
9232,aviles,aviles,asturias,asturias,principado_de_asturias,principado_de_asturias,aviles/asturias
9241,belmonte_de_miranda,belmonte_de_miranda,asturias,asturias,principado_de_asturias,principado_de_asturias,belmonte_de_miranda/asturias
9253,bimenes,bimenes,asturias,asturias,principado_de_asturias,principado_de_asturias,bimenes/asturias
9255,boal,boal,asturias,asturias,principado_de_asturias,principado_de_asturias,boal/asturias
9265,cabrales,cabrales,asturias,asturias,principado_de_asturias,principado_de_asturias,cabrales/asturias
9267,cabranes,cabranes,asturias,asturias,principado_de_asturias,principado_de_asturias,cabranes/asturias
9269,candamo,candamo,asturias,asturias,principado_de_asturias,principado_de_asturias,candamo/asturias
9273,cangas_del_narcea,cangas_del_narcea,asturias,asturias,principado_de_asturias,principado_de_asturias,cangas_del_narcea/asturias
9282,cangas_de_onis,cangas_de_onis,asturias,asturias,principado_de_asturias,principado_de_asturias,cangas_de_onis/asturias
9287,caravia,caravia,asturias,asturias,principado_de_asturias,principado_de_asturias,caravia/asturias
9289,carreno,carreno,asturias,asturias,principado_de_asturias,principado_de_asturias,carreno/asturias
9295,caso,caso,asturias,asturias,principado_de_asturias,principado_de_asturias,caso/asturias
9298,castrillon,castrillon,asturias,asturias,principado_de_asturias,principado_de_asturias,castrillon/asturias
9300,salinas,salinas,asturias,asturias,principado_de_asturias,principado_de_asturias,salinas/asturias
9307,castropol,castropol,asturias,asturias,principado_de_asturias,principado_de_asturias,castropol/asturias
9312,coana,coana,asturias,asturias,principado_de_asturias,principado_de_asturias,coana/asturias
9318,colunga,colunga,asturias,asturias,principado_de_asturias,principado_de_asturias,colunga/asturias
9329,corvera_de_asturias,corvera_de_asturias,asturias,asturias,principado_de_asturias,principado_de_asturias,corvera_de_asturias/asturias
9334,cudillero,cudillero,asturias,asturias,principado_de_asturias,principado_de_asturias,cudillero/asturias
9340,degana,degana,asturias,asturias,principado_de_asturias,principado_de_asturias,degana/asturias
9342,el_franco,el_franco,asturias,asturias,principado_de_asturias,principado_de_asturias,el_franco/asturias
9348,gijon,gijon,asturias,asturias,principado_de_asturias,principado_de_asturias,gijon/asturias
9372,gozon,gozon,asturias,asturias,principado_de_asturias,principado_de_asturias,gozon/asturias
9378,grado,grado,asturias,asturias,principado_de_asturias,principado_de_asturias,grado/asturias
9384,grandas_de_salime,grandas_de_salime,asturias,asturias,principado_de_asturias,principado_de_asturias,grandas_de_salime/asturias
9385,ibias,ibias,asturias,asturias,principado_de_asturias,principado_de_asturias,ibias/asturias
9388,illano,illano,asturias,asturias,principado_de_asturias,principado_de_asturias,illano/asturias
9391,illas,illas,asturias,asturias,principado_de_asturias,principado_de_asturias,illas/asturias
9394,langreo,langreo,asturias,asturias,principado_de_asturias,principado_de_asturias,langreo/asturias
9402,laviana,laviana,asturias,asturias,principado_de_asturias,principado_de_asturias,laviana/asturias
9410,lena,lena,asturias,asturias,principado_de_asturias,principado_de_asturias,lena/asturias
9422,valdes,valdes,asturias,asturias,principado_de_asturias,principado_de_asturias,valdes/asturias
9437,llanera,llanera,asturias,asturias,principado_de_asturias,principado_de_asturias,llanera/asturias
9447,llanes,llanes,asturias,asturias,principado_de_asturias,principado_de_asturias,llanes/asturias
9456,mieres,mieres,asturias,asturias,principado_de_asturias,principado_de_asturias,mieres/asturias
9484,morcin,morcin,asturias,asturias,principado_de_asturias,principado_de_asturias,morcin/asturias
9487,muros_de_nalon,muros_de_nalon,asturias,asturias,principado_de_asturias,principado_de_asturias,muros_de_nalon/asturias
9489,nava,nava,asturias,asturias,principado_de_asturias,principado_de_asturias,nava/asturias
9494,navia,navia,asturias,asturias,principado_de_asturias,principado_de_asturias,navia/asturias
9498,norena,norena,asturias,asturias,principado_de_asturias,principado_de_asturias,norena/asturias
9500,oviedo,oviedo,asturias,asturias,principado_de_asturias,principado_de_asturias,oviedo/asturias
9535,parres,parres,asturias,asturias,principado_de_asturias,principado_de_asturias,parres/asturias
9543,penamellera_alta,penamellera_alta,asturias,asturias,principado_de_asturias,principado_de_asturias,penamellera_alta/asturias
9546,penamellera_baja,penamellera_baja,asturias,asturias,principado_de_asturias,principado_de_asturias,penamellera_baja/asturias
9547,pesoz,pesoz,asturias,asturias,principado_de_asturias,principado_de_asturias,pesoz/asturias
9550,pilona,pilona,asturias,asturias,principado_de_asturias,principado_de_asturias,pilona/asturias
9561,pravia,pravia,asturias,asturias,principado_de_asturias,principado_de_asturias,pravia/asturias
9565,proaza,proaza,asturias,asturias,principado_de_asturias,principado_de_asturias,proaza/asturias
9568,quiros,quiros,asturias,asturias,principado_de_asturias,principado_de_asturias,quiros/asturias
9574,las_regueras,las_regueras,asturias,asturias,principado_de_asturias,principado_de_asturias,las_regueras/asturias
9577,ribadedeva,ribadedeva,asturias,asturias,principado_de_asturias,principado_de_asturias,ribadedeva/asturias
9578,ribadesella,ribadesella,asturias,asturias,principado_de_asturias,principado_de_asturias,ribadesella/asturias
9588,ribera_de_arriba,ribera_de_arriba,asturias,asturias,principado_de_asturias,principado_de_asturias,ribera_de_arriba/asturias
9592,riosa,riosa,asturias,asturias,principado_de_asturias,principado_de_asturias,riosa/asturias
9593,salas,salas,asturias,asturias,principado_de_asturias,principado_de_asturias,salas/asturias
9608,san_martin_del_rey_aurelio,san_martin_del_rey_aurelio,asturias,asturias,principado_de_asturias,principado_de_asturias,san_martin_del_rey_aurelio/asturias
9619,santa_eulalia_de_oscos,santa_eulalia_de_oscos,asturias,asturias,principado_de_asturias,principado_de_asturias,santa_eulalia_de_oscos/asturias
9621,san_tirso_de_abres,san_tirso_de_abres,asturias,asturias,principado_de_asturias,principado_de_asturias,san_tirso_de_abres/asturias
9623,sariego,sariego,asturias,asturias,principado_de_asturias,principado_de_asturias,sariego/asturias
9625,siero,siero,asturias,asturias,principado_de_asturias,principado_de_asturias,siero/asturias
9632,lugones,lugones,asturias,asturias,principado_de_asturias,principado_de_asturias,lugones/asturias
9639,sobrescobio,sobrescobio,asturias,asturias,principado_de_asturias,principado_de_asturias,sobrescobio/asturias
9640,somiedo,somiedo,asturias,asturias,principado_de_asturias,principado_de_asturias,somiedo/asturias
9643,soto_del_barco,soto_del_barco,asturias,asturias,principado_de_asturias,principado_de_asturias,soto_del_barco/asturias
9648,tapia_de_casariego,tapia_de_casariego,asturias,asturias,principado_de_asturias,principado_de_asturias,tapia_de_casariego/asturias
9652,taramundi,taramundi,asturias,asturias,principado_de_asturias,principado_de_asturias,taramundi/asturias
9654,teverga,teverga,asturias,asturias,principado_de_asturias,principado_de_asturias,teverga/asturias
9655,tineo,tineo,asturias,asturias,principado_de_asturias,principado_de_asturias,tineo/asturias
9663,vegadeo,vegadeo,asturias,asturias,principado_de_asturias,principado_de_asturias,vegadeo/asturias
9668,villaviciosa,villaviciosa,asturias,asturias,principado_de_asturias,principado_de_asturias,villaviciosa/asturias
9679,villayon,villayon,asturias,asturias,principado_de_asturias,principado_de_asturias,villayon/asturias
9682,abarca_de_campos,abarca_de_campos,palencia,palencia,castilla_y_leon,castilla_y_leon,abarca_de_campos/palencia
9683,abia_de_las_torres,abia_de_las_torres,palencia,palencia,castilla_y_leon,castilla_y_leon,abia_de_las_torres/palencia
9684,aguilar_de_campoo,aguilar_de_campoo,palencia,palencia,castilla_y_leon,castilla_y_leon,aguilar_de_campoo/palencia
9685,aguilar_de_campoo,aguilar_de_campoo,burgos,burgos,castilla_y_leon,castilla_y_leon,aguilar_de_campoo/burgos
9693,alar_del_rey,alar_del_rey,palencia,palencia,castilla_y_leon,castilla_y_leon,alar_del_rey/palencia
9697,alba_de_cerrato,alba_de_cerrato,palencia,palencia,castilla_y_leon,castilla_y_leon,alba_de_cerrato/palencia
9698,amayuelas_de_arriba,amayuelas_de_arriba,palencia,palencia,castilla_y_leon,castilla_y_leon,amayuelas_de_arriba/palencia
9699,ampudia,ampudia,palencia,palencia,castilla_y_leon,castilla_y_leon,ampudia/palencia
9702,amusco,amusco,palencia,palencia,castilla_y_leon,castilla_y_leon,amusco/palencia
9704,antiguedad,antiguedad,palencia,palencia,castilla_y_leon,castilla_y_leon,antiguedad/palencia
9705,arconada,arconada,palencia,palencia,castilla_y_leon,castilla_y_leon,arconada/palencia
9706,astudillo,astudillo,palencia,palencia,castilla_y_leon,castilla_y_leon,astudillo/palencia
9710,ayuela,ayuela,palencia,palencia,castilla_y_leon,castilla_y_leon,ayuela/palencia
9711,baltanas,baltanas,palencia,palencia,castilla_y_leon,castilla_y_leon,baltanas/palencia
9713,venta_de_banos,venta_de_banos,palencia,palencia,castilla_y_leon,castilla_y_leon,venta_de_banos/palencia
9715,baquerin_de_campos,baquerin_de_campos,palencia,palencia,castilla_y_leon,castilla_y_leon,baquerin_de_campos/palencia
9716,barcena_de_campos,barcena_de_campos,palencia,palencia,castilla_y_leon,castilla_y_leon,barcena_de_campos/palencia
9717,barruelo_de_santullan,barruelo_de_santullan,palencia,palencia,castilla_y_leon,castilla_y_leon,barruelo_de_santullan/palencia
9720,bascones_de_ojeda,bascones_de_ojeda,palencia,palencia,castilla_y_leon,castilla_y_leon,bascones_de_ojeda/palencia
9721,becerril_de_campos,becerril_de_campos,palencia,palencia,castilla_y_leon,castilla_y_leon,becerril_de_campos/palencia
9722,belmonte_de_campos,belmonte_de_campos,palencia,palencia,castilla_y_leon,castilla_y_leon,belmonte_de_campos/palencia
9723,berzosilla,berzosilla,cantabria,cantabria,cantabria,cantabria,berzosilla/cantabria
9726,boadilla_del_camino,boadilla_del_camino,palencia,palencia,castilla_y_leon,castilla_y_leon,boadilla_del_camino/palencia
9727,boadilla_de_rioseco,boadilla_de_rioseco,palencia,palencia,castilla_y_leon,castilla_y_leon,boadilla_de_rioseco/palencia
9729,buenavista_de_valdavia,buenavista_de_valdavia,palencia,palencia,castilla_y_leon,castilla_y_leon,buenavista_de_valdavia/palencia
9731,bustillo_de_la_vega,bustillo_de_la_vega,palencia,palencia,castilla_y_leon,castilla_y_leon,bustillo_de_la_vega/palencia
9732,bustillo_del_paramo_de_carrion,bustillo_del_paramo_de_carrion,palencia,palencia,castilla_y_leon,castilla_y_leon,bustillo_del_paramo_de_carrion/palencia
9733,calahorra_de_boedo,calahorra_de_boedo,palencia,palencia,castilla_y_leon,castilla_y_leon,calahorra_de_boedo/palencia
9736,cardenosa_de_volpejera,cardenosa_de_volpejera,palencia,palencia,castilla_y_leon,castilla_y_leon,cardenosa_de_volpejera/palencia
9737,carrion_de_los_condes,carrion_de_los_condes,palencia,palencia,castilla_y_leon,castilla_y_leon,carrion_de_los_condes/palencia
