,codigo_postal,municipio_limpio,provincia,num_colegios_privados,num_colegios_publicos
3673,25263,preixana,lleida,,2.0
3674,25264,vilanova_de_bellpuig,lleida,,2.0
3675,25265,castellnou_de_seana,lleida,,2.0
3676,25266,belianes,lleida,,2.0
3677,25266,malda,lleida,,1.0
3678,25270,sant_guim_de_freixenet,lleida,,2.0
3679,25271,sant_guim_de_freixenet,lleida,,1.0
3680,25280,solsona,lleida,3.0,6.0
3681,25281,llobera,lleida,,1.0
3682,25282,sant_llorenc_de_morunys,lleida,,3.0
3683,25283,lladurs,lleida,,1.0
3684,25284,la_coma,lleida,,1.0
3685,25286,naves,lleida,,1.0
3686,25286,olius,lleida,,2.0
3687,25286,sant_climenc,lleida,,1.0
3688,25287,ardevol,lleida,,1.0
3689,25290,freixinet,lleida,,1.0
3690,25300,tarrega,lleida,5.0,13.0
3691,25310,agramunt,lleida,1.0,4.0
3692,25315,butsenit,lleida,,1.0
3693,25316,les_ventoses,lleida,,1.0
3694,25316,preixens,lleida,,1.0
3695,25318,puigverd_d_agramunt,lleida,,1.0
3696,25320,anglesola,lleida,,2.0
3697,25330,vilagrassa,lleida,,2.0
3698,25331,tornabous,lleida,,2.0
3699,25332,la_fuliola,lleida,,2.0
3700,25334,castellsera,lleida,,2.0
3701,25335,penelles,lleida,,1.0
3702,25336,bellmunt_d_urgell,lleida,,1.0
3703,25337,bellcaire_d_urgell,lleida,,3.0
3704,25340,verdu,lleida,,2.0
3705,25341,ciutadilla,lleida,,1.0
3706,25341,guimera,lleida,,1.0
3707,25344,sant_marti_de_malda,lleida,,2.0
3708,25400,les_borges_blanques,lleida,1.0,5.0
3709,25410,l_espluga_calba,lleida,,2.0
3710,25420,puiggros,lleida,,2.0
3711,25430,juneda,lleida,1.0,2.0
3712,25440,vinaixa,lleida,,2.0
3713,25450,l_albi,lleida,,2.0
3714,25460,cervia_de_les_garrigues,lleida,,1.0
3715,25471,la_pobla_de_cervoles,lleida,,1.0
3716,25500,la_pobla_de_segur,lleida,,3.0
3717,25515,la_torre_de_cabdella,lleida,,1.0
3718,25515,plana_de_mont_la_ros,lleida,,1.0
3719,25520,el_pont_de_suert,lleida,1.0,5.0
3720,25527,barruera,lleida,,2.0
3721,25530,vielha,lleida,,4.0
3722,25540,les,lleida,,3.0
3723,25550,bossost,lleida,,2.0
3724,25551,es_bordes,lleida,,1.0
3725,25552,vilaller,lleida,,1.0
3726,25560,sort,lleida,,5.0
3727,25570,ribera_de_cardos,lleida,,1.0
3728,25574,alins,lleida,,1.0
3729,25580,esterri_d_aneu,lleida,,3.0
3730,25583,espluga_de_serra,lleida,,1.0
3731,25594,rialp,lleida,,2.0
3732,25595,llavorsi,lleida,,2.0
3733,25595,tirvia,lleida,,1.0
3734,25598,arties,lleida,,1.0
3735,25598,gessa,lleida,,1.0
3736,25598,salardu,lleida,,2.0
3737,25598,tredos,lleida,,1.0
3738,25600,balaguer,lleida,5.0,10.0
3739,25610,os_de_balaguer,lleida,,2.0
3740,25611,tartareu,lleida,,1.0
3741,25612,les_avellanes,lleida,,1.0
3742,25613,camarasa,lleida,,2.0
3743,25614,gerb,lleida,,1.0
3744,25616,montgai,lleida,,1.0
3745,25617,la_rapita,lleida,,1.0
3746,25617,la_sentiu_de_sio,lleida,,1.0
3747,25620,tremp,lleida,2.0,5.0
3748,25630,talarn,lleida,,1.0
3749,25650,isona,lleida,,2.0
3750,25660,alcoletge,lleida,,3.0
3751,25670,termens,lleida,,2.0
3752,25680,vallfogona_de_balaguer,lleida,,3.0
3753,25690,vilanova_de_la_barca,lleida,,2.0
3754,25691,ager,lleida,,1.0
3755,25693,salas_de_pallars,lleida,,1.0
3756,25700,la_seu_d_urgell,lleida,3.0,9.0
3757,25710,castellciutat,lleida,,1.0
3758,25711,montferrer,lleida,,3.0
3759,25716,gosol,lleida,,1.0
3760,25717,tuixent,lleida,,1.0
3761,25718,alas,lleida,,1.0
3762,25720,bellver_de_cerdanya,lleida,,2.0
3763,25721,prats,lleida,,1.0
3764,25724,martinet,lleida,,1.0
3765,25725,montella,lleida,,1.0
3766,25726,lles_de_cerdanya,lleida,,1.0
3767,25727,prullans,lleida,,1.0
3768,25730,artesa_de_segre,lleida,,4.0
3769,25735,vilanova_de_meia,lleida,,1.0
3770,25737,cubells,lleida,,1.0
3771,25740,ponts,lleida,,4.0
3772,25750,tora,lleida,,2.0
3773,25753,sanauja,lleida,,2.0
3774,25790,oliana,lleida,,4.0
3775,25790,peramola,lleida,,1.0
3776,25793,coll_de_nargo,lleida,,1.0
3777,25794,organya,lleida,,2.0
3778,25796,el_pla_de_sant_tirs,lleida,,2.0
3779,26000,logrono,la_rioja,1.0,1.0
3780,26001,logrono,la_rioja,2.0,2.0
3781,26002,logrono,la_rioja,6.0,3.0
3782,26003,logrono,la_rioja,4.0,5.0
3783,26004,logrono,la_rioja,10.0,7.0
3784,26005,logrono,la_rioja,7.0,9.0
3785,26006,logrono,la_rioja,12.0,8.0
3786,26007,logrono,la_rioja,11.0,5.0
3787,26008,logrono,la_rioja,4.0,
3788,26009,logrono,la_rioja,1.0,
3789,26100,torrecilla_en_cameros,la_rioja,,1.0
3790,26120,albelda_de_iregua,la_rioja,,2.0
3791,26140,lardero,la_rioja,,4.0
3792,26141,alberite,la_rioja,,2.0
3793,26142,villamediana_de_iregua,la_rioja,,2.0
3794,26143,murillo_de_rio_leza,la_rioja,,3.0
3795,26144,galilea,la_rioja,,1.0
3796,26160,agoncillo,la_rioja,,1.0
3797,26190,nalda,la_rioja,,1.0
3798,26200,haro,la_rioja,1.0,7.0
3799,26230,casalarreina,la_rioja,,1.0
3800,26240,castanares_de_rioja,la_rioja,,1.0
3801,26250,santo_domingo_de_la_calzada,la_rioja,2.0,5.0
3802,26280,ezcaray,la_rioja,,3.0
3803,26300,najera,la_rioja,2.0,6.0
3804,26310,badaran,la_rioja,,1.0
3805,26313,urunuela,la_rioja,,1.0
3806,26320,banos_de_rio_tobia,la_rioja,1.0,2.0
3807,26338,san_vicente_de_la_sonsierra,la_rioja,,2.0
3808,26340,san_asensio,la_rioja,1.0,
3809,26350,cenicero,la_rioja,,2.0
3810,26360,fuenmayor,la_rioja,,3.0
3811,26370,navarrete,la_rioja,,2.0
3812,26500,calahorra,la_rioja,5.0,11.0
3813,26509,agoncillo,la_rioja,,1.0
3814,26509,alcanadre,la_rioja,,1.0
3815,26510,pradejon,la_rioja,,4.0
3816,26513,ausejo,la_rioja,,2.0
3817,26520,cervera_del_rio_alhama,la_rioja,,3.0
3818,26525,igea,la_rioja,,1.0
3819,26540,alfaro,la_rioja,2.0,5.0
3820,26550,rincon_de_soto,la_rioja,,4.0
3821,26559,aldeanueva_de_ebro,la_rioja,,3.0
3822,26560,autol,la_rioja,,3.0
3823,26570,quel,la_rioja,,1.0
3824,26580,arnedo,la_rioja,1.0,7.0
3825,26589,arnedillo,la_rioja,,1.0
3826,27000,lugo,lugo,5.0,
3827,27001,lugo,lugo,3.0,4.0
3828,27002,lugo,lugo,5.0,15.0
3829,27003,lugo,lugo,7.0,9.0
3830,27004,lugo,lugo,5.0,4.0
3831,27100,a_fonsagrada,lugo,,3.0
3832,27110,carballido,lugo,,1.0
3833,27112,vilardiaz,lugo,,1.0
3834,27113,negueira,lugo,,1.0
3835,27120,castroverde,lugo,,2.0
3836,27130,a_esperela,lugo,,1.0
3837,27150,barciela,lugo,,1.0
3838,27152,as_cavadas,lugo,,1.0
3839,27153,bouzas,lugo,,1.0
3840,27154,penelas,lugo,,1.0
3841,27154,robra,lugo,,1.0
3842,27160,nadela,lugo,,1.0
3843,27163,o_corgo,lugo,,1.0
3844,27170,o_barco,lugo,,1.0
3845,27185,cancela_de_sixaos,lugo,,1.0
3846,27200,curuxas,lugo,,2.0
3847,27211,guntin_de_pallares,lugo,,1.0
3848,27220,friol,lugo,,1.0
3849,27240,cabana,lugo,,1.0
3850,27240,meira,lugo,,2.0
3851,27250,castro_de_rei,lugo,,1.0
3852,27260,castro_de_ribeiras_de_lea,lugo,,1.0
3853,27260,os_campos,lugo,,1.0
3854,27270,mosteiro,lugo,,1.0
3855,27287,pastoriza,lugo,,3.0
3856,27292,lugo,lugo,,1.0
3857,27296,lugo,lugo,1.0,
3858,27299,as_donas,lugo,1.0,
3859,27300,guitiriz,lugo,,1.0
3860,27300,o_acevedo,lugo,,2.0
3861,27305,o_carballal,lugo,,1.0
3862,27310,acena,lugo,,1.0
3863,27310,san_clodio,lugo,,1.0
3864,27320,a_barca_do_castelo,lugo,,2.0
3865,27320,quiroga,lugo,,1.0
3866,27324,seoane_do_courel,lugo,,1.0
3867,27325,folgoso_do_courel,lugo,,1.0
3868,27330,a_pobra_do_brollon,lugo,,1.0
3869,27330,arribas,lugo,,1.0
3870,27340,boveda,lugo,,1.0
3871,27346,barreiro,lugo,,1.0
3872,27360,a_pobra_de_san_xiao,lugo,,1.0
3873,27363,vilarmosteiro,lugo,,1.0
3874,27370,rabade,lugo,,3.0
3875,27371,baamonde,lugo,,1.0
3876,27373,begonte,lugo,,2.0
3877,27375,leboradas,lugo,,1.0
3878,27377,a_feira_do_monte,lugo,,1.0
3879,27377,cima_de_vila,lugo,,1.0
3880,27379,sisoi,lugo,,1.0
3881,27392,airexe,lugo,,1.0
3882,27392,o_oural,lugo,1.0,
3883,27393,laxosa,lugo,,1.0
3884,27400,monforte_de_lemos,lugo,4.0,12.0
3885,27430,as_bornogueiras,lugo,,1.0
3886,27437,san_romao,lugo,,1.0
3887,27460,san_martino,lugo,,1.0
3888,27460,sober,lugo,,1.0
3889,27466,albaran,lugo,1.0,
3890,27500,chantada,lugo,,5.0
3891,27500,ourense,ourense,1.0,
3892,27520,galegos,lugo,,1.0
3893,27540,casadela,lugo,,1.0
3894,27547,currelos,lugo,,1.0
3895,27550,taboada,lugo,,3.0
3896,27560,a_cariza,lugo,,2.0
3897,27560,monterroso,lugo,,4.0
3898,27568,monterroso,lugo,,1.0
3899,27570,antas_de_ulla,lugo,1.0,1.0
3900,27600,sarria,lugo,2.0,4.0
3901,27611,a_abelaira,lugo,,1.0
3902,27611,barrido,lugo,,1.0
3903,27614,vilar_de_sarria,lugo,,1.0
3904,27620,samos,lugo,,1.0
3905,27630,pasantes,lugo,,1.0
3906,27640,becerrea,lugo,,2.0
3907,27650,grandela,lugo,,1.0
3908,27664,san_roman,lugo,,1.0
3909,27667,donis,lugo,,1.0
3910,27670,pedrafita_do_cebreiro,lugo,,1.0
3911,27671,zanfoga,lugo,,1.0
3912,27672,louzarela,lugo,,1.0
3913,27677,as_nogais,lugo,,1.0
3914,27680,baralla,lugo,,1.0
3915,27690,sarria,lugo,1.0,3.0
3916,27695,becerrea,lugo,,1.0
3917,27700,ribadeo,lugo,1.0,6.0
3918,27720,a_pontenova,lugo,,1.0
3919,27720,o_castelo,lugo,,1.0
3920,27730,abadin,lugo,,1.0
3921,27740,mondonedo,lugo,1.0,3.0
3922,27744,as_rodrigas,lugo,,1.0
3923,27746,a_afoz,lugo,,1.0
3924,27751,lourenza,lugo,,1.0
3925,27760,arroxo,lugo,,1.0
3926,27765,trabada,lugo,,1.0
3927,27770,cabezan,lugo,,1.0
3928,27774,o_barral,lugo,,1.0
3929,27776,o_castro_de_ouro,lugo,,1.0
3930,27780,foz,lugo,1.0,1.0
3931,27780,marzan,lugo,2.0,3.0
3932,27789,fazouro,lugo,,1.0
3933,27790,a_anea,lugo,,1.0
3934,27792,san_pedro_de_benquerencia,lugo,,1.0
3935,27793,o_barreiro,lugo,,1.0
3936,27797,o_campo_de_san_lourenzo,lugo,,1.0
3937,27800,vilalba,lugo,,7.0
3938,27816,moreda,lugo,,1.0
3939,27818,gardado,lugo,,1.0
3940,27833,xermade,lugo,,1.0
3941,27836,a_abelaira,lugo,,1.0
3942,27837,a_igrexa,lugo,,1.0
3943,27841,xunto_a_irexa,lugo,,1.0
3944,27850,viveiro,lugo,2.0,6.0
3945,27860,o_vicedo,lugo,,1.0
3946,27863,celeiro,lugo,,2.0
3947,27867,a_trabe,lugo,,1.0
3948,27868,carracedo,lugo,,1.0
3949,27869,a_cabana,lugo,,1.0
3950,27870,os_carballas,lugo,,1.0
3951,27870,xove,lugo,,1.0
3952,27880,burela,lugo,,7.0
3953,27890,lieiro,lugo,,1.0
3954,27890,san_cibrao,lugo,,1.0
3955,27891,cervo,lugo,,1.0
3956,27893,trasmonte_das_chousas,lugo,,1.0
3957,28000,alcala_de_henares,madrid,,2.0
3958,28000,alcobendas,madrid,2.0,
3959,28000,alcorcon,madrid,1.0,
3960,28000,arroyomolinos,madrid,,1.0
3961,28000,boadilla_del_monte,madrid,2.0,
3962,28000,casarrubuelos,madrid,,1.0
3963,28000,el_boalo,madrid,1.0,
3964,28000,fuenlabrada,madrid,,3.0
3965,28000,getafe,madrid,2.0,1.0
3966,28000,hoyo_de_manzanares,madrid,,1.0
3967,28000,leganes,madrid,1.0,
3968,28000,madrid,madrid,23.0,5.0
3969,28000,mataelpino,madrid,,1.0
3970,28000,mostoles,madrid,1.0,
3971,28000,navalcarnero,madrid,1.0,
3972,28000,paracuellos_de_jarama,madrid,,2.0
3973,28000,pozuelo_de_alarcon,madrid,2.0,
3974,28000,rivas_vaciamadrid,madrid,,1.0
3975,28000,san_sebastian_de_los_reyes,madrid,1.0,
3976,28000,tres_cantos,madrid,1.0,
3977,28000,valdemoro,madrid,1.0,
3978,28001,madrid,madrid,6.0,1.0
3979,28002,madrid,madrid,50.0,6.0
3980,28003,madrid,madrid,21.0,8.0
3981,28004,madrid,madrid,14.0,9.0
3982,28005,madrid,madrid,24.0,15.0
3983,28006,madrid,madrid,12.0,6.0
3984,28007,madrid,madrid,28.0,9.0
3985,28008,madrid,madrid,13.0,10.0
3986,28009,madrid,madrid,9.0,6.0
3987,28010,madrid,madrid,12.0,3.0
3988,28011,madrid,madrid,16.0,9.0
3989,28012,madrid,madrid,14.0,6.0
3990,28013,madrid,madrid,4.0,2.0
3991,28014,madrid,madrid,2.0,5.0
3992,28015,madrid,madrid,17.0,9.0
3993,28016,madrid,madrid,24.0,5.0
3994,28017,madrid,madrid,24.0,11.0
3995,28018,madrid,madrid,17.0,19.0
3996,28019,madrid,madrid,16.0,16.0
3997,28020,madrid,madrid,12.0,6.0
3998,28021,madrid,madrid,22.0,25.0
3999,28022,madrid,madrid,17.0,18.0
4000,28023,madrid,madrid,37.0,5.0
4001,28024,madrid,madrid,14.0,11.0
4002,28025,madrid,madrid,23.0,16.0
4003,28026,madrid,madrid,17.0,13.0
4004,28027,madrid,madrid,35.0,12.0
4005,28028,madrid,madrid,28.0,5.0
4006,28029,madrid,madrid,20.0,15.0
4007,28030,madrid,madrid,25.0,23.0
4008,28031,madrid,madrid,22.0,19.0
4009,28032,alcala_de_henares,madrid,1.0,
4010,28032,madrid,madrid,18.0,19.0
4011,28033,madrid,madrid,23.0,18.0
4012,28034,madrid,madrid,26.0,15.0
4013,28035,madrid,madrid,29.0,9.0
4014,28035,valdemoro,madrid,1.0,
4015,28036,madrid,madrid,17.0,1.0
4016,28037,madrid,madrid,16.0,15.0
4017,28038,madrid,madrid,19.0,16.0
4018,28039,madrid,madrid,15.0,14.0
4019,28040,madrid,madrid,11.0,5.0
4020,28041,madrid,madrid,23.0,35.0
4021,28042,madrid,madrid,23.0,12.0
4022,28043,madrid,madrid,50.0,18.0
4023,28044,madrid,madrid,17.0,16.0
4024,28045,madrid,madrid,22.0,12.0
4025,28046,madrid,madrid,,5.0
4026,28047,madrid,madrid,24.0,15.0
4027,28048,madrid,madrid,2.0,3.0
4028,28049,madrid,madrid,13.0,10.0
4029,28050,alcobendas,madrid,1.0,
4030,28050,madrid,madrid,35.0,15.0
4031,28051,madrid,madrid,10.0,5.0
4032,28052,madrid,madrid,2.0,
4033,28053,madrid,madrid,13.0,17.0
4034,28054,madrid,madrid,9.0,9.0
4035,28055,madrid,madrid,6.0,3.0
4036,28100,alcobendas,madrid,23.0,22.0
4037,28108,alcobendas,madrid,3.0,7.0
4038,28109,alcobendas,madrid,25.0,
4039,28110,algete,madrid,3.0,12.0
4040,28120,algete,madrid,,1.0
4041,28130,alalpardo,madrid,2.0,2.0
4042,28130,valdeolmos,madrid,,1.0
4043,28140,fuente_el_saz_de_jarama,madrid,3.0,2.0
4044,28150,valdetorres_de_jarama,madrid,,2.0
4045,28160,talamanca_de_jarama,madrid,2.0,3.0
4046,28170,valdepielagos,madrid,,1.0
4047,28180,torrelaguna,madrid,,5.0
4048,28189,patones_de_abajo,madrid,,2.0
4049,28189,torremocha_de_jarama,madrid,,2.0
4050,28190,montejo_de_la_sierra,madrid,,1.0
4051,28192,el_berrueco,madrid,,1.0
4052,28193,cervera_de_buitrago,madrid,,1.0
4053,28194,berzosa_del_lozoya,madrid,,1.0
4054,28200,san_lorenzo_de_el_escorial,madrid,8.0,8.0
4055,28209,cuelgamuros,madrid,1.0,
4056,28210,valdemorillo,madrid,1.0,5.0
4057,28212,navalagamella,madrid,,2.0
4058,28213,colmenar_del_arroyo,madrid,,2.0
4059,28214,fresnedillas_de_la_oliva,madrid,,3.0
4060,28220,majadahonda,madrid,10.0,17.0
4061,28221,majadahonda,madrid,4.0,4.0
4062,28222,majadahonda,madrid,6.0,1.0
4063,28223,arroyo_meaques,madrid,1.0,
4064,28223,pozuelo_de_alarcon,madrid,24.0,9.0
4065,28224,pozuelo_de_alarcon,madrid,24.0,8.0
4066,28229,villanueva_del_pardillo,madrid,11.0,6.0
4067,28230,las_rozas_de_madrid,madrid,11.0,9.0
4068,28231,las_rozas_de_madrid,madrid,9.0,7.0
4069,28232,las_rozas_de_madrid,madrid,12.0,5.0
4070,28240,hoyo_de_manzanares,madrid,,3.0
4071,28250,galapagar,madrid,2.0,
4072,28250,torrelodones,madrid,11.0,8.0
4073,28260,boadilla_del_monte,madrid,1.0,
4074,28260,galapagar,madrid,4.0,7.0
4075,28270,colmenarejo,madrid,3.0,5.0
4076,28280,el_escorial,madrid,,5.0
4077,28290,las_rozas_de_madrid,madrid,6.0,1.0
4078,28290,matas_pinar_las_monte_rozas,madrid,1.0,1.0
4079,28291,las_rozas_de_madrid,madrid,1.0,
4080,28292,el_escorial,madrid,1.0,
4081,28293,zarzalejo,madrid,,2.0
4082,28294,robledo_de_chavela,madrid,,4.0
4083,28295,valdemaqueda,madrid,,1.0
4084,28296,santa_maria_de_la_alameda,madrid,,1.0
4085,28300,aranjuez,madrid,9.0,18.0
4086,28300,la_montana,madrid,1.0,
4087,28320,pinto,madrid,10.0,17.0
4088,28330,la_maranosa,madrid,,1.0
4089,28330,san_martin_de_la_vega,madrid,4.0,9.0
4090,28339,san_martin_de_la_vega,madrid,1.0,
4091,28340,valdemoro,madrid,4.0,16.0
4092,28341,valdemoro,madrid,11.0,5.0
4093,28342,valdemoro,madrid,8.0,3.0
4094,28343,valdemoro,madrid,1.0,
4095,28350,ciempozuelos,madrid,6.0,8.0
4096,28359,titulcia,madrid,,2.0
4097,28360,villaconejos,madrid,,2.0
4098,28370,chinchon,madrid,1.0,4.0
4099,28380,colmenar_de_oreja,madrid,1.0,4.0
4100,28390,belmonte_de_tajo,madrid,,3.0
4101,28391,valdelaguna,madrid,,1.0
4102,28400,collado_villalba,madrid,15.0,22.0
4103,28409,collado_villalba,madrid,2.0,
4104,28410,manzanares_el_real,madrid,3.0,3.0
4105,28411,el_boalo,madrid,2.0,
4106,28411,moralzarzal,madrid,6.0,5.0
4107,28412,cerceda,madrid,2.0,1.0
4108,28412,el_boalo,madrid,1.0,
4109,28413,el_boalo,madrid,,2.0
4110,28420,galapagar,madrid,3.0,3.0
4111,28430,alpedrete,madrid,8.0,5.0
4112,28430,guadarrama,madrid,3.0,
4113,28439,alpedrete,madrid,4.0,2.0
4114,28440,guadarrama,madrid,4.0,6.0
4115,28450,collado_mediano,madrid,,3.0
4116,28459,collado_mediano,madrid,,2.0
4117,28460,los_molinos,madrid,1.0,3.0
4118,28470,cercedilla,madrid,1.0,4.0
4119,28490,becerril_de_la_sierra,madrid,1.0,2.0
4120,28491,navacerrada,madrid,,1.0
4121,28499,navacerrada,madrid,,1.0
4122,28500,arganda,madrid,13.0,22.0
4123,28510,campo_real,madrid,1.0,4.0
4124,28511,valdilecha,madrid,,3.0
4125,28512,villar_del_olmo,madrid,,2.0
4126,28514,nuevo_baztan,madrid,2.0,3.0
4127,28515,olmeda_de_las_fuentes,madrid,,1.0
4128,28521,rivas_vaciamadrid,madrid,6.0,3.0
4129,28522,rivas_vaciamadrid,madrid,7.0,3.0
4130,28523,rivas_vaciamadrid,madrid,7.0,5.0
4131,28529,rivas_vaciamadrid,madrid,2.0,19.0
4132,28530,morata_de_tajuna,madrid,,5.0
4133,28540,perales_de_tajuna,madrid,,3.0
4134,28550,tielmes,madrid,,3.0
4135,28560,carabana,madrid,,3.0
4136,28570,orusco,madrid,,3.0
4137,28580,ambite,madrid,,1.0
4138,28590,villarejo_de_salvanes,madrid,3.0,7.0
4139,28594,valdaracete,madrid,,3.0
4140,28595,estremera,madrid,,2.0
4141,28596,brea_de_tajo,madrid,,1.0
4142,28597,fuentiduena_de_tajo,madrid,,3.0
4143,28598,villamanrique_de_tajo,madrid,,1.0
4144,28600,navalcarnero,madrid,7.0,12.0
4145,28607,el_alamo,madrid,2.0,4.0
4146,28609,sevilla_la_nueva,madrid,3.0,6.0
4147,28609,villamantilla,madrid,,2.0
4148,28609,villanueva_de_perales,madrid,,2.0
4149,28610,villamanta,madrid,,2.0
4150,28620,aldea_del_fresno,madrid,,3.0
4151,28630,villa_del_prado,madrid,,4.0
4152,28640,cadalso_de_los_vidrios,madrid,,3.0
4153,28649,rozas_de_puerto_real,madrid,1.0,2.0
4154,28650,cenicientos,madrid,,2.0
4155,28660,boadilla_del_monte,madrid,21.0,13.0
4156,28668,boadilla_del_monte,madrid,1.0,
4157,28669,boadilla_del_monte,madrid,7.0,
4158,28670,villaviciosa_de_odon,madrid,14.0,8.0
4159,28680,san_martin_de_valdeiglesias,madrid,,8.0
4160,28690,brunete,madrid,4.0,6.0
4161,28690,villanueva_de_la_canada,madrid,1.0,
4162,28691,villanueva_de_la_canada,madrid,8.0,7.0
4163,28692,villafranca_del_castillo,madrid,1.0,
4164,28692,villanueva_de_la_canada,madrid,3.0,
4165,28693,quijorna,madrid,1.0,3.0
4166,28694,chapineria,madrid,1.0,3.0
4167,28695,navas_del_rey,madrid,,2.0
4168,28696,pelayos_de_la_presa,madrid,,2.0
4169,28700,san_sebastian_de_los_reyes,madrid,7.0,16.0
4170,28701,san_sebastian_de_los_reyes,madrid,7.0,4.0
4171,28702,san_sebastian_de_los_reyes,madrid,8.0,6.0
4172,28703,san_sebastian_de_los_reyes,madrid,5.0,3.0
4173,28707,ciudalcampo,madrid,1.0,
4174,28708,san_sebastian_de_los_reyes,madrid,1.0,
4175,28710,el_molar,madrid,2.0,5.0
4176,28720,bustarviejo,madrid,,2.0
4177,28721,cabanillas_de_la_sierra,madrid,,2.0
4178,28721,reduena,madrid,,1.0
4179,28722,el_vellon,madrid,,2.0
4180,28723,pedrezuela,madrid,2.0,5.0
4181,28729,navalafuente,madrid,,1.0
4182,28729,valdemanco,madrid,,1.0
4183,28729,venturada,madrid,,2.0
4184,28730,buitrago_del_lozoya,madrid,4.0,4.0
4185,28739,villavieja_del_lozoya,madrid,,1.0
4186,28740,rascafria,madrid,,2.0
4187,28742,lozoya,madrid,,2.0
4188,28743,canencia,madrid,,1.0
4189,28750,san_agustin_del_guadalix,madrid,3.0,5.0
4190,28751,la_cabrera,madrid,1.0,4.0
4191,28752,lozoyuela,madrid,,2.0
4192,28760,tres_cantos,madrid,25.0,20.0
4193,28770,colmenar_viejo,madrid,13.0,21.0
4194,28790,tres_cantos,madrid,2.0,
4195,28791,soto_del_real,madrid,4.0,6.0
4196,28792,miraflores_de_la_sierra,madrid,2.0,3.0
4197,28794,guadalix_de_la_sierra,madrid,1.0,5.0
4198,28800,alcala_de_henares,madrid,1.0,1.0
4199,28801,alcala_de_henares,madrid,6.0,3.0
4200,28802,alcala_de_henares,madrid,,8.0
4201,28803,alcala_de_henares,madrid,4.0,14.0
4202,28804,alcala_de_henares,madrid,7.0,7.0
4203,28805,alcala_de_henares,madrid,8.0,10.0
4204,28806,alcala_de_henares,madrid,14.0,17.0
4205,28807,alcala_de_henares,madrid,2.0,3.0
4206,28810,villalbilla,madrid,4.0,6.0
4207,28811,corpa,madrid,,1.0
4208,28812,pezuela_de_las_torres,madrid,,1.0
4209,28813,pozuelo_del_rey,madrid,,1.0
4210,28813,torres_de_la_alameda,madrid,,6.0
4211,28814,daganzo_de_arriba,madrid,2.0,5.0
4212,28815,fresno_de_torote,madrid,1.0,1.0
4213,28815,ribatejada,madrid,,2.0
4214,28815,serracines,madrid,,2.0
4215,28816,camarma_de_esteruelas,madrid,5.0,3.0
4216,28816,valdeavero,madrid,,1.0
4217,28817,los_santos_de_la_humosa,madrid,1.0,2.0
4218,28818,anchuelo,madrid,,2.0
4219,28819,leganes,madrid,1.0,
4220,28819,villalbilla,madrid,,1.0
4221,28820,coslada,madrid,3.0,17.0
4222,28821,coslada,madrid,4.0,4.0
4223,28822,coslada,madrid,2.0,8.0
4224,28823,coslada,madrid,2.0,4.0
4225,28830,san_fernando_de_henares,madrid,5.0,19.0
4226,28840,mejorada_del_campo,madrid,2.0,10.0
4227,28850,torrejon_de_ardoz,madrid,37.0,39.0
4228,28860,paracuellos_de_jarama,madrid,8.0,9.0
4229,28863,cobena,madrid,1.0,3.0
4230,28864,ajalvir,madrid,,3.0
4231,28880,meco,madrid,4.0,5.0
4232,28890,loeches,madrid,3.0,7.0
4233,28891,velilla_de_san_antonio,madrid,2.0,5.0
4234,28900,getafe,madrid,1.0,
4235,28901,getafe,madrid,10.0,9.0
4236,28902,getafe,madrid,1.0,1.0
4237,28903,getafe,madrid,4.0,22.0
4238,28904,getafe,madrid,5.0,4.0
4239,28905,getafe,madrid,13.0,14.0
4240,28906,getafe,madrid,1.0,1.0
4241,28907,el_bercial,madrid,1.0,
4242,28907,getafe,madrid,1.0,4.0
4243,28909,getafe,madrid,1.0,4.0
4244,28911,leganes,madrid,2.0,4.0
4245,28912,leganes,madrid,5.0,2.0
4246,28913,leganes,madrid,1.0,4.0
4247,28914,leganes,madrid,5.0,20.0
4248,28915,leganes,madrid,4.0,12.0
4249,28916,leganes,madrid,2.0,14.0
4250,28917,leganes,madrid,2.0,6.0
4251,28918,leganes,madrid,3.0,8.0
4252,28919,leganes,madrid,2.0,3.0
4253,28921,alcorcon,madrid,5.0,3.0
4254,28922,alcorcon,madrid,23.0,24.0
4255,28923,alcorcon,madrid,2.0,9.0
4256,28924,alcorcon,madrid,8.0,8.0
4257,28925,alcorcon,madrid,5.0,10.0
4258,28931,mostoles,madrid,1.0,5.0
4259,28932,mostoles,madrid,2.0,3.0
4260,28933,mostoles,madrid,6.0,12.0
4261,28934,mostoles,madrid,1.0,2.0
4262,28935,mostoles,madrid,7.0,21.0
4263,28936,mostoles,madrid,3.0,18.0
4264,28937,mostoles,madrid,2.0,1.0
4265,28938,mostoles,madrid,7.0,10.0
4266,28939,arroyomolinos,madrid,11.0,9.0
4267,28940,fuenlabrada,madrid,,1.0
4268,28940,humanes_de_madrid,madrid,1.0,
4269,28941,fuenlabrada,madrid,7.0,9.0
4270,28942,fuenlabrada,madrid,6.0,21.0
4271,28942,loranca,madrid,1.0,
4272,28943,fuenlabrada,madrid,7.0,13.0
4273,28944,fuenlabrada,madrid,8.0,15.0
4274,28945,fuenlabrada,madrid,6.0,11.0
4275,28950,moraleja_de_enmedio,madrid,,4.0
4276,28970,humanes_de_madrid,madrid,7.0,10.0
4277,28971,grinon,madrid,4.0,5.0
4278,28976,batres,madrid,,1.0
