,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original
5691,marzales,marzales,valladolid,valladolid,castilla_y_leon,castilla_y_leon,marzales/valladolid,Valladolid,Marzales
5692,matapozuelos,matapozuelos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,matapozuelos/valladolid,Valladolid,Matapozuelos
5693,matilla_de_los_canos,matilla_de_los_canos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,matilla_de_los_canos/valladolid,Valladolid,Matilla de los Caños
5694,mayorga,mayorga,valladolid,valladolid,castilla_y_leon,castilla_y_leon,mayorga/valladolid,Valladolid,Mayorga
5695,medina_del_campo,medina_del_campo,valladolid,valladolid,castilla_y_leon,castilla_y_leon,medina_del_campo/valladolid,Valladolid,Medina del Campo
5696,medina_de_rioseco,medina_de_rioseco,valladolid,valladolid,castilla_y_leon,castilla_y_leon,medina_de_rioseco/valladolid,Valladolid,Medina de Rioseco
5697,melgar_de_abajo,melgar_de_abajo,valladolid,valladolid,castilla_y_leon,castilla_y_leon,melgar_de_abajo/valladolid,Valladolid,Melgar de Abajo
5698,melgar_de_arriba,melgar_de_arriba,valladolid,valladolid,castilla_y_leon,castilla_y_leon,melgar_de_arriba/valladolid,Valladolid,Melgar de Arriba
5699,mojados,mojados,valladolid,valladolid,castilla_y_leon,castilla_y_leon,mojados/valladolid,Valladolid,Mojados
5700,monasterio_de_vega,monasterio_de_vega,valladolid,valladolid,castilla_y_leon,castilla_y_leon,monasterio_de_vega/valladolid,Valladolid,Monasterio de Vega
5701,montemayor_de_pililla,montemayor_de_pililla,valladolid,valladolid,castilla_y_leon,castilla_y_leon,montemayor_de_pililla/valladolid,Valladolid,Montemayor de Pililla
5702,moral_de_la_reina,moral_de_la_reina,valladolid,valladolid,castilla_y_leon,castilla_y_leon,moral_de_la_reina/valladolid,Valladolid,Moral de la Reina
5703,moraleja_de_las_panaderas,moraleja_de_las_panaderas,valladolid,valladolid,castilla_y_leon,castilla_y_leon,moraleja_de_las_panaderas/valladolid,Valladolid,Moraleja de las Panaderas
5704,morales_de_campos,morales_de_campos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,morales_de_campos/valladolid,Valladolid,Morales de Campos
5705,mota_del_marques,mota_del_marques,valladolid,valladolid,castilla_y_leon,castilla_y_leon,mota_del_marques/valladolid,Valladolid,Mota del Marqués
5706,la_mudarra,la_mudarra,valladolid,valladolid,castilla_y_leon,castilla_y_leon,la_mudarra/valladolid,Valladolid,La Mudarra
5707,muriel,muriel,valladolid,valladolid,castilla_y_leon,castilla_y_leon,muriel/valladolid,Valladolid,Muriel
5708,nava_del_rey,nava_del_rey,valladolid,valladolid,castilla_y_leon,castilla_y_leon,nava_del_rey/valladolid,Valladolid,Nava del Rey
5709,nueva_villa_de_las_torres,nueva_villa_de_las_torres,valladolid,valladolid,castilla_y_leon,castilla_y_leon,nueva_villa_de_las_torres/valladolid,Valladolid,Nueva Villa de las Torres
5710,olivares_de_duero,olivares_de_duero,valladolid,valladolid,castilla_y_leon,castilla_y_leon,olivares_de_duero/valladolid,Valladolid,Olivares de Duero
5711,olmedo,olmedo,valladolid,valladolid,castilla_y_leon,castilla_y_leon,olmedo/valladolid,Valladolid,Olmedo
5712,olmos_de_esgueva,olmos_de_esgueva,valladolid,valladolid,castilla_y_leon,castilla_y_leon,olmos_de_esgueva/valladolid,Valladolid,Olmos de Esgueva
5713,palazuelo_de_vedija,palazuelo_de_vedija,valladolid,valladolid,castilla_y_leon,castilla_y_leon,palazuelo_de_vedija/valladolid,Valladolid,Palazuelo de Vedija
5714,la_parrilla,la_parrilla,valladolid,valladolid,castilla_y_leon,castilla_y_leon,la_parrilla/valladolid,Valladolid,La Parrilla
5715,la_pedraja_de_portillo,la_pedraja_de_portillo,valladolid,valladolid,castilla_y_leon,castilla_y_leon,la_pedraja_de_portillo/valladolid,Valladolid,La Pedraja de Portillo
5716,pedrajas_de_san_esteban,pedrajas_de_san_esteban,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pedrajas_de_san_esteban/valladolid,Valladolid,Pedrajas de San Esteban
5717,pedrosa_del_rey,pedrosa_del_rey,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pedrosa_del_rey/valladolid,Valladolid,Pedrosa del Rey
5718,penafiel,penafiel,valladolid,valladolid,castilla_y_leon,castilla_y_leon,penafiel/valladolid,Valladolid,Peñafiel
5719,penaflor_de_hornija,penaflor_de_hornija,valladolid,valladolid,castilla_y_leon,castilla_y_leon,penaflor_de_hornija/valladolid,Valladolid,Peñaflor de Hornija
5720,pesquera_de_duero,pesquera_de_duero,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pesquera_de_duero/valladolid,Valladolid,Pesquera de Duero
5721,pina_de_esgueva,pina_de_esgueva,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pina_de_esgueva/valladolid,Valladolid,Piña de Esgueva
5722,pollos,pollos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pollos/valladolid,Valladolid,Pollos
5723,pozal_de_gallinas,pozal_de_gallinas,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pozal_de_gallinas/valladolid,Valladolid,Pozal de Gallinas
5724,pozaldez,pozaldez,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pozaldez/valladolid,Valladolid,Pozaldez
5725,pozuelo_de_la_orden,pozuelo_de_la_orden,valladolid,valladolid,castilla_y_leon,castilla_y_leon,pozuelo_de_la_orden/valladolid,Valladolid,Pozuelo de la Orden
5726,quintanilla_de_arriba,quintanilla_de_arriba,valladolid,valladolid,castilla_y_leon,castilla_y_leon,quintanilla_de_arriba/valladolid,Valladolid,Quintanilla de Arriba
5727,quintanilla_del_molar,quintanilla_del_molar,valladolid,valladolid,castilla_y_leon,castilla_y_leon,quintanilla_del_molar/valladolid,Valladolid,Quintanilla del Molar
5728,quintanilla_de_onesimo,quintanilla_de_onesimo,valladolid,valladolid,castilla_y_leon,castilla_y_leon,quintanilla_de_onesimo/valladolid,Valladolid,Quintanilla de Onésimo
5729,quintanilla_de_trigueros,quintanilla_de_trigueros,valladolid,valladolid,castilla_y_leon,castilla_y_leon,quintanilla_de_trigueros/valladolid,Valladolid,Quintanilla de Trigueros
5730,rabano,rabano,valladolid,valladolid,castilla_y_leon,castilla_y_leon,rabano/valladolid,Valladolid,Rábano
5731,ramiro,ramiro,valladolid,valladolid,castilla_y_leon,castilla_y_leon,ramiro/valladolid,Valladolid,Ramiro
5732,renedo_de_esgueva,renedo_de_esgueva,valladolid,valladolid,castilla_y_leon,castilla_y_leon,renedo_de_esgueva/valladolid,Valladolid,Renedo de Esgueva
5733,rueda,rueda,valladolid,valladolid,castilla_y_leon,castilla_y_leon,rueda/valladolid,Valladolid,Rueda
5734,san_martin_de_valveni,san_martin_de_valveni,valladolid,valladolid,castilla_y_leon,castilla_y_leon,san_martin_de_valveni/valladolid,Valladolid,San Martín de Valvení
5735,san_miguel_del_arroyo,san_miguel_del_arroyo,valladolid,valladolid,castilla_y_leon,castilla_y_leon,san_miguel_del_arroyo/valladolid,Valladolid,San Miguel del Arroyo
5736,san_miguel_del_pino,san_miguel_del_pino,valladolid,valladolid,castilla_y_leon,castilla_y_leon,san_miguel_del_pino/valladolid,Valladolid,San Miguel del Pino
5737,san_pedro_de_latarce,san_pedro_de_latarce,valladolid,valladolid,castilla_y_leon,castilla_y_leon,san_pedro_de_latarce/valladolid,Valladolid,San Pedro de Latarce
5738,san_roman_de_hornija,san_roman_de_hornija,valladolid,valladolid,castilla_y_leon,castilla_y_leon,san_roman_de_hornija/valladolid,Valladolid,San Román de Hornija
5739,santibanez_de_valcorba,santibanez_de_valcorba,valladolid,valladolid,castilla_y_leon,castilla_y_leon,santibanez_de_valcorba/valladolid,Valladolid,Santibáñez de Valcorba
5740,santovenia_de_pisuerga,santovenia_de_pisuerga,valladolid,valladolid,castilla_y_leon,castilla_y_leon,santovenia_de_pisuerga/valladolid,Valladolid,Santovenia de Pisuerga
5741,sardon_de_duero,sardon_de_duero,valladolid,valladolid,castilla_y_leon,castilla_y_leon,sardon_de_duero/valladolid,Valladolid,Sardón de Duero
5742,la_seca,la_seca,valladolid,valladolid,castilla_y_leon,castilla_y_leon,la_seca/valladolid,Valladolid,La Seca
5743,serrada,serrada,valladolid,valladolid,castilla_y_leon,castilla_y_leon,serrada/valladolid,Valladolid,Serrada
5744,siete_iglesias_de_trabancos,siete_iglesias_de_trabancos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,siete_iglesias_de_trabancos/valladolid,Valladolid,Siete Iglesias de Trabancos
5745,simancas,simancas,valladolid,valladolid,castilla_y_leon,castilla_y_leon,simancas/valladolid,Valladolid,Simancas
5746,tamariz_de_campos,tamariz_de_campos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,tamariz_de_campos/valladolid,Valladolid,Tamariz de Campos
5747,tiedra,tiedra,valladolid,valladolid,castilla_y_leon,castilla_y_leon,tiedra/valladolid,Valladolid,Tiedra
5748,tordehumos,tordehumos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,tordehumos/valladolid,Valladolid,Tordehumos
5749,tordesillas,tordesillas,valladolid,valladolid,castilla_y_leon,castilla_y_leon,tordesillas/valladolid,Valladolid,Tordesillas
5750,torrecilla_de_la_orden,torrecilla_de_la_orden,valladolid,valladolid,castilla_y_leon,castilla_y_leon,torrecilla_de_la_orden/valladolid,Valladolid,Torrecilla de la Orden
5751,torre_de_esgueva,torre_de_esgueva,valladolid,valladolid,castilla_y_leon,castilla_y_leon,torre_de_esgueva/valladolid,Valladolid,Torre de Esgueva
5752,trigueros_del_valle,trigueros_del_valle,valladolid,valladolid,castilla_y_leon,castilla_y_leon,trigueros_del_valle/valladolid,Valladolid,Trigueros del Valle
5753,tudela_de_duero,tudela_de_duero,valladolid,valladolid,castilla_y_leon,castilla_y_leon,tudela_de_duero/valladolid,Valladolid,Tudela de Duero
5754,urones_de_castroponce,urones_de_castroponce,valladolid,valladolid,castilla_y_leon,castilla_y_leon,urones_de_castroponce/valladolid,Valladolid,Urones de Castroponce
5755,uruena,uruena,valladolid,valladolid,castilla_y_leon,castilla_y_leon,uruena/valladolid,Valladolid,Urueña
5756,valdestillas,valdestillas,valladolid,valladolid,castilla_y_leon,castilla_y_leon,valdestillas/valladolid,Valladolid,Valdestillas
5757,valdunquillo,valdunquillo,valladolid,valladolid,castilla_y_leon,castilla_y_leon,valdunquillo/valladolid,Valladolid,Valdunquillo
5758,valoria_la_buena,valoria_la_buena,valladolid,valladolid,castilla_y_leon,castilla_y_leon,valoria_la_buena/valladolid,Valladolid,Valoria la Buena
5759,valverde_de_campos,valverde_de_campos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,valverde_de_campos/valladolid,Valladolid,Valverde de Campos
5760,valladolid,valladolid,valladolid,valladolid,castilla_y_leon,castilla_y_leon,valladolid/valladolid,Valladolid,Valladolid
5761,velascalvaro,velascalvaro,valladolid,valladolid,castilla_y_leon,castilla_y_leon,velascalvaro/valladolid,Valladolid,Velascálvaro
5762,viana_de_cega,viana_de_cega,valladolid,valladolid,castilla_y_leon,castilla_y_leon,viana_de_cega/valladolid,Valladolid,Viana de Cega
5763,viloria,viloria,valladolid,valladolid,castilla_y_leon,castilla_y_leon,viloria/valladolid,Valladolid,Viloria
5764,villabragima,villabragima,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villabragima/valladolid,Valladolid,Villabrágima
5765,villaco,villaco,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villaco/valladolid,Valladolid,Villaco
5766,villafranca_de_duero,villafranca_de_duero,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villafranca_de_duero/valladolid,Valladolid,Villafranca de Duero
5767,villafrechos,villafrechos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villafrechos/valladolid,Valladolid,Villafrechós
5768,villafuerte,villafuerte,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villafuerte/valladolid,Valladolid,Villafuerte
5769,villagarcia_de_campos,villagarcia_de_campos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villagarcia_de_campos/valladolid,Valladolid,Villagarcía de Campos
5770,villalar_de_los_comuneros,villalar_de_los_comuneros,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villalar_de_los_comuneros/valladolid,Valladolid,Villalar de los Comuneros
5771,villalba_de_los_alcores,villalba_de_los_alcores,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villalba_de_los_alcores/valladolid,Valladolid,Villalba de los Alcores
5772,villalon_de_campos,villalon_de_campos,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villalon_de_campos/valladolid,Valladolid,Villalón de Campos
5773,villanubla,villanubla,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villanubla/valladolid,Valladolid,Villanubla
5774,villanueva_de_los_caballeros,villanueva_de_los_caballeros,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villanueva_de_los_caballeros/valladolid,Valladolid,Villanueva de los Caballeros
5775,villardefrades,villardefrades,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villardefrades/valladolid,Valladolid,Villardefrades
5776,villarmentero_de_esgueva,villarmentero_de_esgueva,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villarmentero_de_esgueva/valladolid,Valladolid,Villarmentero de Esgueva
5777,villavellid,villavellid,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villavellid/valladolid,Valladolid,Villavellid
5778,villaverde_de_medina,villaverde_de_medina,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villaverde_de_medina/valladolid,Valladolid,Villaverde de Medina
5779,villavicencio_de_los_caballeros,villavicencio_de_los_caballeros,valladolid,valladolid,castilla_y_leon,castilla_y_leon,villavicencio_de_los_caballeros/valladolid,Valladolid,Villavicencio de los Caballeros
5780,wamba,wamba,valladolid,valladolid,castilla_y_leon,castilla_y_leon,wamba/valladolid,Valladolid,Wamba
5781,zaratan,zaratan,valladolid,valladolid,castilla_y_leon,castilla_y_leon,zaratan/valladolid,Valladolid,Zaratán
5782,abadino,abadino,vizcaya,bizkaia,pais_vasco,pais_vasco,abadino/bizkaia,Bizkaia,Abadiño
5783,abanto_y_ciervana_abanto_zierbena,abanto_y_ciervana_abanto_zierbena,vizcaya,bizkaia,pais_vasco,pais_vasco,abanto_y_ciervana_abanto_zierbena/bizkaia,Bizkaia,Abanto y Ciérvana-Abanto Zierbena
5784,amorebieta_etxano,amorebieta_etxano,vizcaya,bizkaia,pais_vasco,pais_vasco,amorebieta_etxano/bizkaia,Bizkaia,Amorebieta-Etxano
5785,amoroto,amoroto,vizcaya,bizkaia,pais_vasco,pais_vasco,amoroto/bizkaia,Bizkaia,Amoroto
5786,arakaldo,arakaldo,vizcaya,bizkaia,pais_vasco,pais_vasco,arakaldo/bizkaia,Bizkaia,Arakaldo
5787,arantzazu,arantzazu,vizcaya,bizkaia,pais_vasco,pais_vasco,arantzazu/bizkaia,Bizkaia,Arantzazu
5788,munitibar_arbatzegi_gerrikaitz,munitibar_arbatzegi_gerrikaitz,vizcaya,bizkaia,pais_vasco,pais_vasco,munitibar_arbatzegi_gerrikaitz/bizkaia,Bizkaia,Munitibar-Arbatzegi Gerrikaitz
5789,artzentales,artzentales,vizcaya,bizkaia,pais_vasco,pais_vasco,artzentales/bizkaia,Bizkaia,Artzentales
5790,arrankudiaga,arrankudiaga,vizcaya,bizkaia,pais_vasco,pais_vasco,arrankudiaga/bizkaia,Bizkaia,Arrankudiaga
5791,arrieta,arrieta,vizcaya,bizkaia,pais_vasco,pais_vasco,arrieta/bizkaia,Bizkaia,Arrieta
5792,bilbao,bilbao,vizcaya,bizkaia,pais_vasco,pais_vasco,bilbao/bizkaia,Bizkaia,Bilbao
5793,arrigorriaga,arrigorriaga,vizcaya,bizkaia,pais_vasco,pais_vasco,arrigorriaga/bizkaia,Bizkaia,Arrigorriaga
5794,bakio,bakio,vizcaya,bizkaia,pais_vasco,pais_vasco,bakio/bizkaia,Bizkaia,Bakio
5795,barakaldo,barakaldo,vizcaya,bizkaia,pais_vasco,pais_vasco,barakaldo/bizkaia,Bizkaia,Barakaldo
5796,barrika,barrika,vizcaya,bizkaia,pais_vasco,pais_vasco,barrika/bizkaia,Bizkaia,Barrika
5797,basauri,basauri,vizcaya,bizkaia,pais_vasco,pais_vasco,basauri/bizkaia,Bizkaia,Basauri
5798,berango,berango,vizcaya,bizkaia,pais_vasco,pais_vasco,berango/bizkaia,Bizkaia,Berango
5799,bermeo,bermeo,vizcaya,bizkaia,pais_vasco,pais_vasco,bermeo/bizkaia,Bizkaia,Bermeo
5800,berriatua,berriatua,vizcaya,bizkaia,pais_vasco,pais_vasco,berriatua/bizkaia,Bizkaia,Berriatua
5801,berriz,berriz,vizcaya,bizkaia,pais_vasco,pais_vasco,berriz/bizkaia,Bizkaia,Berriz
5802,busturia,busturia,vizcaya,bizkaia,pais_vasco,pais_vasco,busturia/bizkaia,Bizkaia,Busturia
5803,karrantza_harana,valle_de_carranza,vizcaya,bizkaia,pais_vasco,pais_vasco,karrantza_harana/bizkaia,,
5804,artea,artea,vizcaya,bizkaia,pais_vasco,pais_vasco,artea/bizkaia,Bizkaia,Artea
5805,zeanuri,zeanuri,vizcaya,bizkaia,pais_vasco,pais_vasco,zeanuri/bizkaia,Bizkaia,Zeanuri
5806,dima,dima,vizcaya,bizkaia,pais_vasco,pais_vasco,dima/bizkaia,Bizkaia,Dima
5807,durango,durango,vizcaya,bizkaia,pais_vasco,pais_vasco,durango/bizkaia,Bizkaia,Durango
5808,ea,ea,vizcaya,bizkaia,pais_vasco,pais_vasco,ea/bizkaia,Bizkaia,Ea
5809,etxebarri,etxebarri,vizcaya,bizkaia,pais_vasco,pais_vasco,etxebarri/bizkaia,Bizkaia,Etxebarri
5810,etxebarria,etxebarria,vizcaya,bizkaia,pais_vasco,pais_vasco,etxebarria/bizkaia,Bizkaia,Etxebarria
5811,elantxobe,elantxobe,vizcaya,bizkaia,pais_vasco,pais_vasco,elantxobe/bizkaia,Bizkaia,Elantxobe
5812,elorrio,elorrio,vizcaya,bizkaia,pais_vasco,pais_vasco,elorrio/bizkaia,Bizkaia,Elorrio
5813,ereno,ereno,vizcaya,bizkaia,pais_vasco,pais_vasco,ereno/bizkaia,Bizkaia,Ereño
5814,ermua,ermua,vizcaya,bizkaia,pais_vasco,pais_vasco,ermua/bizkaia,Bizkaia,Ermua
5815,fruiz,fruiz,vizcaya,bizkaia,pais_vasco,pais_vasco,fruiz/bizkaia,Bizkaia,Fruiz
5816,galdakao,galdakao,vizcaya,bizkaia,pais_vasco,pais_vasco,galdakao/bizkaia,Bizkaia,Galdakao
5817,galdames,galdames,vizcaya,bizkaia,pais_vasco,pais_vasco,galdames/bizkaia,Bizkaia,Galdames
5818,gamiz_fika,gamiz_fika,vizcaya,bizkaia,pais_vasco,pais_vasco,gamiz_fika/bizkaia,Bizkaia,Gamiz-Fika
5819,gatika,gatika,vizcaya,bizkaia,pais_vasco,pais_vasco,gatika/bizkaia,Bizkaia,Gatika
5820,gautegiz_arteaga,gautegiz_arteaga,vizcaya,bizkaia,pais_vasco,pais_vasco,gautegiz_arteaga/bizkaia,Bizkaia,Gautegiz Arteaga
5821,gordexola,gordexola,vizcaya,bizkaia,pais_vasco,pais_vasco,gordexola/bizkaia,Bizkaia,Gordexola
5822,gorliz,gorliz,vizcaya,bizkaia,pais_vasco,pais_vasco,gorliz/bizkaia,Bizkaia,Gorliz
5823,getxo,getxo,vizcaya,bizkaia,pais_vasco,pais_vasco,getxo/bizkaia,Bizkaia,Getxo
5824,guenes,guenes,vizcaya,bizkaia,pais_vasco,pais_vasco,guenes/bizkaia,Bizkaia,Güeñes
5825,gernika_lumo,gernika_lumo,vizcaya,bizkaia,pais_vasco,pais_vasco,gernika_lumo/bizkaia,Bizkaia,Gernika-Lumo
5826,ispaster,ispaster,vizcaya,bizkaia,pais_vasco,pais_vasco,ispaster/bizkaia,Bizkaia,Ispaster
5827,izurtza,izurtza,vizcaya,bizkaia,pais_vasco,pais_vasco,izurtza/bizkaia,Bizkaia,Izurtza
5828,lanestosa,lanestosa,vizcaya,bizkaia,pais_vasco,pais_vasco,lanestosa/bizkaia,Bizkaia,Lanestosa
5829,larrabetzu,larrabetzu,vizcaya,bizkaia,pais_vasco,pais_vasco,larrabetzu/bizkaia,Bizkaia,Larrabetzu
5830,laukiz,laukiz,vizcaya,bizkaia,pais_vasco,pais_vasco,laukiz/bizkaia,Bizkaia,Laukiz
5831,leioa,leioa,vizcaya,bizkaia,pais_vasco,pais_vasco,leioa/bizkaia,Bizkaia,Leioa
5832,lemoa,lemoa,vizcaya,bizkaia,pais_vasco,pais_vasco,lemoa/bizkaia,Bizkaia,Lemoa
5833,lekeitio,lekeitio,vizcaya,bizkaia,pais_vasco,pais_vasco,lekeitio/bizkaia,Bizkaia,Lekeitio
5834,mallabia,mallabia,vizcaya,bizkaia,pais_vasco,pais_vasco,mallabia/bizkaia,Bizkaia,Mallabia
5835,manaria,manaria,vizcaya,bizkaia,pais_vasco,pais_vasco,manaria/bizkaia,Bizkaia,Mañaria
5836,markina_xemein,markina_xemein,vizcaya,bizkaia,pais_vasco,pais_vasco,markina_xemein/bizkaia,Bizkaia,Markina-Xemein
5837,maruri_jatabe,maruri_jatabe,vizcaya,bizkaia,pais_vasco,pais_vasco,maruri_jatabe/bizkaia,Bizkaia,Maruri-Jatabe
5838,mendata,mendata,vizcaya,bizkaia,pais_vasco,pais_vasco,mendata/bizkaia,Bizkaia,Mendata
5839,menaka,menaka,vizcaya,bizkaia,pais_vasco,pais_vasco,menaka/bizkaia,Bizkaia,Meñaka
5840,ugao_miraballes,ugao_miraballes,vizcaya,bizkaia,pais_vasco,pais_vasco,ugao_miraballes/bizkaia,Bizkaia,Ugao-Miraballes
5841,morga,morga,vizcaya,bizkaia,pais_vasco,pais_vasco,morga/bizkaia,Bizkaia,Morga
5842,muxika,muxika,vizcaya,bizkaia,pais_vasco,pais_vasco,muxika/bizkaia,Bizkaia,Muxika
5843,mundaka,mundaka,vizcaya,bizkaia,pais_vasco,pais_vasco,mundaka/bizkaia,Bizkaia,Mundaka
5844,mungia,mungia,vizcaya,bizkaia,pais_vasco,pais_vasco,mungia/bizkaia,Bizkaia,Mungia
5845,aulesti,aulesti,vizcaya,bizkaia,pais_vasco,pais_vasco,aulesti/bizkaia,Bizkaia,Aulesti
5846,muskiz,muskiz,vizcaya,bizkaia,pais_vasco,pais_vasco,muskiz/bizkaia,Bizkaia,Muskiz
5847,otxandio,otxandio,vizcaya,bizkaia,pais_vasco,pais_vasco,otxandio/bizkaia,Bizkaia,Otxandio
5848,ondarroa,ondarroa,vizcaya,bizkaia,pais_vasco,pais_vasco,ondarroa/bizkaia,Bizkaia,Ondarroa
5849,urduna,orduna,vizcaya,bizkaia,pais_vasco,pais_vasco,urduna/bizkaia,Bizkaia,Urduña/Orduña
5850,orozko,orozko,vizcaya,bizkaia,pais_vasco,pais_vasco,orozko/bizkaia,Bizkaia,Orozko
5851,sukarrieta,sukarrieta,vizcaya,bizkaia,pais_vasco,pais_vasco,sukarrieta/bizkaia,Bizkaia,Sukarrieta
5852,portugalete,portugalete,vizcaya,bizkaia,pais_vasco,pais_vasco,portugalete/bizkaia,Bizkaia,Portugalete
5853,errigoiti,errigoiti,vizcaya,bizkaia,pais_vasco,pais_vasco,errigoiti/bizkaia,Bizkaia,Errigoiti
5854,valle_de_trapaga_trapagaran,valle_de_trapaga_trapagaran,vizcaya,bizkaia,pais_vasco,pais_vasco,valle_de_trapaga_trapagaran/bizkaia,Bizkaia,Valle de Trápaga-Trapagaran
5855,lezama,lezama,vizcaya,bizkaia,pais_vasco,pais_vasco,lezama/bizkaia,Bizkaia,Lezama
5856,santurtzi,santurtzi,vizcaya,bizkaia,pais_vasco,pais_vasco,santurtzi/bizkaia,Bizkaia,Santurtzi
5857,ortuella,ortuella,vizcaya,bizkaia,pais_vasco,pais_vasco,ortuella/bizkaia,Bizkaia,Ortuella
5858,sestao,sestao,vizcaya,bizkaia,pais_vasco,pais_vasco,sestao/bizkaia,Bizkaia,Sestao
5859,sopela,sopela,vizcaya,bizkaia,pais_vasco,pais_vasco,sopela/bizkaia,Bizkaia,Sopela
5860,sopuerta,sopuerta,vizcaya,bizkaia,pais_vasco,pais_vasco,sopuerta/bizkaia,Bizkaia,Sopuerta
5861,trucios_turtzioz,trucios_turtzioz,vizcaya,bizkaia,pais_vasco,pais_vasco,trucios_turtzioz/bizkaia,Bizkaia,Trucios-Turtzioz
5862,ubide,ubide,vizcaya,bizkaia,pais_vasco,pais_vasco,ubide/bizkaia,Bizkaia,Ubide
5863,urduliz,urduliz,vizcaya,bizkaia,pais_vasco,pais_vasco,urduliz/bizkaia,Bizkaia,Urduliz
5864,balmaseda,balmaseda,vizcaya,bizkaia,pais_vasco,pais_vasco,balmaseda/bizkaia,Bizkaia,Balmaseda
5865,atxondo,atxondo,vizcaya,bizkaia,pais_vasco,pais_vasco,atxondo/bizkaia,Bizkaia,Atxondo
5866,bedia,bedia,vizcaya,bizkaia,pais_vasco,pais_vasco,bedia/bizkaia,Bizkaia,Bedia
5867,areatza,areatza,vizcaya,bizkaia,pais_vasco,pais_vasco,areatza/bizkaia,Bizkaia,Areatza
5868,zaldibar,zaldibar,vizcaya,bizkaia,pais_vasco,pais_vasco,zaldibar/bizkaia,Bizkaia,Zaldibar
5869,zalla,zalla,vizcaya,bizkaia,pais_vasco,pais_vasco,zalla/bizkaia,Bizkaia,Zalla
5870,derio,derio,vizcaya,bizkaia,pais_vasco,pais_vasco,derio/bizkaia,Bizkaia,Derio
5871,erandio,erandio,vizcaya,bizkaia,pais_vasco,pais_vasco,erandio/bizkaia,Bizkaia,Erandio
5872,loiu,loiu,vizcaya,bizkaia,pais_vasco,pais_vasco,loiu/bizkaia,Bizkaia,Loiu
5873,sondika,sondika,vizcaya,bizkaia,pais_vasco,pais_vasco,sondika/bizkaia,Bizkaia,Sondika
5874,forua,forua,vizcaya,bizkaia,pais_vasco,pais_vasco,forua/bizkaia,Bizkaia,Forua
5875,kortezubi,kortezubi,vizcaya,bizkaia,pais_vasco,pais_vasco,kortezubi/bizkaia,Bizkaia,Kortezubi
5876,murueta,murueta,vizcaya,bizkaia,pais_vasco,pais_vasco,murueta/bizkaia,Bizkaia,Murueta
5877,nabarniz,nabarniz,vizcaya,bizkaia,pais_vasco,pais_vasco,nabarniz/bizkaia,Bizkaia,Nabarniz
5878,iurreta,iurreta,vizcaya,bizkaia,pais_vasco,pais_vasco,iurreta/bizkaia,Bizkaia,Iurreta
5879,ajangiz,ajangiz,vizcaya,bizkaia,pais_vasco,pais_vasco,ajangiz/bizkaia,Bizkaia,Ajangiz
5880,alonsotegi,alonsotegi,vizcaya,bizkaia,pais_vasco,pais_vasco,alonsotegi/bizkaia,Bizkaia,Alonsotegi
5881,zierbena,zierbena,vizcaya,bizkaia,pais_vasco,pais_vasco,zierbena/bizkaia,Bizkaia,Zierbena
5882,arratzu,arratzu,vizcaya,bizkaia,pais_vasco,pais_vasco,arratzu/bizkaia,Bizkaia,Arratzu
5883,abezames,abezames,zamora,zamora,castilla_y_leon,castilla_y_leon,abezames/zamora,Zamora,Abezames
5884,alcanices,alcanices,zamora,zamora,castilla_y_leon,castilla_y_leon,alcanices/zamora,Zamora,Alcañices
5885,alcubilla_de_nogales,alcubilla_de_nogales,zamora,zamora,castilla_y_leon,castilla_y_leon,alcubilla_de_nogales/zamora,Zamora,Alcubilla de Nogales
5886,alfaraz_de_sayago,alfaraz_de_sayago,zamora,zamora,castilla_y_leon,castilla_y_leon,alfaraz_de_sayago/zamora,Zamora,Alfaraz de Sayago
