,bus_based_companies_count,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,prov_total_millones_vehiculos_km,prov_porcentaje_carreteras_ccaa_y_estado,perc_calidad_cobertura_fija_movil,ccaa_accessibility_mean,tiene_cercanias,tiene_feve,tiene_ave,nume_estaciones_tren
3423,,covelo,covelo,pontevedra,pontevedra,galicia,galicia,covelo/pontevedra,Pontevedra,Covelo,5529.79,0.8158374911162991,56.51,42.58596974,0.0,0.0,1.0,4.0
3424,,crecente,crecente,pontevedra,pontevedra,galicia,galicia,crecente/pontevedra,Pontevedra,Crecente,5529.79,0.8158374911162991,57.39,42.58596974,0.0,0.0,0.0,9.0
3425,,cuntis,cuntis,pontevedra,pontevedra,galicia,galicia,cuntis/pontevedra,Pontevedra,Cuntis,5529.79,0.8158374911162991,61.87,42.58596974,0.0,0.0,1.0,4.0
3426,,dozon,dozon,pontevedra,pontevedra,galicia,galicia,dozon/pontevedra,Pontevedra,Dozón,5529.79,0.8158374911162991,58.09,42.58596974,0.0,0.0,1.0,4.0
3427,,a_estrada,a_estrada,pontevedra,pontevedra,galicia,galicia,a_estrada/pontevedra,Pontevedra,A Estrada,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3428,,fornelos_de_montes,fornelos_de_montes,pontevedra,pontevedra,galicia,galicia,fornelos_de_montes/pontevedra,Pontevedra,Fornelos de Montes,5529.79,0.8158374911162991,55.31,42.58596974,0.0,0.0,1.0,4.0
3429,,agolada,agolada,pontevedra,pontevedra,galicia,galicia,agolada/pontevedra,Pontevedra,Agolada,5529.79,0.8158374911162991,57.77,42.58596974,0.0,0.0,1.0,4.0
3430,,gondomar,gondomar,pontevedra,pontevedra,galicia,galicia,gondomar/pontevedra,Pontevedra,Gondomar,5529.79,0.8158374911162991,63.68,42.58596974,0.0,0.0,1.0,4.0
3431,,o_grove,o_grove,pontevedra,pontevedra,galicia,galicia,o_grove/pontevedra,Pontevedra,O Grove,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3432,,a_guarda,a_guarda,pontevedra,pontevedra,galicia,galicia,a_guarda/pontevedra,Pontevedra,A Guarda,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3433,,lalin,lalin,pontevedra,pontevedra,galicia,galicia,lalin/pontevedra,Pontevedra,Lalín,5529.79,0.8158374911162991,57.94,42.58596974,0.0,0.0,0.0,1.0
3434,,a_lama,a_lama,pontevedra,pontevedra,galicia,galicia,a_lama/pontevedra,Pontevedra,A Lama,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3435,,marin,marin,pontevedra,pontevedra,galicia,galicia,marin/pontevedra,Pontevedra,Marín,5529.79,0.8158374911162991,71.27,42.58596974,0.0,0.0,1.0,4.0
3436,,meano,meano,pontevedra,pontevedra,galicia,galicia,meano/pontevedra,Pontevedra,Meaño,5529.79,0.8158374911162991,61.02,42.58596974,0.0,0.0,1.0,4.0
3437,,meis,meis,pontevedra,pontevedra,galicia,galicia,meis/pontevedra,Pontevedra,Meis,5529.79,0.8158374911162991,63.23,42.58596974,0.0,0.0,1.0,4.0
3438,,moana,moana,pontevedra,pontevedra,galicia,galicia,moana/pontevedra,Pontevedra,Moaña,5529.79,0.8158374911162991,79.17,42.58596974,0.0,0.0,1.0,4.0
3439,,mondariz,mondariz,pontevedra,pontevedra,galicia,galicia,mondariz/pontevedra,Pontevedra,Mondariz,5529.79,0.8158374911162991,71.38,42.58596974,0.0,0.0,1.0,4.0
3440,,mondariz_balneario,mondariz_balneario,pontevedra,pontevedra,galicia,galicia,mondariz_balneario/pontevedra,Pontevedra,Mondariz-Balneario,5529.79,0.8158374911162991,100.0,42.58596974,0.0,0.0,1.0,4.0
3441,,morana,morana,pontevedra,pontevedra,galicia,galicia,morana/pontevedra,Pontevedra,Moraña,5529.79,0.8158374911162991,62.16,42.58596974,0.0,0.0,1.0,4.0
3442,,mos,mos,pontevedra,pontevedra,galicia,galicia,mos/pontevedra,Pontevedra,Mos,5529.79,0.8158374911162991,58.96,42.58596974,,,,
3443,,as_neves,as_neves,pontevedra,pontevedra,galicia,galicia,as_neves/pontevedra,Pontevedra,As Neves,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3444,,nigran,nigran,pontevedra,pontevedra,galicia,galicia,nigran/pontevedra,Pontevedra,Nigrán,5529.79,0.8158374911162991,62.21,42.58596974,0.0,0.0,1.0,4.0
3445,,oia,oia,pontevedra,pontevedra,galicia,galicia,oia/pontevedra,Pontevedra,Oia,5529.79,0.8158374911162991,50.81,42.58596974,,,,
3446,,pazos_de_borben,pazos_de_borben,pontevedra,pontevedra,galicia,galicia,pazos_de_borben/pontevedra,Pontevedra,Pazos de Borbén,5529.79,0.8158374911162991,63.45,42.58596974,0.0,0.0,1.0,4.0
3447,,pontevedra,pontevedra,pontevedra,pontevedra,galicia,galicia,pontevedra/pontevedra,Pontevedra,Pontevedra,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3448,,o_porrino,o_porrino,pontevedra,pontevedra,galicia,galicia,o_porrino/pontevedra,Pontevedra,O Porriño,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3449,,portas,portas,pontevedra,pontevedra,galicia,galicia,portas/pontevedra,Pontevedra,Portas,5529.79,0.8158374911162991,63.09,42.58596974,0.0,0.0,1.0,4.0
3450,,poio,poio,pontevedra,pontevedra,galicia,galicia,poio/pontevedra,Pontevedra,Poio,5529.79,0.8158374911162991,79.55,42.58596974,0.0,0.0,1.0,4.0
3451,,ponteareas,ponteareas,pontevedra,pontevedra,galicia,galicia,ponteareas/pontevedra,Pontevedra,Ponteareas,5529.79,0.8158374911162991,72.47,42.58596974,0.0,0.0,1.0,4.0
3452,,pontecesures,pontecesures,pontevedra,pontevedra,galicia,galicia,pontecesures/pontevedra,Pontevedra,Pontecesures,5529.79,0.8158374911162991,70.77,42.58596974,0.0,0.0,0.0,1.0
3453,,redondela,redondela,pontevedra,pontevedra,galicia,galicia,redondela/pontevedra,Pontevedra,Redondela,5529.79,0.8158374911162991,65.65,42.58596974,0.0,0.0,1.0,16.0
3454,,ribadumia,ribadumia,pontevedra,pontevedra,galicia,galicia,ribadumia/pontevedra,Pontevedra,Ribadumia,5529.79,0.8158374911162991,61.94,42.58596974,0.0,0.0,1.0,4.0
3455,,rodeiro,rodeiro,pontevedra,pontevedra,galicia,galicia,rodeiro/pontevedra,Pontevedra,Rodeiro,5529.79,0.8158374911162991,56.06,42.58596974,0.0,0.0,1.0,4.0
3456,,o_rosal,o_rosal,pontevedra,pontevedra,galicia,galicia,o_rosal/pontevedra,Pontevedra,O Rosal,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3457,,salceda_de_caselas,salceda_de_caselas,pontevedra,pontevedra,galicia,galicia,salceda_de_caselas/pontevedra,Pontevedra,Salceda de Caselas,5529.79,0.8158374911162991,62.72,42.58596974,0.0,0.0,1.0,4.0
3458,,salvaterra_de_mino,salvaterra_de_mino,pontevedra,pontevedra,galicia,galicia,salvaterra_de_mino/pontevedra,Pontevedra,Salvaterra de Miño,5529.79,0.8158374911162991,64.08,42.58596974,0.0,0.0,0.0,1.0
3459,,sanxenxo,sanxenxo,pontevedra,pontevedra,galicia,galicia,sanxenxo/pontevedra,Pontevedra,Sanxenxo,5529.79,0.8158374911162991,63.42,42.58596974,0.0,0.0,1.0,4.0
3460,,soutomaior,soutomaior,pontevedra,pontevedra,galicia,galicia,soutomaior/pontevedra,Pontevedra,Soutomaior,5529.79,0.8158374911162991,64.71,42.58596974,0.0,0.0,1.0,1.0
3461,,tomino,tomino,pontevedra,pontevedra,galicia,galicia,tomino/pontevedra,Pontevedra,Tomiño,5529.79,0.8158374911162991,58.99,42.58596974,0.0,0.0,1.0,4.0
3462,,tui,tui,pontevedra,pontevedra,galicia,galicia,tui/pontevedra,Pontevedra,Tui,5529.79,0.8158374911162991,62.5,42.58596974,0.0,0.0,0.0,9.0
3463,,valga,valga,pontevedra,pontevedra,galicia,galicia,valga/pontevedra,Pontevedra,Valga,5529.79,0.8158374911162991,65.52,42.58596974,0.0,0.0,1.0,4.0
3464,,vigo,vigo,pontevedra,pontevedra,galicia,galicia,vigo/pontevedra,Pontevedra,Vigo,5529.79,0.8158374911162991,89.87,42.58596974,0.0,0.0,0.0,4.0
3465,,vilaboa,vilaboa,pontevedra,pontevedra,galicia,galicia,vilaboa/pontevedra,Pontevedra,Vilaboa,5529.79,0.8158374911162991,73.28,42.58596974,0.0,0.0,1.0,4.0
3466,,vila_de_cruces,vila_de_cruces,pontevedra,pontevedra,galicia,galicia,vila_de_cruces/pontevedra,Pontevedra,Vila de Cruces,5529.79,0.8158374911162991,56.29,42.58596974,0.0,0.0,1.0,4.0
3467,,vilagarcia_de_arousa,vilagarcia_de_arousa,pontevedra,pontevedra,galicia,galicia,vilagarcia_de_arousa/pontevedra,Pontevedra,Vilagarcía de Arousa,5529.79,0.8158374911162991,82.76,42.58596974,0.0,0.0,1.0,1.0
3468,,vilanova_de_arousa,vilanova_de_arousa,pontevedra,pontevedra,galicia,galicia,vilanova_de_arousa/pontevedra,Pontevedra,Vilanova de Arousa,5529.79,0.8158374911162991,77.9,42.58596974,0.0,0.0,1.0,4.0
3469,,a_illa_de_arousa,a_illa_de_arousa,pontevedra,pontevedra,galicia,galicia,a_illa_de_arousa/pontevedra,Pontevedra,A Illa de Arousa,5529.79,0.8158374911162991,71.69,42.58596974,0.0,0.0,1.0,4.0
3470,1.0,logrono,logrono,la_rioja,la_rioja,la_rioja,la_rioja,logrono/la_rioja,La Rioja,Logroño,1870.0,0.948288770053476,100.0,36.96784769,0.0,0.0,0.0,1.0
3471,,miranda_de_ebro,miranda_de_ebro,la_rioja,la_rioja,la_rioja,la_rioja,miranda_de_ebro/la_rioja,,,1870.0,0.948288770053476,,36.96784769,,,,
3472,,abalos,abalos,la_rioja,la_rioja,la_rioja,la_rioja,abalos/la_rioja,La Rioja,Ábalos,1870.0,0.948288770053476,57.5,36.96784769,,,,
3473,,agoncillo,agoncillo,la_rioja,la_rioja,la_rioja,la_rioja,agoncillo/la_rioja,La Rioja,Agoncillo,1870.0,0.948288770053476,100.0,36.96784769,0.0,0.0,0.0,1.0
3474,,aguilar_del_rio_alhama,aguilar_del_rio_alhama,la_rioja,la_rioja,la_rioja,la_rioja,aguilar_del_rio_alhama/la_rioja,La Rioja,Aguilar del Río Alhama,1870.0,0.948288770053476,57.5,36.96784769,,,,
3475,,ajamil_de_cameros,ajamil_de_cameros,la_rioja,la_rioja,la_rioja,la_rioja,ajamil_de_cameros/la_rioja,La Rioja,Ajamil de Cameros,1870.0,0.948288770053476,10.83,36.96784769,,,,
3476,,albelda_de_iregua,albelda_de_iregua,la_rioja,la_rioja,la_rioja,la_rioja,albelda_de_iregua/la_rioja,La Rioja,Albelda de Iregua,1870.0,0.948288770053476,100.0,36.96784769,,,,
3477,,alberite,alberite,la_rioja,la_rioja,la_rioja,la_rioja,alberite/la_rioja,La Rioja,Alberite,1870.0,0.948288770053476,100.0,36.96784769,,,,
3478,,alcanadre,alcanadre,la_rioja,la_rioja,la_rioja,la_rioja,alcanadre/la_rioja,La Rioja,Alcanadre,1870.0,0.948288770053476,67.5,36.96784769,0.0,0.0,0.0,1.0
3479,,aldeanueva_de_ebro,aldeanueva_de_ebro,la_rioja,la_rioja,la_rioja,la_rioja,aldeanueva_de_ebro/la_rioja,La Rioja,Aldeanueva de Ebro,1870.0,0.948288770053476,90.0,36.96784769,,,,
3480,,alesanco,alesanco,la_rioja,la_rioja,la_rioja,la_rioja,alesanco/la_rioja,La Rioja,Alesanco,1870.0,0.948288770053476,90.0,36.96784769,,,,
3481,,aleson,aleson,la_rioja,la_rioja,la_rioja,la_rioja,aleson/la_rioja,La Rioja,Alesón,1870.0,0.948288770053476,90.0,36.96784769,,,,
3482,,alfaro,alfaro,la_rioja,la_rioja,la_rioja,la_rioja,alfaro/la_rioja,La Rioja,Alfaro,1870.0,0.948288770053476,100.0,36.96784769,0.0,0.0,0.0,1.0
3483,,almarza_de_cameros,almarza_de_cameros,la_rioja,la_rioja,la_rioja,la_rioja,almarza_de_cameros/la_rioja,La Rioja,Almarza de Cameros,1870.0,0.948288770053476,36.25,36.96784769,,,,
3484,,anguciana,anguciana,la_rioja,la_rioja,la_rioja,la_rioja,anguciana/la_rioja,La Rioja,Anguciana,1870.0,0.948288770053476,100.0,36.96784769,,,,
3485,,anguiano,anguiano,la_rioja,la_rioja,la_rioja,la_rioja,anguiano/la_rioja,La Rioja,Anguiano,1870.0,0.948288770053476,45.0,36.96784769,,,,
3486,,arenzana_de_abajo,arenzana_de_abajo,la_rioja,la_rioja,la_rioja,la_rioja,arenzana_de_abajo/la_rioja,La Rioja,Arenzana de Abajo,1870.0,0.948288770053476,100.0,36.96784769,,,,
3487,,arenzana_de_arriba,arenzana_de_arriba,la_rioja,la_rioja,la_rioja,la_rioja,arenzana_de_arriba/la_rioja,La Rioja,Arenzana de Arriba,1870.0,0.948288770053476,90.0,36.96784769,,,,
3488,,arnedillo,arnedillo,la_rioja,la_rioja,la_rioja,la_rioja,arnedillo/la_rioja,La Rioja,Arnedillo,1870.0,0.948288770053476,83.75,36.96784769,,,,
3489,,arnedo,arnedo,la_rioja,la_rioja,la_rioja,la_rioja,arnedo/la_rioja,La Rioja,Arnedo,1870.0,0.948288770053476,100.0,36.96784769,,,,
3490,,arrubal,arrubal,la_rioja,la_rioja,la_rioja,la_rioja,arrubal/la_rioja,La Rioja,Arrúbal,1870.0,0.948288770053476,100.0,36.96784769,,,,
3491,,ausejo,ausejo,la_rioja,la_rioja,la_rioja,la_rioja,ausejo/la_rioja,La Rioja,Ausejo,1870.0,0.948288770053476,100.0,36.96784769,,,,
3492,,autol,autol,la_rioja,la_rioja,la_rioja,la_rioja,autol/la_rioja,La Rioja,Autol,1870.0,0.948288770053476,100.0,36.96784769,,,,
3493,,azofra,azofra,la_rioja,la_rioja,la_rioja,la_rioja,azofra/la_rioja,La Rioja,Azofra,1870.0,0.948288770053476,70.0,36.96784769,,,,
3494,,badaran,badaran,la_rioja,la_rioja,la_rioja,la_rioja,badaran/la_rioja,La Rioja,Badarán,1870.0,0.948288770053476,100.0,36.96784769,,,,
3495,,banares,banares,la_rioja,la_rioja,la_rioja,la_rioja,banares/la_rioja,La Rioja,Bañares,1870.0,0.948288770053476,90.0,36.96784769,,,,
3496,,banos_de_rioja,banos_de_rioja,la_rioja,la_rioja,la_rioja,la_rioja,banos_de_rioja/la_rioja,La Rioja,Baños de Rioja,1870.0,0.948288770053476,60.0,36.96784769,,,,
3497,,banos_de_rio_tobia,banos_de_rio_tobia,la_rioja,la_rioja,la_rioja,la_rioja,banos_de_rio_tobia/la_rioja,La Rioja,Baños de Río Tobía,1870.0,0.948288770053476,100.0,36.96784769,,,,
3498,,berceo,berceo,la_rioja,la_rioja,la_rioja,la_rioja,berceo/la_rioja,La Rioja,Berceo,1870.0,0.948288770053476,70.0,36.96784769,,,,
3499,,bergasa,bergasa,la_rioja,la_rioja,la_rioja,la_rioja,bergasa/la_rioja,La Rioja,Bergasa,1870.0,0.948288770053476,55.0,36.96784769,,,,
3500,,bobadilla,bobadilla,la_rioja,la_rioja,la_rioja,la_rioja,bobadilla/la_rioja,La Rioja,Bobadilla,1870.0,0.948288770053476,70.0,36.96784769,,,,
3501,,brinas,brinas,la_rioja,la_rioja,la_rioja,la_rioja,brinas/la_rioja,La Rioja,Briñas,1870.0,0.948288770053476,100.0,36.96784769,,,,
3502,,briones,briones,la_rioja,la_rioja,la_rioja,la_rioja,briones/la_rioja,La Rioja,Briones,1870.0,0.948288770053476,70.0,36.96784769,,,,
3503,,cabezon_de_cameros,cabezon_de_cameros,la_rioja,la_rioja,la_rioja,la_rioja,cabezon_de_cameros/la_rioja,La Rioja,Cabezón de Cameros,1870.0,0.948288770053476,22.5,36.96784769,,,,
3504,,calahorra,calahorra,la_rioja,la_rioja,la_rioja,la_rioja,calahorra/la_rioja,La Rioja,Calahorra,1870.0,0.948288770053476,95.0,36.96784769,0.0,0.0,0.0,1.0
3505,,camprovin,camprovin,la_rioja,la_rioja,la_rioja,la_rioja,camprovin/la_rioja,La Rioja,Camprovín,1870.0,0.948288770053476,50.0,36.96784769,,,,
3506,,canillas_de_rio_tuerto,canillas_de_rio_tuerto,la_rioja,la_rioja,la_rioja,la_rioja,canillas_de_rio_tuerto/la_rioja,La Rioja,Canillas de Río Tuerto,1870.0,0.948288770053476,60.0,36.96784769,,,,
3507,,casalarreina,casalarreina,la_rioja,la_rioja,la_rioja,la_rioja,casalarreina/la_rioja,La Rioja,Casalarreina,1870.0,0.948288770053476,100.0,36.96784769,,,,
3508,,castanares_de_rioja,castanares_de_rioja,la_rioja,la_rioja,la_rioja,la_rioja,castanares_de_rioja/la_rioja,La Rioja,Castañares de Rioja,1870.0,0.948288770053476,70.0,36.96784769,,,,
3509,,cenicero,cenicero,la_rioja,la_rioja,la_rioja,la_rioja,cenicero/la_rioja,La Rioja,Cenicero,1870.0,0.948288770053476,90.0,36.96784769,,,,
3510,,cervera_del_rio_alhama,cervera_del_rio_alhama,la_rioja,la_rioja,la_rioja,la_rioja,cervera_del_rio_alhama/la_rioja,La Rioja,Cervera del Río Alhama,1870.0,0.948288770053476,70.42,36.96784769,,,,
3511,,cidamon,cidamon,la_rioja,la_rioja,la_rioja,la_rioja,cidamon/la_rioja,La Rioja,Cidamón,1870.0,0.948288770053476,90.0,36.96784769,,,,
3512,,ciruena,ciruena,la_rioja,la_rioja,la_rioja,la_rioja,ciruena/la_rioja,La Rioja,Cirueña,1870.0,0.948288770053476,90.0,36.96784769,,,,
3513,,corera,corera,la_rioja,la_rioja,la_rioja,la_rioja,corera/la_rioja,La Rioja,Corera,1870.0,0.948288770053476,90.0,36.96784769,,,,
3514,,cornago,cornago,la_rioja,la_rioja,la_rioja,la_rioja,cornago/la_rioja,La Rioja,Cornago,1870.0,0.948288770053476,50.0,36.96784769,,,,
3515,,corporales,corporales,la_rioja,la_rioja,la_rioja,la_rioja,corporales/la_rioja,La Rioja,Corporales,1870.0,0.948288770053476,83.75,36.96784769,,,,
3516,,cuzcurrita_de_rio_tiron,cuzcurrita_de_rio_tiron,la_rioja,la_rioja,la_rioja,la_rioja,cuzcurrita_de_rio_tiron/la_rioja,La Rioja,Cuzcurrita de Río Tirón,1870.0,0.948288770053476,70.0,36.96784769,,,,
3517,,daroca_de_rioja,daroca_de_rioja,la_rioja,la_rioja,la_rioja,la_rioja,daroca_de_rioja/la_rioja,La Rioja,Daroca de Rioja,1870.0,0.948288770053476,60.0,36.96784769,,,,
3518,,enciso,enciso,la_rioja,la_rioja,la_rioja,la_rioja,enciso/la_rioja,La Rioja,Enciso,1870.0,0.948288770053476,39.0,36.96784769,,,,
3519,,entrena,entrena,la_rioja,la_rioja,la_rioja,la_rioja,entrena/la_rioja,La Rioja,Entrena,1870.0,0.948288770053476,100.0,36.96784769,,,,
3520,,estollo,estollo,la_rioja,la_rioja,la_rioja,la_rioja,estollo/la_rioja,La Rioja,Estollo,1870.0,0.948288770053476,90.0,36.96784769,,,,
3521,,ezcaray,ezcaray,la_rioja,la_rioja,la_rioja,la_rioja,ezcaray/la_rioja,La Rioja,Ezcaray,1870.0,0.948288770053476,62.5,36.96784769,,,,
3522,,foncea,foncea,la_rioja,la_rioja,la_rioja,la_rioja,foncea/la_rioja,La Rioja,Foncea,1870.0,0.948288770053476,50.0,36.96784769,,,,
3523,,fuenmayor,fuenmayor,la_rioja,la_rioja,la_rioja,la_rioja,fuenmayor/la_rioja,La Rioja,Fuenmayor,1870.0,0.948288770053476,50.0,36.96784769,,,,
3524,,gallinero_de_cameros,gallinero_de_cameros,la_rioja,la_rioja,la_rioja,la_rioja,gallinero_de_cameros/la_rioja,La Rioja,Gallinero de Cameros,1870.0,0.948288770053476,45.0,36.96784769,,,,
3525,,gimileo,gimileo,la_rioja,la_rioja,la_rioja,la_rioja,gimileo/la_rioja,La Rioja,Gimileo,1870.0,0.948288770053476,100.0,36.96784769,,,,
3526,,gravalos,gravalos,la_rioja,la_rioja,la_rioja,la_rioja,gravalos/la_rioja,La Rioja,Grávalos,1870.0,0.948288770053476,57.5,36.96784769,,,,
3527,,haro,haro,la_rioja,la_rioja,la_rioja,la_rioja,haro/la_rioja,La Rioja,Haro,1870.0,0.948288770053476,75.0,36.96784769,0.0,0.0,0.0,1.0
3528,,herce,herce,la_rioja,la_rioja,la_rioja,la_rioja,herce/la_rioja,La Rioja,Herce,1870.0,0.948288770053476,87.5,36.96784769,,,,
3529,,herramelluri,herramelluri,la_rioja,la_rioja,la_rioja,la_rioja,herramelluri/la_rioja,La Rioja,Herramélluri,1870.0,0.948288770053476,55.0,36.96784769,,,,
3530,,hormilleja,hormilleja,la_rioja,la_rioja,la_rioja,la_rioja,hormilleja/la_rioja,La Rioja,Hormilleja,1870.0,0.948288770053476,47.5,36.96784769,,,,
3531,,hornos_de_moncalvillo,hornos_de_moncalvillo,la_rioja,la_rioja,la_rioja,la_rioja,hornos_de_moncalvillo/la_rioja,La Rioja,Hornos de Moncalvillo,1870.0,0.948288770053476,57.5,36.96784769,,,,
3532,,huercanos,huercanos,la_rioja,la_rioja,la_rioja,la_rioja,huercanos/la_rioja,La Rioja,Huércanos,1870.0,0.948288770053476,60.0,36.96784769,,,,
3533,,igea,igea,la_rioja,la_rioja,la_rioja,la_rioja,igea/la_rioja,La Rioja,Igea,1870.0,0.948288770053476,32.5,36.96784769,,,,
3534,,jalon_de_cameros,jalon_de_cameros,la_rioja,la_rioja,la_rioja,la_rioja,jalon_de_cameros/la_rioja,La Rioja,Jalón de Cameros,1870.0,0.948288770053476,22.5,36.96784769,,,,
3535,,lagunilla_del_jubera,lagunilla_del_jubera,la_rioja,la_rioja,la_rioja,la_rioja,lagunilla_del_jubera/la_rioja,La Rioja,Lagunilla del Jubera,1870.0,0.948288770053476,58.33,36.96784769,,,,
3536,,lardero,lardero,la_rioja,la_rioja,la_rioja,la_rioja,lardero/la_rioja,La Rioja,Lardero,1870.0,0.948288770053476,100.0,36.96784769,,,,
3537,,leza_de_rio_leza,leza_de_rio_leza,la_rioja,la_rioja,la_rioja,la_rioja,leza_de_rio_leza/la_rioja,La Rioja,Leza de Río Leza,1870.0,0.948288770053476,0.0,36.96784769,,,,
3538,,lumbreras,lumbreras,la_rioja,la_rioja,la_rioja,la_rioja,lumbreras/la_rioja,La Rioja,Lumbreras,1870.0,0.948288770053476,29.17,36.96784769,,,,
3539,,medrano,medrano,la_rioja,la_rioja,la_rioja,la_rioja,medrano/la_rioja,La Rioja,Medrano,1870.0,0.948288770053476,60.0,36.96784769,,,,
3540,,murillo_de_rio_leza,murillo_de_rio_leza,la_rioja,la_rioja,la_rioja,la_rioja,murillo_de_rio_leza/la_rioja,La Rioja,Murillo de Río Leza,1870.0,0.948288770053476,70.0,36.96784769,,,,
3541,,najera,najera,la_rioja,la_rioja,la_rioja,la_rioja,najera/la_rioja,La Rioja,Nájera,1870.0,0.948288770053476,100.0,36.96784769,,,,
3542,,nalda,nalda,la_rioja,la_rioja,la_rioja,la_rioja,nalda/la_rioja,La Rioja,Nalda,1870.0,0.948288770053476,75.0,36.96784769,,,,
3543,,navajun,navajun,la_rioja,la_rioja,la_rioja,la_rioja,navajun/la_rioja,La Rioja,Navajún,1870.0,0.948288770053476,22.5,36.96784769,,,,
3544,,navarrete,navarrete,la_rioja,la_rioja,la_rioja,la_rioja,navarrete/la_rioja,La Rioja,Navarrete,1870.0,0.948288770053476,100.0,36.96784769,,,,
3545,,nestares,nestares,la_rioja,la_rioja,la_rioja,la_rioja,nestares/la_rioja,La Rioja,Nestares,1870.0,0.948288770053476,35.0,36.96784769,,,,
3546,,nieva_de_cameros,nieva_de_cameros,la_rioja,la_rioja,la_rioja,la_rioja,nieva_de_cameros/la_rioja,La Rioja,Nieva de Cameros,1870.0,0.948288770053476,56.25,36.96784769,,,,
3547,,ocon,ocon,la_rioja,la_rioja,la_rioja,la_rioja,ocon/la_rioja,La Rioja,Ocón,1870.0,0.948288770053476,58.57,36.96784769,,,,
3548,,ojacastro,ojacastro,la_rioja,la_rioja,la_rioja,la_rioja,ojacastro/la_rioja,La Rioja,Ojacastro,1870.0,0.948288770053476,41.43,36.96784769,,,,
3549,,ollauri,ollauri,la_rioja,la_rioja,la_rioja,la_rioja,ollauri/la_rioja,La Rioja,Ollauri,1870.0,0.948288770053476,90.0,36.96784769,,,,
3550,,pazuengos,pazuengos,la_rioja,la_rioja,la_rioja,la_rioja,pazuengos/la_rioja,La Rioja,Pazuengos,1870.0,0.948288770053476,60.0,36.96784769,,,,
3551,,pradejon,pradejon,la_rioja,la_rioja,la_rioja,la_rioja,pradejon/la_rioja,La Rioja,Pradejón,1870.0,0.948288770053476,100.0,36.96784769,,,,
3552,,quel,quel,la_rioja,la_rioja,la_rioja,la_rioja,quel/la_rioja,La Rioja,Quel,1870.0,0.948288770053476,100.0,36.96784769,,,,
3553,,el_redal,el_redal,la_rioja,la_rioja,la_rioja,la_rioja,el_redal/la_rioja,La Rioja,El Redal,1870.0,0.948288770053476,,36.96784769,,,,
3554,,rincon_de_soto,rincon_de_soto,la_rioja,la_rioja,la_rioja,la_rioja,rincon_de_soto/la_rioja,La Rioja,Rincón de Soto,1870.0,0.948288770053476,100.0,36.96784769,0.0,0.0,0.0,1.0
3555,,rodezno,rodezno,la_rioja,la_rioja,la_rioja,la_rioja,rodezno/la_rioja,La Rioja,Rodezno,1870.0,0.948288770053476,65.0,36.96784769,,,,
3556,,san_asensio,san_asensio,la_rioja,la_rioja,la_rioja,la_rioja,san_asensio/la_rioja,La Rioja,San Asensio,1870.0,0.948288770053476,100.0,36.96784769,,,,
3557,,san_millan_de_la_cogolla,san_millan_de_la_cogolla,la_rioja,la_rioja,la_rioja,la_rioja,san_millan_de_la_cogolla/la_rioja,La Rioja,San Millán de la Cogolla,1870.0,0.948288770053476,28.75,36.96784769,,,,
3558,,san_millan_de_yecora,san_millan_de_yecora,la_rioja,la_rioja,la_rioja,la_rioja,san_millan_de_yecora/la_rioja,La Rioja,San Millán de Yécora,1870.0,0.948288770053476,35.0,36.96784769,,,,
3559,,santurde_de_rioja,santurde_de_rioja,la_rioja,la_rioja,la_rioja,la_rioja,santurde_de_rioja/la_rioja,La Rioja,Santurde de Rioja,1870.0,0.948288770053476,70.0,36.96784769,,,,
3560,,san_vicente_de_la_sonsierra,san_vicente_de_la_sonsierra,la_rioja,la_rioja,la_rioja,la_rioja,san_vicente_de_la_sonsierra/la_rioja,La Rioja,San Vicente de la Sonsierra,1870.0,0.948288770053476,76.67,36.96784769,,,,
3561,,sojuela,sojuela,la_rioja,la_rioja,la_rioja,la_rioja,sojuela/la_rioja,La Rioja,Sojuela,1870.0,0.948288770053476,60.0,36.96784769,,,,
3562,,sorzano,sorzano,la_rioja,la_rioja,la_rioja,la_rioja,sorzano/la_rioja,La Rioja,Sorzano,1870.0,0.948288770053476,60.0,36.96784769,,,,
3563,,sotes,sotes,la_rioja,la_rioja,la_rioja,la_rioja,sotes/la_rioja,La Rioja,Sotés,1870.0,0.948288770053476,80.0,36.96784769,,,,
3564,,torrecilla_sobre_alesanco,torrecilla_sobre_alesanco,la_rioja,la_rioja,la_rioja,la_rioja,torrecilla_sobre_alesanco/la_rioja,La Rioja,Torrecilla sobre Alesanco,1870.0,0.948288770053476,90.0,36.96784769,,,,
