,postal_code,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province_es,cities_es/province,cities_es/ccaa_es,cities_es/ccaa,cities/province_es,province_es/ccaa_es,province_es/ccaa,province/ccaa_es,province/ccaa
9146,44350,caminreal,caminreal,teruel,teruel,aragon,aragon,caminreal/teruel,caminreal/teruel,caminreal/aragon,caminreal/aragon,caminreal/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9147,44357,banon,banon,teruel,teruel,aragon,aragon,banon/teruel,banon/teruel,banon/aragon,banon/aragon,banon/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9148,44358,cosa,cosa,teruel,teruel,aragon,aragon,cosa/teruel,cosa/teruel,cosa/aragon,cosa/aragon,cosa/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9149,44359,caminreal,caminreal,teruel,teruel,aragon,aragon,caminreal/teruel,caminreal/teruel,caminreal/aragon,caminreal/aragon,caminreal/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9150,44360,santa eulalia,santa eulalia,teruel,teruel,aragon,aragon,santa eulalia/teruel,santa eulalia/teruel,santa eulalia/aragon,santa eulalia/aragon,santa eulalia/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9151,44366,orihuela del tremedal,orihuela del tremedal,teruel,teruel,aragon,aragon,orihuela del tremedal/teruel,orihuela del tremedal/teruel,orihuela del tremedal/aragon,orihuela del tremedal/aragon,orihuela del tremedal/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9152,44367,bronchales,bronchales,teruel,teruel,aragon,aragon,bronchales/teruel,bronchales/teruel,bronchales/aragon,bronchales/aragon,bronchales/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9153,44368,monterde de albarracin,monterde de albarracin,teruel,teruel,aragon,aragon,monterde de albarracin/teruel,monterde de albarracin/teruel,monterde de albarracin/aragon,monterde de albarracin/aragon,monterde de albarracin/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9154,44369,almohaja,almohaja,teruel,teruel,aragon,aragon,almohaja/teruel,almohaja/teruel,almohaja/aragon,almohaja/aragon,almohaja/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9155,44370,cella,cella,teruel,teruel,aragon,aragon,cella/teruel,cella/teruel,cella/aragon,cella/aragon,cella/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9156,44380,villarquemado,villarquemado,teruel,teruel,aragon,aragon,villarquemado/teruel,villarquemado/teruel,villarquemado/aragon,villarquemado/aragon,villarquemado/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9157,44381,torremocha de jiloca,torremocha de jiloca,teruel,teruel,aragon,aragon,torremocha de jiloca/teruel,torremocha de jiloca/teruel,torremocha de jiloca/aragon,torremocha de jiloca/aragon,torremocha de jiloca/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9158,44382,aguaton,aguaton,teruel,teruel,aragon,aragon,aguaton/teruel,aguaton/teruel,aguaton/aragon,aguaton/aragon,aguaton/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9159,44390,san martin del rio,san martin del rio,teruel,teruel,aragon,aragon,san martin del rio/teruel,san martin del rio/teruel,san martin del rio/aragon,san martin del rio/aragon,san martin del rio/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9160,44391,calamocha,calamocha,teruel,teruel,aragon,aragon,calamocha/teruel,calamocha/teruel,calamocha/aragon,calamocha/aragon,calamocha/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9161,44392,calamocha,calamocha,teruel,teruel,aragon,aragon,calamocha/teruel,calamocha/teruel,calamocha/aragon,calamocha/aragon,calamocha/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9162,44393,torrijo del campo,torrijo del campo,teruel,teruel,aragon,aragon,torrijo del campo/teruel,torrijo del campo/teruel,torrijo del campo/aragon,torrijo del campo/aragon,torrijo del campo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9163,44394,buena,buena,teruel,teruel,aragon,aragon,buena/teruel,buena/teruel,buena/aragon,buena/aragon,buena/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9164,44395,alba,alba,teruel,teruel,aragon,aragon,alba/teruel,alba/teruel,alba/aragon,alba/aragon,alba/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9165,44396,teruel,teruel,teruel,teruel,aragon,aragon,teruel/teruel,teruel/teruel,teruel/aragon,teruel/aragon,teruel/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9166,44397,teruel,teruel,teruel,teruel,aragon,aragon,teruel/teruel,teruel/teruel,teruel/aragon,teruel/aragon,teruel/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9167,44400,mora de rubielos,mora de rubielos,teruel,teruel,aragon,aragon,mora de rubielos/teruel,mora de rubielos/teruel,mora de rubielos/aragon,mora de rubielos/aragon,mora de rubielos/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9168,44409,cabra de mora,cabra de mora,teruel,teruel,aragon,aragon,cabra de mora/teruel,cabra de mora/teruel,cabra de mora/aragon,cabra de mora/aragon,cabra de mora/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9169,44410,mosqueruela,mosqueruela,teruel,teruel,aragon,aragon,mosqueruela/teruel,mosqueruela/teruel,mosqueruela/aragon,mosqueruela/aragon,mosqueruela/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9170,44411,puertomingalvo,puertomingalvo,teruel,teruel,aragon,aragon,puertomingalvo/teruel,puertomingalvo/teruel,puertomingalvo/aragon,puertomingalvo/aragon,puertomingalvo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9171,44412,linares de mora,linares de mora,teruel,teruel,aragon,aragon,linares de mora/teruel,linares de mora/teruel,linares de mora/aragon,linares de mora/aragon,linares de mora/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9172,44413,valdelinares,valdelinares,teruel,teruel,aragon,aragon,valdelinares/teruel,valdelinares/teruel,valdelinares/aragon,valdelinares/aragon,valdelinares/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9173,44414,nogueruelas,nogueruelas,teruel,teruel,aragon,aragon,nogueruelas/teruel,nogueruelas/teruel,nogueruelas/aragon,nogueruelas/aragon,nogueruelas/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9174,44415,fuentes de rubielos,fuentes de rubielos,teruel,teruel,aragon,aragon,fuentes de rubielos/teruel,fuentes de rubielos/teruel,fuentes de rubielos/aragon,fuentes de rubielos/aragon,fuentes de rubielos/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9175,44420,manzanera,manzanera,teruel,teruel,aragon,aragon,manzanera/teruel,manzanera/teruel,manzanera/aragon,manzanera/aragon,manzanera/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9176,44421,arcos de las salinas,arcos de las salinas,teruel,teruel,aragon,aragon,arcos de las salinas/teruel,arcos de las salinas/teruel,arcos de las salinas/aragon,arcos de las salinas/aragon,arcos de las salinas/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9177,44422,abejuela,abejuela,teruel,teruel,aragon,aragon,abejuela/teruel,abejuela/teruel,abejuela/aragon,abejuela/aragon,abejuela/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9178,44423,manzanera,manzanera,teruel,teruel,aragon,aragon,manzanera/teruel,manzanera/teruel,manzanera/aragon,manzanera/aragon,manzanera/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9179,44424,albentosa,albentosa,teruel,teruel,aragon,aragon,albentosa/teruel,albentosa/teruel,albentosa/aragon,albentosa/aragon,albentosa/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9180,44430,valbona,valbona,teruel,teruel,aragon,aragon,valbona/teruel,valbona/teruel,valbona/aragon,valbona/aragon,valbona/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9181,44431,alcala de la selva,alcala de la selva,teruel,teruel,aragon,aragon,alcala de la selva/teruel,alcala de la selva/teruel,alcala de la selva/aragon,alcala de la selva/aragon,alcala de la selva/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9182,44432,alcala de la selva,alcala de la selva,teruel,teruel,aragon,aragon,alcala de la selva/teruel,alcala de la selva/teruel,alcala de la selva/aragon,alcala de la selva/aragon,alcala de la selva/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9183,44433,gudar,gudar,teruel,teruel,aragon,aragon,gudar/teruel,gudar/teruel,gudar/aragon,gudar/aragon,gudar/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9184,44440,formiche alto,formiche alto,teruel,teruel,aragon,aragon,formiche alto/teruel,formiche alto/teruel,formiche alto/aragon,formiche alto/aragon,formiche alto/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9185,44441,formiche alto,formiche alto,teruel,teruel,aragon,aragon,formiche alto/teruel,formiche alto/teruel,formiche alto/aragon,formiche alto/aragon,formiche alto/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9186,44450,la puebla de valverde,la puebla de valverde,teruel,teruel,aragon,aragon,la puebla de valverde/teruel,la puebla de valverde/teruel,la puebla de valverde/aragon,la puebla de valverde/aragon,la puebla de valverde/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9187,44459,camarena de la sierra,camarena de la sierra,teruel,teruel,aragon,aragon,camarena de la sierra/teruel,camarena de la sierra/teruel,camarena de la sierra/aragon,camarena de la sierra/aragon,camarena de la sierra/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9188,44460,sarrion,sarrion,teruel,teruel,aragon,aragon,sarrion/teruel,sarrion/teruel,sarrion/aragon,sarrion/aragon,sarrion/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9189,44477,albentosa,albentosa,teruel,teruel,aragon,aragon,albentosa/teruel,albentosa/teruel,albentosa/aragon,albentosa/aragon,albentosa/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9190,44478,olba,olba,teruel,teruel,aragon,aragon,olba/teruel,olba/teruel,olba/aragon,olba/aragon,olba/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9191,44479,olba,olba,teruel,teruel,aragon,aragon,olba/teruel,olba/teruel,olba/aragon,olba/aragon,olba/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9192,44480,san agustin,san agustin,teruel,teruel,aragon,aragon,san agustin/teruel,san agustin/teruel,san agustin/aragon,san agustin/aragon,san agustin/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9193,44490,ferreruela de huerva,ferreruela de huerva,teruel,teruel,aragon,aragon,ferreruela de huerva/teruel,ferreruela de huerva/teruel,ferreruela de huerva/aragon,ferreruela de huerva/aragon,ferreruela de huerva/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9194,44491,badenas,badenas,teruel,teruel,aragon,aragon,badenas/teruel,badenas/teruel,badenas/aragon,badenas/aragon,badenas/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9195,44492,allueva,allueva,teruel,teruel,aragon,aragon,allueva/teruel,allueva/teruel,allueva/aragon,allueva/aragon,allueva/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9196,44493,loscos,loscos,teruel,teruel,aragon,aragon,loscos/teruel,loscos/teruel,loscos/aragon,loscos/aragon,loscos/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9197,44494,villahermosa del campo,villahermosa del campo,teruel,teruel,aragon,aragon,villahermosa del campo/teruel,villahermosa del campo/teruel,villahermosa del campo/aragon,villahermosa del campo/aragon,villahermosa del campo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9198,44495,calamocha,calamocha,teruel,teruel,aragon,aragon,calamocha/teruel,calamocha/teruel,calamocha/aragon,calamocha/aragon,calamocha/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9199,44496,calamocha,calamocha,teruel,teruel,aragon,aragon,calamocha/teruel,calamocha/teruel,calamocha/aragon,calamocha/aragon,calamocha/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9200,44497,santa cruz de nogueras,santa cruz de nogueras,teruel,teruel,aragon,aragon,santa cruz de nogueras/teruel,santa cruz de nogueras/teruel,santa cruz de nogueras/aragon,santa cruz de nogueras/aragon,santa cruz de nogueras/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9201,44500,andorra,andorra,teruel,teruel,aragon,aragon,andorra/teruel,andorra/teruel,andorra/aragon,andorra/aragon,andorra/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9202,44509,alloza,alloza,teruel,teruel,aragon,aragon,alloza/teruel,alloza/teruel,alloza/aragon,alloza/aragon,alloza/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9203,44510,la puebla de hijar,la puebla de hijar,teruel,teruel,aragon,aragon,la puebla de hijar/teruel,la puebla de hijar/teruel,la puebla de hijar/aragon,la puebla de hijar/aragon,la puebla de hijar/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9204,44520,samper de calanda,samper de calanda,teruel,teruel,aragon,aragon,samper de calanda/teruel,samper de calanda/teruel,samper de calanda/aragon,samper de calanda/aragon,samper de calanda/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9205,44530,hijar,hijar,teruel,teruel,aragon,aragon,hijar/teruel,hijar/teruel,hijar/aragon,hijar/aragon,hijar/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9206,44540,albalate del arzobispo,albalate del arzobispo,teruel,teruel,aragon,aragon,albalate del arzobispo/teruel,albalate del arzobispo/teruel,albalate del arzobispo/aragon,albalate del arzobispo/aragon,albalate del arzobispo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9207,44547,arino,arino,teruel,teruel,aragon,aragon,arino/teruel,arino/teruel,arino/aragon,arino/aragon,arino/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9208,44548,oliete,oliete,teruel,teruel,aragon,aragon,oliete/teruel,oliete/teruel,oliete/aragon,oliete/aragon,oliete/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9209,44549,alacon,alacon,teruel,teruel,aragon,aragon,alacon/teruel,alacon/teruel,alacon/aragon,alacon/aragon,alacon/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9210,44550,alcorisa,alcorisa,teruel,teruel,aragon,aragon,alcorisa/teruel,alcorisa/teruel,alcorisa/aragon,alcorisa/aragon,alcorisa/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9211,44555,pitarque,pitarque,teruel,teruel,aragon,aragon,pitarque/teruel,pitarque/teruel,pitarque/aragon,pitarque/aragon,pitarque/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9212,44556,berge,berge,teruel,teruel,aragon,aragon,berge/teruel,berge/teruel,berge/aragon,berge/aragon,berge/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9213,44557,crivillen,crivillen,teruel,teruel,aragon,aragon,crivillen/teruel,crivillen/teruel,crivillen/aragon,crivillen/aragon,crivillen/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9214,44558,estercuel,estercuel,teruel,teruel,aragon,aragon,estercuel/teruel,estercuel/teruel,estercuel/aragon,estercuel/aragon,estercuel/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9215,44559,ejulve,ejulve,teruel,teruel,aragon,aragon,ejulve/teruel,ejulve/teruel,ejulve/aragon,ejulve/aragon,ejulve/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9216,44560,castellote,castellote,teruel,teruel,aragon,aragon,castellote/teruel,castellote/teruel,castellote/aragon,castellote/aragon,castellote/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9217,44561,seno,seno,teruel,teruel,aragon,aragon,seno/teruel,seno/teruel,seno/aragon,seno/aragon,seno/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9218,44562,castellote,castellote,teruel,teruel,aragon,aragon,castellote/teruel,castellote/teruel,castellote/aragon,castellote/aragon,castellote/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9219,44563,bordon,bordon,teruel,teruel,aragon,aragon,bordon/teruel,bordon/teruel,bordon/aragon,bordon/aragon,bordon/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9220,44564,mas de las matas,mas de las matas,teruel,teruel,aragon,aragon,mas de las matas/teruel,mas de las matas/teruel,mas de las matas/aragon,mas de las matas/aragon,mas de las matas/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9221,44565,castellote,castellote,teruel,teruel,aragon,aragon,castellote/teruel,castellote/teruel,castellote/aragon,castellote/aragon,castellote/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9222,44566,aguaviva,aguaviva,teruel,teruel,aragon,aragon,aguaviva/teruel,aguaviva/teruel,aguaviva/aragon,aguaviva/aragon,aguaviva/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9223,44570,calanda,calanda,teruel,teruel,aragon,aragon,calanda/teruel,calanda/teruel,calanda/aragon,calanda/aragon,calanda/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9224,44579,foz-calanda,foz-calanda,teruel,teruel,aragon,aragon,foz-calanda/teruel,foz-calanda/teruel,foz-calanda/aragon,foz-calanda/aragon,foz-calanda/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9225,44580,valderrobres,valderrobres,teruel,teruel,aragon,aragon,valderrobres/teruel,valderrobres/teruel,valderrobres/aragon,valderrobres/aragon,valderrobres/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9226,44586,penarroya de tastavins,penarroya de tastavins,teruel,teruel,aragon,aragon,penarroya de tastavins/teruel,penarroya de tastavins/teruel,penarroya de tastavins/aragon,penarroya de tastavins/aragon,penarroya de tastavins/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9227,44587,fuentespalda,fuentespalda,teruel,teruel,aragon,aragon,fuentespalda/teruel,fuentespalda/teruel,fuentespalda/aragon,fuentespalda/aragon,fuentespalda/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9228,44588,beceite,beceite,teruel,teruel,aragon,aragon,beceite/teruel,beceite/teruel,beceite/aragon,beceite/aragon,beceite/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9229,44589,la portellada,la portellada,teruel,teruel,aragon,aragon,la portellada/teruel,la portellada/teruel,la portellada/aragon,la portellada/aragon,la portellada/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9230,44590,azaila,azaila,teruel,teruel,aragon,aragon,azaila/teruel,azaila/teruel,azaila/aragon,azaila/aragon,azaila/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9231,44591,vinaceite,vinaceite,teruel,teruel,aragon,aragon,vinaceite/teruel,vinaceite/teruel,vinaceite/aragon,vinaceite/aragon,vinaceite/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9232,44592,castelnou,castelnou,teruel,teruel,aragon,aragon,castelnou/teruel,castelnou/teruel,castelnou/aragon,castelnou/aragon,castelnou/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9233,44593,urrea de gaen,urrea de gaen,teruel,teruel,aragon,aragon,urrea de gaen/teruel,urrea de gaen/teruel,urrea de gaen/aragon,urrea de gaen/aragon,urrea de gaen/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9234,44594,valdealgorfa,valdealgorfa,teruel,teruel,aragon,aragon,valdealgorfa/teruel,valdealgorfa/teruel,valdealgorfa/aragon,valdealgorfa/aragon,valdealgorfa/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9235,44595,valjunquera,valjunquera,teruel,teruel,aragon,aragon,valjunquera/teruel,valjunquera/teruel,valjunquera/aragon,valjunquera/aragon,valjunquera/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9236,44596,la fresneda,la fresneda,teruel,teruel,aragon,aragon,la fresneda/teruel,la fresneda/teruel,la fresneda/aragon,la fresneda/aragon,la fresneda/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9237,44597,torre del compte,torre del compte,teruel,teruel,aragon,aragon,torre del compte/teruel,torre del compte/teruel,torre del compte/aragon,torre del compte/aragon,torre del compte/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9238,44600,alcaniz,alcaniz,teruel,teruel,aragon,aragon,alcaniz/teruel,alcaniz/teruel,alcaniz/aragon,alcaniz/aragon,alcaniz/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9239,44610,calaceite,calaceite,teruel,teruel,aragon,aragon,calaceite/teruel,calaceite/teruel,calaceite/aragon,calaceite/aragon,calaceite/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9240,44620,valdeltormo,valdeltormo,teruel,teruel,aragon,aragon,valdeltormo/teruel,valdeltormo/teruel,valdeltormo/aragon,valdeltormo/aragon,valdeltormo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9241,44621,mazaleon,mazaleon,teruel,teruel,aragon,aragon,mazaleon/teruel,mazaleon/teruel,mazaleon/aragon,mazaleon/aragon,mazaleon/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9242,44622,arens de lledo,arens de lledo,teruel,teruel,aragon,aragon,arens de lledo/teruel,arens de lledo/teruel,arens de lledo/aragon,arens de lledo/aragon,arens de lledo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9243,44623,cretas,cretas,teruel,teruel,aragon,aragon,cretas/teruel,cretas/teruel,cretas/aragon,cretas/aragon,cretas/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9244,44624,lledo,lledo,teruel,teruel,aragon,aragon,lledo/teruel,lledo/teruel,lledo/aragon,lledo/aragon,lledo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9245,44630,castelseras,castelseras,teruel,teruel,aragon,aragon,castelseras/teruel,castelseras/teruel,castelseras/aragon,castelseras/aragon,castelseras/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9246,44640,la codonera,la codonera,teruel,teruel,aragon,aragon,la codonera/teruel,la codonera/teruel,la codonera/aragon,la codonera/aragon,la codonera/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9247,44641,torrevelilla,torrevelilla,teruel,teruel,aragon,aragon,torrevelilla/teruel,torrevelilla/teruel,torrevelilla/aragon,torrevelilla/aragon,torrevelilla/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9248,44642,belmonte de san jose,belmonte de san jose,teruel,teruel,aragon,aragon,belmonte de san jose/teruel,belmonte de san jose/teruel,belmonte de san jose/aragon,belmonte de san jose/aragon,belmonte de san jose/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9249,44643,la canada de verich,la canada de verich,teruel,teruel,aragon,aragon,la canada de verich/teruel,la canada de verich/teruel,la canada de verich/aragon,la canada de verich/aragon,la canada de verich/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9250,44650,fornoles,fornoles,teruel,teruel,aragon,aragon,fornoles/teruel,fornoles/teruel,fornoles/aragon,fornoles/aragon,fornoles/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9251,44651,la cerollera,la cerollera,teruel,teruel,aragon,aragon,la cerollera/teruel,la cerollera/teruel,la cerollera/aragon,la cerollera/aragon,la cerollera/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9252,44652,monroyo,monroyo,teruel,teruel,aragon,aragon,monroyo/teruel,monroyo/teruel,monroyo/aragon,monroyo/aragon,monroyo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9253,44653,torre de arcas,torre de arcas,teruel,teruel,aragon,aragon,torre de arcas/teruel,torre de arcas/teruel,torre de arcas/aragon,torre de arcas/aragon,torre de arcas/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9254,44660,alcaniz,alcaniz,teruel,teruel,aragon,aragon,alcaniz/teruel,alcaniz/teruel,alcaniz/aragon,alcaniz/aragon,alcaniz/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9255,44661,alcaniz,alcaniz,teruel,teruel,aragon,aragon,alcaniz/teruel,alcaniz/teruel,alcaniz/aragon,alcaniz/aragon,alcaniz/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9256,44700,montalban,montalban,teruel,teruel,aragon,aragon,montalban/teruel,montalban/teruel,montalban/aragon,montalban/aragon,montalban/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9257,44706,castel de cabra,castel de cabra,teruel,teruel,aragon,aragon,castel de cabra/teruel,castel de cabra/teruel,castel de cabra/aragon,castel de cabra/aragon,castel de cabra/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9258,44707,canizar del olivar,canizar del olivar,teruel,teruel,aragon,aragon,canizar del olivar/teruel,canizar del olivar/teruel,canizar del olivar/aragon,canizar del olivar/aragon,canizar del olivar/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9259,44708,palomar de arroyos,palomar de arroyos,teruel,teruel,aragon,aragon,palomar de arroyos/teruel,palomar de arroyos/teruel,palomar de arroyos/aragon,palomar de arroyos/aragon,palomar de arroyos/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9260,44709,montalban,montalban,teruel,teruel,aragon,aragon,montalban/teruel,montalban/teruel,montalban/aragon,montalban/aragon,montalban/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9261,44710,rillo,rillo,teruel,teruel,aragon,aragon,rillo/teruel,rillo/teruel,rillo/aragon,rillo/aragon,rillo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9262,44711,fuentes calientes,fuentes calientes,teruel,teruel,aragon,aragon,fuentes calientes/teruel,fuentes calientes/teruel,fuentes calientes/aragon,fuentes calientes/aragon,fuentes calientes/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9263,44712,rillo,rillo,teruel,teruel,aragon,aragon,rillo/teruel,rillo/teruel,rillo/aragon,rillo/aragon,rillo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9264,44720,pancrudo,pancrudo,teruel,teruel,aragon,aragon,pancrudo/teruel,pancrudo/teruel,pancrudo/aragon,pancrudo/aragon,pancrudo/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
9265,44721,alpenes,alpenes,teruel,teruel,aragon,aragon,alpenes/teruel,alpenes/teruel,alpenes/aragon,alpenes/aragon,alpenes/teruel,teruel/aragon,teruel/aragon,teruel/aragon,teruel/aragon
