,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,num_bibliotecas,num_hospitales,num_centros_salud,num_colegios_privados,num_colegios_publicos,num_guardia_civil,num_universidades_privadas,num_universidades_publicas,num_tit_uni_privadas,num_tit_uni_publicas,agencias_de_viajes,albergues,alojamientos_rurales,artesanos,atraque_de_cruceros_y_ferries,bares_y_cafeterías,bodegas,campings,campos_de_golf_y_campos_de_pitch&putt,comercios,convention_bureaux,empresas_de_alquiler_de_vehículos_y_embarcaciones,empresas_de_transporte_turístico,empresas_de_turismo_activo,escuelas_de_español_para_extranjeros,espacios_naturales_protegidos,estaciones_de_esquí_y_montaña,guías_turísticos,hoteles_y_apartamentos_turísticos,museos_y_centros_de_interés_turístico_visitable,opc,oficinas_de_información_turística,otros_servicios,palacios_de_congresos,playas,puertos_deportivos,restaurantes_y_empresas_turísticas_de_catering,seguridad_ciudadana,servicios_de_limpieza,servicios_turísticos_de_salud,taxis,turismo_industrial
3553,gata,gata,caceres,caceres,extremadura,extremadura,gata/caceres,Cáceres,Gata,2.0,0.0,3.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3554,la_granja,la_granja,caceres,caceres,extremadura,extremadura,la_granja/caceres,Cáceres,La Granja,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3555,guadalupe,guadalupe,caceres,caceres,extremadura,extremadura,guadalupe/caceres,Cáceres,Guadalupe,1.0,0.0,1.0,0.0,3.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,guijo_de_coria,guijo_de_coria,caceres,caceres,extremadura,extremadura,guijo_de_coria/caceres,Cáceres,Guijo de Coria,3.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3557,guijo_de_galisteo,guijo_de_galisteo,caceres,caceres,extremadura,extremadura,guijo_de_galisteo/caceres,Cáceres,Guijo de Galisteo,2.0,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3558,guijo_de_granadilla,guijo_de_granadilla,caceres,caceres,extremadura,extremadura,guijo_de_granadilla/caceres,Cáceres,Guijo de Granadilla,1.0,0.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,guijo_de_santa_barbara,guijo_de_santa_barbara,caceres,caceres,extremadura,extremadura,guijo_de_santa_barbara/caceres,Cáceres,Guijo de Santa Bárbara,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,herguijuela,herguijuela,caceres,caceres,extremadura,extremadura,herguijuela/caceres,Cáceres,Herguijuela,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,hernan_perez,hernan_perez,caceres,caceres,extremadura,extremadura,hernan_perez/caceres,Cáceres,Hernán-Pérez,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3562,herrera_de_alcantara,herrera_de_alcantara,caceres,caceres,extremadura,extremadura,herrera_de_alcantara/caceres,Cáceres,Herrera de Alcántara,1.0,0.0,1.0,1.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3563,herreruela,herreruela,caceres,caceres,extremadura,extremadura,herreruela/caceres,Cáceres,Herreruela,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3564,hervas,hervas,caceres,caceres,extremadura,extremadura,hervas/caceres,Cáceres,Hervás,1.0,0.0,1.0,0.0,4.0,1.0,,,,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3565,higuera,higuera,caceres,caceres,extremadura,extremadura,higuera/caceres,Cáceres,Higuera,1.0,0.0,2.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3566,hinojal,hinojal,caceres,caceres,extremadura,extremadura,hinojal/caceres,Cáceres,Hinojal,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,hoyos,hoyos,caceres,caceres,extremadura,extremadura,hoyos/caceres,Cáceres,Hoyos,1.0,0.0,1.0,0.0,4.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3568,ibahernando,ibahernando,caceres,caceres,extremadura,extremadura,ibahernando/caceres,Cáceres,Ibahernando,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,jaraicejo,jaraicejo,caceres,caceres,extremadura,extremadura,jaraicejo/caceres,Cáceres,Jaraicejo,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,jaraiz_de_la_vera,jaraiz_de_la_vera,caceres,caceres,extremadura,extremadura,jaraiz_de_la_vera/caceres,Cáceres,Jaraíz de la Vera,1.0,0.0,1.0,0.0,6.0,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,jarandilla_de_la_vera,jarandilla_de_la_vera,caceres,caceres,extremadura,extremadura,jarandilla_de_la_vera/caceres,Cáceres,Jarandilla de la Vera,1.0,0.0,1.0,1.0,2.0,1.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3572,jarilla,jarilla,caceres,caceres,extremadura,extremadura,jarilla/caceres,Cáceres,Jarilla,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3573,jerte,jerte,caceres,caceres,extremadura,extremadura,jerte/caceres,Cáceres,Jerte,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3574,ladrillar,ladrillar,caceres,caceres,extremadura,extremadura,ladrillar/caceres,Cáceres,Ladrillar,1.0,0.0,3.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3575,logrosan,logrosan,caceres,caceres,extremadura,extremadura,logrosan/caceres,Cáceres,Logrosán,1.0,0.0,1.0,0.0,3.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,losar_de_la_vera,losar_de_la_vera,caceres,caceres,extremadura,extremadura,losar_de_la_vera/caceres,Cáceres,Losar de la Vera,1.0,0.0,2.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,madrigal_de_la_vera,madrigal_de_la_vera,caceres,caceres,extremadura,extremadura,madrigal_de_la_vera/caceres,Cáceres,Madrigal de la Vera,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,madronera,madronera,caceres,caceres,extremadura,extremadura,madronera/caceres,Cáceres,Madroñera,1.0,0.0,1.0,0.0,4.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,majadas,majadas,caceres,caceres,extremadura,extremadura,majadas/caceres,Cáceres,Majadas,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,malpartida_de_caceres,malpartida_de_caceres,caceres,caceres,extremadura,extremadura,malpartida_de_caceres/caceres,Cáceres,Malpartida de Cáceres,1.0,0.0,1.0,2.0,4.0,1.0,,1.0,,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,malpartida_de_plasencia,malpartida_de_plasencia,caceres,caceres,extremadura,extremadura,malpartida_de_plasencia/caceres,Cáceres,Malpartida de Plasencia,1.0,0.0,2.0,0.0,4.0,1.0,,1.0,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,marchagaz,marchagaz,caceres,caceres,extremadura,extremadura,marchagaz/caceres,Cáceres,Marchagaz,,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,mata_de_alcantara,mata_de_alcantara,caceres,caceres,extremadura,extremadura,mata_de_alcantara/caceres,Cáceres,Mata de Alcántara,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3584,membrio,membrio,caceres,caceres,extremadura,extremadura,membrio/caceres,Cáceres,Membrío,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,miajadas,miajadas,caceres,caceres,extremadura,extremadura,miajadas/caceres,Cáceres,Miajadas,3.0,0.0,3.0,1.0,5.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,mirabel,mirabel,caceres,caceres,extremadura,extremadura,mirabel/caceres,Cáceres,Mirabel,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3587,mohedas_de_granadilla,mohedas_de_granadilla,caceres,caceres,extremadura,extremadura,mohedas_de_granadilla/caceres,Cáceres,Mohedas de Granadilla,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3588,monroy,monroy,caceres,caceres,extremadura,extremadura,monroy/caceres,Cáceres,Monroy,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,montanchez,montanchez,caceres,caceres,extremadura,extremadura,montanchez/caceres,Cáceres,Montánchez,1.0,0.0,1.0,1.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,montehermoso,montehermoso,caceres,caceres,extremadura,extremadura,montehermoso/caceres,Cáceres,Montehermoso,1.0,0.0,1.0,0.0,3.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,moraleja,moraleja,caceres,caceres,extremadura,extremadura,moraleja/caceres,Cáceres,Moraleja,1.0,0.0,1.0,0.0,7.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,navaconcejo,navaconcejo,caceres,caceres,extremadura,extremadura,navaconcejo/caceres,Cáceres,Navaconcejo,1.0,0.0,1.0,0.0,4.0,1.0,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,navalmoral_de_la_mata,navalmoral_de_la_mata,caceres,caceres,extremadura,extremadura,navalmoral_de_la_mata/caceres,Cáceres,Navalmoral de la Mata,1.0,1.0,1.0,3.0,11.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,navalvillar_de_ibor,navalvillar_de_ibor,caceres,caceres,extremadura,extremadura,navalvillar_de_ibor/caceres,Cáceres,Navalvillar de Ibor,,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3595,navas_del_madrono,navas_del_madrono,caceres,caceres,extremadura,extremadura,navas_del_madrono/caceres,Cáceres,Navas del Madroño,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3596,navezuelas,navezuelas,caceres,caceres,extremadura,extremadura,navezuelas/caceres,Cáceres,Navezuelas,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,nunomoral,nunomoral,caceres,caceres,extremadura,extremadura,nunomoral/caceres,Cáceres,Nuñomoral,1.0,0.0,4.0,0.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3598,oliva_de_plasencia,oliva_de_plasencia,caceres,caceres,extremadura,extremadura,oliva_de_plasencia/caceres,Cáceres,Oliva de Plasencia,,0.0,3.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,pasaron_de_la_vera,pasaron_de_la_vera,caceres,caceres,extremadura,extremadura,pasaron_de_la_vera/caceres,Cáceres,Pasarón de la Vera,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,peraleda_de_la_mata,peraleda_de_la_mata,caceres,caceres,extremadura,extremadura,peraleda_de_la_mata/caceres,Cáceres,Peraleda de la Mata,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,peraleda_de_san_roman,peraleda_de_san_roman,caceres,caceres,extremadura,extremadura,peraleda_de_san_roman/caceres,Cáceres,Peraleda de San Román,,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,perales_del_puerto,perales_del_puerto,caceres,caceres,extremadura,extremadura,perales_del_puerto/caceres,Cáceres,Perales del Puerto,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,pescueza,pescueza,caceres,caceres,extremadura,extremadura,pescueza/caceres,Cáceres,Pescueza,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,piedras_albas,piedras_albas,caceres,caceres,extremadura,extremadura,piedras_albas/caceres,Cáceres,Piedras Albas,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,pinofranqueado,pinofranqueado,caceres,caceres,extremadura,extremadura,pinofranqueado/caceres,Cáceres,Pinofranqueado,2.0,0.0,8.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3606,piornal,piornal,caceres,caceres,extremadura,extremadura,piornal/caceres,Cáceres,Piornal,1.0,0.0,1.0,0.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3607,plasencia,plasencia,caceres,caceres,extremadura,extremadura,plasencia/caceres,Cáceres,Plasencia,1.0,3.0,3.0,10.0,22.0,1.0,,1.0,,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
3608,plasenzuela,plasenzuela,caceres,caceres,extremadura,extremadura,plasenzuela/caceres,Cáceres,Plasenzuela,1.0,0.0,1.0,29.0,38.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,portaje,portaje,caceres,caceres,extremadura,extremadura,portaje/caceres,Cáceres,Portaje,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3610,portezuelo,portezuelo,caceres,caceres,extremadura,extremadura,portezuelo/caceres,Cáceres,Portezuelo,,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3611,pozuelo_de_zarzon,pozuelo_de_zarzon,caceres,caceres,extremadura,extremadura,pozuelo_de_zarzon/caceres,Cáceres,Pozuelo de Zarzón,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3612,puerto_de_santa_cruz,puerto_de_santa_cruz,caceres,caceres,extremadura,extremadura,puerto_de_santa_cruz/caceres,Cáceres,Puerto de Santa Cruz,1.0,0.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3613,rebollar,rebollar,caceres,caceres,extremadura,extremadura,rebollar/caceres,Cáceres,Rebollar,1.0,0.0,2.0,29.0,38.0,1.0,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3614,riolobos,riolobos,caceres,caceres,extremadura,extremadura,riolobos/caceres,Cáceres,Riolobos,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
