,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,num_bibliotecas,num_hospitales,num_centros_salud,num_colegios_privados,num_colegios_publicos,num_guardia_civil,num_universidades_privadas,num_universidades_publicas,num_tit_uni_privadas,num_tit_uni_publicas,agencias_de_viajes,albergues,alojamientos_rurales,artesanos,atraque_de_cruceros_y_ferries,bares_y_cafeterías,bodegas,campings,campos_de_golf_y_campos_de_pitch&putt,comercios,convention_bureaux,empresas_de_alquiler_de_vehículos_y_embarcaciones,empresas_de_transporte_turístico,empresas_de_turismo_activo,escuelas_de_español_para_extranjeros,espacios_naturales_protegidos,estaciones_de_esquí_y_montaña,guías_turísticos,hoteles_y_apartamentos_turísticos,museos_y_centros_de_interés_turístico_visitable,opc,oficinas_de_información_turística,otros_servicios,palacios_de_congresos,playas,puertos_deportivos,restaurantes_y_empresas_turísticas_de_catering,seguridad_ciudadana,servicios_de_limpieza,servicios_turísticos_de_salud,taxis,turismo_industrial
54,beizama,beizama,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,beizama/guipuzcoa,Gipuzkoa,Beizama,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,belauntza,belauntza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,belauntza/guipuzcoa,Gipuzkoa,Belauntza,,0.0,4.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,berastegi,berastegi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,berastegi/guipuzcoa,Gipuzkoa,Berastegi,1.0,0.0,3.0,0.0,2.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,bidania_goiatz,bidania_goiatz,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,bidania_goiatz/guipuzcoa,Gipuzkoa,Bidania-Goiatz,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,zegama,zegama,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zegama/guipuzcoa,Gipuzkoa,Zegama,1.0,0.0,1.0,1.0,2.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,zerain,zerain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zerain/guipuzcoa,Gipuzkoa,Zerain,,0.0,3.0,0.0,2.0,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
60,zestoa,zestoa,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zestoa/guipuzcoa,Gipuzkoa,Zestoa,1.0,0.0,1.0,1.0,2.0,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,deba,deba,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,deba/guipuzcoa,Gipuzkoa,Deba,1.0,0.0,2.0,0.0,5.0,1.0,,1.0,,1.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
62,eibar,eibar,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,eibar/guipuzcoa,Gipuzkoa,Eibar,1.0,0.0,2.0,5.0,16.0,1.0,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,elgoibar,elgoibar,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,elgoibar/guipuzcoa,Gipuzkoa,Elgoibar,1.0,0.0,1.0,1.0,2.0,1.0,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,elgeta,elgeta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,elgeta/guipuzcoa,Gipuzkoa,Elgeta,1.0,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,eskoriatza,eskoriatza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,eskoriatza/guipuzcoa,Gipuzkoa,Eskoriatza,1.0,0.0,2.0,3.0,3.0,,1.0,,6.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,ezkio_itsaso,ezkio_itsaso,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ezkio_itsaso/guipuzcoa,Gipuzkoa,Ezkio-Itsaso,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,hondarribia,hondarribia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,hondarribia/guipuzcoa,Gipuzkoa,Hondarribia,1.0,1.0,1.0,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,gabiria,gabiria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,gabiria/guipuzcoa,Gipuzkoa,Gabiria,,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
69,getaria,getaria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,getaria/guipuzcoa,Gipuzkoa,Getaria,1.0,0.0,1.0,0.0,3.0,,,,,,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
70,hernani,hernani,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,hernani/guipuzcoa,Gipuzkoa,Hernani,1.0,0.0,1.0,2.0,9.0,,1.0,,4.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
71,ibarra,ibarra,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ibarra/guipuzcoa,Gipuzkoa,Ibarra,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
72,idiazabal,idiazabal,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,idiazabal/guipuzcoa,Gipuzkoa,Idiazabal,1.0,0.0,1.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,ikaztegieta,ikaztegieta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ikaztegieta/guipuzcoa,Gipuzkoa,Ikaztegieta,1.0,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74,irun,irun,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,irun/guipuzcoa,Gipuzkoa,Irun,1.0,0.0,2.0,16.0,22.0,1.0,1.0,,2.0,,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
75,irura,irura,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,irura/guipuzcoa,Gipuzkoa,Irura,1.0,0.0,1.0,1.0,2.0,1.0,1.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,itsasondo,itsasondo,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,itsasondo/guipuzcoa,Gipuzkoa,Itsasondo,1.0,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,lazkao,lazkao,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lazkao/guipuzcoa,Gipuzkoa,Lazkao,1.0,0.0,1.0,3.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,legazpi,legazpi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,legazpi/guipuzcoa,Gipuzkoa,Legazpi,1.0,0.0,1.0,2.0,4.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
79,legorreta,legorreta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,legorreta/guipuzcoa,Gipuzkoa,Legorreta,1.0,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,lezo,lezo,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lezo/guipuzcoa,Gipuzkoa,Lezo,1.0,0.0,3.0,2.0,4.0,,,1.0,,191.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,lizartza,lizartza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lizartza/guipuzcoa,Gipuzkoa,Lizartza,1.0,0.0,2.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,mondragon,arrasate,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mondragon/guipuzcoa,Gipuzkoa,Arrasate/Mondragón,2.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83,mutriku,mutriku,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mutriku/guipuzcoa,Gipuzkoa,Mutriku,1.0,0.0,1.0,1.0,5.0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84,olaberria,olaberria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,olaberria/guipuzcoa,Gipuzkoa,Olaberria,1.0,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,onati,onati,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,onati/guipuzcoa,Gipuzkoa,Oñati,1.0,0.0,1.0,4.0,2.0,1.0,1.0,,9.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
86,ormaiztegi,ormaiztegi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ormaiztegi/guipuzcoa,Gipuzkoa,Ormaiztegi,1.0,0.0,1.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,oiartzun,oiartzun,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,oiartzun/guipuzcoa,Gipuzkoa,Oiartzun,1.0,0.0,1.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,pasaia,pasaia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,pasaia/guipuzcoa,Gipuzkoa,Pasaia,3.0,0.0,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
89,soraluze_placencia_de_las_armas,soraluze_placencia_de_las_armas,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,soraluze_placencia_de_las_armas/guipuzcoa,Gipuzkoa,Soraluze-Placencia de las Armas,1.0,0.0,1.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,errezil,errezil,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,errezil/guipuzcoa,Gipuzkoa,Errezil,,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,san_sebastian,donostia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,san_sebastian/guipuzcoa,Gipuzkoa,Donostia/San Sebastián,14.0,7.0,11.0,,,1.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,13.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
92,urnieta,urnieta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,urnieta/guipuzcoa,Gipuzkoa,Urnieta,1.0,0.0,1.0,4.0,4.0,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93,usurbil,usurbil,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,usurbil/guipuzcoa,Gipuzkoa,Usurbil,1.0,1.0,1.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
94,bergara,bergara,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,bergara/guipuzcoa,Gipuzkoa,Bergara,1.0,0.0,2.0,7.0,5.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,ordizia,ordizia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ordizia/guipuzcoa,Gipuzkoa,Ordizia,1.0,0.0,1.0,4.0,4.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,urretxu,urretxu,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,urretxu/guipuzcoa,Gipuzkoa,Urretxu,1.0,1.0,1.0,1.0,3.0,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,zaldibia,zaldibia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zaldibia/guipuzcoa,Gipuzkoa,Zaldibia,1.0,0.0,1.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,zarautz,zarautz,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zarautz/guipuzcoa,Gipuzkoa,Zarautz,1.0,0.0,1.0,6.0,6.0,1.0,,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
99,zumaia,zumaia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zumaia/guipuzcoa,Gipuzkoa,Zumaia,1.0,0.0,1.0,1.0,5.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,mendaro,mendaro,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mendaro/guipuzcoa,Gipuzkoa,Mendaro,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,astigarraga,astigarraga,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,astigarraga/guipuzcoa,Gipuzkoa,Astigarraga,1.0,0.0,1.0,2.0,2.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
102,baliarrain,baliarrain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,baliarrain/guipuzcoa,Gipuzkoa,Baliarrain,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,abadino,abadino,vizcaya,bizkaia,pais_vasco,pais_vasco,abadino/bizkaia,Bizkaia,Abadiño,2.0,0.0,2.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,abanto_y_ciervana_abanto_zierbena,abanto_y_ciervana_abanto_zierbena,vizcaya,bizkaia,pais_vasco,pais_vasco,abanto_y_ciervana_abanto_zierbena/bizkaia,Bizkaia,Abanto y Ciérvana-Abanto Zierbena,2.0,0.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,amorebieta_etxano,amorebieta_etxano,vizcaya,bizkaia,pais_vasco,pais_vasco,amorebieta_etxano/bizkaia,Bizkaia,Amorebieta-Etxano,1.0,0.0,2.0,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,amoroto,amoroto,vizcaya,bizkaia,pais_vasco,pais_vasco,amoroto/bizkaia,Bizkaia,Amoroto,,0.0,3.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,arakaldo,arakaldo,vizcaya,bizkaia,pais_vasco,pais_vasco,arakaldo/bizkaia,Bizkaia,Arakaldo,7.0,0.0,1.0,30.0,25.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,arantzazu,arantzazu,vizcaya,bizkaia,pais_vasco,pais_vasco,arantzazu/bizkaia,Bizkaia,Arantzazu,1.0,0.0,2.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,munitibar_arbatzegi_gerrikaitz,munitibar_arbatzegi_gerrikaitz,vizcaya,bizkaia,pais_vasco,pais_vasco,munitibar_arbatzegi_gerrikaitz/bizkaia,Bizkaia,Munitibar-Arbatzegi Gerrikaitz,1.0,0.0,1.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,artzentales,artzentales,vizcaya,bizkaia,pais_vasco,pais_vasco,artzentales/bizkaia,Bizkaia,Artzentales,,0.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,arrankudiaga,arrankudiaga,vizcaya,bizkaia,pais_vasco,pais_vasco,arrankudiaga/bizkaia,Bizkaia,Arrankudiaga,,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,arrieta,arrieta,vizcaya,bizkaia,pais_vasco,pais_vasco,arrieta/bizkaia,Bizkaia,Arrieta,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
