,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original
1137,barbadillo_de_herreros,barbadillo_de_herreros,burgos,burgos,castilla_y_leon,castilla_y_leon,barbadillo_de_herreros/burgos,Burgos,Barbadillo de Herreros
1138,barbadillo_del_mercado,barbadillo_del_mercado,burgos,burgos,castilla_y_leon,castilla_y_leon,barbadillo_del_mercado/burgos,Burgos,Barbadillo del Mercado
1139,barbadillo_del_pez,barbadillo_del_pez,burgos,burgos,castilla_y_leon,castilla_y_leon,barbadillo_del_pez/burgos,Burgos,Barbadillo del Pez
1140,barrio_de_muno,barrio_de_muno,burgos,burgos,castilla_y_leon,castilla_y_leon,barrio_de_muno/burgos,Burgos,Barrio de Muñó
1141,los_barrios_de_bureba,los_barrios_de_bureba,burgos,burgos,castilla_y_leon,castilla_y_leon,los_barrios_de_bureba/burgos,Burgos,Los Barrios de Bureba
1142,basconcillos_del_tozo,basconcillos_del_tozo,burgos,burgos,castilla_y_leon,castilla_y_leon,basconcillos_del_tozo/burgos,Burgos,Basconcillos del Tozo
1143,bascunana,bascunana,burgos,burgos,castilla_y_leon,castilla_y_leon,bascunana/burgos,Burgos,Bascuñana
1144,belorado,belorado,burgos,burgos,castilla_y_leon,castilla_y_leon,belorado/burgos,Burgos,Belorado
1145,berberana,berberana,burgos,burgos,castilla_y_leon,castilla_y_leon,berberana/burgos,Burgos,Berberana
1146,berlangas_de_roa,berlangas_de_roa,burgos,burgos,castilla_y_leon,castilla_y_leon,berlangas_de_roa/burgos,Burgos,Berlangas de Roa
1147,berzosa_de_bureba,berzosa_de_bureba,burgos,burgos,castilla_y_leon,castilla_y_leon,berzosa_de_bureba/burgos,Burgos,Berzosa de Bureba
1148,bozoo,bozoo,burgos,burgos,castilla_y_leon,castilla_y_leon,bozoo/burgos,Burgos,Bozoó
1149,brazacorta,brazacorta,burgos,burgos,castilla_y_leon,castilla_y_leon,brazacorta/burgos,Burgos,Brazacorta
1150,briviesca,briviesca,burgos,burgos,castilla_y_leon,castilla_y_leon,briviesca/burgos,Burgos,Briviesca
1151,bugedo,bugedo,burgos,burgos,castilla_y_leon,castilla_y_leon,bugedo/burgos,Burgos,Bugedo
1152,buniel,buniel,burgos,burgos,castilla_y_leon,castilla_y_leon,buniel/burgos,Burgos,Buniel
1153,burgos,burgos,burgos,burgos,castilla_y_leon,castilla_y_leon,burgos/burgos,Burgos,Burgos
1154,busto_de_bureba,busto_de_bureba,burgos,burgos,castilla_y_leon,castilla_y_leon,busto_de_bureba/burgos,Burgos,Busto de Bureba
1155,cabezon_de_la_sierra,cabezon_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,cabezon_de_la_sierra/burgos,Burgos,Cabezón de la Sierra
1156,campillo_de_aranda,campillo_de_aranda,burgos,burgos,castilla_y_leon,castilla_y_leon,campillo_de_aranda/burgos,Burgos,Campillo de Aranda
1157,campolara,campolara,burgos,burgos,castilla_y_leon,castilla_y_leon,campolara/burgos,Burgos,Campolara
1158,canicosa_de_la_sierra,canicosa_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,canicosa_de_la_sierra/burgos,Burgos,Canicosa de la Sierra
1159,carazo,carazo,burgos,burgos,castilla_y_leon,castilla_y_leon,carazo/burgos,Burgos,Carazo
1160,cascajares_de_bureba,cascajares_de_bureba,burgos,burgos,castilla_y_leon,castilla_y_leon,cascajares_de_bureba/burgos,Burgos,Cascajares de Bureba
1161,cascajares_de_la_sierra,cascajares_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,cascajares_de_la_sierra/burgos,Burgos,Cascajares de la Sierra
1162,castellanos_de_castro,castellanos_de_castro,burgos,burgos,castilla_y_leon,castilla_y_leon,castellanos_de_castro/burgos,Burgos,Castellanos de Castro
1163,castrillo_de_la_reina,castrillo_de_la_reina,burgos,burgos,castilla_y_leon,castilla_y_leon,castrillo_de_la_reina/burgos,Burgos,Castrillo de la Reina
1164,castrillo_de_la_vega,castrillo_de_la_vega,burgos,burgos,castilla_y_leon,castilla_y_leon,castrillo_de_la_vega/burgos,Burgos,Castrillo de la Vega
1165,castrillo_del_val,castrillo_del_val,burgos,burgos,castilla_y_leon,castilla_y_leon,castrillo_del_val/burgos,Burgos,Castrillo del Val
1166,castrillo_de_riopisuerga,castrillo_de_riopisuerga,burgos,burgos,castilla_y_leon,castilla_y_leon,castrillo_de_riopisuerga/burgos,Burgos,Castrillo de Riopisuerga
1167,castrojeriz,castrojeriz,burgos,burgos,castilla_y_leon,castilla_y_leon,castrojeriz/burgos,Burgos,Castrojeriz
1168,cebrecos,cebrecos,burgos,burgos,castilla_y_leon,castilla_y_leon,cebrecos/burgos,Burgos,Cebrecos
1169,cerezo_de_rio_tiron,cerezo_de_rio_tiron,burgos,burgos,castilla_y_leon,castilla_y_leon,cerezo_de_rio_tiron/burgos,Burgos,Cerezo de Río Tirón
1170,ciadoncha,ciadoncha,burgos,burgos,castilla_y_leon,castilla_y_leon,ciadoncha/burgos,Burgos,Ciadoncha
1171,cillaperlata,cillaperlata,burgos,burgos,castilla_y_leon,castilla_y_leon,cillaperlata/burgos,Burgos,Cillaperlata
1172,cilleruelo_de_abajo,cilleruelo_de_abajo,burgos,burgos,castilla_y_leon,castilla_y_leon,cilleruelo_de_abajo/burgos,Burgos,Cilleruelo de Abajo
1173,ciruelos_de_cervera,ciruelos_de_cervera,burgos,burgos,castilla_y_leon,castilla_y_leon,ciruelos_de_cervera/burgos,Burgos,Ciruelos de Cervera
1174,cogollos,cogollos,burgos,burgos,castilla_y_leon,castilla_y_leon,cogollos/burgos,Burgos,Cogollos
1175,condado_de_trevino,condado_de_trevino,burgos,burgos,castilla_y_leon,castilla_y_leon,condado_de_trevino/burgos,Burgos,Condado de Treviño
1176,covarrubias,covarrubias,burgos,burgos,castilla_y_leon,castilla_y_leon,covarrubias/burgos,Burgos,Covarrubias
1177,cubillo_del_campo,cubillo_del_campo,burgos,burgos,castilla_y_leon,castilla_y_leon,cubillo_del_campo/burgos,Burgos,Cubillo del Campo
1178,cubo_de_bureba,cubo_de_bureba,burgos,burgos,castilla_y_leon,castilla_y_leon,cubo_de_bureba/burgos,Burgos,Cubo de Bureba
1179,la_cueva_de_roa,la_cueva_de_roa,burgos,burgos,castilla_y_leon,castilla_y_leon,la_cueva_de_roa/burgos,Burgos,La Cueva de Roa
1180,cuevas_de_san_clemente,cuevas_de_san_clemente,burgos,burgos,castilla_y_leon,castilla_y_leon,cuevas_de_san_clemente/burgos,Burgos,Cuevas de San Clemente
1181,espinosa_de_los_monteros,espinosa_de_los_monteros,burgos,burgos,castilla_y_leon,castilla_y_leon,espinosa_de_los_monteros/burgos,Burgos,Espinosa de los Monteros
1182,fresnillo_de_las_duenas,fresnillo_de_las_duenas,burgos,burgos,castilla_y_leon,castilla_y_leon,fresnillo_de_las_duenas/burgos,Burgos,Fresnillo de las Dueñas
1183,fresno_de_rodilla,fresno_de_rodilla,burgos,burgos,castilla_y_leon,castilla_y_leon,fresno_de_rodilla/burgos,Burgos,Fresno de Rodilla
1184,frias,frias,burgos,burgos,castilla_y_leon,castilla_y_leon,frias/burgos,Burgos,Frías
1185,fuentelcesped,fuentelcesped,burgos,burgos,castilla_y_leon,castilla_y_leon,fuentelcesped/burgos,Burgos,Fuentelcésped
1186,fuentelisendo,fuentelisendo,burgos,burgos,castilla_y_leon,castilla_y_leon,fuentelisendo/burgos,Burgos,Fuentelisendo
1187,fuentenebro,fuentenebro,burgos,burgos,castilla_y_leon,castilla_y_leon,fuentenebro/burgos,Burgos,Fuentenebro
1188,galbarros,galbarros,burgos,burgos,castilla_y_leon,castilla_y_leon,galbarros/burgos,Burgos,Galbarros
1189,grijalba,grijalba,burgos,burgos,castilla_y_leon,castilla_y_leon,grijalba/burgos,Burgos,Grijalba
1190,gumiel_de_mercado,gumiel_de_mercado,burgos,burgos,castilla_y_leon,castilla_y_leon,gumiel_de_mercado/burgos,Burgos,Gumiel de Mercado
1191,haza,haza,burgos,burgos,castilla_y_leon,castilla_y_leon,haza/burgos,Burgos,Haza
1192,hontoria_del_pinar,hontoria_del_pinar,burgos,burgos,castilla_y_leon,castilla_y_leon,hontoria_del_pinar/burgos,Burgos,Hontoria del Pinar
1193,las_hormazas,las_hormazas,burgos,burgos,castilla_y_leon,castilla_y_leon,las_hormazas/burgos,Burgos,Las Hormazas
1194,la_horra,la_horra,burgos,burgos,castilla_y_leon,castilla_y_leon,la_horra/burgos,Burgos,La Horra
1195,huerta_de_rey,huerta_de_rey,burgos,burgos,castilla_y_leon,castilla_y_leon,huerta_de_rey/burgos,Burgos,Huerta de Rey
1196,humada,humada,burgos,burgos,castilla_y_leon,castilla_y_leon,humada/burgos,Burgos,Humada
1197,hurones,hurones,burgos,burgos,castilla_y_leon,castilla_y_leon,hurones/burgos,Burgos,Hurones
1198,isar,isar,burgos,burgos,castilla_y_leon,castilla_y_leon,isar/burgos,Burgos,Isar
1199,junta_de_traslaloma,junta_de_traslaloma,burgos,burgos,castilla_y_leon,castilla_y_leon,junta_de_traslaloma/burgos,Burgos,Junta de Traslaloma
1200,jurisdiccion_de_lara,jurisdiccion_de_lara,burgos,burgos,castilla_y_leon,castilla_y_leon,jurisdiccion_de_lara/burgos,Burgos,Jurisdicción de Lara
1201,lerma,lerma,burgos,burgos,castilla_y_leon,castilla_y_leon,lerma/burgos,Burgos,Lerma
1202,madrigalejo_del_monte,madrigalejo_del_monte,burgos,burgos,castilla_y_leon,castilla_y_leon,madrigalejo_del_monte/burgos,Burgos,Madrigalejo del Monte
1203,mambrilla_de_castrejon,mambrilla_de_castrejon,burgos,burgos,castilla_y_leon,castilla_y_leon,mambrilla_de_castrejon/burgos,Burgos,Mambrilla de Castrejón
1204,medina_de_pomar,medina_de_pomar,burgos,burgos,castilla_y_leon,castilla_y_leon,medina_de_pomar/burgos,Burgos,Medina de Pomar
1205,melgar_de_fernamental,melgar_de_fernamental,burgos,burgos,castilla_y_leon,castilla_y_leon,melgar_de_fernamental/burgos,Burgos,Melgar de Fernamental
1206,merindad_de_cuesta_urria,merindad_de_cuesta_urria,burgos,burgos,castilla_y_leon,castilla_y_leon,merindad_de_cuesta_urria/burgos,Burgos,Merindad de Cuesta-Urria
1207,merindad_de_sotoscueva,merindad_de_sotoscueva,burgos,burgos,castilla_y_leon,castilla_y_leon,merindad_de_sotoscueva/burgos,Burgos,Merindad de Sotoscueva
1208,merindad_de_valdeporres,merindad_de_valdeporres,burgos,burgos,castilla_y_leon,castilla_y_leon,merindad_de_valdeporres/burgos,Burgos,Merindad de Valdeporres
1209,milagros,milagros,burgos,burgos,castilla_y_leon,castilla_y_leon,milagros/burgos,Burgos,Milagros
1210,miranda_de_ebro,miranda_de_ebro,burgos,burgos,castilla_y_leon,castilla_y_leon,miranda_de_ebro/burgos,Burgos,Miranda de Ebro
1211,miraveche,miraveche,burgos,burgos,castilla_y_leon,castilla_y_leon,miraveche/burgos,Burgos,Miraveche
1212,modubar_de_la_emparedada,modubar_de_la_emparedada,burgos,burgos,castilla_y_leon,castilla_y_leon,modubar_de_la_emparedada/burgos,Burgos,Modúbar de la Emparedada
1213,neila,neila,burgos,burgos,castilla_y_leon,castilla_y_leon,neila/burgos,Burgos,Neila
1214,ona,ona,burgos,burgos,castilla_y_leon,castilla_y_leon,ona/burgos,Burgos,Oña
1215,palacios_de_la_sierra,palacios_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,palacios_de_la_sierra/burgos,Burgos,Palacios de la Sierra
1216,palazuelos_de_la_sierra,palazuelos_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,palazuelos_de_la_sierra/burgos,Burgos,Palazuelos de la Sierra
1217,pampliega,pampliega,burgos,burgos,castilla_y_leon,castilla_y_leon,pampliega/burgos,Burgos,Pampliega
1218,pedrosa_de_duero,pedrosa_de_duero,burgos,burgos,castilla_y_leon,castilla_y_leon,pedrosa_de_duero/burgos,Burgos,Pedrosa de Duero
1219,pedrosa_de_rio_urbel,pedrosa_de_rio_urbel,burgos,burgos,castilla_y_leon,castilla_y_leon,pedrosa_de_rio_urbel/burgos,Burgos,Pedrosa de Río Úrbel
1220,peral_de_arlanza,peral_de_arlanza,burgos,burgos,castilla_y_leon,castilla_y_leon,peral_de_arlanza/burgos,Burgos,Peral de Arlanza
1221,pinilla_trasmonte,pinilla_trasmonte,burgos,burgos,castilla_y_leon,castilla_y_leon,pinilla_trasmonte/burgos,Burgos,Pinilla Trasmonte
1222,pradoluengo,pradoluengo,burgos,burgos,castilla_y_leon,castilla_y_leon,pradoluengo/burgos,Burgos,Pradoluengo
1223,quintanaortuno,quintanaortuno,burgos,burgos,castilla_y_leon,castilla_y_leon,quintanaortuno/burgos,Burgos,Quintanaortuño
1224,quintanar_de_la_sierra,quintanar_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,quintanar_de_la_sierra/burgos,Burgos,Quintanar de la Sierra
1225,quintanilla_san_garcia,quintanilla_san_garcia,burgos,burgos,castilla_y_leon,castilla_y_leon,quintanilla_san_garcia/burgos,Burgos,Quintanilla San García
1226,rabanos,rabanos,burgos,burgos,castilla_y_leon,castilla_y_leon,rabanos/burgos,Burgos,Rábanos
1227,rabe_de_las_calzadas,rabe_de_las_calzadas,burgos,burgos,castilla_y_leon,castilla_y_leon,rabe_de_las_calzadas/burgos,Burgos,Rabé de las Calzadas
1228,rebolledo_de_la_torre,rebolledo_de_la_torre,burgos,burgos,castilla_y_leon,castilla_y_leon,rebolledo_de_la_torre/burgos,Burgos,Rebolledo de la Torre
1229,regumiel_de_la_sierra,regumiel_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,regumiel_de_la_sierra/burgos,Burgos,Regumiel de la Sierra
1230,revilla_del_campo,revilla_del_campo,burgos,burgos,castilla_y_leon,castilla_y_leon,revilla_del_campo/burgos,Burgos,Revilla del Campo
1231,revilla_vallejera,revilla_vallejera,burgos,burgos,castilla_y_leon,castilla_y_leon,revilla_vallejera/burgos,Burgos,Revilla Vallejera
1232,roa,roa,burgos,burgos,castilla_y_leon,castilla_y_leon,roa/burgos,Burgos,Roa
1233,royuela_de_rio_franco,royuela_de_rio_franco,burgos,burgos,castilla_y_leon,castilla_y_leon,royuela_de_rio_franco/burgos,Burgos,Royuela de Río Franco
1234,salas_de_los_infantes,salas_de_los_infantes,burgos,burgos,castilla_y_leon,castilla_y_leon,salas_de_los_infantes/burgos,Burgos,Salas de los Infantes
1235,santa_maria_del_mercadillo,santa_maria_del_mercadillo,burgos,burgos,castilla_y_leon,castilla_y_leon,santa_maria_del_mercadillo/burgos,Burgos,Santa María del Mercadillo
1236,santibanez_del_val,santibanez_del_val,burgos,burgos,castilla_y_leon,castilla_y_leon,santibanez_del_val/burgos,Burgos,Santibáñez del Val
1237,sargentes_de_la_lora,sargentes_de_la_lora,burgos,burgos,castilla_y_leon,castilla_y_leon,sargentes_de_la_lora/burgos,Burgos,Sargentes de la Lora
1238,sasamon,sasamon,burgos,burgos,castilla_y_leon,castilla_y_leon,sasamon/burgos,Burgos,Sasamón
1239,sotillo_de_la_ribera,sotillo_de_la_ribera,burgos,burgos,castilla_y_leon,castilla_y_leon,sotillo_de_la_ribera/burgos,Burgos,Sotillo de la Ribera
1240,sotragero,sotragero,burgos,burgos,castilla_y_leon,castilla_y_leon,sotragero/burgos,Burgos,Sotragero
1241,sotresgudo,sotresgudo,burgos,burgos,castilla_y_leon,castilla_y_leon,sotresgudo/burgos,Burgos,Sotresgudo
1242,tejada,tejada,burgos,burgos,castilla_y_leon,castilla_y_leon,tejada/burgos,Burgos,Tejada
1243,terradillos_de_esgueva,terradillos_de_esgueva,burgos,burgos,castilla_y_leon,castilla_y_leon,terradillos_de_esgueva/burgos,Burgos,Terradillos de Esgueva
1244,torrelara,torrelara,burgos,burgos,castilla_y_leon,castilla_y_leon,torrelara/burgos,Burgos,Torrelara
1245,torresandino,torresandino,burgos,burgos,castilla_y_leon,castilla_y_leon,torresandino/burgos,Burgos,Torresandino
1246,trespaderne,trespaderne,burgos,burgos,castilla_y_leon,castilla_y_leon,trespaderne/burgos,Burgos,Trespaderne
1247,tubilla_del_lago,tubilla_del_lago,burgos,burgos,castilla_y_leon,castilla_y_leon,tubilla_del_lago/burgos,Burgos,Tubilla del Lago
1248,valle_de_manzanedo,valle_de_manzanedo,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_manzanedo/burgos,Burgos,Valle de Manzanedo
1249,valle_de_mena,valle_de_mena,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_mena/burgos,Burgos,Valle de Mena
1250,valle_de_tobalina,valle_de_tobalina,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_tobalina/burgos,Burgos,Valle de Tobalina
1251,valles_de_palenzuela,valles_de_palenzuela,burgos,burgos,castilla_y_leon,castilla_y_leon,valles_de_palenzuela/burgos,Burgos,Valles de Palenzuela
1252,vilviestre_del_pinar,vilviestre_del_pinar,burgos,burgos,castilla_y_leon,castilla_y_leon,vilviestre_del_pinar/burgos,Burgos,Vilviestre del Pinar
1253,villadiego,villadiego,burgos,burgos,castilla_y_leon,castilla_y_leon,villadiego/burgos,Burgos,Villadiego
1254,villafranca_montes_de_oca,villafranca_montes_de_oca,burgos,burgos,castilla_y_leon,castilla_y_leon,villafranca_montes_de_oca/burgos,Burgos,Villafranca Montes de Oca
1255,villahoz,villahoz,burgos,burgos,castilla_y_leon,castilla_y_leon,villahoz/burgos,Burgos,Villahoz
1256,villamayor_de_los_montes,villamayor_de_los_montes,burgos,burgos,castilla_y_leon,castilla_y_leon,villamayor_de_los_montes/burgos,Burgos,Villamayor de los Montes
1257,villanueva_de_argano,villanueva_de_argano,burgos,burgos,castilla_y_leon,castilla_y_leon,villanueva_de_argano/burgos,Burgos,Villanueva de Argaño
1258,villoruebo,villoruebo,burgos,burgos,castilla_y_leon,castilla_y_leon,villoruebo/burgos,Burgos,Villoruebo
1259,valle_de_santibanez,valle_de_santibanez,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_santibanez/burgos,Burgos,Valle de Santibáñez
1260,villarcayo_de_merindad_de_castilla_la_vieja,villarcayo_de_merindad_de_castilla_la_vieja,burgos,burgos,castilla_y_leon,castilla_y_leon,villarcayo_de_merindad_de_castilla_la_vieja/burgos,Burgos,Villarcayo de Merindad de Castilla la Vieja
1261,valle_de_las_navas,valle_de_las_navas,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_las_navas/burgos,Burgos,Valle de las Navas
1262,valle_de_sedano,valle_de_sedano,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_sedano/burgos,Burgos,Valle de Sedano
1263,aguilar_de_campoo,aguilar_de_campoo,burgos,burgos,castilla_y_leon,castilla_y_leon,aguilar_de_campoo/burgos,,
1264,alfoz_de_bricia,alfoz_de_bricia,cantabria,cantabria,cantabria,cantabria,alfoz_de_bricia/cantabria,,
1265,berzosilla,berzosilla,cantabria,cantabria,cantabria,cantabria,berzosilla/cantabria,,
1266,alfoz_de_lloredo,alfoz_de_lloredo,cantabria,cantabria,cantabria,cantabria,alfoz_de_lloredo/cantabria,Cantabria,Alfoz de Lloredo
1267,ampuero,ampuero,cantabria,cantabria,cantabria,cantabria,ampuero/cantabria,Cantabria,Ampuero
1268,anievas,anievas,cantabria,cantabria,cantabria,cantabria,anievas/cantabria,Cantabria,Anievas
1269,arenas_de_iguna,arenas_de_iguna,cantabria,cantabria,cantabria,cantabria,arenas_de_iguna/cantabria,Cantabria,Arenas de Iguña
1270,argonos,argonos,cantabria,cantabria,cantabria,cantabria,argonos/cantabria,Cantabria,Argoños
1271,arnuero,arnuero,cantabria,cantabria,cantabria,cantabria,arnuero/cantabria,Cantabria,Arnuero
1272,arredondo,arredondo,cantabria,cantabria,cantabria,cantabria,arredondo/cantabria,Cantabria,Arredondo
1273,el_astillero,el_astillero,cantabria,cantabria,cantabria,cantabria,el_astillero/cantabria,Cantabria,El Astillero
1274,barcena_de_cicero,barcena_de_cicero,cantabria,cantabria,cantabria,cantabria,barcena_de_cicero/cantabria,Cantabria,Bárcena de Cicero
1275,barcena_de_pie_de_concha,barcena_de_pie_de_concha,cantabria,cantabria,cantabria,cantabria,barcena_de_pie_de_concha/cantabria,Cantabria,Bárcena de Pie de Concha
1276,bareyo,bareyo,cantabria,cantabria,cantabria,cantabria,bareyo/cantabria,Cantabria,Bareyo
1277,cabezon_de_la_sal,cabezon_de_la_sal,cantabria,cantabria,cantabria,cantabria,cabezon_de_la_sal/cantabria,Cantabria,Cabezón de la Sal
1278,cabezon_de_liebana,cabezon_de_liebana,cantabria,cantabria,cantabria,cantabria,cabezon_de_liebana/cantabria,Cantabria,Cabezón de Liébana
1279,cabuerniga,cabuerniga,cantabria,cantabria,cantabria,cantabria,cabuerniga/cantabria,Cantabria,Cabuérniga
1280,camaleno,camaleno,cantabria,cantabria,cantabria,cantabria,camaleno/cantabria,Cantabria,Camaleño
1281,camargo,camargo,cantabria,cantabria,cantabria,cantabria,camargo/cantabria,Cantabria,Camargo
1282,campoo_de_yuso,campoo_de_yuso,cantabria,cantabria,cantabria,cantabria,campoo_de_yuso/cantabria,Cantabria,Campoo de Yuso
1283,cartes,cartes,cantabria,cantabria,cantabria,cantabria,cartes/cantabria,Cantabria,Cartes
1284,castaneda,castaneda,cantabria,cantabria,cantabria,cantabria,castaneda/cantabria,Cantabria,Castañeda
1285,castro_urdiales,castro_urdiales,cantabria,cantabria,cantabria,cantabria,castro_urdiales/cantabria,Cantabria,Castro-Urdiales
1286,cieza,cieza,cantabria,cantabria,cantabria,cantabria,cieza/cantabria,Cantabria,Cieza
1287,cillorigo_de_liebana,cillorigo_de_liebana,cantabria,cantabria,cantabria,cantabria,cillorigo_de_liebana/cantabria,Cantabria,Cillorigo de Liébana
1288,colindres,colindres,cantabria,cantabria,cantabria,cantabria,colindres/cantabria,Cantabria,Colindres
1289,comillas,comillas,cantabria,cantabria,cantabria,cantabria,comillas/cantabria,Cantabria,Comillas
1290,los_corrales_de_buelna,los_corrales_de_buelna,cantabria,cantabria,cantabria,cantabria,los_corrales_de_buelna/cantabria,Cantabria,Los Corrales de Buelna
1291,corvera_de_toranzo,corvera_de_toranzo,cantabria,cantabria,cantabria,cantabria,corvera_de_toranzo/cantabria,Cantabria,Corvera de Toranzo
1292,reinosa,reinosa,cantabria,cantabria,cantabria,cantabria,reinosa/cantabria,Cantabria,Reinosa
1293,campoo_de_enmedio,campoo_de_enmedio,cantabria,cantabria,cantabria,cantabria,campoo_de_enmedio/cantabria,Cantabria,Campoo de Enmedio
1294,entrambasaguas,entrambasaguas,cantabria,cantabria,cantabria,cantabria,entrambasaguas/cantabria,Cantabria,Entrambasaguas
1295,escalante,escalante,cantabria,cantabria,cantabria,cantabria,escalante/cantabria,Cantabria,Escalante
1296,guriezo,guriezo,cantabria,cantabria,cantabria,cantabria,guriezo/cantabria,Cantabria,Guriezo
1297,hazas_de_cesto,hazas_de_cesto,cantabria,cantabria,cantabria,cantabria,hazas_de_cesto/cantabria,Cantabria,Hazas de Cesto
1298,hermandad_de_campoo_de_suso,hermandad_de_campoo_de_suso,cantabria,cantabria,cantabria,cantabria,hermandad_de_campoo_de_suso/cantabria,Cantabria,Hermandad de Campoo de Suso
1299,herrerias,herrerias,cantabria,cantabria,cantabria,cantabria,herrerias/cantabria,Cantabria,Herrerías
1300,laredo,laredo,cantabria,cantabria,cantabria,cantabria,laredo/cantabria,Cantabria,Laredo
1301,liendo,liendo,cantabria,cantabria,cantabria,cantabria,liendo/cantabria,Cantabria,Liendo
1302,lierganes,lierganes,cantabria,cantabria,cantabria,cantabria,lierganes/cantabria,Cantabria,Liérganes
1303,limpias,limpias,cantabria,cantabria,cantabria,cantabria,limpias/cantabria,Cantabria,Limpias
1304,luena,luena,cantabria,cantabria,cantabria,cantabria,luena/cantabria,Cantabria,Luena
1305,marina_de_cudeyo,marina_de_cudeyo,cantabria,cantabria,cantabria,cantabria,marina_de_cudeyo/cantabria,Cantabria,Marina de Cudeyo
1306,medio_cudeyo,medio_cudeyo,cantabria,cantabria,cantabria,cantabria,medio_cudeyo/cantabria,Cantabria,Medio Cudeyo
1307,meruelo,meruelo,cantabria,cantabria,cantabria,cantabria,meruelo/cantabria,Cantabria,Meruelo
1308,miengo,miengo,cantabria,cantabria,cantabria,cantabria,miengo/cantabria,Cantabria,Miengo
1309,miera,miera,cantabria,cantabria,cantabria,cantabria,miera/cantabria,Cantabria,Miera
1310,molledo,molledo,cantabria,cantabria,cantabria,cantabria,molledo/cantabria,Cantabria,Molledo
1311,noja,noja,cantabria,cantabria,cantabria,cantabria,noja/cantabria,Cantabria,Noja
1312,penagos,penagos,cantabria,cantabria,cantabria,cantabria,penagos/cantabria,Cantabria,Penagos
1313,pesaguero,pesaguero,cantabria,cantabria,cantabria,cantabria,pesaguero/cantabria,Cantabria,Pesaguero
1314,pielagos,pielagos,cantabria,cantabria,cantabria,cantabria,pielagos/cantabria,Cantabria,Piélagos
1315,polaciones,polaciones,cantabria,cantabria,cantabria,cantabria,polaciones/cantabria,Cantabria,Polaciones
1316,polanco,polanco,cantabria,cantabria,cantabria,cantabria,polanco/cantabria,Cantabria,Polanco
1317,potes,potes,cantabria,cantabria,cantabria,cantabria,potes/cantabria,Cantabria,Potes
1318,puente_viesgo,puente_viesgo,cantabria,cantabria,cantabria,cantabria,puente_viesgo/cantabria,Cantabria,Puente Viesgo
1319,ramales_de_la_victoria,ramales_de_la_victoria,cantabria,cantabria,cantabria,cantabria,ramales_de_la_victoria/cantabria,Cantabria,Ramales de la Victoria
1320,rasines,rasines,cantabria,cantabria,cantabria,cantabria,rasines/cantabria,Cantabria,Rasines
1321,reocin,reocin,cantabria,cantabria,cantabria,cantabria,reocin/cantabria,Cantabria,Reocín
1322,ribamontan_al_mar,ribamontan_al_mar,cantabria,cantabria,cantabria,cantabria,ribamontan_al_mar/cantabria,Cantabria,Ribamontán al Mar
1323,ribamontan_al_monte,ribamontan_al_monte,cantabria,cantabria,cantabria,cantabria,ribamontan_al_monte/cantabria,Cantabria,Ribamontán al Monte
1324,rionansa,rionansa,cantabria,cantabria,cantabria,cantabria,rionansa/cantabria,Cantabria,Rionansa
1325,riotuerto,riotuerto,cantabria,cantabria,cantabria,cantabria,riotuerto/cantabria,Cantabria,Riotuerto
1326,las_rozas_de_valdearroyo,las_rozas_de_valdearroyo,cantabria,cantabria,cantabria,cantabria,las_rozas_de_valdearroyo/cantabria,Cantabria,Las Rozas de Valdearroyo
1327,ruente,ruente,cantabria,cantabria,cantabria,cantabria,ruente/cantabria,Cantabria,Ruente
1328,ruesga,ruesga,cantabria,cantabria,cantabria,cantabria,ruesga/cantabria,Cantabria,Ruesga
1329,ruiloba,ruiloba,cantabria,cantabria,cantabria,cantabria,ruiloba/cantabria,Cantabria,Ruiloba
1330,san_felices_de_buelna,san_felices_de_buelna,cantabria,cantabria,cantabria,cantabria,san_felices_de_buelna/cantabria,Cantabria,San Felices de Buelna
1331,san_pedro_del_romeral,san_pedro_del_romeral,cantabria,cantabria,cantabria,cantabria,san_pedro_del_romeral/cantabria,Cantabria,San Pedro del Romeral
1332,santa_cruz_de_bezana,santa_cruz_de_bezana,cantabria,cantabria,cantabria,cantabria,santa_cruz_de_bezana/cantabria,Cantabria,Santa Cruz de Bezana
1333,santa_maria_de_cayon,santa_maria_de_cayon,cantabria,cantabria,cantabria,cantabria,santa_maria_de_cayon/cantabria,Cantabria,Santa María de Cayón
1334,santander,santander,cantabria,cantabria,cantabria,cantabria,santander/cantabria,Cantabria,Santander
