,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,muni_agrup,total_comercios,b_e_industria,f_construccion,comercio_transporte_y_hosteleria,j_informacion_y_comunicaciones,k_actividades_financieras_y_de_seguros,l_actividades_inmobiliarias,actividades_profesionales_y_tecnicas,educacion_sanidad_y_servicios_sociales,otros_servicios_personales,total_servicios,prov_pib
3892,legarda,legarda,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,legarda/navarra,Navarra,Legarda,legarda/comunidad_foral_de_navarra,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3893,leitza,leitza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,leitza/navarra,Navarra,Leitza,leitza/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3894,lerin,lerin,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lerin/navarra,Navarra,Lerín,lerin/comunidad_foral_de_navarra,107.0,13.0,22.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19554577
3895,lesaka,lesaka,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lesaka/navarra,Navarra,Lesaka,lesaka/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3896,lezaun,lezaun,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lezaun/navarra,Navarra,Lezáun,lezaun/comunidad_foral_de_navarra,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3897,liedena,liedena,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,liedena/navarra,Navarra,Liédena,liedena/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3898,lizoain_arriasgoiti,lizoain_arriasgoiti,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lizoain_arriasgoiti/navarra,Navarra,Lizoáin-Arriasgoiti,lizoain_arriasgoiti/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3899,lodosa,lodosa,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lodosa/navarra,Navarra,Lodosa,lodosa/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3900,lumbier,lumbier,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lumbier/navarra,Navarra,Lumbier,lumbier/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3901,maneru,maneru,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,maneru/navarra,Navarra,Mañeru,maneru/comunidad_foral_de_navarra,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3902,marcilla,marcilla,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,marcilla/navarra,Navarra,Marcilla,marcilla/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3903,melida,melida,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,melida/navarra,Navarra,Mélida,melida/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3904,mendavia,mendavia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,mendavia/navarra,Navarra,Mendavia,mendavia/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3905,mendaza,mendaza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,mendaza/navarra,Navarra,Mendaza,mendaza/comunidad_foral_de_navarra,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3906,mendigorria,mendigorria,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,mendigorria/navarra,Navarra,Mendigorría,mendigorria/comunidad_foral_de_navarra,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3907,milagro,milagro,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,milagro/navarra,Navarra,Milagro,milagro/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3908,miranda_de_arga,miranda_de_arga,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,miranda_de_arga/navarra,Navarra,Miranda de Arga,miranda_de_arga/comunidad_foral_de_navarra,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3909,monreal,elo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,monreal/navarra,,,elo/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3910,monteagudo,monteagudo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,monteagudo/navarra,Navarra,Monteagudo,monteagudo/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3911,murchante,murchante,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,murchante/navarra,Navarra,Murchante,murchante/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3912,murillo_el_cuende,murillo_el_cuende,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,murillo_el_cuende/navarra,Navarra,Murillo el Cuende,murillo_el_cuende/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3913,murillo_el_fruto,murillo_el_fruto,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,murillo_el_fruto/navarra,Navarra,Murillo el Fruto,murillo_el_fruto/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3914,muruzabal,muruzabal,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,muruzabal/navarra,Navarra,Muruzábal,muruzabal/comunidad_foral_de_navarra,91.0,17.0,12.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19554577
3915,navascues,nabaskoze,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,navascues/navarra,,,nabaskoze/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3916,obanos,obanos,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,obanos/navarra,Navarra,Obanos,obanos/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3917,ochagavia,otsagabia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ochagavia/navarra,,,otsagabia/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3918,oiz,oiz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,oiz/navarra,Navarra,Oiz,oiz/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3919,olite,erriberri,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,olite/navarra,,,erriberri/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3920,oloriz,oloritz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,oloriz/navarra,Navarra,Olóriz/Oloritz,oloritz/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3921,cendea_de_olza,oltza_zendea,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,cendea_de_olza/navarra,,,oltza_zendea/comunidad_foral_de_navarra,90.0,9.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19554577
3922,orbaizeta,orbaizeta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,orbaizeta/navarra,Navarra,Orbaizeta,orbaizeta/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3923,oteiza,oteiza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,oteiza/navarra,Navarra,Oteiza,oteiza/comunidad_foral_de_navarra,368.0,48.0,50.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,19554577
3924,peralta,azkoien,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,peralta/navarra,,,azkoien/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3925,petilla_de_aragon,petilla_de_aragon,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,petilla_de_aragon/navarra,Navarra,Petilla de Aragón,petilla_de_aragon/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3926,pitillas,pitillas,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,pitillas/navarra,Navarra,Pitillas,pitillas/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3927,puente_la_reina,gares,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,puente_la_reina/navarra,Navarra,Areso,gares/comunidad_foral_de_navarra,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3928,pueyo,pueyo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,pueyo/navarra,Navarra,Pueyo,pueyo/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3929,ribaforada,ribaforada,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ribaforada/navarra,Navarra,Ribaforada,ribaforada/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3930,roncal,erronkari,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,roncal/navarra,,,erronkari/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3931,orreaga,roncesvalles,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,orreaga/navarra,,,roncesvalles/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3932,saldias,saldias,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,saldias/navarra,Navarra,Saldías,saldias/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3933,san_adrian,san_adrian,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,san_adrian/navarra,Navarra,San Adrián,san_adrian/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3934,sanguesa,zangoza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sanguesa/navarra,,,zangoza/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3935,san_martin_de_unx,san_martin_de_unx,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,san_martin_de_unx/navarra,Navarra,San Martín de Unx,san_martin_de_unx/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3936,sansol,sansol,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sansol/navarra,Navarra,Sansol,sansol/comunidad_foral_de_navarra,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3937,santacara,santacara,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,santacara/navarra,Navarra,Santacara,santacara/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3938,doneztebe,santesteban,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,doneztebe/navarra,,,santesteban/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3939,sartaguda,sartaguda,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sartaguda/navarra,Navarra,Sartaguda,sartaguda/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3940,sesma,sesma,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sesma/navarra,Navarra,Sesma,sesma/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3941,sunbilla,sunbilla,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,sunbilla/navarra,Navarra,Sunbilla,sunbilla/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3942,tafalla,tafalla,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,tafalla/navarra,Navarra,Tafalla,tafalla/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3943,tiebas_muruarte_de_reta,tiebas_muruarte_de_reta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,tiebas_muruarte_de_reta/navarra,Navarra,Tiebas-Muruarte de Reta,tiebas_muruarte_de_reta/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3944,tudela,tudela,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,tudela/navarra,Navarra,Tudela,tudela/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3945,ujue,ujue,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ujue/navarra,Navarra,Ujué,ujue/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3946,ultzama,ultzama,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ultzama/navarra,Navarra,Ultzama,ultzama/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3947,unciti,unciti,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,unciti/navarra,Navarra,Unciti,unciti/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3948,urdazubi,urdax,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urdazubi/navarra,,,urdax/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3949,urraul_alto,urraul_alto,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urraul_alto/navarra,Navarra,Urraul Alto,urraul_alto/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3950,urraul_bajo,urraul_bajo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urraul_bajo/navarra,Navarra,Urraul Bajo,urraul_bajo/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3951,urroz_villa,urroz_villa,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urroz_villa/navarra,Navarra,Urroz-Villa,urroz_villa/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3952,urroz,urroz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urroz/navarra,Navarra,Urroz,urroz/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3953,urzainqui,urzainki,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,urzainqui/navarra,Navarra,Urzainqui/Urzainki,urzainki/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3954,uztarroz,uztarroze,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,uztarroz/navarra,Navarra,Uztárroz/Uztarroze,uztarroze/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3955,luzaide,valcarlos,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,luzaide/navarra,,,valcarlos/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3956,valtierra,valtierra,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,valtierra/navarra,Navarra,Valtierra,valtierra/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3957,bera,bera,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,bera/navarra,Navarra,Bera,bera/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3958,viana,viana,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,viana/navarra,Navarra,Viana,viana/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3959,vidangoz,bidankoze,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,vidangoz/navarra,,,bidankoze/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3960,villafranca,villafranca,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villafranca/navarra,Navarra,Villafranca,villafranca/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3961,villamayor_de_monjardin,villamayor_de_monjardin,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villamayor_de_monjardin/navarra,Navarra,Villamayor de Monjardín,villamayor_de_monjardin/comunidad_foral_de_navarra,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3962,villatuerta,villatuerta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villatuerta/navarra,Navarra,Villatuerta,villatuerta/comunidad_foral_de_navarra,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3963,villava,atarrabia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,villava/navarra,,,atarrabia/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3964,valle_de_yerri,deierri,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,valle_de_yerri/navarra,,,deierri/comunidad_foral_de_navarra,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3965,yesa,yesa,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,yesa/navarra,Navarra,Yesa,yesa/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3966,zubieta,zubieta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zubieta/navarra,Navarra,Zubieta,zubieta/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3967,zugarramurdi,zugarramurdi,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zugarramurdi/navarra,Navarra,Zugarramurdi,zugarramurdi/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3968,zuniga,zuniga,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zuniga/navarra,Navarra,Zúñiga,zuniga/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3969,berrioplano,berriobeiti,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,berrioplano/navarra,,,berriobeiti/comunidad_foral_de_navarra,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3970,irurtzun,irurtzun,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,irurtzun/navarra,Navarra,Irurtzun,irurtzun/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3971,orkoien,orkoien,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,orkoien/navarra,Navarra,Orkoien,orkoien/comunidad_foral_de_navarra,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3972,zizur_mayor,zizur_nagusia,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,zizur_mayor/navarra,,,zizur_nagusia/comunidad_foral_de_navarra,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3973,lekunberri,lekunberri,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,lekunberri/navarra,Navarra,Lekunberri,lekunberri/comunidad_foral_de_navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19554577
3974,petilla_de_aragon,petilla_de_aragon,zaragoza,zaragoza,aragon,aragon,petilla_de_aragon/zaragoza,Zaragoza,Agón,petilla_de_aragon/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3975,abanto,abanto,zaragoza,zaragoza,aragon,aragon,abanto/zaragoza,Zaragoza,Abanto,abanto/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3976,acered,acered,zaragoza,zaragoza,aragon,aragon,acered/zaragoza,Zaragoza,Acered,acered/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3977,agon,agon,zaragoza,zaragoza,aragon,aragon,agon/zaragoza,Zaragoza,Agón,agon/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3978,aguaron,aguaron,zaragoza,zaragoza,aragon,aragon,aguaron/zaragoza,Zaragoza,Aguarón,aguaron/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3979,aguilon,aguilon,zaragoza,zaragoza,aragon,aragon,aguilon/zaragoza,Zaragoza,Aguilón,aguilon/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3980,ainzon,ainzon,zaragoza,zaragoza,aragon,aragon,ainzon/zaragoza,Zaragoza,Ainzón,ainzon/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3981,aladren,aladren,zaragoza,zaragoza,aragon,aragon,aladren/zaragoza,Zaragoza,Aladrén,aladren/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3982,alagon,alagon,zaragoza,zaragoza,aragon,aragon,alagon/zaragoza,Zaragoza,Alagón,alagon/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3983,alarba,alarba,zaragoza,zaragoza,aragon,aragon,alarba/zaragoza,Zaragoza,Alarba,alarba/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3984,alberite_de_san_juan,alberite_de_san_juan,zaragoza,zaragoza,aragon,aragon,alberite_de_san_juan/zaragoza,Zaragoza,Alberite de San Juan,alberite_de_san_juan/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3985,albeta,albeta,zaragoza,zaragoza,aragon,aragon,albeta/zaragoza,Zaragoza,Albeta,albeta/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3986,alborge,alborge,zaragoza,zaragoza,aragon,aragon,alborge/zaragoza,Zaragoza,Alborge,alborge/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3987,alcala_de_ebro,alcala_de_ebro,zaragoza,zaragoza,aragon,aragon,alcala_de_ebro/zaragoza,Zaragoza,Alcalá de Ebro,alcala_de_ebro/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3988,alcala_de_moncayo,alcala_de_moncayo,zaragoza,zaragoza,aragon,aragon,alcala_de_moncayo/zaragoza,Zaragoza,Alcalá de Moncayo,alcala_de_moncayo/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3989,aldehuela_de_liestos,aldehuela_de_liestos,zaragoza,zaragoza,aragon,aragon,aldehuela_de_liestos/zaragoza,Zaragoza,Aldehuela de Liestos,aldehuela_de_liestos/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3990,alfajarin,alfajarin,zaragoza,zaragoza,aragon,aragon,alfajarin/zaragoza,Zaragoza,Alfajarín,alfajarin/aragon,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3991,alfamen,alfamen,zaragoza,zaragoza,aragon,aragon,alfamen/zaragoza,Zaragoza,Alfamén,alfamen/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3992,alforque,alforque,zaragoza,zaragoza,aragon,aragon,alforque/zaragoza,Zaragoza,Alforque,alforque/aragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25996273
3993,alhama_de_aragon,alhama_de_aragon,zaragoza,zaragoza,aragon,aragon,alhama_de_aragon/zaragoza,Zaragoza,Alhama de Aragón,alhama_de_aragon/aragon,124.0,48.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,25996273
