,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,muni_agrup,total_comercios,b_e_industria,f_construccion,comercio_transporte_y_hosteleria,j_informacion_y_comunicaciones,k_actividades_financieras_y_de_seguros,l_actividades_inmobiliarias,actividades_profesionales_y_tecnicas,educacion_sanidad_y_servicios_sociales,otros_servicios_personales,total_servicios,prov_pib
97,pozo_lorente,pozo_lorente,albacete,albacete,castilla_la_mancha,castilla_la_mancha,pozo_lorente/albacete,Albacete,Pozo-Lorente,pozo_lorente/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
98,pozuelo,pozuelo,albacete,albacete,castilla_la_mancha,castilla_la_mancha,pozuelo/albacete,Albacete,Pozuelo,pozuelo/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
99,riopar,riopar,albacete,albacete,castilla_la_mancha,castilla_la_mancha,riopar/albacete,Albacete,Riópar,riopar/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
100,robledo,robledo,albacete,albacete,castilla_la_mancha,castilla_la_mancha,robledo/albacete,Albacete,Robledo,robledo/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
101,la_roda,la_roda,albacete,albacete,castilla_la_mancha,castilla_la_mancha,la_roda/albacete,Albacete,La Roda,la_roda/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
102,salobre,salobre,albacete,albacete,castilla_la_mancha,castilla_la_mancha,salobre/albacete,Albacete,Salobre,salobre/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
103,san_pedro,san_pedro,albacete,albacete,castilla_la_mancha,castilla_la_mancha,san_pedro/albacete,Albacete,San Pedro,san_pedro/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
104,socovos,socovos,albacete,albacete,castilla_la_mancha,castilla_la_mancha,socovos/albacete,Albacete,Socovos,socovos/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
105,tarazona_de_la_mancha,tarazona_de_la_mancha,albacete,albacete,castilla_la_mancha,castilla_la_mancha,tarazona_de_la_mancha/albacete,Albacete,Tarazona de la Mancha,tarazona_de_la_mancha/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
106,tobarra,tobarra,albacete,albacete,castilla_la_mancha,castilla_la_mancha,tobarra/albacete,Albacete,Tobarra,tobarra/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
107,valdeganga,valdeganga,albacete,albacete,castilla_la_mancha,castilla_la_mancha,valdeganga/albacete,Albacete,Valdeganga,valdeganga/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
108,vianos,vianos,albacete,albacete,castilla_la_mancha,castilla_la_mancha,vianos/albacete,Albacete,Vianos,vianos/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
109,villalgordo_del_jucar,villalgordo_del_jucar,albacete,albacete,castilla_la_mancha,castilla_la_mancha,villalgordo_del_jucar/albacete,Albacete,Villalgordo del Júcar,villalgordo_del_jucar/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
110,villamalea,villamalea,albacete,albacete,castilla_la_mancha,castilla_la_mancha,villamalea/albacete,Albacete,Villamalea,villamalea/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
111,villapalacios,villapalacios,albacete,albacete,castilla_la_mancha,castilla_la_mancha,villapalacios/albacete,Albacete,Villapalacios,villapalacios/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
112,villarrobledo,villarrobledo,albacete,albacete,castilla_la_mancha,castilla_la_mancha,villarrobledo/albacete,Albacete,Villarrobledo,villarrobledo/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
113,villaverde_de_guadalimar,villaverde_de_guadalimar,albacete,albacete,castilla_la_mancha,castilla_la_mancha,villaverde_de_guadalimar/albacete,Albacete,Villaverde de Guadalimar,villaverde_de_guadalimar/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
114,viveros,viveros,albacete,albacete,castilla_la_mancha,castilla_la_mancha,viveros/albacete,Albacete,Viveros,viveros/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
115,yeste,yeste,albacete,albacete,castilla_la_mancha,castilla_la_mancha,yeste/albacete,Albacete,Yeste,yeste/castilla_la_mancha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762548
116,l'atzubia,l'atzubia,alicante,alicante,comunidad_valenciana,comunitat_valenciana,l'atzubia/alicante,Alicante/Alacant,Alicante/Alacant,l'atzubia/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
117,agost,agost,alicante,alicante,comunidad_valenciana,comunitat_valenciana,agost/alicante,Alicante/Alacant,Agost,agost/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
118,agres,agres,alicante,alicante,comunidad_valenciana,comunitat_valenciana,agres/alicante,Alicante/Alacant,Agres,agres/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
119,aigues,aigues,alicante,alicante,comunidad_valenciana,comunitat_valenciana,aigues/alicante,Alicante/Alacant,Aigües,aigues/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
120,albatera,albatera,alicante,alicante,comunidad_valenciana,comunitat_valenciana,albatera/alicante,Alicante/Alacant,Albatera,albatera/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
121,alcalali,alcalali,alicante,alicante,comunidad_valenciana,comunitat_valenciana,alcalali/alicante,Alicante/Alacant,Alcalalí,alcalali/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
122,alcocer_de_planes,alcocer_de_planes,alicante,alicante,comunidad_valenciana,comunitat_valenciana,alcocer_de_planes/alicante,Alicante/Alacant,Alcocer de Planes,alcocer_de_planes/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
123,alcoleja,alcoleja,alicante,alicante,comunidad_valenciana,comunitat_valenciana,alcoleja/alicante,Alicante/Alacant,Alcoleja,alcoleja/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
124,alcoi,alcoy,alicante,alicante,comunidad_valenciana,comunitat_valenciana,alcoi/alicante,Alicante/Alacant,Alcoy/Alcoi,alcoy/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
125,alfafara,alfafara,alicante,alicante,comunidad_valenciana,comunitat_valenciana,alfafara/alicante,Alicante/Alacant,Alfafara,alfafara/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
126,l'alfas_del_pi,l'alfas_del_pi,alicante,alicante,comunidad_valenciana,comunitat_valenciana,l'alfas_del_pi/alicante,Alicante/Alacant,l'Alfàs del Pi,l'alfas_del_pi/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
127,algorfa,algorfa,alicante,alicante,comunidad_valenciana,comunitat_valenciana,algorfa/alicante,Alicante/Alacant,Algorfa,algorfa/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
128,alguena,alguena,alicante,alicante,comunidad_valenciana,comunitat_valenciana,alguena/alicante,Alicante/Alacant,Algueña,alguena/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
129,alicante,alicante,alicante,alicante,comunidad_valenciana,comunitat_valenciana,alicante/alicante,Alicante/Alacant,Alicante/Alacant,alicante/comunitat_valenciana,37392.0,1560.0,4185.0,13495.0,747.0,910.0,2490.0,7042.0,3232.0,3084.0,17895.0,35061866
130,almoradi,almoradi,alicante,alicante,comunidad_valenciana,comunitat_valenciana,almoradi/alicante,Alicante/Alacant,Almoradí,almoradi/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
131,almudaina,almudaina,alicante,alicante,comunidad_valenciana,comunitat_valenciana,almudaina/alicante,Alicante/Alacant,Almudaina,almudaina/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
132,l'alqueria_d'asnar,l'alqueria_d'asnar,alicante,alicante,comunidad_valenciana,comunitat_valenciana,l'alqueria_d'asnar/alicante,Alicante/Alacant,l'Alqueria d'Asnar,l'alqueria_d'asnar/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
133,altea,altea,alicante,alicante,comunidad_valenciana,comunitat_valenciana,altea/alicante,Alicante/Alacant,Altea,altea/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
134,aspe,aspe,alicante,alicante,comunidad_valenciana,comunitat_valenciana,aspe/alicante,Alicante/Alacant,Aspe,aspe/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
135,balones,balones,alicante,alicante,comunidad_valenciana,comunitat_valenciana,balones/alicante,Alicante/Alacant,Balones,balones/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
136,banyeres_de_mariola,banyeres_de_mariola,alicante,alicante,comunidad_valenciana,comunitat_valenciana,banyeres_de_mariola/alicante,Alicante/Alacant,Banyeres de Mariola,banyeres_de_mariola/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
137,beneixama,beneixama,alicante,alicante,comunidad_valenciana,comunitat_valenciana,beneixama/alicante,Alicante/Alacant,Beneixama,beneixama/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
138,benejuzar,benejuzar,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benejuzar/alicante,Alicante/Alacant,Benejúzar,benejuzar/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
139,benferri,benferri,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benferri/alicante,Alicante/Alacant,Benferri,benferri/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
140,beniarbeig,beniarbeig,alicante,alicante,comunidad_valenciana,comunitat_valenciana,beniarbeig/alicante,Alicante/Alacant,Beniarbeig,beniarbeig/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
141,beniarda,beniarda,alicante,alicante,comunidad_valenciana,comunitat_valenciana,beniarda/alicante,Alicante/Alacant,Beniardá,beniarda/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
142,beniarres,beniarres,alicante,alicante,comunidad_valenciana,comunitat_valenciana,beniarres/alicante,Alicante/Alacant,Beniarrés,beniarres/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
143,benigembla,benigembla,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benigembla/alicante,Alicante/Alacant,Benigembla,benigembla/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
144,benidoleig,benidoleig,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benidoleig/alicante,Alicante/Alacant,Benidoleig,benidoleig/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
145,benidorm,benidorm,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benidorm/alicante,Alicante/Alacant,Benidorm,benidorm/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
146,benifallim,benifallim,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benifallim/alicante,Alicante/Alacant,Benifallim,benifallim/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
147,benijofar,benijofar,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benijofar/alicante,Alicante/Alacant,Benijófar,benijofar/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
148,benilloba,benilloba,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benilloba/alicante,Alicante/Alacant,Benilloba,benilloba/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
149,benimantell,benimantell,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benimantell/alicante,Alicante/Alacant,Benimantell,benimantell/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
150,benimeli,benimeli,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benimeli/alicante,Alicante/Alacant,Benimeli,benimeli/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
151,benissa,benissa,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benissa/alicante,Alicante/Alacant,Benissa,benissa/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
152,benitachell,el_poble_nou_de_benitatxell,alicante,alicante,comunidad_valenciana,comunitat_valenciana,benitachell/alicante,,,el_poble_nou_de_benitatxell/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
153,biar,biar,alicante,alicante,comunidad_valenciana,comunitat_valenciana,biar/alicante,Alicante/Alacant,Biar,biar/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
154,bigastro,bigastro,alicante,alicante,comunidad_valenciana,comunitat_valenciana,bigastro/alicante,Alicante/Alacant,Bigastro,bigastro/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
155,bolulla,bolulla,alicante,alicante,comunidad_valenciana,comunitat_valenciana,bolulla/alicante,Alicante/Alacant,Bolulla,bolulla/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
156,busot,busot,alicante,alicante,comunidad_valenciana,comunitat_valenciana,busot/alicante,Alicante/Alacant,Busot,busot/comunitat_valenciana,503.0,60.0,94.0,204.0,8.0,13.0,19.0,53.0,20.0,32.0,145.0,35061866
157,calp,calp,alicante,alicante,comunidad_valenciana,comunitat_valenciana,calp/alicante,Alicante/Alacant,Calp,calp/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
158,callosa_d'en_sarria,callosa_d'en_sarria,alicante,alicante,comunidad_valenciana,comunitat_valenciana,callosa_d'en_sarria/alicante,Alicante/Alacant,Callosa d'en Sarrià,callosa_d'en_sarria/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
159,callosa_de_segura,callosa_de_segura,alicante,alicante,comunidad_valenciana,comunitat_valenciana,callosa_de_segura/alicante,Alicante/Alacant,Callosa de Segura,callosa_de_segura/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
160,el_campello,el_campello,alicante,alicante,comunidad_valenciana,comunitat_valenciana,el_campello/alicante,Alicante/Alacant,el Campello,el_campello/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
161,castalla,castalla,alicante,alicante,comunidad_valenciana,comunitat_valenciana,castalla/alicante,Alicante/Alacant,Castalla,castalla/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
162,castell_de_castells,castell_de_castells,alicante,alicante,comunidad_valenciana,comunitat_valenciana,castell_de_castells/alicante,Alicante/Alacant,Castell de Castells,castell_de_castells/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
163,catral,catral,alicante,alicante,comunidad_valenciana,comunitat_valenciana,catral/alicante,Alicante/Alacant,Catral,catral/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
164,cocentaina,cocentaina,alicante,alicante,comunidad_valenciana,comunitat_valenciana,cocentaina/alicante,Alicante/Alacant,Cocentaina,cocentaina/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
165,cox,cox,alicante,alicante,comunidad_valenciana,comunitat_valenciana,cox/alicante,Alicante/Alacant,Cox,cox/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
166,crevillent,crevillent,alicante,alicante,comunidad_valenciana,comunitat_valenciana,crevillent/alicante,Alicante/Alacant,Crevillent,crevillent/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
167,quatretondeta,quatretondeta,alicante,alicante,comunidad_valenciana,comunitat_valenciana,quatretondeta/alicante,Alicante/Alacant,Quatretondeta,quatretondeta/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
168,daya_nueva,daya_nueva,alicante,alicante,comunidad_valenciana,comunitat_valenciana,daya_nueva/alicante,Alicante/Alacant,Daya Nueva,daya_nueva/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
169,daya_vieja,daya_vieja,alicante,alicante,comunidad_valenciana,comunitat_valenciana,daya_vieja/alicante,Alicante/Alacant,Daya Vieja,daya_vieja/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
170,denia,denia,alicante,alicante,comunidad_valenciana,comunitat_valenciana,denia/alicante,Alicante/Alacant,Dénia,denia/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
171,dolores,dolores,alicante,alicante,comunidad_valenciana,comunitat_valenciana,dolores/alicante,Alicante/Alacant,Dolores,dolores/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
172,elche,elx,alicante,alicante,comunidad_valenciana,comunitat_valenciana,elche/alicante,Alicante/Alacant,Alicante/Alacant,elx/comunitat_valenciana,2092.0,79.0,320.0,823.0,16.0,53.0,181.0,292.0,137.0,191.0,870.0,35061866
173,elx,elche,alicante,alicante,comunidad_valenciana,comunitat_valenciana,elx/alicante,Alicante/Alacant,Elche/Elx,elche/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
174,elda,elda,alicante,alicante,comunidad_valenciana,comunitat_valenciana,elda/alicante,Alicante/Alacant,Elda,elda/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
175,facheca,facheca,alicante,alicante,comunidad_valenciana,comunitat_valenciana,facheca/alicante,Alicante/Alacant,Facheca,facheca/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
176,finestrat,finestrat,alicante,alicante,comunidad_valenciana,comunitat_valenciana,finestrat/alicante,Alicante/Alacant,Finestrat,finestrat/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
177,gata_de_gorgos,gata_de_gorgos,alicante,alicante,comunidad_valenciana,comunitat_valenciana,gata_de_gorgos/alicante,Alicante/Alacant,Gata de Gorgos,gata_de_gorgos/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
178,gaianes,gaianes,alicante,alicante,comunidad_valenciana,comunitat_valenciana,gaianes/alicante,Alicante/Alacant,Gaianes,gaianes/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
179,granja_de_rocamora,granja_de_rocamora,alicante,alicante,comunidad_valenciana,comunitat_valenciana,granja_de_rocamora/alicante,Alicante/Alacant,Granja de Rocamora,granja_de_rocamora/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
180,guardamar_del_segura,guardamar_del_segura,alicante,alicante,comunidad_valenciana,comunitat_valenciana,guardamar_del_segura/alicante,Alicante/Alacant,Guardamar del Segura,guardamar_del_segura/comunitat_valenciana,2248.0,305.0,263.0,788.0,37.0,44.0,119.0,309.0,173.0,210.0,892.0,35061866
181,hondon_de_las_nieves,el_fondo_de_les_neus,alicante,alicante,comunidad_valenciana,comunitat_valenciana,hondon_de_las_nieves/alicante,Alicante/Alacant,el Fondó de les Neus/Hondón de las Nieves,el_fondo_de_les_neus/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
182,ibi,ibi,alicante,alicante,comunidad_valenciana,comunitat_valenciana,ibi/alicante,Alicante/Alacant,Ibi,ibi/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
183,jacarilla,jacarilla,alicante,alicante,comunidad_valenciana,comunitat_valenciana,jacarilla/alicante,Alicante/Alacant,Jacarilla,jacarilla/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
184,xalo,xalo,alicante,alicante,comunidad_valenciana,comunitat_valenciana,xalo/alicante,Alicante/Alacant,Xaló,xalo/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
185,javea,xabia,alicante,alicante,comunidad_valenciana,comunitat_valenciana,javea/alicante,Alicante/Alacant,Alicante/Alacant,xabia/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
186,jijona,jijona,alicante,alicante,comunidad_valenciana,comunitat_valenciana,jijona/alicante,Alicante/Alacant,Jijona/Xixona,jijona/comunitat_valenciana,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
187,lorcha,l'orxa,alicante,alicante,comunidad_valenciana,comunitat_valenciana,lorcha/alicante,Alicante/Alacant,Alicante/Alacant,l'orxa/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
188,lliber,lliber,alicante,alicante,comunidad_valenciana,comunitat_valenciana,lliber/alicante,Alicante/Alacant,Llíber,lliber/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
189,monforte_del_cid,monforte_del_cid,alicante,alicante,comunidad_valenciana,comunitat_valenciana,monforte_del_cid/alicante,Alicante/Alacant,Monforte del Cid,monforte_del_cid/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
190,monovar,monover,alicante,alicante,comunidad_valenciana,comunitat_valenciana,monovar/alicante,Alicante/Alacant,Alicante/Alacant,monover/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
191,mutxamel,mutxamel,alicante,alicante,comunidad_valenciana,comunitat_valenciana,mutxamel/alicante,Alicante/Alacant,Mutxamel,mutxamel/comunitat_valenciana,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
192,murla,murla,alicante,alicante,comunidad_valenciana,comunitat_valenciana,murla/alicante,Alicante/Alacant,Murla,murla/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
193,muro_de_alcoy,muro_de_alcoy,alicante,alicante,comunidad_valenciana,comunitat_valenciana,muro_de_alcoy/alicante,Alicante/Alacant,Muro de Alcoy,muro_de_alcoy/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
194,novelda,novelda,alicante,alicante,comunidad_valenciana,comunitat_valenciana,novelda/alicante,Alicante/Alacant,Novelda,novelda/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
195,la_nucia,la_nucia,alicante,alicante,comunidad_valenciana,comunitat_valenciana,la_nucia/alicante,Alicante/Alacant,la Nucia,la_nucia/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
196,ondara,ondara,alicante,alicante,comunidad_valenciana,comunitat_valenciana,ondara/alicante,Alicante/Alacant,Ondara,ondara/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
197,onil,onil,alicante,alicante,comunidad_valenciana,comunitat_valenciana,onil/alicante,Alicante/Alacant,Onil,onil/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
198,orba,orba,alicante,alicante,comunidad_valenciana,comunitat_valenciana,orba/alicante,Alicante/Alacant,Orba,orba/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
199,orxeta,orxeta,alicante,alicante,comunidad_valenciana,comunitat_valenciana,orxeta/alicante,Alicante/Alacant,Orxeta,orxeta/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
200,orihuela,orihuela,alicante,alicante,comunidad_valenciana,comunitat_valenciana,orihuela/alicante,Alicante/Alacant,Orihuela,orihuela/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
201,pedreguer,pedreguer,alicante,alicante,comunidad_valenciana,comunitat_valenciana,pedreguer/alicante,Alicante/Alacant,Pedreguer,pedreguer/comunitat_valenciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061866
