,M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER
8786,6300,72838579.76,4655.61175,65333988.27,4002.1608899999997,7504591.49,653.4508599999999,44824.36,11.0,2831158.81,320.73655,11543536.15,837.37405,23719911.62,1401.61366,21625971.26,1278.6027199999999,12664207.07,788.71515,408970.49,17.56962,7,5,4,1,2018
8787,1046,9233082.09,674.44939,8873415.94,636.07846,359666.15,38.37093,,,338725.1,38.22838,1961834.57,155.75193000000002,3218116.96,211.28838,2443632.68,171.68805,1204520.73,93.49265,66252.05,4.0,7,5,4,2,2018
8788,8516,111543013.5,6542.77157,105250536.03,5939.49954,6292477.47,603.27203,13025.07,8.64753,5202575.01,670.06688,21345668.54,1468.5335599999999,31203479.91,1743.10698,31686549.88,1617.82051,21304696.22,990.6687800000001,787018.87,43.92733,7,5,5,1,2018
8789,5453,52416497.97,4186.76955,50377324.51,3905.1616,2039173.46,281.60795,4121.56,6.0,2912480.19,488.94835,12810673.09,1103.89519,19303461.35,1343.61816,12419820.85,890.7289099999999,4815176.24,333.64567,150764.69,19.93327,7,5,5,2,2018
8790,765,15370858.5,569.45692,15044155.86,553.92586,326702.64,15.53106,,,907196.29,86.24445,3587325.82,173.3747,4366173.18,150.85363,3953954.83,95.77009,2472389.29,60.17009,83819.09,3.0439599999999998,7,5,6,1,2018
8791,507,7739868.79,383.07176,7675511.73,376.07902,64357.06,6.9927399999999995,,,459038.83,58.371669999999995,2262204.96,116.33247,2661076.82,117.84038000000001,1838939.03,68.0704,518609.15,22.45684,,,7,5,6,2,2018
8792,1052,24970873.16,688.48922,24853051.0,677.72893,117822.16,10.76029,,,218324.19,30.02145,1729373.7,85.12186,9256225.56,230.89251000000002,8794231.74,189.15771,4951416.75,130.56278,21301.22,22.73291,7,5,7,1,2018
8793,1381,23526667.47,960.24609,23260791.9,939.1440699999999,265875.57,21.10202,,,260346.93,34.05514,4410548.1,208.72678,12175774.92,429.07595999999995,5201501.73,180.0622,1437265.25,55.9102,41230.54,52.41581,7,5,7,2,2018
8794,4914,47679595.97,3014.41705,45918027.71,2807.10567,1761568.26,207.31138,6868.26,5.926830000000001,2809953.1,468.41235,11087309.32,800.1893200000001,13500694.46,733.64298,13052163.57,621.8031,6955499.82,335.74503,267107.44,48.69744,7,5,8,1,2018
8795,5801,38621852.13,3521.51762,37596792.55,3354.2600399999997,1025059.58,167.25758000000002,2851.29,4.0,2259086.89,451.4281,8913601.98,773.63712,11104818.88,898.4215199999999,10455494.26,850.1319300000001,5761415.87,518.28484,124582.96,25.61411,7,5,8,2,2018
8796,10600,190026058.86,8172.68562,187274528.45,8014.73676,2751530.41,157.94886,10557.85,9.177810000000001,3046174.18,446.00427,19749842.61,1117.76964,46401824.26,1816.8591800000002,58158296.55,2234.62937,60227083.28,2307.91508,2432280.13,240.33027,7,5,9,1,2018
8797,15196,233407431.92,11908.24617,230023819.16,11598.96155,3383612.76,309.28462,4393.25,2.82808,4975151.57,690.7391299999999,32268526.1,2074.4290300000002,57958227.09,2916.68186,75884048.16,3512.27095,61484310.0,2640.7274399999997,832775.75,70.56968,7,5,9,2,2018
8798,6175,35928781.5,3495.9998100000003,32366717.41,3038.2604899999997,3562064.09,457.73932,48311.47,50.48519,4123688.8,909.8033300000001,8390089.16,818.54746,8646484.26,683.0869299999999,8661608.41,608.41782,5913492.68,406.17674,145106.72,19.48234,7,5,10,1,2018
8799,7347,36273417.21,4663.55684,31388973.46,3923.32104,4884443.75,740.2358,50438.25,38.17192,3373215.16,887.8788400000001,8413286.18,1024.17733,10260625.93,1160.1435,9067807.67,1012.3624599999999,4935202.29,511.78598,172841.73,29.03681,7,5,10,2,2018
8800,5491,29653523.58,3126.30979,19660883.19,1322.80449,9992640.39,1803.5053,60580.76,44.93405,1622522.85,482.10017,5328295.85,688.61096,7255735.33,744.58416,8688535.48,702.1311400000001,6463043.0,434.42724000000004,234810.31,29.522070000000003,7,9,1,1,2018
8801,1801,6128153.61,1111.9801699999998,3501317.0,304.45435,2626836.61,807.5258200000001,17082.34,21.978170000000002,326561.95,183.3544,1111713.53,230.33846,1587801.81,300.1678,1986422.01,257.66235,1023940.59,107.43172,74631.38,11.04727,7,9,1,2,2018
8802,1506,49227436.63,1341.2845300000001,47697697.45,1261.78411,1529739.18,79.50041999999999,,,622095.75,41.9898,5442212.22,192.49335,11671422.15,354.61194,15097232.57,393.00965,15901333.89,349.19908,493140.05,9.98071,7,9,2,1,2018
8803,419,7136391.71,344.16132999999996,6920677.81,318.10615,215713.9,26.05518,,,142125.37,13.736,807340.48,50.01077,2782402.85,117.37292,2318114.22,111.39605,1047144.18,47.645590000000006,39264.61,4.0,7,9,2,2,2018
8804,28765,725932327.18,25117.16598,697098077.75,23507.67845,28834249.43,1609.48753,24720.16,20.36721,21482563.17,1505.72102,123441227.71,4918.12107,241825911.79,7856.32645,216159215.78,6559.22355,120170452.35,4067.9659,2828236.22,189.44078000000002,7,9,3,1,2018
8805,8803,164341470.66,7388.08632,158115233.36,6926.2011299999995,6226237.3,461.88519,11949.88,5.18858,4699066.19,416.827,34399555.2,1630.93004,61458286.77,2628.58711,45608143.08,1861.6116399999999,17445582.73,809.45778,718886.81,35.48417,7,9,3,2,2018
8806,11441,172482102.25,8363.01613,151028216.91,6937.354840000001,21453885.34,1425.66129,26106.91,14.93551,4108497.24,428.78514,22610949.75,1254.39877,53496524.6,2491.6051,55749589.51,2520.40235,35228544.57,1596.7646300000001,1261889.67,56.12463,7,9,4,1,2018
8807,2534,28416736.26,1726.08872,27525502.18,1633.19553,891234.08,92.89319,,,728501.08,92.86286,4835127.75,314.57638,10486525.89,582.3346700000001,8101505.04,488.53301,4050845.73,229.68072999999998,199314.37,15.101070000000002,7,9,4,2,2018
8808,20226,366176152.97,15958.591580000002,338986825.91,14099.02221,27189327.06,1859.56937,21257.13,20.87836,11639164.27,1246.56149,55646226.81,3027.4375800000003,101082839.35,4353.986989999999,115779934.67,4299.7087,78964787.35,2872.4548,3041943.39,137.56366,7,9,5,1,2018
8809,15799,185238411.0,12454.9028,179396921.91,11843.7011,5841489.09,611.2017,10345.69,11.39043,7701875.29,1216.5082,38427200.2,2753.32372,64764179.25,4059.3691200000003,53042299.27,3081.78592,20596211.02,1282.63104,696300.28,49.89437,7,9,5,2,2018
8810,1349,29300857.48,1055.66599,29060585.07,1036.72057,240272.41,18.945420000000002,1215.5,2.10242,1364085.18,147.48752,6229402.99,318.83217,8331820.7,272.79237,8438290.16,191.07967,4837049.89,118.6198,98993.06,4.75204,7,9,6,1,2018
8811,758,11745356.64,558.9514,11635571.48,548.98852,109785.16,9.96288,,,500094.35,78.62878,2882642.71,159.78838000000002,4120357.36,191.12684,2847901.9,87.82106999999999,1372787.48,39.58633,,,7,9,6,2,2018
8812,2967,65192081.17,1692.5500100000002,64645005.43,1641.68817,547075.74,50.86184,673.76,1.6522,621197.56,58.9656,4083358.58,152.66383000000002,18975731.22,429.06098,25647702.58,511.19122000000004,15779155.68,443.57260999999994,84261.79,95.44357,7,9,7,1,2018
8813,2969,49779615.38,1779.5404199999998,49138432.83,1715.50675,641182.55,64.03367,,,742075.64,78.33306999999999,6438830.38,307.90047000000004,22092271.17,643.34712,15534113.37,460.07882,4868886.69,197.31296,102418.13,90.56798,7,9,7,2,2018
8814,17494,209590346.67,10771.36908,198060285.64,9740.06411,11530061.03,1031.30497,21441.06,7.192310000000001,13972180.99,1768.73047,41277946.44,2489.2459,59923633.07,2737.84351,63653171.67,2530.10857,28957935.16,1182.68418,1784038.28,55.56414,7,9,8,1,2018
8815,17361,135357327.72,10482.80384,128219551.24,9472.95544,7137776.48,1009.8484,11009.3,8.619710000000001,5444695.46,1111.43461,25019066.74,2052.7859399999998,41923298.49,2899.60487,41833873.93,2859.28798,20554315.58,1493.01867,571068.22,58.05206,7,9,8,2,2018
8816,18165,352898394.4,13447.734069999999,347566728.88,13147.49948,5331665.52,300.23458999999997,20568.89,16.97939,5725495.31,792.64594,36448655.74,1845.5953100000002,74447691.6,2786.92204,113081725.11,3803.22494,117994558.22,3749.8044299999997,5179699.53,452.56202,7,9,9,1,2018
8817,32395,524368920.88,24442.753119999998,515454347.58,23669.38273,8914573.3,773.37039,21371.8,35.26641,9095678.35,1190.88508,72111491.67,4163.25523,120461711.93,5788.61605,174413217.05,7307.66468,146092531.83,5782.00329,2172918.25,175.06238000000002,7,9,9,2,2018
8818,10267,76889138.7,5758.31272,68667313.4,4954.3835,8221825.3,803.92922,128359.53,87.95855,7975207.34,1468.01291,18159555.32,1282.6009099999999,16918694.27,1117.26655,19059823.09,1049.92015,14148301.12,705.5072700000001,499198.03,47.04638,7,9,10,1,2018
8819,17656,103572022.37,10904.7319,88826009.35,9083.50821,14746013.02,1821.2236899999998,127054.23,131.5567,10079124.36,2185.43,24815258.11,2534.09062,28208302.39,2599.47355,26133655.75,2259.1584199999998,13643775.71,1144.2319,564851.82,50.79071,7,9,10,2,2018
8820,5372,28813021.88,3036.68805,20942016.96,2071.2524,7871004.92,965.43565,32617.26,34.6716,2049608.84,515.56116,6509239.47,710.93929,8845646.55,828.12324,7763917.51,675.72072,3459406.75,259.05298,152585.5,12.619060000000001,7,24,1,1,2018
8821,1381,5446781.74,787.82458,4557348.94,606.37895,889432.8,181.44563,2186.14,4.27779,249614.68,107.83478999999998,996584.36,145.33762,1691784.14,215.97852000000003,1645066.18,204.85883,830123.16,99.53703,31423.08,10.0,7,24,1,2,2018
8822,3411,96053683.69,2855.55271,94368338.52,2760.42335,1685345.17,95.12935999999999,,,1231258.46,88.61133000000001,8573871.81,357.45314,24837285.07,817.14003,26705017.64,834.29936,34452737.82,741.23963,253512.89,16.80922,7,24,2,1,2018
8823,503,10715982.06,428.24385,10565496.26,419.05152999999996,150485.8,9.19232,,,125979.9,12.09067,1225519.03,57.7402,3521499.0,147.03136999999998,3806154.54,141.59939,1969234.89,66.78222,,,7,24,2,2,2018
8824,16793,304005890.0,13614.46676,294596457.48,13003.25605,9409432.52,611.21071,9590.71,8.36364,10534377.09,988.81152,64154423.83,3266.0271199999997,99197626.84,4213.59833,82751455.47,3253.87633,45573151.44,1811.1299199999999,1785264.62,72.6599,7,24,3,1,2018
8825,5741,77881448.73,4637.86328,75890253.7,4445.14242,1991195.03,192.72086000000002,2056.36,7.7222100000000005,2344126.18,298.21074,18888562.29,1103.76022,27484196.76,1439.25776,18922044.73,1138.6276300000002,10040533.06,625.62238,199929.35,24.66234,7,24,3,2,2018
8826,14527,186731064.74,10044.24215,178206624.08,9348.25111,8524440.66,695.99104,14175.79,4.38011,4069390.83,458.35058,29002750.88,1800.86719,59869460.57,3113.58741,59450263.09,2967.42068,33498480.43,1650.31413,826543.15,49.32205,7,24,4,1,2018
8827,2652,27075086.83,1723.51158,26511258.25,1651.51607,563828.58,71.99551,,,649289.56,87.30533,3857231.11,291.91112999999996,9822284.6,575.7466599999999,8417685.39,505.96249000000006,4094111.37,242.92295,233713.54,18.66302,7,24,4,2,2018
8828,25083,382909380.43,19819.83142,370779698.35,18727.4048,12129682.08,1092.42662,42312.68,18.27555,11200710.71,1391.55283,67485177.78,4240.90958,109401419.61,5509.168570000001,113009172.71,5238.68616,79304445.78,3318.01042,2466141.16,103.22831,7,24,5,1,2018
8829,19479,208077179.35,15331.334490000001,203788568.34,14790.37912,4288611.01,540.95537,17120.26,10.95801,7603262.28,1239.9025900000001,45844554.05,3688.44055,73670590.66,5064.59034,57135806.22,3798.8911700000003,23275489.9,1467.16381,530355.98,61.38802,7,24,5,2,2018
8830,2115,46684655.65,1664.74088,46318500.34,1642.7214800000002,366155.31,22.0194,1472.47,2.3077400000000003,1624296.87,168.74501,8062636.65,437.66885999999994,9725531.88,388.26136,17918381.79,422.47402,9108387.12,235.04717000000002,243948.87,10.23672,7,24,6,1,2018
8831,1338,19916683.58,987.2950199999999,19793292.03,974.46774,123391.55,12.82728,45.5,0.31054,823072.64,118.24628999999999,4019346.34,269.57221,5557105.97,283.77477000000005,5939724.5,199.76086999999998,3514058.05,110.63033999999999,63330.58,5.0,7,24,6,2,2018
8832,4039,71500240.0,2306.29543,71183911.64,2272.59073,316328.36,33.7047,,,734293.49,93.91068,6347849.69,318.83668,23062886.51,676.51121,27964753.95,715.29025,12997013.6,405.06367,393205.14,95.68294,7,24,7,1,2018
8833,4342,63236929.65,2580.23492,62742915.87,2537.0981100000004,494013.78,43.13681,,,820388.3,98.58605,7792564.88,485.94437999999997,29505242.29,1014.91127,19310647.41,594.38351,5575987.29,263.91147,232099.48,122.49824,7,24,7,2,2018
8834,16056,211093013.85,10769.61535,206658755.42,10372.23266,4434258.43,397.38268999999997,6951.22,11.54502,6356212.3,1031.48859,29362089.06,2186.9867,43431924.79,2389.24111,92592752.84,3240.64591,38558456.92,1834.6226100000001,784626.72,75.08541,7,24,8,1,2018
8835,19439,146199382.26,12480.15464,143780500.07,12069.30231,2418882.19,410.85233,1383.97,8.626489999999999,4900026.8,1013.00264,27965369.03,2593.2966300000003,45966158.7,3631.25249,42559396.02,3288.34822,24296936.18,1880.39635,510111.56,65.23182,7,24,8,2,2018
8836,26294,532193904.33,20655.37983,528289473.12,20427.096230000003,3904431.21,228.2836,12550.02,6.861160000000001,7676296.68,1075.42368,64217321.64,3322.6343,133166053.36,5156.11916,166320922.85,5777.14732,153353605.7,4945.64985,7447154.08,371.54436,7,24,9,1,2018
8837,39510,670394562.44,30614.342239999998,664167250.97,30074.75673,6227311.47,539.58551,7404.9,7.503310000000001,8954929.86,1253.56909,89014818.37,5181.208439999999,165035826.26,7617.103859999999,221886308.94,9258.65725,181951890.87,7072.18448,3543383.24,224.11581,7,24,9,2,2018
8838,13562,83017161.66,7440.18745,76604250.83,6695.7712,6412910.83,744.41625,72260.51,57.59516,9062295.93,1844.54467,21257902.48,1961.67723,21759941.57,1597.24963,19400887.16,1246.43912,10851400.77,684.86959,612473.24,47.81205,7,24,10,1,2018
8839,20416,105269041.08,12157.19549,96076148.51,10869.90711,9192892.57,1287.28838,91525.17,69.60165,10331467.47,2267.25178,27788006.3,3195.78869,29243577.39,2947.35296,24494749.29,2383.91063,12836262.94,1227.84903,483452.52,65.44075,7,24,10,2,2018
8840,2176,19977898.32,1500.3782,15899291.84,1104.19334,4078606.48,396.18486,38150.11,15.520579999999999,1161432.37,191.08057,3184250.54,277.00862,4910166.37,353.08814,6300486.53,402.51077999999995,4138877.62,241.37355,244534.78,19.79596,7,34,1,1,2018
8841,487,4503956.43,372.99917999999997,3949454.82,295.10771,554501.61,77.89147,3082.79,2.79243,142788.12,29.34514,649638.84,60.61206,1317941.52,110.24701,1470156.99,107.38158,886821.33,58.12137,33526.84,4.49959,7,34,1,2,2018
8842,866,20123861.27,709.65021,19977865.39,700.57588,145995.88,9.07433,,,219228.08,21.4929,1986689.69,81.50674000000001,3982773.49,138.63179,6823393.65,245.36385,7070674.16,219.0937,41102.2,3.56123,7,34,2,1,2018
8843,314,4264996.27,256.91991,4246664.42,255.0424,18331.85,1.8775099999999998,,,122868.06,17.42839,675572.42,42.77753,1224646.39,64.94274,1482809.13,81.47739,735252.26,47.293859999999995,,,7,34,2,2,2018
8844,9776,207802170.38,8343.750259999999,203422425.86,8077.634609999999,4379744.52,266.11565,5691.0,4.0,8227937.22,584.5659099999999,45770745.0,2040.42382,71111680.68,2638.27145,49882607.57,1747.7617,32321027.49,1298.33394,482481.42,30.393440000000002,7,34,3,1,2018
8845,3580,58424915.15,2957.28676,57540571.71,2867.03069,884343.44,90.25607,,,1910492.37,177.5131,14505114.18,777.47911,22401512.07,1066.05206,12163691.37,603.01007,7359838.51,321.65389,80617.48,8.57853,7,34,3,2,2018
8846,4111,57491038.72,3043.46981,55168706.47,2847.87462,2322332.25,195.59519,15411.01,6.0,1190210.97,129.13835,8294533.67,489.05727,16424042.74,818.8384900000001,18480605.31,969.93875,12674398.97,616.70706,411836.05,13.78989,7,34,4,1,2018
8847,782,7424699.56,483.84109000000007,7268791.77,466.20472,155907.79,17.63637,,,188843.2,25.26302,1480309.06,104.65413000000001,2552874.3,159.04733000000002,1916951.51,113.78166,1274634.93,78.64791,11086.56,2.4470400000000003,7,34,4,2,2018
8848,8652,134845362.4,6977.52094,128896868.37,6513.14549,5948494.03,464.37545,18634.96,8.0,4268972.39,467.29010999999997,21840636.61,1309.38744,34728191.4,1736.6195699999998,41945451.6,1934.90187,30418117.97,1367.7444,1625357.47,153.57755,7,34,5,1,2018
8849,6175,64773312.7,4732.260920000001,62960085.22,4527.37525,1813227.48,204.88567,18322.03,9.9761,2965772.42,441.0625,15643761.73,1184.42876,20575426.24,1448.1452,17741476.34,1180.2111,7705875.45,457.93685,122678.49,10.50041,7,34,5,2,2018
8850,632,12593247.32,478.32275,12511386.77,472.02124000000003,81860.55,6.3015099999999995,,,645733.76,61.748259999999995,2570015.51,134.0872,3015301.47,103.55741,3619920.51,101.98791999999999,2620255.65,70.18981,122020.42,6.75215,7,34,6,1,2018
8851,330,4437631.71,227.66134,4430206.88,226.55019,7424.83,1.11115,,,186270.82,28.72418,1347232.96,84.99757,1466619.59,59.9321,894663.2,35.46696,491421.82,16.54053,,,7,34,6,2,2018
8852,1219,23250808.41,673.34802,23217553.76,667.41485,33254.65,5.93317,586.72,0.11189,193348.06,22.37305,1837601.94,69.8571,6817812.61,181.234,7358180.64,178.35338000000002,6791758.99,192.21218000000002,251519.45,29.20642,7,34,7,1,2018
8853,1212,14948474.4,610.0260599999999,14907374.06,602.47479,41100.34,7.55127,,,163073.13,20.54634,2311622.8,109.00033,6224124.87,213.2223,4205109.78,149.40865,1976781.47,79.83218000000001,67762.35,38.016259999999996,7,34,7,2,2018
8854,7967,81705000.9,4890.91145,79656354.51,4678.47383,2048646.39,212.43762,2132.51,2.41715,6295889.84,801.99695,19282852.37,1259.96323,21775720.72,1178.15695,22801682.84,1052.78262,11130109.27,561.85285,416613.35,33.7417,7,34,8,1,2018
8855,8354,61550923.6,5143.59937,60261428.82,4952.03952,1289494.78,191.55985,5603.04,2.70879,3503180.79,578.5243,14086922.38,1134.86553,16867610.59,1315.83778,17064682.58,1291.95202,9732113.63,782.10909,290810.59,37.601859999999995,7,34,8,2,2018
8856,8904,169036953.31,6762.523759999999,167859247.11,6682.73568,1177706.2,79.78808000000001,15859.16,14.8923,2327475.52,361.07038,16415009.08,932.0726900000001,36708832.26,1464.5397,57442434.53,2021.31205,53574515.2,1837.9602399999999,2552827.56,130.6764,7,34,9,1,2018
8857,15121,243219407.8,11646.86482,240938466.22,11409.71084,2280941.58,237.15398,16804.81,16.0,4727632.84,629.7213,30810687.76,1922.54798,57513452.93,2774.34161,79595142.23,3384.5869,69644385.66,2826.6141199999997,911301.57,93.05291,7,34,9,2,2018
8858,4338,27664148.64,2439.12456,25728381.4,2209.93052,1935767.24,229.19404,16256.95,31.05808,2619177.16,597.24356,6410158.64,573.6358299999999,6002867.89,440.06245,6858233.63,452.08712,5562507.57,324.53226,194946.8,20.50526,7,34,10,1,2018
8859,6595,35603974.21,4096.54051,31914435.42,3583.46381,3689538.79,513.0767,30514.48,48.52268,3422317.28,802.87173,8189678.0,936.6369800000001,9420889.8,951.23189,8725647.0,844.7236300000001,5675912.09,491.25019000000003,139015.56,21.30341,7,34,10,2,2018
8860,4452,38594671.13,2940.9236300000002,35495217.62,2557.74717,3099453.51,383.17646,27083.44,5.4398,1993202.71,270.04467999999997,5773949.99,529.8285599999999,10583284.49,736.06841,12235234.6,861.4547,7477156.85,503.47020999999995,504759.05,34.61727,7,37,1,1,2018
8861,1034,7645091.99,734.15844,7243512.74,651.41607,401579.25,82.74237,,,275564.95,54.8861,1412246.36,152.39246,2196760.28,204.16621,2511945.87,216.75537999999997,1065488.17,93.70606,178732.39,10.25223,7,37,1,2,2018
8862,1670,37895692.96,1459.3364800000002,37456328.79,1439.93857,439364.17,19.39791,,,347965.79,45.17747,4931978.42,220.63381,9941933.7,383.73407000000003,12173424.94,454.75381,10153054.87,345.33279,347335.24,9.70453,7,37,2,1,2018
