,M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER
8684,40487,1037465713.44,34986.1396,1022371057.96,34288.523310000004,15094655.48,697.61629,109602.23,21.68794,14240800.55,1172.1444199999999,154941702.77,6361.741120000001,365862390.81,11899.88525,302358955.0,8886.11866,192907834.28,6319.06306,7044427.8,325.49915,3,33,3,1,2018
8685,10259,184334224.79,8426.480759999999,180325665.32,8183.10372,4008559.47,243.37704,32274.84,7.9314800000000005,2863483.83,391.70052999999996,31312556.68,1720.57672,78689280.69,3151.43687,50419417.87,2111.9351899999997,19942368.26,966.4811,1074842.62,76.41887,3,33,3,2,2018
8686,32157,483549188.53,23356.21715,464066672.8,21938.29003,19482515.73,1417.9271199999998,38928.17,19.35221,9495812.11,976.7389199999999,70483144.04,4035.90924,170403643.13,8098.39748,152643599.35,6695.08525,75036509.3,3268.24348,5447552.43,262.49057,3,33,4,1,2018
8687,6522,79626242.52,4409.96575,78815637.75,4310.31821,810604.77,99.64754,19843.92,5.83104,1232140.21,160.84043,12285317.82,789.09958,29634248.17,1508.66272,24457796.16,1247.91132,11126609.28,647.01619,870286.96,50.60447,3,33,4,2,2018
8688,50285,884415909.27,40959.47244,864458722.7,39378.43983,19957186.57,1581.03261,71107.79,36.0443,20201602.12,2570.5121,125182442.82,7822.79788,267994675.21,12269.554259999999,280678013.18,11138.56073,183798165.15,6877.45618,6489903.0,244.54699,3,33,5,1,2018
8689,45226,526215715.32,36779.13338,517938889.21,35923.76534,8276826.11,855.3680400000001,40780.33,21.30174,15236833.98,2593.33974,99777731.2,8120.52028,205031174.79,13503.33553,144902206.94,8787.97813,59171118.53,3586.65039,2055869.55,166.00757,3,33,5,2,2018
8690,5858,123951266.6,4495.26945,122345783.93,4424.58011,1605482.67,70.68934,5876.01,6.12943,3130090.32,388.05566,23018848.07,1164.53795,37689412.29,1430.61194,41732233.73,1055.40881,17689302.02,433.2061,685504.16,17.31956,3,33,6,1,2018
8691,3440,51590237.67,2608.76341,51222609.47,2573.54537,367628.2,35.21804,4296.66,6.58102,1883279.67,230.41045,11848500.62,741.89778,19071452.48,926.24412,13337801.93,503.61481,5297346.05,193.01523,147560.26,7.0,3,33,6,2,2018
8692,7461,155319960.18,4359.76842,154459500.61,4300.7683,860459.57,59.000119999999995,5961.4,0.60182,767289.55,130.92899,9147437.56,415.16047000000003,46016236.2,1210.9715800000001,53789982.82,1221.38282,44858436.05,1124.0284900000001,734616.6,256.69425,3,33,7,1,2018
8693,7704,126896665.72,4667.545770000001,126293218.26,4610.32766,603447.46,57.218109999999996,,,764301.03,151.66727,14108280.81,712.72985,55835707.24,1766.58751,41290751.14,1217.6366699999999,14522439.28,561.79827,335791.73,256.1262,3,33,7,2,2018
8694,38675,582216216.06,27537.23279,570552656.06,26679.26526,11663560.0,857.9675300000001,81940.76,34.77235,16556436.42,2357.6243,103867914.85,6145.60459,183801675.64,8203.717859999999,182363463.35,6990.17987,91905849.31,3678.97411,3638935.73,126.35971,3,33,8,1,2018
8695,40752,374414476.34,27261.441539999996,367457899.38,26435.00215,6956576.96,826.43939,65719.92,43.65457,9520462.15,2012.14912,62371041.02,4902.51327,123063769.99,8298.851690000001,115680155.19,7554.86965,62034207.73,4228.60206,1679120.34,220.80118,3,33,8,2,2018
8696,51518,958966596.35,34567.35714,948349293.85,33937.16633,10617302.5,630.1908099999999,225767.5,32.64464,11818181.94,1803.73397,93256614.76,5044.54015,226496789.97,8344.58242,307390410.63,9895.99494,302689702.98,8900.839390000001,17089128.57,545.02163,3,33,9,1,2018
8697,79303,1491901043.24,63709.71102,1478833984.99,62567.84251,13067058.25,1141.86851,12846.73,26.51645,19141384.37,2660.78285,181318788.83,10591.16389,370099813.36,16521.16607,482388020.15,18380.79551,430096075.26,15094.55691,8844114.54,434.72934000000004,3,33,9,2,2018
8698,35818,258332436.12,21110.2123,236872839.9,18967.6578,21459596.22,2142.5545,258940.49,190.26381999999998,23100594.2,4127.3244,56363686.2,5168.15574,68555860.55,5151.57916,69391977.03,4102.23558,38523559.54,2232.92685,2137818.11,137.72675,3,33,10,1,2018
8699,49277,267908521.34,31238.4178,246552540.28,28121.22904,21355981.06,3117.18876,194974.9,232.1837,20100023.77,4803.63287,61440393.37,7479.0167599999995,78918284.38,8353.93951,67644383.54,6694.03204,37983261.56,3464.2326299999995,1627199.82,211.38029,3,33,10,2,2018
8700,6581,46957850.19,3672.34216,32479379.57,2080.48933,14478470.62,1591.85283,36436.16,18.63935,2505028.34,336.296,9154824.64,753.74633,16657044.61,1187.41921,12809231.43,956.49289,5351581.24,389.29559,443703.77,30.452790000000004,4,7,1,1,2018
8701,1356,12131656.39,928.1665300000001,10103437.3,675.41142,2028219.09,252.75511,10430.27,7.51806,543449.72,86.94283,2214117.49,190.0915,4731325.32,310.53274,3310280.99,236.27811,1236202.64,89.74459,85849.96,7.0587,4,7,1,2,2018
8702,5462,171276898.22,4767.319570000001,167601637.91,4557.10474,3675260.31,210.21482999999998,126552.37,9.09855,1666856.2,153.41903,14290927.2,571.65269,45452583.56,1344.07847,70813597.25,1674.46136,38377650.92,971.22464,548730.72,43.38483,4,7,2,1,2018
8703,1133,30627814.87,1007.07699,30064627.91,977.8262199999999,563186.96,29.250770000000003,,,342537.91,30.631590000000003,3018543.04,127.60852,9764905.99,342.06575,11908513.95,348.26627,5370922.74,143.67982,222391.24,14.82504,4,7,2,2,2018
8704,20823,342330369.78,16647.15356,294675001.44,14010.02445,47655368.34,2637.1291100000003,268891.6,113.70792,16640181.94,1692.4376,57533454.37,3330.9387100000004,103592842.54,4735.00245,104758135.96,4290.5245,55234519.87,2311.8770600000003,4302343.5,172.66532,4,7,3,1,2018
8705,9807,119203978.88,7650.16475,105625015.15,6666.99036,13578963.73,983.17439,41699.72,30.7722,5562545.45,746.15437,21291769.94,1448.46261,35616734.65,2126.6441,37445308.05,2102.96024,18209576.85,1125.8746199999998,1036344.22,69.29661,4,7,3,2,2018
8706,68019,803887980.59,45996.81015,615617951.69,32454.318960000004,188270028.9,13542.49119,567893.54,140.02898000000002,36805129.82,3590.9836,139640051.59,9050.35792,271041654.97,15033.229669999999,239697494.04,12268.710340000001,109374853.26,5583.747829999999,6760903.37,329.75181000000003,4,7,4,1,2018
8707,14015,165372196.86,10153.7826,130887503.03,7822.797009999999,34484693.83,2330.98559,77765.74,36.75841,6652329.88,741.7104099999999,32262664.1,2139.65449,54431269.27,3138.12558,46598255.65,2646.15075,22832019.94,1319.49149,2517892.28,131.89147,4,7,4,2,2018
8708,79208,1269837617.0,61055.53992999999,1150882544.94,52832.01013,118955072.06,8223.5298,1030836.31,334.12726000000004,67398287.45,7678.432309999999,221613797.17,13316.63997,381290972.43,16934.94539,383257883.6,14610.832840000001,205303925.84,7689.124709999999,9941914.2,491.43745,4,7,5,1,2018
8709,68425,782011882.04,52072.56819,688633356.57,44238.37071,93378525.47,7834.19748,703455.37,287.24676,63934680.36,8274.02087,176943215.11,12446.86475,248793992.59,14711.16246,202370399.24,11208.22534,85609227.27,4845.99189,3656912.1,299.05612,4,7,5,2,2018
8710,7519,145502533.03,5076.01226,134541318.53,4573.54529,10961214.5,502.46697,28330.28,37.83127,6442941.04,652.99103,34535185.67,1403.65547,43443031.68,1459.4263,42501574.09,1010.33428,17743702.83,470.27597000000003,807767.44,41.49794,4,7,6,1,2018
8711,4470,60684302.71,2780.09499,53717185.55,2376.74522,6967117.16,403.34977000000003,24813.83,31.47555,2931206.33,332.11876,14654179.96,766.7701900000001,20938018.19,876.5178199999999,16869030.46,555.84826,5221017.97,204.90471000000002,46035.97,12.4597,4,7,6,2,2018
8712,10532,203129223.98,5163.35679,197328617.54,4805.13264,5800606.44,358.22415,11178.05,4.16834,1938617.2,186.27952,12213466.23,533.84582,59603828.93,1445.1852800000001,77587481.04,1568.171,50592878.68,1206.4411699999998,1181773.85,219.26566,4,7,7,1,2018
8713,12467,176732296.17,6086.01327,168972095.66,5595.9458,7760200.51,490.06747,16603.24,2.77073,2327518.42,241.02122000000003,20209537.89,943.31351,73947649.9,2205.75163,60858328.03,1680.1819699999999,18818486.23,818.2288599999999,554172.46,194.74535,4,7,7,2,2018
8714,48369,615742015.22,30669.433530000002,513102706.24,24088.7136,102639308.98,6580.719929999999,370122.67,308.83119,35503570.2,4936.62726,132333877.0,7856.140009999999,188372920.19,8093.36543,167682475.64,6157.63045,84454085.81,3040.0644899999998,7024963.71,276.7747,4,7,8,1,2018
8715,59091,561152102.29,37472.705819999996,458828928.45,29470.40898,102323173.84,8002.296840000001,193930.12,277.98098999999996,34864508.44,5234.42689,126231315.94,8536.57296,180704044.55,10318.7226,149317092.07,8522.15302,66795828.35,4326.23635,3045382.82,256.61301000000003,4,7,8,2,2018
8716,47671,1081118229.36,34658.89522,1051525911.27,33183.763510000004,29592318.09,1475.1317099999999,151704.14,38.95966,14993137.91,1837.35412,150443626.82,6402.74585,334064314.44,10556.76403,327811423.18,8955.86235,241935133.0,6437.24223,11718889.87,429.96698,4,7,9,1,2018
8717,81403,1595057624.47,62170.37825,1541663103.58,58602.365529999995,53394520.89,3568.01272,211825.9,90.57696,40195927.16,4160.2053,283690212.7,13862.80574,505501484.57,18644.068069999998,467167627.52,15385.5518,292336133.24,9658.89741,5954413.38,368.27297000000004,4,7,9,2,2018
8718,105777,1090757854.01,70170.13689,804985870.53,47186.89727,285771983.48,22983.23962,2030558.61,784.60749,106607003.15,12639.17949,248554151.77,17606.27721,298122549.37,17445.58387,260244375.78,13202.98004,163934140.28,7902.706259999999,11265075.05,588.8025299999999,4,7,10,1,2018
8719,110255,970298933.9,76634.04878,716299748.52,52652.138810000004,253999185.38,23981.90997,1400149.13,661.90034,92765405.76,12696.76779,229614300.88,18647.85586,271704773.56,19347.40927,235184288.27,15886.384180000001,133431076.74,8890.950340000001,6198939.56,502.781,4,7,10,2,2018
8720,6154,42188119.17,3960.1925,34052301.22,2957.5718100000004,8135817.95,1002.6206900000001,56458.12,11.570319999999999,2378380.47,381.92021,8106828.93,837.17531,12658882.26,1143.71075,13036070.7,1117.8746,5514341.51,433.98067000000003,437157.18,33.960640000000005,5,35,1,1,2018
8721,2261,13907120.69,1601.8602,11929997.85,1316.69344,1977122.84,285.16676,6548.76,3.87011,640244.9,114.83299,2311231.16,290.18581,4698751.47,512.46514,4469814.76,490.42240999999996,1532896.03,175.76256999999998,247633.61,14.32117,5,35,1,2,2018
8722,4731,107338633.17,4053.45534,104280947.44,3866.9388299999996,3057685.73,186.51651,48830.95,3.9453,1513389.24,142.77543,10381456.83,560.85738,30277041.9,1215.87498,41270632.25,1389.10115,23379245.19,707.5276700000001,468036.81,33.37343,5,35,2,1,2018
8723,1913,27813959.14,1481.1034,25575654.98,1341.67281,2238304.16,139.43059,,,611078.27,69.24517,3967396.42,262.95192000000003,9143238.82,482.64797000000004,10324535.23,474.05464000000006,3523120.02,175.15911,241390.82,16.04459,5,35,2,2,2018
8724,16640,263098193.42,13512.47421,248375040.05,12454.58624,14723153.37,1057.88797,71498.29,15.88995,8052685.42,969.4068599999999,41298949.32,2662.97433,80386032.1,4045.0939700000004,88507625.11,3921.10766,41557081.53,1734.45826,3224321.65,163.54318,5,35,3,1,2018
8725,7214,78817851.04,5557.75116,74610714.28,5155.53262,4207136.76,402.21854,72167.88,8.478439999999999,3329518.27,560.8716599999999,16861046.14,1322.17092,28403440.95,1767.83708,21573853.48,1340.2866800000002,8026558.48,506.61815,551265.84,51.48823,5,35,3,2,2018
8726,51740,522230304.9,34650.22881,479249288.84,31087.322,42981016.06,3562.90681,174797.77,37.86763,18007476.87,2307.02942,78991203.16,6095.11214,169936564.38,10810.244990000001,180151023.13,10936.9058,69764714.02,4205.4145,5204525.57,257.65432999999996,5,35,4,1,2018
8727,18208,155415321.11,12330.89164,137781040.65,10892.12876,17634280.46,1438.76288,15745.3,5.77626,6281758.17,887.72069,28489170.58,2458.61071,50837997.05,3733.3569799999996,48760431.67,3648.08765,19018028.52,1472.0207,2012189.82,125.31865,5,35,4,2,2018
8728,85688,1194062626.84,66758.98777,1119632773.36,60783.34436,74429853.48,5975.643410000001,340687.53,91.74287,49084408.85,6745.00141,215065360.05,15744.732109999999,355390993.44,18508.47331,385795956.16,17330.901530000003,174641145.39,7701.619390000001,13744075.42,636.51715,5,35,5,1,2018
8729,74703,736865296.07,56791.81096,681544419.64,51129.970689999995,55320876.43,5661.840270000001,239715.37,91.4537,51944359.58,8081.348309999999,190578543.18,16500.30317,251518923.37,17093.0579,182770280.79,11204.672620000001,56590770.32,3588.13211,3222703.46,232.84315,5,35,5,2,2018
8730,5057,87526802.6,3522.94471,83532532.57,3221.5756100000003,3994270.03,301.3691,15287.99,17.66306,2811099.13,383.71162999999996,14712160.68,876.67431,21107350.83,912.33557,36843532.53,933.7624199999999,11679584.23,339.5987,357787.21,59.19902,5,35,6,1,2018
8731,3188,37787458.67,2112.80114,34681909.35,1817.1831100000002,3105549.32,295.61803,38610.41,24.52773,1805977.7,315.44317,7881144.43,592.5588700000001,11349527.0,583.60593,12601107.03,441.02994,4025925.27,147.3338,85166.83,8.3017,5,35,6,2,2018
8732,7966,145997027.69,4199.63848,141450416.32,3890.5569600000003,4546611.37,309.08152,2944.84,2.12359,1663922.84,172.86539,8423792.78,489.46020999999996,44954041.96,1225.28186,54896302.44,1262.98665,35271244.19,818.0090700000001,784778.64,228.91171,5,35,7,1,2018
8733,9739,148049280.57,5451.372829999999,142412530.38,5082.886570000001,5636750.19,368.48626,5733.6,0.98083,1772781.64,196.99106,15114153.84,897.66702,69047729.8,2134.5945,47746491.87,1451.95439,13911929.04,552.36001,450460.78,216.82502000000002,5,35,7,2,2018
8734,44886,413429413.33,27167.51502,379950899.98,24141.76687,33478513.35,3025.74815,138003.43,95.76948,22657362.92,4073.35267,84367935.2,7086.15403,127227532.63,7161.701529999999,123373672.17,6141.91644,51805574.47,2446.66414,3859332.51,161.95673,5,35,8,1,2018
8735,51126,374007596.1,31390.12151,338702893.9,28130.902110000003,35304702.2,3259.2194,53388.03,76.51655,19051500.95,3934.4111399999997,79645293.19,7211.8085,123182177.03,9020.6656,110797581.08,7962.54277,39547151.0,3029.29073,1730504.82,154.88622,5,35,8,2,2018
8736,53451,1197277394.45,42519.711039999995,1175294317.52,41327.78901,21983076.93,1191.9220300000002,193623.49,37.25111,13928037.67,1767.51323,148697583.2,7133.71968,357780443.98,12562.1044,380374278.77,12215.15184,284337867.08,8348.34149,11965560.26,455.62929,5,35,9,1,2018
8737,77682,1440564992.51,61506.90953,1406088012.77,59203.44723,34476979.74,2303.4623,96985.13,22.02298,23189450.01,2935.18762,205001544.92,11500.48992,410861432.21,17333.27895,499569788.69,18873.88494,295310156.61,10353.368690000001,6535634.94,488.67643,5,35,9,2,2018
8738,83894,781163900.25,53983.85204,604558138.63,39734.548310000006,176605761.62,14249.303730000001,597789.5,197.17668,61917452.05,7752.42376,181316120.12,13420.140459999999,216587949.1,14158.178569999998,213976433.18,12419.29193,101431166.73,5699.386079999999,5336989.57,337.25456,5,35,10,1,2018
8739,74449,595884626.11,49487.37744,474743871.16,37941.58257,121140754.95,11545.79487,335276.03,140.37341999999998,45305275.75,7087.9481,143516718.78,12844.25316,178817433.75,13473.48995,165055859.24,11511.063909999999,60766582.87,4230.95406,2087479.69,199.29484,5,35,10,2,2018
8740,7485,63323690.71,5419.35138,54759723.42,4525.77974,8563967.29,893.57164,37541.34,6.0303,2834569.72,416.29516,11601791.91,1103.78025,18324356.81,1539.86788,19521702.41,1562.18964,10207405.02,738.07955,796323.5,53.1086,5,38,1,1,2018
8741,2880,21156602.6,2127.0975,18401495.39,1815.80033,2755107.21,311.29717,,,735588.08,132.98651,3114566.86,348.95431,7205671.13,689.227,6515606.82,619.1952,3309764.65,314.4407,271269.28,21.293779999999998,5,38,1,2,2018
8742,2842,68333319.85,2479.17829,67337734.86,2414.78521,995584.99,64.39308,,,348715.13,53.41276,5659442.93,296.18894,20873787.92,775.0045299999999,25621494.24,879.33964,15502380.7,458.99636,310803.49,14.23606,5,38,2,1,2018
8743,970,17736716.87,827.77703,16568809.53,767.5235299999999,1167907.34,60.2535,,,369259.18,42.4326,2181567.84,141.1995,6578589.8,289.38256,6197207.55,239.50177000000002,2283966.97,102.22327,125805.5,12.03733,5,38,2,2,2018
8744,14755,219900884.74,11897.159759999999,209300274.65,10991.91596,10600610.09,905.2438,82144.46,18.781489999999998,6355714.04,779.19916,33317852.99,2354.20401,70589613.8,3681.84801,73654595.84,3392.1399899999997,33951589.37,1562.13218,1949374.24,108.85491999999999,5,38,3,1,2018
8745,5836,65186030.01,4558.10897,61572448.12,4142.0131200000005,3613581.89,416.09585,2509.97,5.0856699999999995,2326388.69,386.11311,13209578.3,1042.30837,23342978.95,1499.1215,18391577.37,1102.91006,7475995.94,481.59222,437000.79,40.97804,5,38,3,2,2018
8746,47138,461337536.08,32109.84068,425896446.53,28883.32871,35441089.55,3226.51197,168375.6,32.60286,15786550.88,2046.5328,74855886.56,5957.455779999999,158159590.15,10519.93651,151377190.12,9722.70261,56162369.77,3613.57551,4827573.0,217.03461000000001,5,38,4,1,2018
8747,13900,125849337.53,9596.38653,107637101.35,8040.7628700000005,18212236.18,1555.62366,11984.11,4.68781,4698013.76,674.68105,23239289.62,2039.2456100000002,44496382.53,3229.95304,38684396.14,2633.6613199999997,13247514.56,930.65351,1471756.81,83.50419000000001,5,38,4,2,2018
8748,72710,911040920.3,56133.830089999996,855366068.19,50900.55308,55674852.11,5233.27701,158001.34,68.32082,35824933.08,5181.38704,171175694.82,13321.09013,289600573.87,16769.024409999998,284729329.23,14230.48204,120839203.59,6111.941339999999,8713184.37,451.58430999999996,5,38,5,1,2018
8749,64442,592519959.06,48589.19482,543777168.16,43132.73518,48742790.9,5456.45964,135117.26,74.19638,37679091.11,6057.43866,154601933.7,14013.2497,210579307.62,15378.5278,144106981.03,9769.61957,42695885.79,3075.76605,2721642.55,220.39666,5,38,5,2,2018
8750,6564,80219925.37,3947.099,72611341.53,3437.5103700000004,7608583.84,509.58862999999997,109809.81,38.48056,3085351.46,461.18024,17556334.25,1111.81162,23767650.28,1173.28674,25361168.28,818.46009,10112723.1,312.28918,226888.19,31.59057,5,38,6,1,2018
8751,3763,36084492.96,2332.96572,31307419.58,1952.0956800000001,4777073.38,380.87004,5517.51,27.392879999999998,1673147.94,329.68351,9456787.32,698.87398,12066742.83,712.4439,9387572.71,394.95881,3411322.44,153.29861,83402.21,16.31403,5,38,6,2,2018
8752,6088,118256557.35,3367.1025,115048683.19,3164.2327800000003,3207874.16,202.86972,759.9,0.07194,909639.66,113.2635,7047103.45,401.7655,39785307.88,1031.5135599999999,41916290.38,955.66619,28094905.06,660.76022,502551.02,204.06159,5,38,7,1,2018
8753,7099,122056427.05,4126.30737,118244368.38,3867.8327799999997,3812058.67,258.47459,2644.46,0.1974,1186231.85,146.77428,13693790.8,760.8268,59171239.38,1644.08046,36140755.91,975.99406,11573259.11,410.93776,288505.54,187.49661,5,38,7,2,2018
8754,39968,384689029.88,24558.14683,349358823.46,21683.23719,35330206.42,2874.90964,93106.47,51.87389,17675604.63,3155.30096,74455421.67,6070.47478,114937578.94,6778.54252,119711873.27,5816.96342,54785173.89,2510.37986,3030271.01,174.6114,5,38,8,1,2018
8755,43996,309540303.05,26334.83073,275841343.11,23182.24352,33698959.94,3152.58721,38050.73,48.52305,14281595.13,2974.13073,64442936.56,5963.68036,99354695.17,7492.119320000001,89998271.82,6685.8228899999995,39620252.55,2985.6601600000004,1804501.09,184.89422,5,38,8,2,2018
8756,49540,1034736338.36,38389.948580000004,1015821713.28,37362.916639999996,18914625.08,1027.03194,100316.8,24.25368,12225311.21,1750.0041199999998,120782861.74,6135.44086,292794472.12,10809.016090000001,327666564.93,10958.5475,266339195.18,7991.79401,14827616.38,720.89232,5,38,9,1,2018
8757,75985,1405802713.0,60505.575020000004,1374546751.85,58313.499879999996,31255961.15,2192.07514,127971.17,21.42395,24247946.3,2967.2611899999997,206193149.49,11405.773459999999,391378282.47,16822.51635,474361074.23,18011.637069999997,301071321.66,10614.58186,8422967.68,662.3811400000001,5,38,9,2,2018
8758,67801,554447953.38,42999.34293,439378342.62,32042.740260000002,115069610.76,10956.60267,409780.15,130.58448,43496066.31,6505.42433,128955833.31,11312.78805,157486619.65,11258.95987,148509943.57,9216.508829999999,70655873.39,4289.05178,4933837.0,286.02558999999997,5,38,10,1,2018
8759,64913,457430503.19,43129.75627,363580069.65,33047.49313,93850433.54,10082.263140000001,183574.13,112.49285,37022995.78,6302.49827,108003238.61,10908.88804,140725191.9,11906.62798,121671811.57,9827.69924,47708012.31,3807.8459,2115678.89,263.70399,5,38,10,2,2018
8760,3738,41579324.06,2348.17166,35424094.26,1851.79346,6155229.8,496.3782,16642.8,10.3388,1412351.12,170.48945,7699175.97,483.75052,13138242.56,716.78594,13373538.2,652.6261099999999,5767186.54,304.70108,172186.87,9.47976,6,39,1,1,2018
8761,703,6485896.35,527.5539,6074574.85,471.04661,411321.5,56.507290000000005,3308.91,4.0,147564.02,36.37532,755514.05,74.00156,1914843.11,144.69527,2483556.13,172.95983,1110902.04,87.66735,70208.09,7.85457,6,39,1,2,2018
8762,2247,61229466.64,2006.42036,60542934.23,1983.71935,686532.41,22.70101,,,331157.2,34.59721,4434272.71,192.81291000000002,16862526.94,579.91422,20488907.77,634.14821,18795302.72,546.16905,317299.3,18.778760000000002,6,39,2,1,2018
8763,477,10053743.66,408.14623,9994594.15,402.37133,59149.51,5.7749,,,112034.08,11.447280000000001,925447.04,52.93581999999999,4070345.38,153.53773999999999,3185250.61,114.85436000000001,1670665.36,67.37103,90001.19,8.0,6,39,2,2,2018
8764,27495,673335847.99,23964.11,659484158.49,23192.25827,13851689.5,771.85173,38389.26,15.24616,13672806.07,1086.56273,101566855.58,4494.16055,249596350.27,8418.07617,196453916.77,5961.1437399999995,107705317.47,3769.07044,4302212.57,219.85021,6,39,3,1,2018
8765,8830,146160008.94,7283.80082,143307240.33,7068.6833,2852768.61,215.11752,14966.03,13.067789999999999,3144803.96,432.82372000000004,26717538.34,1425.62536,59506340.97,2647.5448,38702742.69,1744.29908,17776820.05,963.8852,296796.9,56.554869999999994,6,39,3,2,2018
8766,19713,291623341.84,14711.30104,272131164.39,13262.16903,19492177.45,1449.13201,30386.69,8.10397,6002611.33,624.27822,40663330.99,2466.73079,100124993.94,4956.25476,95819944.53,4414.37176,46458340.82,2171.2114100000003,2523733.54,70.35013000000001,6,39,4,1,2018
8767,4678,54135931.05,3281.25085,52887519.16,3161.30351,1248411.89,119.94734,,,1090112.96,152.88523,7669624.97,533.22555,19342702.88,1107.0379300000002,16953606.53,962.37515,8736212.88,497.42819000000003,332400.77,27.2988,6,39,4,2,2018
8768,34265,576114814.46,26964.18968,550256974.93,25106.132680000002,25857839.53,1858.057,81638.88,27.460959999999996,14819371.68,1986.96429,84993508.76,5256.069210000001,171440062.51,7746.84573,183649914.82,7210.87928,115541266.34,4424.12816,5589051.47,311.84205,6,39,5,1,2018
8769,27870,310404238.75,21528.51931,302698834.4,20689.66201,7705404.35,838.8573,39965.55,44.55616,12224428.81,2024.2605399999998,68024713.34,5237.77217,117940308.56,7664.36595,79023132.09,4650.762320000001,31623155.2,1806.2623199999998,1528535.2,100.53985,6,39,5,2,2018
8770,3316,70460197.87,2600.4769,68681935.17,2528.55737,1778262.7,71.91953000000001,4523.44,6.02945,3087872.04,334.7559,14842839.58,752.32877,22396870.49,766.8466,20566273.46,500.5663,9315333.99,230.83152,246484.87,9.118360000000001,6,39,6,1,2018
8771,1681,26538435.72,1269.95469,26095388.47,1237.48911,443047.25,32.465579999999996,,,1542090.22,181.30729,6149637.48,352.66798,9188953.12,399.98281000000003,7254931.04,244.28932000000003,2344718.51,84.70729,47154.65,5.0,6,39,6,2,2018
8772,3951,94656802.98,2284.7587399999998,93896643.13,2242.54338,760159.85,42.21536,586.21,0.03145,723319.8,62.56779,5295037.73,221.67274,23313086.55,562.88104,35668369.09,696.36408,29298008.0,649.47068,358395.6,91.77096,6,39,7,1,2018
8773,4084,71794678.06,2368.16496,71162601.89,2327.1992,632076.17,40.965759999999996,,,656921.59,83.82222,7012763.58,341.94905,28937627.97,854.7798300000001,26654845.11,689.82402,8330801.09,288.77149,201718.72,109.01835,6,39,7,2,2018
8774,28112,314933596.83,17281.53531,305477366.12,16404.33235,9456230.71,877.20296,33374.3,32.43734,12385347.55,1895.88657,58605834.01,4065.7843799999996,100385375.13,5059.010270000001,91943708.75,4067.89275,48584091.84,2046.26742,2995865.25,114.25658,6,39,8,1,2018
8775,28760,215586876.65,17129.15698,209975823.14,16295.29956,5611053.51,833.85742,5965.0,13.744729999999999,8007788.09,1591.12245,43008105.13,3534.5796600000003,72221449.04,5408.93,59770641.83,4292.10003,31826672.19,2208.36947,746255.37,80.31064,6,39,8,2,2018
8776,29861,599758499.33,22287.85674,591939274.66,21753.1707,7819224.67,534.68604,40014.67,24.402829999999998,7493659.82,1213.5017699999999,58305785.58,3090.54091,149863076.09,5551.69273,193921824.28,6378.15788,181710906.27,5691.163820000001,8423232.62,338.3968,6,39,9,1,2018
8777,48491,855423483.8,37757.83315,844353969.6,36748.69497,11069514.2,1009.13818,26658.87,11.87407,14063776.06,1849.19216,121965691.05,7000.72612,234689345.97,10277.595140000001,268033035.44,10438.166729999999,213879564.28,7990.3283200000005,2765412.13,189.95061,6,39,9,2,2018
8778,23697,181461504.53,14564.179709999999,164781269.31,12572.32342,16680235.22,1991.85629,236277.0,130.94905,14760549.62,2995.39607,35756789.94,3316.14926,46362927.08,3286.69265,49697791.1,2962.84993,32995717.23,1782.9863899999998,1651452.56,89.15635999999999,6,39,10,1,2018
8779,31265,182986150.05,19988.619280000003,163401062.03,17321.25041,19585088.02,2667.36887,206087.83,141.75725,13760562.38,3148.7638,39334404.09,4444.5168,55625202.51,5393.53055,48568054.97,4582.36921,24562637.73,2168.20937,929200.54,109.4723,6,39,10,2,2018
8780,2727,20183536.94,1677.98945,17298680.02,1318.45302,2884856.92,359.53643,6523.09,4.84075,1394513.18,193.07121999999998,3574900.37,327.70498,4979700.75,397.38524,6043452.83,464.21938,3878060.18,269.91846,306386.54,20.849420000000002,7,5,1,1,2018
8781,556,3240375.75,337.81665,2587933.48,233.50467999999998,652442.27,104.31197,,,169768.94,30.427259999999997,773003.49,83.93245,923895.44,91.37859,900113.61,88.04862,441872.49,41.02973,,,7,5,1,2,2018
8782,664,14774342.45,574.44398,14527629.81,550.20028,246712.64,24.2437,,,377579.04,37.65291,1794364.07,94.28197,4054443.24,145.97772,5430364.72,183.37858,3098644.64,110.591,18561.52,1.5618,7,5,2,1,2018
8783,99,1672117.94,83.25319,1672117.94,83.25319,,,,,66840.58,4.1605300000000005,315372.37,17.38087,669589.79,33.07527,320907.91,18.752110000000002,299407.29,9.88441,,,7,5,2,2,2018
8784,4278,78132697.96,3558.13474,74522108.62,3282.9286,3610589.34,275.20614,22648.19,4.92189,3199745.96,294.98657000000003,13119490.29,753.10255,28315345.68,1103.58121,24035698.75,952.20069,9124454.09,433.53693,315315.0,15.8049,7,5,3,1,2018
8785,1435,16198970.24,1167.0728,15355782.4,1084.2364,843187.84,82.8364,,,904697.81,112.76263,4155799.75,295.73679,5260942.03,354.47638,3917157.07,261.88442000000003,1933765.7,135.78226,26607.88,6.43032,7,5,3,2,2018
