M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER,MODELO
5439,64305588.730000,4758.239310,60876986.850000,4390.922000,3428601.880000,367.317310,147178.470000,10.705370,3302429.730000,507.444440,19863299.420000,1539.205790,23172644.210000,1543.683030,12910323.640000,841.034390,4668281.940000,277.863760,241431.320000,38.302530,5,35,3,2,2011,190
5335,62479251.120000,4682.980060,59269062.070000,4334.313480,3210189.050000,348.666580,141394.440000,8.731580,3114966.170000,468.594950,17874170.990000,1473.082900,23025542.600000,1529.945960,13287488.530000,881.896700,4806284.480000,283.727970,229403.910000,37.000000,5,35,3,2,2012,190
5249,61284619.220000,4564.535510,58480605.410000,4251.507590,2804013.810000,313.027920,89454.020000,6.658370,2509973.560000,432.534980,16424095.700000,1412.574910,23146315.400000,1505.137170,13749921.250000,879.941180,5185822.400000,295.688900,179036.890000,32.000000,5,35,3,2,2013,190
5388,62406739.420000,4588.307630,59402003.780000,4289.205210,3004735.640000,299.102420,84773.840000,6.367400,2251471.600000,434.906360,15641881.250000,1359.061510,23943239.100000,1531.567280,14598780.960000,908.076300,5647125.320000,316.240010,239467.350000,32.088770,5,35,3,2,2014,190
5287,62194971.950000,4423.619090,59301536.750000,4146.012800,2893435.200000,277.606290,91787.160000,4.330640,2068743.630000,385.786600,14885521.750000,1232.884510,23350882.080000,1489.535920,15375802.990000,937.379690,6033839.630000,337.645130,388394.710000,36.056600,5,35,3,2,2015,190
6415,69952428.290000,5240.728770,66435562.790000,4908.962380,3516865.500000,331.766390,64109.730000,5.182320,2962624.450000,501.825730,15892685.930000,1414.484090,26237765.090000,1714.676330,17939164.850000,1136.894710,6467349.490000,421.165590,388728.750000,46.500000,5,35,3,2,2016,190
52574,543781911.840000,41610.487110,488068778.890000,36102.754920,55713132.950000,5507.732190,652389.280000,88.693280,29793915.250000,3867.361880,142016068.300000,11984.986670,186947080.870000,13683.283270,117737228.940000,8131.189140,61965537.670000,3634.102490,4669691.530000,220.870380,5,35,4,1,2009,190
43815,472293266.430000,34993.683680,427143634.160000,30477.015780,45149632.270000,4516.667900,401713.980000,52.993100,21879146.930000,2820.412860,114705928.040000,9552.758740,169049651.720000,11968.955720,107712148.900000,7269.623340,54187664.240000,3149.483690,4357012.620000,179.456230,5,35,4,1,2010,190
38900,421946585.640000,30557.851190,384972747.270000,26857.929210,36973838.370000,3699.921980,304268.480000,38.843800,16480335.680000,2154.800340,95231626.460000,7905.779240,155391211.770000,10719.884270,99136956.250000,6640.863520,51296829.480000,2933.978930,4105357.520000,163.701090,5,35,4,1,2011,190
34022,363324122.110000,27029.395190,332735285.450000,24007.654500,30588836.660000,3021.740690,188306.850000,29.595920,12543733.010000,1775.604400,76203861.440000,6611.963290,136049844.100000,9617.204960,90414550.550000,6229.963300,43956679.960000,2595.750270,3967146.200000,169.313050,5,35,4,1,2012,190
31637,331517428.170000,24837.516960,306879343.860000,22439.345790,24638084.310000,2398.171170,159639.910000,27.236420,10107500.370000,1493.108140,65399978.960000,5819.216870,124156365.960000,8864.674040,88670344.920000,6191.877320,39519326.180000,2286.266920,3504271.870000,155.137250,5,35,4,1,2013,190
33697,342651205.700000,25393.103940,319015627.750000,23138.560350,23635577.950000,2254.543590,158034.700000,24.112770,9922328.030000,1450.215570,63760140.380000,5542.847270,126350695.870000,9016.433440,98583545.160000,6772.193230,39775491.640000,2425.571380,4100969.920000,161.730280,5,35,4,1,2014,190
38858,379254715.600000,28055.997250,351637074.110000,25403.111340,27617641.490000,2652.885910,149281.730000,24.332540,11472328.730000,1703.447960,67801662.970000,5853.421830,137614286.160000,9777.212250,114535747.010000,7853.569340,43965542.090000,2684.292390,3715866.910000,159.720940,5,35,4,1,2015,190
42609,410698125.840000,30029.637580,380706325.050000,27273.208930,29991800.790000,2756.428650,140172.800000,28.964940,13160928.060000,1895.637410,68166791.610000,5811.132310,146012052.050000,10186.845910,129590145.030000,8875.687730,49128156.380000,3025.674740,4499879.910000,205.694540,5,35,4,1,2016,190
14194,140969324.580000,11891.833190,123136916.710000,10323.525840,17832407.870000,1568.307350,181491.270000,20.503770,6072244.660000,875.626860,43950604.310000,3582.623270,50970137.040000,4015.114220,27183548.980000,2370.170480,11090734.900000,933.936530,1520563.420000,93.858060,5,35,4,2,2009,190
12780,128679464.190000,10642.922330,112755698.650000,9270.846550,15923765.540000,1372.075780,169403.390000,16.478110,4740072.970000,749.686000,36011147.050000,2930.788420,48405531.130000,3695.549340,26624484.170000,2229.887760,11323982.990000,929.732830,1404842.490000,90.799870,5,35,4,2,2010,190
12518,126547513.920000,10309.423260,111469820.110000,9018.645760,15077693.810000,1290.777500,144228.810000,15.086130,4177582.480000,652.460570,32537601.870000,2666.307550,47877105.710000,3634.618320,28292988.350000,2295.384930,11990042.380000,951.134410,1527964.320000,94.431350,5,35,4,2,2011,190
11945,121124435.920000,10090.594620,106756885.710000,8850.527710,14367550.210000,1240.066910,114323.740000,14.156060,3926756.160000,604.088080,27829246.720000,2430.219680,47126659.180000,3609.393570,28798045.340000,2351.160090,11870605.980000,986.790030,1458798.800000,94.787110,5,35,4,2,2012,190
11540,114707558.250000,9648.893340,101918707.350000,8540.647520,12788850.900000,1108.245820,93184.550000,9.054410,3546145.770000,570.099700,23296890.020000,2129.157390,45018671.160000,3450.116940,29344563.560000,2402.840640,12016014.360000,993.021410,1392088.830000,94.602850,5,35,4,2,2013,190
11528,112285315.730000,9487.136850,100261487.840000,8431.283860,12023827.890000,1055.852990,45074.110000,5.907110,3313775.960000,562.035740,21504446.950000,2021.617200,43802407.280000,3315.911930,30384754.070000,2506.883900,11821430.490000,978.458110,1413426.870000,96.322860,5,35,4,2,2014,190
13875,125757942.490000,10957.524220,112442083.340000,9794.649320,13315859.150000,1162.874900,23328.080000,9.082470,3951642.040000,673.012110,24068594.720000,2318.966370,47134634.850000,3713.408090,35729707.190000,3016.180900,13534006.790000,1128.739250,1316028.820000,98.135030,5,35,4,2,2015,190
14546,129419287.520000,11197.432130,115156507.540000,9985.036700,14262779.980000,1212.395430,30675.930000,7.494510,4798907.540000,767.833220,23944032.840000,2322.946900,45987147.180000,3582.953210,38801633.380000,3211.751080,14198094.690000,1202.013100,1658795.960000,102.440110,5,35,4,2,2016,190
72464,1097650308.950000,62148.563950,1044300642.990000,56746.823650,53349665.960000,5401.740300,757040.200000,128.639330,57485710.110000,7153.239280,259085561.450000,17623.052620,382341602.430000,19291.047190,260528515.500000,11965.154440,127457078.300000,5519.041680,9994800.960000,468.389410,5,35,5,1,2009,190
70704,1044211284.160000,60468.928550,990047755.260000,54850.634400,54163528.900000,5618.294150,693943.530000,128.135910,49369276.650000,6476.051930,229733707.480000,16532.086570,364001295.660000,18999.896060,266120820.620000,12352.574260,123383561.650000,5526.216100,10908678.570000,453.967720,5,35,5,1,2010,190
71509,1040360471.130000,60104.705390,986340984.260000,54649.726950,54019486.870000,5454.978440,675627.730000,95.698650,44892172.250000,6105.706520,218793983.780000,16059.138360,365926866.150000,19095.261010,276064710.370000,12723.761510,123675354.240000,5566.641290,10331756.610000,458.498050,5,35,5,1,2011,190
68583,1001756751.050000,58696.238390,948870477.850000,53443.574720,52886273.200000,5252.663670,558735.010000,76.924090,38154938.390000,5329.596690,198460989.510000,15200.887320,354023612.640000,18932.965640,276754271.860000,13060.423170,123732832.520000,5632.374320,10071371.120000,463.067160,5,35,5,1,2012,190
68206,961755703.850000,57784.501770,913007455.980000,52890.994140,48748247.870000,4893.507630,501995.660000,72.292370,33697845.700000,5195.000410,181528483.430000,14566.948410,340767243.870000,18677.960060,276151718.260000,13244.637420,119760084.770000,5598.705660,9348332.160000,428.957440,5,35,5,1,2013,190
69880,977148041.700000,58075.485490,928425088.540000,53289.638020,48722953.160000,4785.847470,312415.670000,70.382700,33752008.390000,5243.070440,180585796.740000,14445.787140,341141655.800000,18370.338360,288326867.970000,13785.228680,123952108.890000,5735.720410,9077188.240000,424.957760,5,35,5,1,2014,190
75440,1025421367.560000,61211.071110,971258413.940000,56097.535020,54162953.620000,5113.536090,320498.830000,75.360290,35812452.080000,5711.528650,183658226.530000,14988.499150,347414328.830000,18828.996280,314204802.430000,14916.249010,132493296.250000,6184.840590,11517762.610000,505.597140,5,35,5,1,2015,190
79082,1073018274.480000,63354.502840,1015666740.990000,58160.649860,57351533.490000,5193.852980,313908.710000,86.185980,39470166.330000,6047.968340,190318712.020000,15288.434150,353337474.330000,18934.028810,334911929.210000,15711.850460,144276611.340000,6661.971000,10389472.540000,624.064100,5,35,5,1,2016,190
59735,594482857.620000,50409.490290,553760473.950000,45551.074690,40722383.670000,4858.415600,782757.340000,162.935150,62343213.040000,9118.107330,213028008.250000,18595.424000,199481460.790000,14197.414140,87832598.010000,6170.891190,29277181.750000,2001.561980,1737638.440000,163.156500,5,35,5,2,2009,190
58671,579979264.090000,49603.788190,537894113.610000,44508.240020,42085150.480000,5095.548170,728264.880000,146.899120,54605900.380000,8389.825510,200690264.190000,17988.593890,198645118.730000,14415.748150,92351052.220000,6398.334800,30943473.680000,2077.203870,2015190.010000,187.182850,5,35,5,2,2010,190
58844,589821778.400000,49364.273540,549313828.840000,44438.348330,40507949.560000,4925.925210,707624.120000,115.872210,49705733.920000,7573.603720,196819923.000000,17748.064410,207420771.040000,14825.388620,100232739.910000,6763.904610,32893398.280000,2140.886080,2041588.130000,196.553890,5,35,5,2,2011,190
56121,573064374.230000,48122.041560,534219513.880000,43396.986670,38844860.350000,4725.054890,573021.080000,80.715070,41334264.470000,6606.929770,184763600.600000,16947.244150,206818385.710000,14964.416410,104089540.170000,7074.991630,33420523.050000,2251.305220,2065039.150000,196.439310,5,35,5,2,2012,190
56697,564772333.830000,47712.625880,529484499.510000,43363.836110,35287834.320000,4348.789770,638735.140000,89.366040,36109281.470000,6316.626750,173328462.540000,16401.981120,209268102.120000,15082.088160,108807663.430000,7268.743860,34437091.420000,2360.798780,2182997.710000,193.021170,5,35,5,2,2013,190
59053,576262446.780000,48409.081620,541028333.670000,44168.092660,35234113.110000,4240.988960,453420.350000,79.226610,34206943.090000,6218.814730,170748047.690000,16265.626980,215587623.380000,15468.424470,116664752.800000,7725.442530,36248016.540000,2452.824740,2353642.930000,198.721560,5,35,5,2,2014,190
65614,617485233.660000,52274.277950,578815397.800000,47658.188600,38669835.860000,4616.089350,438621.820000,81.792390,37828403.740000,7053.118300,176497118.030000,17110.701610,228209379.160000,16481.872360,130700419.370000,8584.958090,41216004.740000,2740.868850,2595286.800000,220.966350,5,35,5,2,2015,190
68902,645102938.290000,54093.469220,602586304.140000,49174.424770,42516634.150000,4919.044450,256844.120000,81.203420,40429483.530000,7264.700880,177522829.650000,17175.274260,235058966.070000,16814.050490,145078176.290000,9545.925060,44203333.060000,2972.516480,2553305.570000,239.798630,5,35,5,2,2016,190
6257,101372261.930000,4296.978550,98426691.510000,4038.199240,2945570.420000,258.779310,66846.110000,9.824010,3154841.070000,379.427180,22185776.510000,1316.496620,40729568.800000,1342.064990,21936710.480000,687.210940,12393260.010000,451.652980,905258.950000,110.301830,5,35,6,1,2009,190
4363,93415913.900000,3681.594090,91107717.520000,3504.809220,2308196.380000,176.784870,77677.620000,5.000860,2261573.500000,261.120930,19120069.050000,1104.991400,37102329.170000,1195.433820,24273584.370000,659.495770,9901980.780000,350.501490,678699.410000,105.049820,5,35,6,1,2010,190
5978,101628141.200000,4342.041520,98067224.310000,3986.725620,3560916.890000,355.315900,80971.480000,16.000000,2339155.810000,388.228400,20057599.230000,1277.623880,39046147.510000,1387.832760,28419425.600000,783.041480,11002585.100000,393.274900,682256.470000,96.040100,5,35,6,1,2011,190
5513,96171626.750000,4079.317550,92852392.370000,3779.026830,3319234.380000,300.290720,58625.170000,4.471640,2070837.990000,320.242870,17870651.740000,1189.826770,35191616.430000,1295.456460,29294854.300000,802.894330,10740430.120000,361.301400,944611.000000,105.124080,5,35,6,1,2012,190
5916,94257231.680000,4678.245360,90581555.750000,4221.330650,3675675.930000,456.914710,65191.710000,65.038990,2111530.060000,489.432420,17454182.710000,1296.850180,31757575.740000,1408.217320,32401473.350000,930.898120,10000282.820000,397.690610,466995.290000,90.117720,5,35,6,1,2013,190
6543,94152221.500000,4370.539460,90490629.010000,3979.585300,3661592.490000,390.954160,67853.890000,32.448930,2006302.200000,449.639060,16340525.520000,1162.296210,29495946.280000,1292.503420,35921014.310000,957.069520,9723140.590000,389.576550,597438.710000,87.005770,5,35,6,1,2014,190
3907,72492775.220000,2996.589840,70207490.120000,2805.838670,2285285.100000,190.751170,19238.590000,9.800220,1306956.940000,244.810430,10966515.300000,765.103840,21812801.110000,870.059770,30938278.790000,758.982360,7085654.600000,267.457940,363329.890000,80.375280,5,35,6,1,2015,190
4725,77857571.220000,3362.382380,74897722.850000,3065.173130,2959848.370000,297.209250,10410.120000,24.236100,1716749.920000,342.126390,12463281.130000,856.068270,22050206.770000,939.327660,33463925.820000,834.703710,7720757.060000,296.281980,432240.400000,69.638270,5,35,6,1,2016,190
3032,38838200.690000,2346.728890,37067661.810000,2143.794190,1770538.880000,202.934700,32012.110000,12.296510,2358940.480000,397.157110,12031428.650000,832.394340,14522260.450000,685.211110,6629485.740000,271.769120,3198017.120000,141.670170,66056.140000,6.230530,5,35,6,2,2009,190
2388,34117863.020000,1923.209520,32736535.280000,1797.202600,1381327.740000,126.006920,26479.120000,4.443830,1624613.550000,285.205200,9879829.100000,683.045810,12869154.880000,582.409610,7564921.940000,257.705240,2101743.530000,105.279760,51120.900000,5.120070,5,35,6,2,2010,190
3139,38374396.400000,2413.049590,36316815.880000,2143.372430,2057580.520000,269.677160,34149.940000,13.046700,1760815.210000,401.185880,11145824.440000,834.002070,13450420.500000,702.581270,9390090.380000,346.526720,2521969.860000,108.163480,71126.070000,7.543470,5,35,6,2,2011,190
2893,36211632.290000,2287.560960,34054700.470000,2034.800110,2156931.820000,252.760850,13666.490000,3.832300,1483762.460000,355.981860,10028351.870000,775.896270,12981604.700000,676.892790,9145182.410000,353.572810,2505329.960000,114.079430,53734.400000,7.305500,5,35,6,2,2012,190
3277,35865561.140000,2505.363960,33322360.370000,2130.381160,2543200.770000,374.982800,15901.190000,49.041870,1656684.680000,483.862680,9279914.100000,779.442310,12429128.650000,677.815220,9874860.110000,385.402220,2541738.320000,123.799660,67334.090000,6.000000,5,35,6,2,2013,190
3385,36256516.560000,2491.634210,33559642.950000,2124.950690,2696873.610000,366.683520,14974.140000,31.441260,1553166.210000,435.192510,9000644.910000,803.819450,12398532.790000,690.116950,10619691.270000,387.549840,2576903.020000,135.083880,92604.220000,8.430320,5,35,6,2,2014,190
2251,30469715.940000,1702.329220,28685755.940000,1547.577870,1783960.000000,154.751350,2578.210000,7.061960,922078.090000,207.139440,6634937.330000,515.381970,10557622.550000,532.475980,10101892.540000,338.536810,2161939.390000,95.733060,88667.830000,6.000000,5,35,6,2,2015,190
2592,31771717.740000,1823.586510,29729519.090000,1615.480920,2042198.650000,208.105590,12866.070000,31.454850,1096634.790000,249.327510,6371039.910000,515.297730,10669740.630000,552.395540,10967301.130000,352.585220,2554890.130000,113.665140,99245.080000,8.860520,5,35,6,2,2016,190
7149,189390114.810000,5696.570120,184987461.650000,5299.066660,4402653.160000,397.503460,78448.630000,6.772910,1892240.810000,243.957530,36091417.950000,1446.830440,55697643.730000,1571.191790,55279481.940000,1328.967820,39096164.790000,966.091600,1254716.960000,132.758030,5,35,7,1,2009,190
7148,185775304.220000,5675.323370,180810107.470000,5229.061610,4965196.750000,446.261760,78104.040000,3.089560,1667454.930000,222.671080,32230908.380000,1292.203750,55008565.220000,1613.914610,57622301.530000,1400.363570,37654949.310000,996.373430,1513020.810000,146.707370,5,35,7,1,2010,190
8404,190742609.540000,6012.320760,185419274.680000,5531.284140,5323334.860000,481.036620,130569.560000,4.038630,1675600.550000,223.641570,30009649.900000,1266.932640,54842277.410000,1729.247840,64105950.500000,1585.966410,38463485.620000,1040.168770,1515076.000000,162.324900,5,35,7,1,2011,190
6421,172569359.400000,5048.026440,167906596.390000,4667.221620,4662763.010000,380.804820,142328.030000,4.722580,966835.660000,143.268160,24372323.580000,971.615760,53701922.230000,1555.856990,57648683.680000,1344.899920,34196812.010000,879.519730,1540454.210000,148.143300,5,35,7,1,2012,190
6156,156699294.580000,4860.751480,152852259.560000,4510.052480,3847035.020000,350.699000,33899.450000,4.942090,989707.370000,143.476010,18679423.240000,803.547720,51477585.290000,1500.265690,51171839.790000,1298.199200,33203486.880000,942.808850,1143352.560000,167.511920,5,35,7,1,2013,190
7993,149781771.340000,5747.778790,145647329.510000,5356.422770,4134441.830000,391.356020,NULL,NULL,1317542.750000,158.828900,16242208.380000,892.267090,52420289.710000,1858.587270,48462613.040000,1605.110840,30599227.580000,1078.063990,735286.680000,153.920700,5,35,7,1,2014,190
4426,136738886.690000,3538.826620,133501513.040000,3321.783960,3237373.650000,217.042660,3432.140000,1.313280,1098245.840000,124.738930,12534406.130000,517.191280,48369061.930000,1178.491010,47138284.360000,1010.459690,26891318.400000,607.997170,704137.890000,98.635260,5,35,7,1,2015,190
5356,139111061.610000,3970.422370,135578145.820000,3714.493410,3532915.790000,255.928960,NULL,NULL,1353484.130000,164.585800,10094632.050000,518.382350,49684103.970000,1330.017480,48496535.240000,1114.400820,29042243.130000,701.763370,436618.120000,139.272550,5,35,7,1,2016,190
6636,133801381.070000,5397.488080,129747841.400000,5036.897700,4053539.670000,360.590380,97368.060000,12.112600,3292274.770000,324.296410,55056700.890000,2266.470430,47615603.150000,1606.158190,20312240.100000,672.198070,7076183.270000,296.836740,351010.830000,219.415640,5,35,7,2,2009,190
6699,137563388.750000,5472.062830,132750331.730000,5075.974740,4813057.020000,396.088090,81210.810000,4.372200,2737797.330000,288.881050,51873856.140000,2090.989660,52372722.320000,1778.015620,22297920.540000,777.621190,7872558.760000,317.216700,327322.850000,214.966410,5,35,7,2,2010,190
7856,143066749.490000,5543.140520,138079815.090000,5138.838780,4986934.400000,404.301740,85971.120000,6.553300,2538917.390000,283.723490,46696851.850000,1914.148220,56631071.150000,1886.817330,28176988.010000,883.191840,8601732.320000,356.059650,335217.650000,212.646690,5,35,7,2,2011,190
6539,139564847.090000,5271.599510,134854888.330000,4874.194600,4709958.760000,397.404910,67509.090000,4.800630,1802395.230000,204.617630,40375953.370000,1657.093090,62063035.210000,1968.619040,26452599.660000,842.373530,8413391.610000,370.597700,389962.920000,223.497890,5,35,7,2,2012,190
6687,132870043.290000,5333.011720,128305731.310000,4949.276240,4564311.980000,383.735480,38140.360000,2.824940,1588523.180000,200.658450,33507733.410000,1482.788970,60909721.270000,2050.851640,27646747.590000,940.204990,8849839.200000,400.970660,329338.280000,254.712070,5,35,7,2,2013,190
7610,130305759.400000,5747.821090,125782837.100000,5354.086070,4522922.300000,393.735020,26956.410000,2.388300,1547380.410000,199.172840,27919612.100000,1429.594430,62286012.970000,2289.727320,28853839.800000,1135.297860,9412786.940000,469.646650,259170.770000,221.993690,5,35,7,2,2014,190
5035,125246571.760000,4257.237430,121749549.170000,4031.004010,3497022.590000,226.233420,29111.760000,1.868850,1217858.130000,153.120790,20871387.320000,901.193790,63566282.360000,1881.446260,31099250.110000,862.043870,8266190.180000,279.563870,196491.900000,178.000000,5,35,7,2,2015,190
5846,129269892.870000,4700.340100,125110899.200000,4402.438780,4158993.670000,297.901320,NULL,NULL,1209456.850000,176.087240,17486317.260000,893.287490,67037960.980000,2037.865530,34214078.210000,1033.139800,8993302.690000,337.001600,328776.880000,222.958440,5,35,7,2,2016,190
30391,342176233.920000,22889.779760,318604348.460000,20339.761610,23571885.460000,2550.018150,284615.390000,56.645160,19680737.760000,3585.158080,91665028.280000,7370.395880,120419746.120000,6682.776070,75274769.360000,3677.046600,32007118.240000,1411.589940,2844218.770000,106.168030,5,35,8,1,2009,190
31021,331128669.240000,23073.593430,305114897.440000,20130.596850,26013771.800000,2942.996580,207807.020000,46.336220,17968328.650000,3595.469400,84305597.030000,7207.761640,117730795.740000,6846.356110,75954672.150000,3806.155310,31955437.750000,1453.995930,3006030.900000,117.518820,5,35,8,1,2010,190
31387,332801627.650000,23135.229020,309047455.960000,20450.392640,23754171.690000,2684.836380,204891.830000,46.183410,16660527.490000,3206.065600,79577292.180000,6954.884220,121690695.800000,7158.703980,80634475.400000,4163.834630,31546646.560000,1494.521800,2487098.390000,111.035380,5,35,8,1,2011,190
28434,306209918.800000,21560.035920,283594600.550000,19146.140970,22615318.250000,2413.894950,150623.830000,32.309820,13632998.760000,2720.436830,67371150.900000,6215.345230,114154347.980000,6926.827400,78467229.350000,4084.659480,30213640.850000,1475.775140,2219927.130000,104.682020,5,35,8,1,2012,190
29844,305516786.010000,21996.357020,284551180.860000,19732.562070,20965605.150000,2263.794950,169492.930000,34.836080,12780416.230000,2664.995870,64003798.770000,6168.023660,112182543.180000,7087.502760,82857478.860000,4366.606370,30999667.330000,1569.124980,2523388.710000,105.267300,5,35,8,1,2013,190
33277,312186662.920000,23452.803710,289166163.930000,21009.707160,23020498.990000,2443.096550,125636.110000,109.995190,13488795.780000,2963.388540,64509400.940000,6426.333650,113226104.060000,7372.970440,85586203.130000,4756.949040,32358086.050000,1701.799920,2892436.850000,121.366930,5,35,8,1,2014,190
36019,338495968.540000,24207.502410,311907861.430000,21584.461310,26588107.110000,2623.041100,120761.540000,41.999900,14817454.920000,3143.952870,69203899.760000,6551.937910,118247241.050000,7440.929120,96760902.680000,5090.769120,36257285.540000,1790.477990,3088423.050000,147.435500,5,35,8,1,2015,190
39461,355401487.250000,25195.716410,327305179.890000,22494.056170,28096307.360000,2701.660240,160755.410000,76.474160,16905130.320000,3497.445030,72304320.570000,6704.935340,118437696.500000,7344.310380,104936418.420000,5447.263300,39385472.710000,1945.546660,3271693.320000,179.741540,5,35,8,1,2016,190
38816,299812109.800000,28042.399660,273296189.440000,24976.464360,26515920.360000,3065.935300,277988.810000,48.165720,18822824.300000,4156.515210,98298744.430000,9035.960300,107305300.990000,8635.420520,56438750.630000,4698.655700,17780777.890000,1387.486350,887722.750000,80.195860,5,35,8,2,2009,190
39611,300048152.900000,28372.191600,271522869.230000,24978.434430,28525283.670000,3393.757170,227723.590000,45.841520,17178690.450000,4039.545320,91263731.260000,8778.521420,109101302.880000,8745.826150,61869339.650000,5142.622720,19585509.520000,1542.246290,821855.550000,77.588180,5,35,8,2,2010,190
38913,301556744.730000,27765.512960,273990747.900000,24658.581830,27565996.830000,3106.931130,269097.580000,39.578090,14538806.280000,3466.665220,87178873.910000,8406.323460,112117868.490000,8755.026120,65972693.720000,5386.174760,20679974.780000,1627.283510,799429.970000,84.461800,5,35,8,2,2011,190
36455,281947754.980000,26574.418770,256087429.200000,23748.043580,25860325.780000,2826.375190,254022.870000,28.522950,11204726.050000,2868.201470,74354819.550000,7650.667250,106291915.990000,8592.617390,67017307.530000,5592.951440,21890706.830000,1758.109730,934256.160000,83.348540,5,35,8,2,2012,190
36788,279736774.550000,26525.279800,255560257.960000,23907.413930,24176516.590000,2617.865870,212826.630000,34.501240,9844815.630000,2621.956540,70426059.950000,7475.531530,105370504.570000,8655.479640,69724353.820000,5783.720750,23130580.570000,1858.162930,1027633.380000,95.927170,5,35,8,2,2013,190
39825,291230303.270000,27843.905700,266135758.570000,25176.143340,25094544.700000,2667.762360,214879.440000,88.540700,10327924.970000,2898.355420,68751370.770000,7448.148710,110071498.620000,8964.361420,75601167.100000,6290.332470,25028603.280000,2040.954630,1234859.090000,113.212350,5,35,8,2,2014,190
40782,303187477.750000,27649.623280,275841465.850000,24874.706230,27346011.900000,2774.917050,121187.340000,45.890670,11654757.850000,2901.397150,68600010.450000,7149.798180,112192220.160000,8801.593720,81979504.490000,6484.819440,27289347.980000,2151.782830,1350449.480000,114.341290,5,35,8,2,2015,190
43613,319479394.090000,28748.656730,291398539.890000,25996.902780,28080854.200000,2751.753950,64476.020000,45.912160,14159076.950000,3441.912230,70426949.440000,7155.793270,114137979.650000,8813.730250,89437101.150000,6802.392160,29792419.340000,2351.483720,1461391.540000,137.432940,5,35,8,2,2016,190
51509,1254826737.000000,44811.064210,1232725672.990000,43709.319430,22101064.010000,1101.744780,777539.780000,104.245640,57412446.410000,4526.195170,273222622.290000,11475.212010,358764458.590000,12153.132070,360877295.100000,10394.394670,190321197.100000,5729.302850,13451177.730000,428.581800,5,35,9,1,2009,190
49904,1233519669.750000,45193.806770,1209643110.360000,43978.348410,23876559.390000,1215.458360,738600.490000,69.087880,52370079.600000,3825.720480,262281407.700000,11340.616280,344681763.500000,12452.721180,361889921.740000,10995.429800,196763861.870000,6090.723190,14794034.850000,419.507960,5,35,9,1,2010,190
53549,1216438965.150000,46439.307820,1193328913.060000,45126.166620,23110052.090000,1313.141200,759950.050000,76.825850,42938764.470000,3726.568650,251862150.220000,11319.628050,340012208.790000,12870.113240,362365462.000000,11629.964260,204645083.850000,6370.092010,13855345.770000,446.115760,5,35,9,1,2011,190
46568,1110487479.220000,42243.672280,1091292648.500000,41178.396400,19194830.720000,1065.275880,579003.860000,64.253620,29485814.880000,2673.941040,217570056.550000,10003.289210,312299275.500000,11726.177980,335081423.120000,10881.981130,203011086.110000,6480.834790,12460819.200000,413.194510,5,35,9,1,2012,190
45425,1131213516.460000,41178.945470,1115309506.360000,40267.931000,15904010.100000,911.014470,501852.420000,52.443450,21298748.590000,1897.697180,209716422.130000,9465.350570,324771220.250000,11804.692190,346731426.860000,10949.918710,219516367.500000,6613.948480,8677478.710000,394.894890,5,35,9,1,2013,190
46885,1127008554.450000,41905.630300,1111142857.460000,40947.199270,15865696.990000,958.431030,305032.230000,30.386970,15414636.260000,1813.969070,191188639.910000,9082.561420,329771649.850000,12186.869360,348459552.800000,11311.254680,233786026.370000,7089.122990,8083017.030000,391.465810,5,35,9,1,2014,190
49173,1136247549.280000,42382.770270,1121301989.770000,41556.072290,14945559.510000,826.697980,176258.910000,14.271580,12263487.120000,1745.454840,179552323.680000,8517.415700,338032617.440000,12235.161350,350405048.040000,11413.201690,247088783.430000,7543.274740,8729030.660000,913.990370,5,35,9,1,2015,190
48624,1149947952.610000,42138.641490,1134920594.930000,41321.490780,15027357.680000,817.150710,128156.940000,17.179440,10652926.120000,1586.084290,162633185.860000,7603.743820,344713852.070000,12231.016800,361518350.710000,11599.988740,260445895.790000,7891.416620,9855585.120000,1209.211780,5,35,9,1,2016,190
63935,1306179244.990000,55968.326080,1278289995.690000,54305.609120,27889249.300000,1662.716960,736528.110000,101.262630,39204464.290000,3858.857720,288485470.680000,14181.152490,447049681.850000,18423.882730,389090756.300000,14001.519680,135994296.860000,5071.150640,5618046.900000,330.500190,5,35,9,2,2009,190
62043,1265798888.070000,55840.847210,1236042071.430000,53964.895120,29756816.640000,1875.952090,594584.930000,75.507570,32627708.150000,3343.548710,264241044.890000,13641.945640,419620183.860000,18196.365630,393650951.670000,14656.305090,149623026.090000,5609.565230,5441388.480000,317.609340,5,35,9,2,2010,190
64057,1251432942.420000,56048.720970,1221961840.480000,54176.288340,29471101.940000,1872.432630,600786.960000,76.384970,26392869.620000,3143.358710,251104600.890000,13215.915760,402441365.910000,17823.712250,403515352.440000,15415.664740,161958565.540000,5993.986160,5419401.060000,379.698380,5,35,9,2,2011,190
57121,1152956756.630000,52014.859560,1125728091.530000,50304.565060,27228665.100000,1710.294500,473170.720000,65.944980,17503300.880000,2319.183910,210606191.090000,11351.125350,361333419.800000,16194.109010,390714304.410000,15265.953880,167013520.670000,6440.917890,5312849.060000,377.624540,5,35,9,2,2012,190
