M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER,MODELO
19439,146199382.260000,12480.154640,143780500.070000,12069.302310,2418882.190000,410.852330,1383.970000,8.626490,4900026.800000,1013.002640,27965369.030000,2593.296630,45966158.700000,3631.252490,42559396.020000,3288.348220,24296936.180000,1880.396350,510111.560000,65.231820,7,24,8,2,2018,190
26294,532193904.330000,20655.379830,528289473.120000,20427.096230,3904431.210000,228.283600,12550.020000,6.861160,7676296.680000,1075.423680,64217321.640000,3322.634300,133166053.360000,5156.119160,166320922.850000,5777.147320,153353605.700000,4945.649850,7447154.080000,371.544360,7,24,9,1,2018,190
39510,670394562.440000,30614.342240,664167250.970000,30074.756730,6227311.470000,539.585510,7404.900000,7.503310,8954929.860000,1253.569090,89014818.370000,5181.208440,165035826.260000,7617.103860,221886308.940000,9258.657250,181951890.870000,7072.184480,3543383.240000,224.115810,7,24,9,2,2018,190
13562,83017161.660000,7440.187450,76604250.830000,6695.771200,6412910.830000,744.416250,72260.510000,57.595160,9062295.930000,1844.544670,21257902.480000,1961.677230,21759941.570000,1597.249630,19400887.160000,1246.439120,10851400.770000,684.869590,612473.240000,47.812050,7,24,10,1,2018,190
20416,105269041.080000,12157.195490,96076148.510000,10869.907110,9192892.570000,1287.288380,91525.170000,69.601650,10331467.470000,2267.251780,27788006.300000,3195.788690,29243577.390000,2947.352960,24494749.290000,2383.910630,12836262.940000,1227.849030,483452.520000,65.440750,7,24,10,2,2018,190
2176,19977898.320000,1500.378200,15899291.840000,1104.193340,4078606.480000,396.184860,38150.110000,15.520580,1161432.370000,191.080570,3184250.540000,277.008620,4910166.370000,353.088140,6300486.530000,402.510780,4138877.620000,241.373550,244534.780000,19.795960,7,34,1,1,2018,190
487,4503956.430000,372.999180,3949454.820000,295.107710,554501.610000,77.891470,3082.790000,2.792430,142788.120000,29.345140,649638.840000,60.612060,1317941.520000,110.247010,1470156.990000,107.381580,886821.330000,58.121370,33526.840000,4.499590,7,34,1,2,2018,190
866,20123861.270000,709.650210,19977865.390000,700.575880,145995.880000,9.074330,NULL,NULL,219228.080000,21.492900,1986689.690000,81.506740,3982773.490000,138.631790,6823393.650000,245.363850,7070674.160000,219.093700,41102.200000,3.561230,7,34,2,1,2018,190
314,4264996.270000,256.919910,4246664.420000,255.042400,18331.850000,1.877510,NULL,NULL,122868.060000,17.428390,675572.420000,42.777530,1224646.390000,64.942740,1482809.130000,81.477390,735252.260000,47.293860,NULL,NULL,7,34,2,2,2018,190
9776,207802170.380000,8343.750260,203422425.860000,8077.634610,4379744.520000,266.115650,5691.000000,4.000000,8227937.220000,584.565910,45770745.000000,2040.423820,71111680.680000,2638.271450,49882607.570000,1747.761700,32321027.490000,1298.333940,482481.420000,30.393440,7,34,3,1,2018,190
3580,58424915.150000,2957.286760,57540571.710000,2867.030690,884343.440000,90.256070,NULL,NULL,1910492.370000,177.513100,14505114.180000,777.479110,22401512.070000,1066.052060,12163691.370000,603.010070,7359838.510000,321.653890,80617.480000,8.578530,7,34,3,2,2018,190
4111,57491038.720000,3043.469810,55168706.470000,2847.874620,2322332.250000,195.595190,15411.010000,6.000000,1190210.970000,129.138350,8294533.670000,489.057270,16424042.740000,818.838490,18480605.310000,969.938750,12674398.970000,616.707060,411836.050000,13.789890,7,34,4,1,2018,190
782,7424699.560000,483.841090,7268791.770000,466.204720,155907.790000,17.636370,NULL,NULL,188843.200000,25.263020,1480309.060000,104.654130,2552874.300000,159.047330,1916951.510000,113.781660,1274634.930000,78.647910,11086.560000,2.447040,7,34,4,2,2018,190
8652,134845362.400000,6977.520940,128896868.370000,6513.145490,5948494.030000,464.375450,18634.960000,8.000000,4268972.390000,467.290110,21840636.610000,1309.387440,34728191.400000,1736.619570,41945451.600000,1934.901870,30418117.970000,1367.744400,1625357.470000,153.577550,7,34,5,1,2018,190
6175,64773312.700000,4732.260920,62960085.220000,4527.375250,1813227.480000,204.885670,18322.030000,9.976100,2965772.420000,441.062500,15643761.730000,1184.428760,20575426.240000,1448.145200,17741476.340000,1180.211100,7705875.450000,457.936850,122678.490000,10.500410,7,34,5,2,2018,190
632,12593247.320000,478.322750,12511386.770000,472.021240,81860.550000,6.301510,NULL,NULL,645733.760000,61.748260,2570015.510000,134.087200,3015301.470000,103.557410,3619920.510000,101.987920,2620255.650000,70.189810,122020.420000,6.752150,7,34,6,1,2018,190
330,4437631.710000,227.661340,4430206.880000,226.550190,7424.830000,1.111150,NULL,NULL,186270.820000,28.724180,1347232.960000,84.997570,1466619.590000,59.932100,894663.200000,35.466960,491421.820000,16.540530,NULL,NULL,7,34,6,2,2018,190
1219,23250808.410000,673.348020,23217553.760000,667.414850,33254.650000,5.933170,586.720000,0.111890,193348.060000,22.373050,1837601.940000,69.857100,6817812.610000,181.234000,7358180.640000,178.353380,6791758.990000,192.212180,251519.450000,29.206420,7,34,7,1,2018,190
1212,14948474.400000,610.026060,14907374.060000,602.474790,41100.340000,7.551270,NULL,NULL,163073.130000,20.546340,2311622.800000,109.000330,6224124.870000,213.222300,4205109.780000,149.408650,1976781.470000,79.832180,67762.350000,38.016260,7,34,7,2,2018,190
7967,81705000.900000,4890.911450,79656354.510000,4678.473830,2048646.390000,212.437620,2132.510000,2.417150,6295889.840000,801.996950,19282852.370000,1259.963230,21775720.720000,1178.156950,22801682.840000,1052.782620,11130109.270000,561.852850,416613.350000,33.741700,7,34,8,1,2018,190
8354,61550923.600000,5143.599370,60261428.820000,4952.039520,1289494.780000,191.559850,5603.040000,2.708790,3503180.790000,578.524300,14086922.380000,1134.865530,16867610.590000,1315.837780,17064682.580000,1291.952020,9732113.630000,782.109090,290810.590000,37.601860,7,34,8,2,2018,190
8904,169036953.310000,6762.523760,167859247.110000,6682.735680,1177706.200000,79.788080,15859.160000,14.892300,2327475.520000,361.070380,16415009.080000,932.072690,36708832.260000,1464.539700,57442434.530000,2021.312050,53574515.200000,1837.960240,2552827.560000,130.676400,7,34,9,1,2018,190
15121,243219407.800000,11646.864820,240938466.220000,11409.710840,2280941.580000,237.153980,16804.810000,16.000000,4727632.840000,629.721300,30810687.760000,1922.547980,57513452.930000,2774.341610,79595142.230000,3384.586900,69644385.660000,2826.614120,911301.570000,93.052910,7,34,9,2,2018,190
4338,27664148.640000,2439.124560,25728381.400000,2209.930520,1935767.240000,229.194040,16256.950000,31.058080,2619177.160000,597.243560,6410158.640000,573.635830,6002867.890000,440.062450,6858233.630000,452.087120,5562507.570000,324.532260,194946.800000,20.505260,7,34,10,1,2018,190
6595,35603974.210000,4096.540510,31914435.420000,3583.463810,3689538.790000,513.076700,30514.480000,48.522680,3422317.280000,802.871730,8189678.000000,936.636980,9420889.800000,951.231890,8725647.000000,844.723630,5675912.090000,491.250190,139015.560000,21.303410,7,34,10,2,2018,190
4452,38594671.130000,2940.923630,35495217.620000,2557.747170,3099453.510000,383.176460,27083.440000,5.439800,1993202.710000,270.044680,5773949.990000,529.828560,10583284.490000,736.068410,12235234.600000,861.454700,7477156.850000,503.470210,504759.050000,34.617270,7,37,1,1,2018,190
1034,7645091.990000,734.158440,7243512.740000,651.416070,401579.250000,82.742370,NULL,NULL,275564.950000,54.886100,1412246.360000,152.392460,2196760.280000,204.166210,2511945.870000,216.755380,1065488.170000,93.706060,178732.390000,10.252230,7,37,1,2,2018,190
1670,37895692.960000,1459.336480,37456328.790000,1439.938570,439364.170000,19.397910,NULL,NULL,347965.790000,45.177470,4931978.420000,220.633810,9941933.700000,383.734070,12173424.940000,454.753810,10153054.870000,345.332790,347335.240000,9.704530,7,37,2,1,2018,190
307,4626549.650000,257.965980,4536477.980000,250.812470,90071.670000,7.153510,NULL,NULL,196609.990000,20.015680,732450.790000,54.462470,1494925.220000,74.896070,1289716.590000,77.833420,858218.780000,28.775500,54628.280000,1.982840,7,37,2,2,2018,190
11261,189143768.790000,9298.162480,182009928.980000,8801.360470,7133839.810000,496.802010,105812.810000,23.135540,8885347.250000,774.849030,36805934.760000,2087.762730,57522359.650000,2617.759090,54044489.880000,2369.847900,30291223.240000,1367.143470,1488601.200000,57.664720,7,37,3,1,2018,190
3403,48693109.720000,2861.774370,47414051.700000,2722.214810,1279058.020000,139.559560,NULL,NULL,1470152.120000,175.831580,9829162.760000,653.262010,18405163.950000,974.004570,13372196.200000,728.172680,5432081.960000,311.775430,178908.350000,16.728100,7,37,3,2,2018,190
9628,125444393.200000,7188.086710,120367403.340000,6775.673360,5076989.860000,412.413350,40049.760000,11.000000,3114641.990000,363.284210,18303214.850000,1216.699940,37696902.090000,2031.948300,43244225.410000,2269.864060,22245666.930000,1262.705160,799692.170000,32.585040,7,37,4,1,2018,190
1937,20188295.040000,1362.444820,19832987.420000,1316.647010,355307.620000,45.797810,NULL,NULL,645370.760000,85.947040,3389532.140000,253.465590,6542584.060000,436.986350,6749143.480000,411.299260,2733461.010000,162.571240,128203.590000,12.175340,7,37,4,2,2018,190
17298,275812228.730000,13947.501600,265709481.970000,13152.016160,10102746.760000,795.485440,26034.300000,14.006630,9119075.070000,1077.427080,47017204.160000,2834.192950,74967068.200000,3671.315060,84601889.170000,3786.389850,58680681.150000,2466.540500,1400276.680000,97.629530,7,37,5,1,2018,190
12300,133633265.090000,9569.191400,130147887.160000,9172.499250,3485377.930000,396.692150,17498.010000,13.171240,5979250.280000,975.854540,34037751.110000,2684.043470,46976731.090000,3086.049190,33829796.690000,2034.006530,12376735.540000,737.862320,415502.370000,38.204110,7,37,5,2,2018,190
2308,39297105.430000,1678.995270,38593674.130000,1621.794500,703431.300000,57.200770,1792.270000,2.580730,2082089.970000,211.337560,11982802.430000,630.121410,12522919.440000,474.077370,7629619.600000,206.665450,4817716.990000,137.423330,260164.730000,16.789420,7,37,6,1,2018,190
1129,14202949.060000,797.726090,13883080.960000,759.830820,319868.100000,37.895270,NULL,NULL,1054612.600000,130.418080,4295480.300000,264.432900,5033393.560000,227.775570,2232051.160000,110.454750,1512852.410000,60.644790,74559.030000,4.000000,7,37,6,2,2018,190
2577,58190814.150000,1596.165580,57786387.740000,1573.584680,404426.410000,22.580900,NULL,NULL,546819.230000,53.279030,3712028.470000,161.415010,17787641.330000,423.729900,22503651.150000,484.982700,13389957.180000,380.780060,249696.790000,89.978880,7,37,7,1,2018,190
2581,41034117.400000,1611.393100,40746296.450000,1580.958400,287820.950000,30.434700,874.640000,1.344720,526431.740000,50.121790,5199958.220000,254.689210,16380981.630000,522.161840,14421473.520000,426.861750,4118487.900000,174.964760,385909.750000,181.249030,7,37,7,2,2018,190
10245,109293337.770000,6564.240740,106287854.130000,6242.819640,3005483.640000,321.421100,2981.140000,24.000000,5062109.160000,811.364730,21328659.090000,1587.134220,31497999.450000,1736.275290,33990133.260000,1562.376840,16412986.430000,753.322890,998469.240000,89.766770,7,37,8,1,2018,190
12722,101641750.560000,8611.155220,98877752.550000,8259.276460,2763998.010000,351.878760,11113.190000,17.975700,4013317.240000,769.531120,20097711.150000,1803.158970,31105614.470000,2491.974760,29914200.470000,2238.520580,15836349.430000,1217.625740,663444.610000,72.368350,7,37,8,2,2018,190
22637,468848308.270000,17711.392510,462752504.600000,17373.797150,6095803.670000,337.595360,27441.520000,13.817180,6277179.140000,952.297410,53579116.220000,2734.070410,105487579.810000,4034.385690,142353009.630000,4880.053030,149555636.350000,4697.269740,11568345.600000,399.499050,7,37,9,1,2018,190
33313,562167998.760000,25977.614570,554496595.380000,25372.996450,7671403.380000,604.618120,18325.800000,18.367250,9879504.050000,1358.329340,74165298.380000,4345.911950,125087987.330000,5983.335220,185295007.440000,7875.155660,163129201.440000,6193.882770,4592674.320000,202.632380,7,37,9,2,2018,190
13722,78373338.660000,7327.194870,72781226.050000,6629.268220,5592112.610000,697.926650,133714.940000,79.020120,7431820.380000,1689.938760,18349585.770000,1904.140860,19420713.910000,1472.706890,20043008.860000,1372.611610,12604819.130000,777.011830,389675.670000,31.764800,7,37,10,1,2018,190
14342,74811091.990000,8793.576010,69208263.330000,7956.348150,5602828.660000,837.227860,33023.720000,40.141090,6881706.230000,1725.064780,18668341.550000,2251.181000,18888367.610000,1999.650190,20240813.610000,1855.939980,9716896.490000,873.191360,381942.780000,48.407610,7,37,10,2,2018,190
3777,31201161.800000,2390.174420,21310293.110000,1293.014280,9890868.690000,1097.160140,38144.510000,15.414630,2095225.320000,283.567760,5157395.740000,448.552570,8357254.600000,623.633020,9491023.850000,615.778640,5865843.470000,387.718470,196274.310000,15.509330,7,40,1,1,2018,190
1399,7404548.170000,894.889150,4102986.390000,317.020560,3301561.780000,577.868590,90.310000,1.179190,399292.070000,116.271780,1172021.290000,153.163630,2375508.110000,270.081420,2454028.150000,260.259080,939363.800000,85.413490,64244.440000,8.520560,7,40,1,2,2018,190
795,14804570.310000,620.143090,13629047.400000,547.913830,1175522.910000,72.229260,2072.560000,0.973890,229040.530000,20.639690,1475129.800000,71.534210,4212473.510000,174.114700,5860570.910000,212.132250,2882041.840000,133.213040,143241.160000,7.535310,7,40,2,1,2018,190
181,2869872.850000,136.158940,2759268.280000,124.827370,110604.570000,11.331570,NULL,NULL,101803.380000,9.201750,410400.780000,20.487940,1072929.470000,49.835440,1120899.440000,45.708960,163839.780000,10.924850,NULL,NULL,7,40,2,2,2018,190
5975,105539901.890000,4944.350120,97251946.760000,4379.620230,8287955.130000,564.729890,36121.310000,5.574750,4913137.300000,438.150530,20433266.020000,1070.011620,31122142.580000,1367.505030,31633178.240000,1283.268120,16352880.860000,750.080520,1049175.580000,29.759550,7,40,3,1,2018,190
1754,25077916.280000,1441.591810,23344147.980000,1287.954670,1733768.300000,153.637140,1300.070000,2.120490,872216.580000,122.130550,4854427.180000,290.558950,8932932.530000,479.234780,7842007.130000,396.792020,2411298.080000,142.755020,163734.710000,8.000000,7,40,3,2,2018,190
5240,63981919.460000,3628.767300,54026376.380000,2813.638090,9955543.080000,815.129210,12232.510000,6.329790,1940770.130000,245.052940,10124966.310000,654.921280,20110190.140000,1094.271560,20683693.870000,1062.705650,10797732.590000,549.289400,312333.910000,16.196680,7,40,4,1,2018,190
1161,11250447.010000,729.443020,10602964.950000,638.948630,647482.060000,90.494390,NULL,NULL,480177.330000,68.215860,2035522.050000,147.502280,3654845.840000,228.968270,3832518.750000,205.140510,1161600.960000,76.420390,85782.080000,3.195710,7,40,4,2,2018,190
10499,149350399.080000,8012.898580,130542265.260000,6430.122550,18808133.820000,1582.776030,42312.480000,25.029360,6533994.950000,843.290800,25092548.340000,1595.101240,44906254.760000,2208.720940,45533135.050000,2088.367590,25949362.820000,1134.997820,1292790.680000,117.390830,7,40,5,1,2018,190
7622,76479708.340000,5764.819710,66142507.570000,4480.415800,10337200.770000,1284.403910,13115.980000,14.000000,3892417.130000,687.564060,16185940.790000,1288.489820,27016832.320000,1823.118790,20642523.540000,1426.065950,8482295.560000,501.289240,246583.020000,24.291850,7,40,5,2,2018,190
1194,26279931.720000,856.310820,25905401.900000,830.486420,374529.820000,25.824400,NULL,NULL,1089139.690000,103.848990,5652163.890000,251.726340,9133330.270000,240.963530,7389075.190000,168.594190,2807453.100000,80.860820,208515.550000,9.316950,7,40,6,1,2018,190
607,10215067.310000,431.780790,10108390.480000,418.976320,106676.830000,12.804470,NULL,NULL,645723.680000,64.981660,2235764.770000,116.901220,4150040.080000,146.426720,2439920.550000,73.462310,687289.490000,27.008880,NULL,NULL,7,40,6,2,2018,190
1204,30026233.660000,772.765840,29690243.540000,741.795180,335990.120000,30.970660,NULL,NULL,367714.270000,35.301220,2397723.850000,100.734250,10354857.570000,247.110130,10044091.200000,199.370960,6780513.400000,163.919150,81333.370000,26.330130,7,40,7,1,2018,190
1202,20515734.630000,737.666920,20230232.130000,710.642520,285502.500000,27.024400,NULL,NULL,335992.740000,35.082760,2984090.000000,142.678230,8193847.630000,267.402090,7392715.040000,204.382030,1566092.880000,64.715850,42996.340000,23.405960,7,40,7,2,2018,190
5914,60349810.430000,3607.848740,55336205.810000,3093.011790,5013604.620000,514.836950,16031.500000,12.000000,4933418.970000,733.663470,12676810.630000,869.024900,17696771.830000,832.196450,16107407.520000,725.739180,8637207.770000,405.778730,282162.210000,29.446010,7,40,8,1,2018,190
8047,58627668.530000,5045.979140,53011004.860000,4212.568590,5616663.670000,833.410550,34806.120000,9.858060,3117313.950000,652.076910,11958162.290000,1008.354380,18641007.630000,1335.094930,16578700.160000,1309.672670,8020102.240000,688.757590,277576.140000,42.164600,7,40,8,2,2018,190
9506,188579788.170000,7272.045840,186326318.230000,7098.713430,2253469.940000,173.332410,6564.170000,5.057740,2897829.970000,397.944920,19393026.090000,1003.793420,43198334.190000,1631.481860,61656545.270000,2129.878160,59572560.100000,1974.392260,1854928.380000,129.497480,7,40,9,1,2018,190
14403,233308420.900000,10828.295620,228242739.180000,10404.676940,5065681.720000,423.618680,3348.900000,3.795020,4752717.800000,608.698740,30652898.970000,1820.471500,55470777.120000,2539.430980,76469978.200000,3236.557340,65202191.220000,2553.695280,756508.690000,65.646760,7,40,9,2,2018,190
6957,40639424.210000,3617.695310,35293323.230000,3015.684240,5346100.980000,602.011070,87476.850000,74.619850,4815277.970000,979.539700,8177526.650000,798.600120,10159769.470000,695.002820,10401161.520000,657.165270,6646837.060000,392.749810,351374.690000,20.017740,7,40,10,1,2018,190
8416,41364933.960000,5042.375090,31919766.720000,3716.968710,9445167.240000,1325.406380,46849.160000,51.047240,4209915.750000,1027.775880,10049346.340000,1163.392050,10907714.960000,1176.406720,10599258.830000,1057.959190,5306602.240000,532.019440,245246.680000,33.774570,7,40,10,2,2018,190
1586,12509449.900000,957.816980,8234654.910000,550.050420,4274794.990000,407.766560,17693.820000,9.933590,962085.430000,121.132220,2411973.020000,192.025920,3566039.880000,249.125210,3561771.970000,244.630900,1814344.600000,128.253900,175541.180000,12.715240,7,42,1,1,2018,190
221,1454303.560000,133.498100,844713.610000,61.312240,609589.950000,72.185860,NULL,NULL,102887.390000,16.087710,280703.350000,29.905900,504810.150000,41.012750,317026.130000,28.497860,227264.640000,16.202290,21611.900000,1.791590,7,42,1,2,2018,190
315,8607165.800000,278.217930,8402415.870000,265.012030,204749.930000,13.205900,NULL,NULL,177337.630000,12.439360,1707976.580000,46.703040,2725284.510000,84.566660,2506892.940000,84.015590,1380618.110000,47.493280,NULL,NULL,7,42,2,1,2018,190
62,1138581.940000,52.214810,1138581.940000,52.214810,NULL,NULL,NULL,NULL,8056.850000,2.144620,294166.530000,11.512630,444456.020000,20.708410,337968.170000,13.355090,44503.400000,3.494060,NULL,NULL,7,42,2,2,2018,190
5815,113975485.210000,5059.315050,106482760.070000,4626.886230,7492725.140000,432.428820,3102.070000,2.237540,5390885.600000,417.425030,20485073.290000,995.938950,31902367.330000,1354.749180,35686478.190000,1424.355620,20055815.500000,839.606800,451763.230000,25.001930,7,42,3,1,2018,190
2395,39128004.440000,2109.279240,37162965.330000,1966.268350,1965039.110000,143.010890,NULL,NULL,1223424.650000,122.685180,6039207.390000,351.280870,13507932.390000,710.097210,13027727.300000,636.883070,5191476.180000,277.469750,137941.770000,9.863160,7,42,3,2,2018,190
2800,37742767.160000,1973.218530,32895035.580000,1601.475950,4847731.580000,371.742580,12883.600000,5.091100,1159379.150000,122.297600,6369535.650000,368.530350,11368577.140000,574.268150,11221834.540000,545.444110,7344385.440000,341.955430,266171.640000,15.631790,7,42,4,1,2018,190
619,5803781.450000,365.098700,5498451.840000,334.886390,305329.610000,30.212310,NULL,NULL,227166.980000,30.349910,1216623.670000,82.384980,1894025.200000,110.368900,1771217.520000,98.537510,680722.150000,39.987310,13838.370000,2.470090,7,42,4,2,2018,190
5014,74280756.980000,3871.556940,67462452.360000,3349.110730,6818304.620000,522.446210,9992.240000,6.308080,3718090.490000,423.132230,13498058.040000,795.182680,20834363.230000,1017.574180,22010419.210000,993.345500,13063524.620000,600.006670,1146309.150000,36.007600,7,42,5,1,2018,190
3539,37991367.760000,2712.853640,35773071.220000,2497.310700,2218296.540000,215.542940,2329.710000,3.048230,2168757.470000,324.976730,9640965.010000,693.705680,11012337.600000,761.284450,10527332.410000,641.015810,4459843.210000,279.149820,179802.350000,9.672920,7,42,5,2,2018,190
319,7366689.710000,256.800110,7318585.210000,253.527780,48104.500000,3.272330,NULL,NULL,279283.050000,36.469760,1327657.130000,65.030530,1344546.000000,48.161270,3477890.580000,81.859170,862150.180000,23.279380,NULL,NULL,7,42,6,1,2018,190
169,2540673.110000,121.683290,2536305.070000,121.352390,4368.040000,0.330900,NULL,NULL,147356.830000,22.341610,503020.880000,26.997170,399883.220000,25.432160,1298340.820000,36.830400,192071.360000,10.081950,NULL,NULL,7,42,6,2,2018,190
668,15382472.290000,442.143610,15315944.590000,434.462640,66527.700000,7.680970,NULL,NULL,89227.530000,8.967940,1253689.730000,44.064870,3370691.910000,77.679120,4898191.880000,101.848240,5229255.420000,142.374470,541415.820000,67.208970,7,42,7,1,2018,190
654,10890287.690000,393.137850,10813003.680000,386.574790,77284.010000,6.563060,NULL,NULL,201962.440000,17.247170,2171617.810000,86.524390,3335604.240000,107.357480,3703658.950000,103.638910,1341388.250000,50.839400,136056.000000,27.530500,7,42,7,2,2018,190
2923,29297883.490000,1673.980410,26696913.250000,1477.137820,2600970.240000,196.842590,NULL,NULL,2248635.970000,302.496570,5866904.930000,366.304190,8890625.040000,426.520580,8090176.580000,368.696650,4152626.460000,193.958420,47338.590000,13.004000,7,42,8,1,2018,190
3919,28356931.140000,2286.944200,26293826.350000,2027.912760,2063104.790000,259.031440,636.860000,1.001340,1456024.510000,279.465660,4911547.700000,393.463970,8499548.240000,619.252740,8804541.340000,616.808660,4564666.250000,357.567140,119966.240000,19.384690,7,42,8,2,2018,190
5525,107439921.920000,4181.560250,105850282.680000,4091.176990,1589639.240000,90.383260,1740.400000,6.008560,1676510.210000,226.264070,11001135.880000,562.477520,22184677.470000,872.220450,36339107.360000,1245.209770,34798989.820000,1161.172700,1437760.780000,108.207180,7,42,9,1,2018,190
9505,169546778.190000,7324.612960,166122741.270000,7072.384230,3424036.920000,252.228730,2637.860000,8.068110,2773589.000000,331.666450,21131081.580000,1195.103950,37715451.850000,1668.771130,56872849.070000,2177.397720,50295803.040000,1885.657140,755365.790000,57.948460,7,42,9,2,2018,190
3564,23808281.010000,1733.390200,21809769.940000,1502.159440,1998511.070000,231.230760,49204.310000,26.421130,3302493.060000,525.375210,5711576.390000,376.741880,6277418.470000,320.135250,4855288.070000,284.594450,3409089.640000,181.898980,203211.070000,18.223300,7,42,10,1,2018,190
4238,21620310.080000,2407.677120,17658204.500000,1898.783310,3962105.580000,508.893810,17941.700000,15.882320,2860556.130000,587.034930,5306840.350000,573.120400,5372777.070000,505.714800,5269290.520000,478.034970,2630232.980000,225.551110,162671.330000,22.338590,7,42,10,2,2018,190
9507,55235466.590000,5055.273940,40075048.970000,2791.981310,15160417.620000,2263.292630,91496.510000,72.308820,3082738.350000,715.110170,8948296.820000,1018.237150,16250078.660000,1375.940810,16045146.290000,1136.371300,10512083.820000,707.348130,305626.140000,29.957560,7,47,1,1,2018,190
3452,13739120.010000,1795.457100,8887331.810000,816.599770,4851788.200000,978.857330,8832.160000,16.069480,786457.490000,254.826370,2806612.890000,412.163270,4485528.020000,532.716660,3663149.410000,394.376760,1875396.350000,171.460760,113143.690000,13.843800,7,47,1,2,2018,190
1378,38870181.810000,1186.465340,38504600.220000,1165.096690,365581.590000,21.368650,NULL,NULL,88786.940000,10.246830,2771287.520000,121.976650,10936101.560000,354.811300,14227083.160000,413.302760,10273140.240000,272.127800,570790.820000,13.000000,7,47,2,1,2018,190
489,10087674.350000,417.340250,10010518.870000,411.321370,77155.480000,6.018880,NULL,NULL,84833.320000,7.850500,991873.060000,53.657700,3901924.130000,149.607800,3263449.280000,131.457890,1760811.940000,70.885010,84782.620000,3.881350,7,47,2,2,2018,190
29853,685435836.920000,25292.806110,668360440.900000,24311.753020,17075396.020000,981.053090,23486.730000,22.813290,22498710.120000,1748.306110,130917654.010000,5581.711900,250110952.600000,8624.311770,177139554.280000,5556.191160,102206494.400000,3686.312530,2538984.780000,73.159350,7,47,3,1,2018,190
9274,163895082.870000,7567.539700,159523764.930000,7211.002770,4371317.940000,356.536930,12572.750000,6.010770,5349645.900000,495.842910,39970954.820000,2010.471020,69045467.210000,2852.388730,35517515.190000,1546.288990,13657036.800000,625.537280,341890.200000,31.000000,7,47,3,2,2018,190
16477,248046979.270000,11861.099550,237072571.930000,10959.105110,10974407.340000,901.994440,54391.110000,18.562970,4841487.920000,522.890470,29658231.100000,1703.774220,87042486.010000,3916.777570,81701958.840000,3679.698520,42858001.800000,1954.639790,1890422.490000,64.756010,7,47,4,1,2018,190
3763,41817515.160000,2427.205190,40804487.410000,2328.066700,1013027.750000,99.138490,NULL,NULL,743652.090000,134.387450,6946139.200000,462.689360,16288024.330000,874.328530,12351639.480000,665.853860,4777645.030000,261.645950,709944.540000,27.300040,7,47,4,2,2018,190
30970,520489346.210000,24363.828550,498297241.710000,22585.221210,22192104.500000,1778.607340,63335.070000,33.740980,14492851.060000,1844.175540,69438903.740000,4168.454660,154040685.680000,7001.531420,174162061.820000,7084.136500,104011144.130000,3965.021180,4280364.710000,266.768270,7,47,5,1,2018,190
25332,289195214.940000,19599.146940,282353287.670000,18787.078390,6841927.270000,812.068550,25000.050000,35.384660,11630679.750000,1825.519160,60136296.500000,4417.203350,108339355.030000,6925.088470,80969472.420000,4752.030920,27144579.440000,1579.558190,949831.750000,64.362190,7,47,5,2,2018,190
3986,94182643.200000,3003.553040,92013988.200000,2931.336890,2168655.000000,72.216150,NULL,NULL,2789099.870000,293.397440,17919430.920000,797.558250,30248181.830000,969.132970,32493393.670000,696.772240,10516646.540000,242.748740,215890.370000,3.943400,7,47,6,1,2018,190
2047,36136077.960000,1494.518730,35658231.080000,1466.544690,477846.880000,27.974040,NULL,NULL,1142624.120000,171.593730,7223221.580000,374.386000,13592266.400000,518.167130,11096692.490000,327.083420,3060644.250000,99.288450,NULL,NULL,7,47,6,2,2018,190
4463,119505019.610000,2830.458010,119061687.970000,2788.940230,443331.640000,41.517780,NULL,NULL,471341.660000,52.767370,5236215.450000,211.861920,33646279.010000,787.782570,47908744.690000,902.489330,31749691.960000,713.080480,492746.840000,162.476340,7,47,7,1,2018,190
4563,82276271.350000,2796.441160,81959375.230000,2759.418060,316896.120000,37.023100,NULL,NULL,514363.580000,63.682230,7736604.180000,367.132200,36945106.030000,1129.249760,28700437.660000,794.184460,8083113.100000,287.787710,296511.600000,153.404800,7,47,7,2,2018,190
26183,296525209.690000,16030.683160,288842173.270000,15273.453430,7683036.420000,757.229730,48455.460000,33.468690,12906170.950000,2029.542520,54911229.580000,3595.045050,100657779.090000,4758.681340,89998350.580000,3892.155540,36318116.140000,1640.219600,1685107.890000,81.570420,7,47,8,1,2018,190
29165,235781275.870000,17741.465010,230500922.600000,16962.760840,5280353.270000,778.704170,34688.320000,44.550470,8487749.190000,1800.918080,44282469.630000,3450.405240,81480951.770000,5466.996940,71392126.800000,4728.285370,29294767.060000,2165.747100,808523.100000,84.561810,7,47,8,2,2018,190
30144,655006038.930000,22826.303740,647412642.990000,22457.986260,7593395.940000,368.317480,34026.180000,13.297300,6945708.650000,1013.896470,56909743.220000,2969.402690,152150550.350000,5492.829970,217085137.330000,6800.274150,208626585.020000,6080.371070,13254288.180000,456.232090,7,47,9,1,2018,190
