,municipio_limpio,provincia,superficie_urbana,uds_almacen,uds_comercial,uds_cultural,uds_hosteleria,uds_industrial,uds_deportivo,uds_oficinas,uds_religioso,uds_espectaculos
3792,malda,lleida,"126,659",15,0,1,0,99,1,0,1,0
3793,massalcoreig,lleida,"121,630",7,1,1,0,95,2,0,1,1
3794,massoteres,lleida,"166,006",16,0,0,3,49,4,0,6,0
3795,maials,lleida,"389,687",203,4,0,1,16,2,1,1,1
3796,menarguens,lleida,"349,393",113,7,1,1,58,4,1,1,0
3797,miralcamp,lleida,"534,995",6,6,3,1,150,4,3,3,0
3798,molsosa,lleida,"13,118",3,0,0,1,8,5,0,3,0
3799,mollerussa,lleida,"2,073,447","3,065",549,14,7,849,23,87,3,4
3800,montgai,lleida,"334,840",6,0,2,3,131,5,1,1,0
3801,montella_i_martinet,lleida,"239,677",78,14,1,4,58,3,0,4,0
3802,montferrer_i_castellbo,lleida,"1,496,495",97,1,7,9,342,12,6,24,0
3803,montoliu_de_segarra,lleida,"156,766",1,2,2,3,106,4,0,6,0
3804,montoliu_de_lleida,lleida,"238,032",12,1,1,0,62,2,0,2,0
3805,montornes_de_segarra,lleida,"87,767",4,0,1,1,58,2,1,3,0
3806,nalec,lleida,"44,480",6,0,1,0,28,0,0,2,0
3807,naves,lleida,"147,322",5,0,6,4,30,13,1,18,1
3808,oden,lleida,"92,698",0,0,4,3,24,3,0,5,0
3809,oliana,lleida,"529,338",381,56,4,7,146,7,6,7,0
3810,oliola,lleida,"130,190",5,0,1,1,69,4,0,7,0
3811,olius,lleida,"644,282",9,11,2,4,87,7,8,4,0
3812,oluges,lleida,"94,385",1,0,0,6,103,0,0,5,0
3813,omellons,lleida,"101,668",3,1,1,0,53,3,0,1,1
3814,omells_de_na_gaia,lleida,"66,434",2,0,0,0,67,1,0,2,1
3815,organya,lleida,"312,447",111,33,4,3,166,6,0,3,0
3816,os_de_balaguer,lleida,"447,043",77,2,3,3,194,8,0,4,1
3817,osso_de_sio,lleida,"74,054",0,0,1,0,40,1,1,5,0
3818,palau_d_anglesola,lleida,"899,914",120,20,1,1,194,6,5,1,0
3819,conca_de_dalt,lleida,"247,939",2,0,2,3,309,4,0,19,0
3820,coma_i_la_pedra,lleida,"1,409,973",75,10,0,5,78,3,0,5,0
3821,penelles,lleida,"192,832",1,1,3,0,92,2,0,2,1
3822,peramola,lleida,"143,400",35,5,0,3,113,4,0,4,0
3823,pinell_de_solsones,lleida,"31,409",6,0,1,0,29,6,1,18,0
3824,pinos,lleida,"100,163",12,0,3,1,27,5,0,16,0
3825,poal,lleida,"231,964",4,3,0,0,95,5,0,0,0
3826,pobla_de_cervoles,lleida,"93,232",1,0,0,1,36,2,0,2,0
3827,bellaguarda,lleida,"71,847",13,0,1,0,56,2,1,2,0
3828,pobla_de_segur,lleida,"519,707","1,085",129,5,5,128,7,19,2,1
3829,ponts,lleida,"570,483",408,66,4,5,38,4,3,2,2
3830,pont_de_suert,lleida,"581,283",753,119,10,49,176,4,18,27,0
3831,portella,lleida,"277,707",5,1,1,1,85,9,1,2,0
3832,prats_i_sansor,lleida,"860,658",60,1,0,2,16,0,0,3,0
3833,preixana,lleida,"171,492",5,1,4,1,70,1,0,2,0
3834,preixens,lleida,"112,129",4,2,0,0,100,13,0,4,2
3835,prullans,lleida,"220,312",38,0,1,3,16,0,0,2,1
3836,puiggros,lleida,"119,700",13,1,1,0,43,5,0,2,0
3837,puigverd_d_agramunt,lleida,"65,294",6,0,1,0,86,1,0,2,0
3838,puigverd_de_lleida,lleida,"662,118",27,1,1,0,93,4,0,1,2
3839,rialp,lleida,"213,969",239,30,2,5,124,5,1,8,0
3840,ribera_d_urgellet,lleida,"305,726",74,3,3,12,239,10,1,12,0
3841,riner,lleida,"56,350",0,0,1,1,46,4,0,5,0
3842,rossello,lleida,"1,053,234",762,45,2,0,97,7,4,1,0
3843,salas_de_pallars,lleida,"129,855",12,4,0,4,167,3,1,1,0
3844,sanauja,lleida,"174,329",10,3,1,1,84,4,0,1,0
3845,sant_guim_de_freixenet,lleida,"572,314",227,10,4,2,202,3,6,9,0
3846,sant_llorenc_de_morunys,lleida,"514,503",253,32,2,12,176,9,7,4,0
3847,sant_ramon,lleida,"221,284",20,3,1,0,134,3,0,9,3
3848,sant_esteve_de_la_sarga,lleida,"44,948",3,0,0,1,93,1,0,9,0
3849,sant_guim_de_la_plana,lleida,"98,352",8,0,0,1,74,1,0,4,0
3850,sarroca_de_lleida,lleida,"112,007",5,0,0,0,57,1,1,1,0
3851,sarroca_de_bellera,lleida,"124,172",3,0,0,6,104,1,0,15,0
3852,senterada,lleida,"118,784",44,4,0,3,65,2,0,4,0
3853,seu_d_urgell,lleida,"1,601,899","4,046",644,21,20,243,13,79,10,2
3854,seros,lleida,"462,039",19,21,1,1,195,6,6,2,1
3855,sidamon,lleida,"399,383",2,3,1,0,66,3,1,0,0
3856,soleras,lleida,"75,694",0,0,2,0,58,2,0,3,0
3857,solsona,lleida,"1,478,749","1,447",285,11,27,465,16,24,9,3
3858,soriguera,lleida,"145,113",78,5,0,13,174,0,2,13,0
3859,sort,lleida,"559,125",876,122,4,24,227,6,7,15,0
3860,soses,lleida,"906,684",40,10,2,4,208,8,2,2,0
3861,sudanell,lleida,"257,296",64,3,1,1,105,7,0,1,0
3862,sunyer,lleida,"109,095",35,0,0,0,45,5,0,1,2
3863,talarn,lleida,"196,797",22,1,1,1,105,3,0,3,0
3864,talavera,lleida,"134,409",5,0,0,0,115,8,0,4,3
3865,tarrega,lleida,"3,686,975","3,212",470,20,17,536,35,100,15,3
3866,tarres,lleida,"44,842",0,0,0,0,68,2,0,2,0
3867,tarroja_de_segarra,lleida,"46,762",17,0,0,0,50,2,1,2,1
3868,termens,lleida,"594,568",2,4,2,1,166,4,0,2,0
3869,tirvia,lleida,"98,040",34,1,1,2,1,2,0,3,0
3870,tiurana,lleida,"26,757",0,0,0,1,1,2,1,3,0
3871,tora,lleida,"453,719",43,32,4,6,161,7,1,14,1
3872,torms,lleida,"36,878",12,0,1,0,43,2,0,2,0
3873,tornabous,lleida,"411,509",59,5,4,2,145,1,1,3,1
3874,torrebesses,lleida,"87,923",3,0,2,1,71,3,0,1,0
3875,torre_de_cabdella,lleida,"647,541",229,4,2,12,265,3,0,21,0
3876,torrefarrera,lleida,"1,375,848",865,102,4,6,346,14,13,3,3
3877,torregrossa,lleida,"588,220",40,11,4,1,285,4,3,2,0
3878,torrelameu,lleida,"174,777",6,2,1,1,89,7,1,1,1
3879,torres_de_segre,lleida,"985,045",140,7,4,1,172,7,3,1,0
3880,torre_serona,lleida,"397,015",14,0,1,1,50,5,1,2,0
3881,tremp,lleida,"1,091,015","1,831",271,15,31,552,11,57,22,0
3882,vallbona_de_les_monges,lleida,"260,150",3,0,1,3,133,2,0,8,0
3883,valls_de_valira,lleida,"256,658",114,2,2,14,219,1,2,14,0
3884,vallfogona_de_balaguer,lleida,"844,374",40,8,2,8,262,11,7,3,0
3885,verdu,lleida,"243,129",13,7,4,0,72,3,3,3,0
3886,vielha_e_mijaran,lleida,"1,056,658","3,103",356,6,185,394,5,104,21,2
3887,vilagrassa,lleida,"306,040",58,2,2,1,55,6,2,2,0
3888,vilaller,lleida,"213,195",77,19,0,7,110,2,1,7,0
3889,vilamos,lleida,"31,744",22,0,1,0,29,0,0,1,0
3890,vilanova_de_bellpuig,lleida,"392,559",3,2,0,1,202,2,1,2,0
3891,vilanova_de_l_aguda,lleida,"47,552",10,0,2,0,61,0,0,7,0
3892,vilanova_de_meia,lleida,"115,267",14,0,3,2,138,6,0,8,0
3893,vilanova_de_segria,lleida,"641,767",37,14,0,1,67,10,0,1,0
3894,vila_sana,lleida,"497,668",5,3,1,2,164,6,5,0,0
3895,vilosell,lleida,"107,329",5,0,0,1,77,3,0,2,1
3896,vilanova_de_la_barca,lleida,"635,162",8,4,1,4,101,9,0,2,0
3897,vinaixa,lleida,"227,638",7,1,0,1,101,3,4,1,0
3898,vall_de_cardos,lleida,"227,881",231,3,2,3,108,3,0,11,0
3899,sant_marti_de_riucorb,lleida,"207,785",8,2,2,0,137,4,0,6,1
3900,guingueta_d_aneu,lleida,"156,973",28,6,1,5,218,0,0,11,0
3901,castell_de_mur,lleida,"60,191",5,0,0,5,106,1,0,6,0
3902,ribera_d_ondara,lleida,"217,711",25,0,0,1,91,4,0,18,0
3903,valls_d_aguilar,lleida,"152,863",26,0,0,4,142,0,0,15,0
3904,torrefeta_i_florejacs,lleida,"242,276",3,0,0,2,252,4,1,19,0
3905,figols_i_alinya,lleida,"74,085",16,1,0,2,123,4,0,10,0
3906,vansa_i_fornols,lleida,"91,608",8,0,0,8,86,1,2,13,0
3907,josa_i_tuixen,lleida,"86,549",14,2,1,2,55,1,0,3,0
3908,plans_de_sio,lleida,"342,504",35,2,3,1,230,6,1,13,0
3909,gimenells_i_el_pla_de_la_font,lleida,"443,776",2,2,4,2,84,5,2,4,0
3910,riu_de_cerdanya,lleida,"53,368",3,1,0,1,13,1,0,1,0
3911,abalos,rioja,"173,383",13,0,2,3,129,2,1,2,0
3912,agoncillo,rioja,"2,048,437",209,9,4,4,456,9,4,2,3
3913,aguilar_del_rio_alhama,rioja,"233,200",39,2,1,4,278,1,0,3,0
3914,ajamil_de_cameros,rioja,"29,023",0,0,1,0,84,2,0,4,0
3915,albelda_de_iregua,rioja,"1,109,535","1,067",65,2,4,327,6,5,2,0
3916,alberite,rioja,"813,689",809,79,5,0,332,2,0,1,0
3917,alcanadre,rioja,"310,571",31,5,2,3,365,1,0,1,0
3918,aldeanueva_de_ebro,rioja,"1,567,506",70,12,2,4,577,9,2,3,1
3919,alesanco,rioja,"361,867",225,8,3,2,192,5,0,2,0
3920,aleson,rioja,"389,367",4,5,1,2,114,4,3,1,0
3921,alfaro,rioja,"3,047,416","2,147",273,10,13,988,24,25,5,1
3922,almarza_de_cameros,rioja,"39,450",3,0,0,1,62,3,0,2,0
3923,anguciana,rioja,"368,217",178,19,2,1,134,12,2,3,0
3924,anguiano,rioja,"158,252",84,3,1,1,277,0,0,3,0
3925,arenzana_de_abajo,rioja,"164,361",24,0,1,0,257,2,0,2,0
3926,arenzana_de_arriba,rioja,"30,958",2,0,0,0,76,0,0,2,0
3927,arnedillo,rioja,"225,083",167,15,0,12,194,5,2,7,0
3928,arnedo,rioja,"2,135,981","3,932",529,14,4,"1,052",18,120,5,3
3929,arrubal,rioja,"2,156,483",156,2,2,1,328,3,4,2,0
3930,ausejo,rioja,"264,530",75,3,2,4,361,4,4,2,0
3931,autol,rioja,"525,282",904,192,1,0,383,3,10,2,0
3932,azofra,rioja,"113,106",11,1,0,2,151,3,1,1,0
3933,badaran,rioja,"236,542",103,5,3,1,196,1,0,0,0
3934,banares,rioja,"344,211",16,0,0,2,146,1,0,2,0
3935,banos_de_rioja,rioja,"105,616",4,1,0,2,89,0,0,2,0
3936,banos_de_rio_tobia,rioja,"511,309",383,41,2,2,333,15,14,3,0
3937,berceo,rioja,"116,615",9,1,0,3,165,1,0,2,0
3938,bergasa,rioja,"70,485",7,0,1,1,239,1,1,3,0
3939,bergasillas_bajera,rioja,"13,701",6,0,0,0,58,2,0,2,0
3940,bezares,rioja,"21,241",0,0,0,0,42,1,0,2,0
3941,bobadilla,rioja,"125,102",1,0,0,0,105,2,0,2,0
3942,brieva_de_cameros,rioja,"34,227",2,0,0,0,87,1,0,4,0
3943,brinas,rioja,"246,261",40,4,0,3,66,5,0,2,0
3944,briones,rioja,"297,459",90,14,2,3,443,4,0,2,0
3945,cabezon_de_cameros,rioja,"12,590",1,0,0,0,34,1,0,2,0
3946,calahorra,rioja,"4,742,031","3,711",983,20,61,"1,053",84,138,25,4
3947,camprovin,rioja,"102,455",15,0,2,2,157,2,0,1,0
3948,canales_de_la_sierra,rioja,"100,547",3,1,0,1,77,2,0,2,0
3949,canillas_de_rio_tuerto,rioja,"76,226",1,0,0,1,74,3,0,2,0
3950,canas,rioja,"80,870",4,1,0,1,83,1,0,3,0
3951,cardenas,rioja,"70,569",40,0,1,0,157,1,0,2,0
3952,casalarreina,rioja,"604,143",530,32,1,5,288,10,3,2,0
3953,castanares_de_rioja,rioja,"622,695",384,12,0,3,229,6,0,2,0
3954,castroviejo,rioja,"18,386",23,0,0,1,72,0,0,2,0
3955,cellorigo,rioja,"16,065",4,0,1,0,25,0,0,2,0
3956,cenicero,rioja,"952,550",925,44,5,5,481,9,3,2,0
3957,cervera_del_rio_alhama,rioja,"947,913",527,50,8,8,558,9,5,7,1
3958,cidamon,rioja,"41,965",0,0,0,0,45,2,0,3,0
3959,cihuri,rioja,"192,728",46,0,0,4,108,13,0,1,0
3960,ciruena,rioja,"1,077,985",5,0,0,2,137,4,0,5,0
3961,clavijo,rioja,"250,580",5,0,2,2,92,4,0,3,0
3962,cordovin,rioja,"160,249",3,0,0,2,207,1,0,1,0
3963,corera,rioja,"186,341",11,5,0,0,151,5,0,3,0
3964,cornago,rioja,"167,464",33,1,2,1,406,1,1,5,0
3965,corporales,rioja,"54,049",0,0,0,0,98,0,0,5,0
3966,cuzcurrita_de_rio_tiron,rioja,"431,069",407,2,0,10,216,4,1,3,0
3967,daroca_de_rioja,rioja,"42,899",4,0,0,1,27,1,0,1,0
3968,enciso,rioja,"128,269",32,2,2,5,340,3,0,13,0
3969,entrena,rioja,"639,316",469,18,2,0,452,6,2,4,0
3970,estollo,rioja,"72,847",5,0,1,0,175,1,1,5,0
3971,ezcaray,rioja,"627,897","1,869",118,4,37,258,15,11,8,1
3972,foncea,rioja,"49,402",16,0,1,0,63,2,1,3,0
3973,fonzaleche,rioja,"114,301",28,0,0,1,157,2,0,2,0
3974,fuenmayor,rioja,"1,695,902",972,48,3,2,342,6,7,4,1
3975,galbarruli,rioja,"51,898",17,0,0,0,69,2,0,4,0
3976,galilea,rioja,"181,318",27,4,1,0,138,2,0,2,0
3977,gallinero_de_cameros,rioja,"9,636",2,0,0,0,18,3,0,2,0
3978,gimileo,rioja,"68,481",7,0,1,0,49,3,0,2,0
3979,granon,rioja,"161,628",75,0,1,2,249,2,1,2,0
3980,gravalos,rioja,"149,514",10,0,0,2,263,2,0,3,0
3981,haro,rioja,"3,716,555","2,947",537,8,18,358,20,72,8,3
3982,herce,rioja,"84,755",19,1,1,2,240,12,0,3,0
3983,herramelluri,rioja,"84,528",14,1,0,0,143,3,0,6,0
3984,hervias,rioja,"164,872",4,0,0,1,199,1,0,2,0
3985,hormilla,rioja,"850,180",19,2,1,3,205,1,1,1,0
3986,hormilleja,rioja,"102,483",15,0,1,0,83,5,0,1,0
3987,hornillos_de_cameros,rioja,"12,742",6,0,0,2,56,0,0,4,0
3988,hornos_de_moncalvillo,rioja,"131,480",6,0,0,0,50,1,0,2,0
3989,huercanos,rioja,"542,618",70,7,1,0,314,3,0,4,0
3990,igea,rioja,"180,741",36,1,3,2,254,4,0,1,0
3991,jalon_de_cameros,rioja,"11,292",5,0,0,1,58,0,0,3,0
3992,laguna_de_cameros,rioja,"64,031",2,0,0,2,90,2,0,2,0
3993,lagunilla_del_jubera,rioja,"394,218",14,5,0,2,267,5,0,2,0
3994,lardero,rioja,"2,535,625","3,711",53,6,3,397,37,81,2,0
3995,ledesma_de_la_cogolla,rioja,"11,466",5,0,0,1,45,1,0,2,0
3996,leiva,rioja,"177,060",6,1,0,1,248,1,0,4,0
3997,leza_de_rio_leza,rioja,"21,322",0,0,0,0,70,1,0,2,0
3998,logrono,rioja,"12,708,841","23,570","7,240",106,91,"2,271",194,"1,972",63,4
3999,lumbreras,rioja,"105,911",47,0,1,1,14,2,0,3,0
4000,manjarres,rioja,"118,179",5,0,0,0,95,3,1,3,0
4001,mansilla_de_la_sierra,rioja,"20,092",0,0,0,1,74,1,0,2,0
4002,manzanares_de_rioja,rioja,"92,961",5,0,0,1,109,2,0,2,0
4003,matute,rioja,"71,818",8,0,0,0,188,2,0,3,0
4004,medrano,rioja,"263,530",79,0,1,0,148,3,0,2,0
4005,munilla,rioja,"61,238",3,0,2,2,175,3,0,8,0
4006,murillo_de_rio_leza,rioja,"441,159",372,20,3,2,418,9,2,1,0
4007,muro_de_aguas,rioja,"76,553",48,0,0,0,113,3,0,1,0
4008,muro_en_cameros,rioja,"20,472",9,0,1,0,73,2,0,4,0
4009,najera,rioja,"1,430,211","2,493",385,10,25,640,23,67,8,2
4010,nalda,rioja,"517,954",267,7,3,3,386,5,0,4,0
4011,navajun,rioja,"12,245",8,0,1,0,61,0,0,1,0
4012,navarrete,rioja,"1,107,143",845,48,1,4,288,10,9,2,0
4013,nestares,rioja,"81,664",1,0,0,0,33,4,0,2,0
4014,nieva_de_cameros,rioja,"55,751",6,0,2,3,120,1,0,9,0
4015,ocon,rioja,"260,048",11,0,1,4,324,8,0,8,0
4016,ochanduri,rioja,"112,261",6,0,0,1,149,1,0,3,0
4017,ojacastro,rioja,"187,584",88,0,0,2,91,1,0,1,0
4018,ollauri,rioja,"227,287",29,1,0,2,99,3,1,3,0
4019,ortigosa_de_cameros,rioja,"90,194",40,0,2,2,53,3,2,4,0
4020,pazuengos,rioja,"24,440",2,0,0,0,64,1,0,1,0
4021,pedroso,rioja,"48,943",31,0,1,0,60,1,0,3,0
4022,pinillos,rioja,"8,518",0,0,0,0,37,1,0,3,0
4023,pradejon,rioja,"911,149",473,27,3,6,197,6,7,2,0
4024,pradillo,rioja,"26,363",7,0,0,0,35,1,0,4,0
4025,prejano,rioja,"117,546",16,0,1,1,195,1,0,3,0
4026,quel,rioja,"492,145",500,20,2,3,476,10,2,1,0
4027,rabanera,rioja,"12,224",2,0,0,0,47,1,0,1,0
4028,rasillo_de_cameros,rioja,"285,144",28,0,1,12,19,2,0,1,1
4029,redal,rioja,"152,949",14,0,0,3,59,2,0,1,0
4030,ribafrecha,rioja,"725,725",75,6,0,1,465,2,1,2,0
4031,rincon_de_soto,rioja,"1,008,598",311,34,3,6,475,3,3,2,3
4032,robres_del_castillo,rioja,"17,125",8,0,0,0,88,0,0,4,0
4033,rodezno,rioja,"217,724",170,2,1,0,13,1,0,3,0
4034,sajazarra,rioja,"96,479",8,1,0,2,92,2,0,1,0
4035,san_asensio,rioja,"493,464",240,16,2,3,392,4,3,2,1
4036,san_millan_de_la_cogolla,rioja,"163,214",8,0,0,4,202,1,0,4,0
4037,san_millan_de_yecora,rioja,"38,321",3,0,0,0,68,0,0,2,0
4038,san_roman_de_cameros,rioja,"56,894",10,1,1,6,124,2,1,8,0
4039,santa_coloma,rioja,"51,047",6,0,0,0,160,3,0,2,0
4040,santa_engracia_del_jubera,rioja,"59,195",13,0,0,2,206,4,0,5,0
4041,santa_eulalia_bajera,rioja,"44,336",4,0,0,0,120,1,0,2,0
4042,santo_domingo_de_la_calzada,rioja,"1,856,113","1,476",238,9,14,464,28,30,10,1
4043,san_torcuato,rioja,"146,926",13,0,0,0,60,4,0,2,0
4044,santurde_de_rioja,rioja,"230,136",72,1,0,6,151,2,0,1,0
4045,santurdejo,rioja,"116,287",13,0,0,0,132,1,0,1,0
4046,san_vicente_de_la_sonsierra,rioja,"523,456",426,16,4,4,344,7,2,5,0
4047,sojuela,rioja,"1,328,508",7,0,0,1,169,3,0,2,0
4048,sorzano,rioja,"169,951",7,0,1,0,240,5,0,2,0
4049,sotes,rioja,"289,704",23,1,0,2,92,4,2,2,0
4050,soto_en_cameros,rioja,"64,822",17,1,0,2,163,1,0,8,0
4051,terroba,rioja,"14,047",1,0,0,0,73,1,0,5,0
4052,tirgo,rioja,"301,493",7,0,1,2,129,3,0,2,0
4053,tobia,rioja,"30,282",4,0,0,0,64,2,0,2,0
4054,tormantos,rioja,"65,392",15,0,0,0,133,2,0,2,0
4055,torrecilla_en_cameros,rioja,"309,728",116,6,2,5,212,8,1,6,0
4056,torrecilla_sobre_alesanco,rioja,"61,529",0,0,0,0,99,1,0,2,0
4057,torre_en_cameros,rioja,"15,375",0,0,0,0,40,0,0,2,0
4058,torremontalbo,rioja,"36,188",0,0,0,0,14,1,0,1,0
4059,treviana,rioja,"200,476",5,1,2,0,259,2,0,3,0
4060,tricio,rioja,"529,845",33,19,1,2,230,17,1,2,0
4061,tudelilla,rioja,"240,601",5,0,1,4,384,3,1,3,0
4062,urunuela,rioja,"497,066",75,3,4,3,241,5,0,3,1
4063,valdemadera,rioja,"14,447",8,0,0,0,46,1,0,2,0
4064,valganon,rioja,"136,507",42,0,1,5,106,2,0,3,0
4065,ventosa,rioja,"81,916",9,0,0,2,70,2,0,1,0
4066,ventrosa,rioja,"46,851",14,1,0,1,131,2,0,2,0
4067,viguera,rioja,"155,585",156,1,0,2,55,1,0,3,0
4068,villalba_de_rioja,rioja,"94,108",11,0,0,0,67,2,0,3,0
4069,villalobar_de_rioja,rioja,"374,247",69,0,1,1,28,3,0,1,0
4070,villamediana_de_iregua,rioja,"1,164,631","2,162",36,4,4,567,32,1,2,0
4071,villanueva_de_cameros,rioja,"51,819",25,1,1,4,40,1,0,7,0
4072,villar_de_arnedo,rioja,"798,532",37,4,0,0,149,3,2,2,0
4073,villar_de_torre,rioja,"178,390",8,0,0,0,280,2,0,2,0
4074,villarejo,rioja,"24,230",3,0,0,1,65,2,0,2,0
4075,villarroya,rioja,"22,817",14,0,1,0,38,0,1,0,0
4076,villarta_quintana,rioja,"106,147",4,0,1,3,175,2,0,5,0
4077,villavelayo,rioja,"26,472",8,0,0,0,121,1,0,1,0
4078,villaverde_de_rioja,rioja,"46,168",19,0,1,0,110,1,0,2,0
4079,villoslada_de_cameros,rioja,"116,401",5,1,1,7,130,3,0,6,0
4080,viniegra_de_abajo,rioja,"91,302",11,0,0,8,129,0,0,4,0
4081,viniegra_de_arriba,rioja,"21,446",13,0,0,0,80,1,0,2,0
4082,zarraton,rioja,"240,077",126,1,1,2,77,3,0,1,0
4083,zarzosa,rioja,"10,431",0,0,0,0,9,1,0,2,0
4084,zorraquin,rioja,"176,334",34,0,0,2,48,4,1,2,0
4085,abadin,lugo,"498,633",192,7,9,5,121,8,3,42,0
4086,alfoz,lugo,"389,799",172,7,8,3,118,7,2,21,2
4087,antas_de_ulla,lugo,"702,779",117,17,1,4,110,11,2,35,2
4088,baleira,lugo,"357,634",71,17,6,2,270,4,2,31,0
4089,barreiros,lugo,"2,784,542",625,23,13,36,210,19,4,31,0
4090,becerrea,lugo,"899,307",455,67,10,8,226,7,32,59,1
4091,begonte,lugo,"2,169,371",221,16,5,8,156,18,3,36,1
4092,boveda,lugo,"1,064,378",125,12,8,8,131,11,0,26,0
4093,carballedo,lugo,"700,999",132,16,14,9,138,8,4,56,0
4094,castro_de_rei,lugo,"1,318,384",310,67,18,4,438,29,13,58,5
4095,castroverde,lugo,"5,484,457",103,10,13,7,506,7,8,33,0
4096,cervantes,lugo,"588,780",152,3,13,10,108,5,1,57,0
4097,cervo,lugo,"5,156,862",704,67,14,8,483,13,23,17,1
4098,corgo,lugo,"5,682,583",172,4,11,5,"1,123",23,2,30,1
4099,cospeito,lugo,"1,144,542",176,28,19,10,303,23,8,61,1
4100,chantada,lugo,"2,141,323","1,593",201,27,15,395,33,56,68,0
4101,folgoso_do_courel,lugo,"274,242",108,5,17,18,95,2,0,37,0
4102,fonsagrada,lugo,"896,405",503,88,29,21,241,5,16,171,0
4103,foz,lugo,"7,365,607","2,914",320,22,22,585,24,65,28,3
4104,friol,lugo,"924,129",397,13,24,8,437,34,4,79,12
4105,xermade,lugo,"3,557,847",94,1,7,3,373,12,8,18,5
4106,guitiriz,lugo,"2,073,269","1,478",102,15,39,600,47,17,86,12
4107,guntin,lugo,"1,023,359",105,3,15,7,169,23,3,50,0
4108,incio,lugo,"6,383,495",74,2,4,12,112,8,1,39,1
4109,xove,lugo,"3,136,635",561,55,7,7,229,7,10,17,1
4110,lancara,lugo,"957,762",240,26,7,8,105,9,6,36,1
4111,lourenza,lugo,"3,609,444",324,32,1,5,66,4,9,12,2
4112,lugo,lugo,"16,669,187","20,701","3,634",147,189,"1,972",257,"1,476",115,15
4113,meira,lugo,"924,574",228,59,7,7,165,10,21,8,0
4114,mondonedo,lugo,"3,142,401",573,60,13,9,133,10,7,52,1
4115,monforte_de_lemos,lugo,"5,053,364","2,435",484,23,55,"1,668",83,107,57,3
4116,monterroso,lugo,"1,123,907",433,125,12,10,285,23,27,60,1
4117,muras,lugo,"455,733",83,6,4,5,113,4,5,16,0
4118,navia_de_suarna,lugo,"339,130",163,18,7,6,98,3,4,63,0
4119,negueira_de_muniz,lugo,"67,739",18,0,9,2,14,0,0,23,0
4120,nogais,lugo,"182,633",90,8,2,4,48,2,1,19,0
4121,ourol,lugo,"375,332",87,1,3,2,60,3,7,23,3
4122,outeiro_de_rei,lugo,"3,067,326",378,5,12,18,493,83,14,60,16
4123,palas_de_rei,lugo,"1,339,807",227,50,25,38,197,10,5,53,1
4124,panton,lugo,"1,147,287",222,7,6,9,240,29,3,56,2
4125,paradela,lugo,"495,315",103,4,6,7,71,7,0,34,0
4126,paramo,lugo,"188,614",65,0,6,3,110,11,0,28,0
4127,pastoriza,lugo,"1,172,057",103,16,16,5,224,8,6,49,0
4128,pedrafita_do_cebreiro,lugo,"278,751",94,8,10,20,169,2,7,33,0
4129,pol,lugo,"370,007",55,8,5,0,122,10,2,41,0
4130,pobra_do_brollon,lugo,"584,373",132,11,7,8,154,18,3,44,1
4131,pontenova,lugo,"889,828",759,59,14,5,205,8,8,66,1
4132,portomarin,lugo,"571,384",22,11,2,20,56,3,1,4,0
4133,quiroga,lugo,"5,123,056",492,71,5,9,244,11,19,37,2
4134,ribadeo,lugo,"2,026,086","1,260",282,20,55,253,33,49,51,5
4135,ribas_de_sil,lugo,"1,245,171",168,12,1,1,880,3,0,16,1
4136,ribeira_de_piquin,lugo,"163,636",51,1,7,5,28,2,1,26,0
4137,riotorto,lugo,"494,332",239,12,9,1,229,4,3,27,0
4138,samos,lugo,"362,447",102,5,18,12,107,5,1,59,0
4139,rabade,lugo,"1,368,999",322,42,4,3,159,5,9,2,0
4140,sarria,lugo,"6,603,864","1,969",523,32,87,856,47,142,92,2
4141,savinao,lugo,"1,439,401",388,52,11,10,115,17,5,64,1
4142,sober,lugo,"1,075,449",170,12,4,10,211,20,1,41,0
4143,taboada,lugo,"1,028,372",164,41,8,8,279,15,6,54,0
4144,trabada,lugo,"354,165",80,7,5,5,101,3,5,29,0
4145,triacastela,lugo,"219,495",59,9,1,14,53,2,1,14,0
4146,valadouro,lugo,"759,884",110,46,1,5,122,6,8,25,0
4147,vicedo,lugo,"2,765,815",216,22,3,13,270,7,16,12,0
4148,vilalba,lugo,"3,236,098","2,513",237,16,18,552,40,54,73,0
4149,viveiro,lugo,"5,126,345","3,043",535,23,42,510,29,141,60,4
4150,baralla,lugo,"1,032,263",379,12,14,1,168,12,3,45,1
4151,burela,lugo,"1,598,363","1,946",438,8,15,78,7,104,3,1
4152,acebeda,madrid,"69,523",10,0,2,6,70,1,0,1,0
4153,ajalvir,madrid,"1,412,812",760,56,5,10,681,14,81,4,1
4154,alameda_del_valle,madrid,"240,985",11,3,0,6,82,4,0,2,0
4155,alamo,madrid,"2,695,799",628,97,7,10,126,31,42,2,2
4156,alcala_de_henares,madrid,"22,907,941","34,768","4,852",483,160,"2,266",137,"2,064",44,17
4157,alcobendas,madrid,"16,643,272","31,395","2,635",131,73,"1,027",426,"2,679",13,2
4158,alcorcon,madrid,"13,666,673","40,725","4,186",173,55,"2,532",69,"1,193",29,39
4159,aldea_del_fresno,madrid,"1,489,948",117,54,2,3,31,18,4,3,1
4160,algete,madrid,"7,041,679","1,325",355,18,14,668,66,220,4,0
4161,alpedrete,madrid,"3,589,089","1,706",293,19,61,209,57,60,7,2
4162,ambite,madrid,"1,217,544",28,3,0,0,93,17,1,1,0
