,municipio_limpio,provincia,superficie_urbana,uds_almacen,uds_comercial,uds_cultural,uds_hosteleria,uds_industrial,uds_deportivo,uds_oficinas,uds_religioso,uds_espectaculos
2134,oroso,coruna,"7,966,654",636,270,15,3,271,8,11,9,0
2135,ortigueira,coruna,"1,864,066","1,331",187,17,38,183,27,19,46,7
2136,outes,coruna,"1,261,709",826,95,15,12,450,30,14,28,1
2137,oza_dos_rios,coruna,"3,995,548",304,49,3,5,123,17,5,17,2
2138,paderne,coruna,"3,110,080",101,0,3,4,175,8,1,5,1
2139,padron,coruna,"4,653,608",623,263,23,29,655,17,56,16,3
2140,pino,coruna,"7,226,656",486,120,9,17,258,4,0,13,1
2141,pobra_do_caraminal,coruna,"4,546,445","1,611",229,7,16,482,22,27,8,1
2142,ponteceso,coruna,"4,054,601",847,146,9,4,316,5,22,12,2
2143,pontedeume,coruna,"4,636,790",519,248,16,6,488,57,31,9,5
2144,pontes_de_garcia_rodriguez,coruna,"3,993,434",925,426,25,13,"1,046",20,27,34,2
2145,porto_do_son,coruna,"6,663,809","1,173",237,16,26,236,4,18,12,1
2146,rianxo,coruna,"4,178,218",804,230,9,10,177,16,27,9,1
2147,ribeira,coruna,"10,657,087","5,664",959,30,32,520,38,161,25,1
2148,rois,coruna,"5,246,918",143,31,5,3,742,8,5,7,0
2149,sada,coruna,"7,970,455","1,584",572,16,11,245,33,158,15,1
2150,san_sadurnino,coruna,"1,642,445",152,12,6,3,80,9,2,20,4
2151,santa_comba,coruna,"12,453,491","2,206",293,19,10,961,36,49,37,9
2152,santiago_de_compostela,coruna,"26,533,785","21,332","4,290",297,359,"1,327",118,"1,373",77,13
2153,santiso,coruna,"212,886",47,15,6,8,259,3,1,24,2
2154,sobrado,coruna,"3,616,455",76,27,10,3,286,3,0,14,1
2155,somozas,coruna,"3,351,225",51,7,8,2,91,5,0,9,0
2156,teo,coruna,"11,898,969","1,211",260,26,24,667,85,23,22,4
2157,toques,coruna,"2,003,811",19,2,7,4,144,1,0,10,1
2158,tordoia,coruna,"466,303",62,4,15,2,73,11,2,27,0
2159,touro,coruna,"7,116,401",76,29,5,5,398,5,1,23,6
2160,trazo,coruna,"3,534,183",28,9,4,2,277,3,1,12,0
2161,valdovino,coruna,"3,118,240",222,78,7,21,286,26,9,22,5
2162,val_do_dubra,coruna,"1,043,275",230,65,5,11,123,8,4,30,2
2163,vedra,coruna,"6,910,235",97,20,10,8,124,7,3,14,0
2164,vilasantar,coruna,"1,917,909",88,2,8,5,143,4,1,9,0
2165,vilarmaior,coruna,"2,982,621",58,1,3,0,84,5,2,8,0
2166,vimianzo,coruna,"1,483,640",623,139,16,14,309,31,17,46,0
2167,zas,coruna,"5,106,998",387,134,5,5,374,3,24,16,1
2168,carino,coruna,"2,265,024",411,119,3,14,225,7,13,8,4
2169,abia_de_la_obispalia,cuenca,"62,622",12,0,0,0,82,2,1,3,0
2170,acebron,cuenca,"165,870",0,0,0,0,89,4,0,1,0
2171,alarcon,cuenca,"124,071",4,0,4,39,53,3,2,5,1
2172,albaladejo_del_cuende,cuenca,"190,203",2,3,2,1,135,1,0,4,0
2173,albalate_de_las_nogueras,cuenca,"133,373",3,0,1,0,167,1,0,2,0
2174,albendea,cuenca,"103,246",2,1,1,0,181,3,0,1,0
2175,alberca_de_zancara,cuenca,"1,088,080",17,16,5,3,319,12,3,2,1
2176,alcala_de_la_vega,cuenca,"88,210",5,1,0,2,208,0,0,2,0
2177,alcantud,cuenca,"68,812",0,0,1,15,117,2,0,1,0
2178,alcazar_del_rey,cuenca,"157,316",2,1,1,0,129,2,0,1,0
2179,alcohujate,cuenca,"56,367",2,1,0,0,64,0,0,1,0
2180,alconchel_de_la_estrella,cuenca,"87,027",1,0,0,0,56,1,0,2,0
2181,algarra,cuenca,"10,750",2,0,0,0,16,0,0,2,0
2182,aliaguilla,cuenca,"248,511",5,3,2,1,422,2,1,2,1
2183,almarcha,cuenca,"558,698",10,3,1,5,174,3,3,2,0
2184,almendros,cuenca,"216,911",8,0,0,0,121,3,0,2,0
2185,almodovar_del_pinar,cuenca,"233,737",0,0,1,5,97,4,0,6,0
2186,almonacid_del_marquesado,cuenca,"230,028",1,0,2,1,135,4,2,1,1
2187,altarejos,cuenca,"244,535",23,0,0,2,250,0,0,3,0
2188,arandilla_del_arroyo,cuenca,"17,498",0,0,0,1,47,0,0,1,0
2189,arcos_de_la_sierra,cuenca,"50,596",1,1,0,2,175,1,0,1,0
2190,chillaron_de_cuenca,cuenca,"516,392",4,0,4,4,266,9,1,2,0
2191,arguisuelas,cuenca,"129,626",12,2,1,0,86,1,1,1,0
2192,arrancacepas,cuenca,"27,096",2,0,1,0,57,0,0,1,0
2193,atalaya_del_canavate,cuenca,"138,567",4,0,0,2,92,3,1,1,0
2194,barajas_de_melo,cuenca,"2,688,088",19,1,3,2,283,17,1,5,0
2195,barchin_del_hoyo,cuenca,"192,205",9,0,1,0,67,1,0,3,0
2196,bascunana_de_san_pedro,cuenca,"21,201",0,0,1,0,34,0,0,3,0
2197,beamud,cuenca,"29,212",6,0,0,1,86,1,0,1,0
2198,belinchon,cuenca,"205,606",8,1,1,1,98,1,0,2,0
2199,belmonte,cuenca,"907,349",125,36,8,17,401,7,15,5,1
2200,belmontejo,cuenca,"116,414",16,0,1,0,150,2,0,3,0
2201,beteta,cuenca,"166,188",25,2,3,7,132,4,1,5,0
2202,boniches,cuenca,"82,425",7,1,1,0,115,1,0,1,0
2203,buciegas,cuenca,"30,280",6,0,0,0,81,0,0,1,0
2204,buenache_de_alarcon,cuenca,"256,834",12,8,3,1,246,2,0,2,0
2205,buenache_de_la_sierra,cuenca,"68,403",1,0,0,7,64,2,0,2,0
2206,buendia,cuenca,"285,934",19,3,1,0,92,8,0,1,1
2207,campillo_de_altobuey,cuenca,"1,166,107",35,11,5,2,281,7,2,3,2
2208,campillos_paravientos,cuenca,"74,554",1,2,0,0,94,3,0,2,0
2209,campillos_sierra,cuenca,"39,691",2,0,0,0,73,1,1,3,0
2210,canalejas_del_arroyo,cuenca,"252,487",4,0,2,1,298,1,0,4,1
2211,canada_del_hoyo,cuenca,"160,403",3,1,0,1,91,7,0,2,0
2212,canada_juncosa,cuenca,"172,090",6,2,0,1,106,5,0,1,0
2213,canamares,cuenca,"255,653",10,4,2,4,185,1,1,1,1
2214,canavate,cuenca,"135,373",2,0,1,1,102,3,0,2,0
2215,canaveras,cuenca,"142,921",6,1,0,1,166,2,2,2,0
2216,canaveruelas,cuenca,"96,148",2,0,2,0,141,1,1,2,0
2217,canete,cuenca,"587,347",73,10,3,4,164,1,1,4,1
2218,canizares,cuenca,"252,504",5,3,5,8,210,4,1,4,0
2219,carboneras_de_guadazaon,cuenca,"707,902",9,5,1,5,324,2,4,1,1
2220,cardenete,cuenca,"438,720",19,2,1,5,171,3,0,3,0
2221,carrascosa,cuenca,"73,112",17,0,0,0,70,1,0,2,0
2222,carrascosa_de_haro,cuenca,"77,758",0,0,0,1,74,2,1,1,0
2223,casas_de_benitez,cuenca,"634,353",13,11,1,2,255,7,2,3,1
2224,casas_de_fernando_alonso,cuenca,"818,944",15,3,1,1,267,4,1,2,1
2225,casas_de_garcimolina,cuenca,"25,981",3,0,0,1,61,0,0,1,0
2226,casas_de_guijarro,cuenca,"109,965",12,0,0,0,51,1,1,1,0
2227,casas_de_haro,cuenca,"562,146",5,6,3,4,255,5,0,4,0
2228,casas_de_los_pinos,cuenca,"299,739",0,0,0,9,110,9,2,3,0
2229,casasimarro,cuenca,"1,288,427",31,27,8,10,545,10,3,5,0
2230,castejon,cuenca,"116,573",10,0,0,4,140,3,0,3,0
2231,castillejo_de_iniesta,cuenca,"159,643",7,0,0,4,82,3,2,1,0
2232,castillejo_sierra,cuenca,"28,287",0,0,0,0,73,0,0,1,0
2233,castillo_albaranez,cuenca,"22,715",0,0,1,0,29,1,0,1,0
2234,castillo_de_garcimunoz,cuenca,"129,160",1,0,1,1,100,2,0,1,0
2235,cervera_del_llano,cuenca,"205,075",5,3,3,1,141,4,2,2,0
2236,cierva,cuenca,"22,240",1,0,0,0,81,1,0,2,0
2237,cuenca,cuenca,"8,181,891","13,802","1,585",74,75,"1,491",23,287,32,6
2238,cueva_del_hierro,cuenca,"16,578",5,0,0,2,41,2,0,1,2
2239,chumillas,cuenca,"35,485",0,0,1,0,32,1,0,2,0
2240,enguidanos,cuenca,"174,090",72,2,2,4,230,3,0,1,0
2241,fresneda_de_altarejos,cuenca,"41,342",2,0,0,0,74,0,0,2,0
2242,fresneda_de_la_sierra,cuenca,"36,055",3,0,0,0,119,1,0,2,0
2243,frontera,cuenca,"141,233",0,1,1,1,230,2,0,2,0
2244,fuente_de_pedro_naharro,cuenca,"627,178",6,11,4,1,318,4,3,3,0
2245,fuentelespino_de_haro,cuenca,"182,688",3,1,2,1,112,3,0,1,0
2246,fuentelespino_de_moya,cuenca,"69,339",4,1,0,1,116,2,0,3,0
2247,fuentes,cuenca,"230,405",7,5,1,1,80,0,0,4,0
2248,fuertescusa,cuenca,"46,601",0,0,0,2,67,3,0,1,0
2249,gabaldon,cuenca,"106,975",36,0,2,0,16,3,0,2,0
2250,garaballa,cuenca,"76,512",2,0,1,3,112,1,0,3,0
2251,gascuena,cuenca,"114,640",6,2,1,2,198,2,0,7,0
2252,graja_de_campalbo,cuenca,"51,960",0,1,1,0,104,2,0,1,0
2253,graja_de_iniesta,cuenca,"262,167",6,4,2,4,81,1,2,1,1
2254,henarejos,cuenca,"66,301",12,0,0,1,139,1,0,1,0
2255,herrumblar,cuenca,"332,357",0,3,0,2,192,4,1,2,0
2256,hinojosa,cuenca,"195,763",2,0,0,3,140,3,2,2,0
2257,hinojosos,cuenca,"497,736",8,2,1,2,223,4,1,3,0
2258,hito,cuenca,"134,775",5,0,1,0,98,2,0,1,0
2259,honrubia,cuenca,"479,805",76,21,1,3,278,2,5,3,0
2260,hontanaya,cuenca,"225,490",12,2,3,0,150,2,0,2,0
2261,hontecillas,cuenca,"87,408",3,0,0,1,49,0,0,2,0
2262,horcajo_de_santiago,cuenca,"1,402,225",455,64,7,6,581,5,11,8,1
2263,huelamo,cuenca,"39,127",0,3,1,2,82,1,0,1,0
2264,huelves,cuenca,"99,408",0,0,0,4,39,3,0,2,0
2265,huerguina,cuenca,"35,811",0,0,1,0,43,1,0,1,0
2266,huerta_de_la_obispalia,cuenca,"52,258",5,0,1,0,59,2,0,4,0
2267,huerta_del_marquesado,cuenca,"108,510",2,3,2,3,128,2,0,2,0
2268,huete,cuenca,"1,039,977",103,29,3,7,905,11,1,14,0
2269,iniesta,cuenca,"1,259,727",202,50,7,5,520,6,7,4,1
2270,laguna_del_marquesado,cuenca,"23,934",2,0,0,1,72,2,0,1,0
2271,lagunaseca,cuenca,"55,918",3,1,0,1,113,1,0,3,0
2272,landete,cuenca,"555,706",22,6,3,7,645,5,3,5,1
2273,ledana,cuenca,"878,024",11,11,0,1,370,4,3,3,2
2274,leganiel,cuenca,"126,007",3,0,0,0,171,1,0,1,0
2275,majadas,cuenca,"248,099",3,0,0,5,123,4,1,2,0
2276,mariana,cuenca,"346,914",1,2,1,3,124,2,1,2,0
2277,masegosa,cuenca,"40,909",5,1,1,4,160,1,0,3,0
2278,mesas,cuenca,"663,434",11,12,2,5,318,4,2,2,0
2279,minglanilla,cuenca,"1,112,796",42,30,2,4,456,4,5,3,1
2280,mira,cuenca,"344,443",10,1,2,2,274,5,2,1,0
2281,monreal_del_llano,cuenca,"50,774",0,0,0,0,36,1,0,2,0
2282,montalbanejo,cuenca,"115,143",11,0,1,1,57,3,0,1,0
2283,montalbo,cuenca,"1,813,928",25,4,1,2,224,2,2,1,0
2284,monteagudo_de_las_salinas,cuenca,"45,458",1,0,1,2,78,0,0,2,0
2285,mota_de_altarejos,cuenca,"20,538",1,0,1,0,51,0,0,1,0
2286,mota_del_cuervo,cuenca,"1,956,565",226,78,10,13,934,13,30,8,3
2287,motilla_del_palancar,cuenca,"2,694,106",523,161,4,11,672,9,17,3,3
2288,moya,cuenca,"141,808",16,0,1,1,144,2,0,4,0
2289,narboneta,cuenca,"49,507",0,0,1,0,87,0,1,1,0
2290,olivares_de_jucar,cuenca,"219,259",8,2,1,3,184,3,1,2,0
2291,olmeda_de_la_cuesta,cuenca,"35,502",0,0,1,0,59,1,0,2,0
2292,olmeda_del_rey,cuenca,"188,144",7,0,1,2,154,3,0,3,0
2293,olmedilla_de_alarcon,cuenca,"179,419",4,1,1,0,53,2,0,2,0
2294,olmedilla_de_eliz,cuenca,"31,835",2,0,1,0,56,0,0,1,0
2295,osa_de_la_vega,cuenca,"313,711",11,2,2,2,153,2,4,1,0
2296,pajaron,cuenca,"45,603",0,1,0,0,175,1,0,1,0
2297,pajaroncillo,cuenca,"27,548",0,0,0,4,73,1,1,2,0
2298,palomares_del_campo,cuenca,"415,117",19,3,2,2,250,1,0,3,0
2299,palomera,cuenca,"60,440",25,0,0,7,76,2,0,4,0
2300,paracuellos,cuenca,"129,781",2,0,1,1,74,2,0,4,0
2301,paredes,cuenca,"183,662",0,0,0,1,14,1,0,1,0
2302,parra_de_las_vegas,cuenca,"56,062",0,0,0,0,49,0,0,4,0
2303,pedernoso,cuenca,"601,922",13,7,3,6,240,4,1,4,1
2304,pedroneras,cuenca,"3,345,942",181,82,7,11,"1,157",16,11,7,0
2305,peral,cuenca,"564,062",14,1,0,0,126,2,0,4,0
2306,peraleja,cuenca,"112,187",1,1,1,1,189,2,1,4,0
2307,pesquera,cuenca,"125,639",5,0,1,0,93,1,1,1,0
2308,picazo,cuenca,"357,170",6,1,2,2,148,4,1,1,0
2309,pinarejo,cuenca,"131,840",6,0,1,1,139,2,1,2,0
2310,pineda_de_giguela,cuenca,"56,420",1,0,0,0,169,4,0,1,0
2311,piqueras_del_castillo,cuenca,"46,914",7,0,1,1,31,2,0,2,0
2312,portalrubio_de_guadamejud,cuenca,"53,855",1,0,0,0,107,0,0,2,0
2313,portilla,cuenca,"42,526",2,1,0,1,83,1,0,2,0
2314,poyatos,cuenca,"44,803",0,0,1,2,96,0,0,1,0
2315,pozoamargo,cuenca,"277,045",3,1,1,1,80,2,0,1,0
2316,pozorrubio,cuenca,"290,951",4,1,3,0,120,3,0,3,0
2317,pozuelo,cuenca,"74,965",2,0,1,1,81,0,0,2,0
2318,priego,cuenca,"501,967",26,20,3,5,446,8,9,2,0
2319,provencio,cuenca,"797,929",22,7,2,21,464,8,4,2,0
2320,puebla_de_almenara,cuenca,"226,646",6,2,0,1,152,3,0,2,0
2321,puebla_de_don_francisco,cuenca,"298,215",19,0,0,3,421,2,0,4,0
2322,puebla_del_salvador,cuenca,"135,780",7,1,1,1,68,0,0,1,0
2323,quintanar_del_rey,cuenca,"2,160,285","1,037",138,8,16,913,8,17,5,1
2324,rada_de_haro,cuenca,"45,857",0,1,1,2,30,2,0,1,0
2325,reillo,cuenca,"161,865",1,0,1,0,106,2,0,2,0
2326,rozalen_del_monte,cuenca,"97,520",35,0,0,0,55,0,0,1,0
2327,saceda_trasierra,cuenca,"80,824",0,0,0,1,72,3,0,1,0
2328,saelices,cuenca,"483,255",17,1,2,5,237,5,1,3,1
2329,salinas_del_manzano,cuenca,"65,374",6,0,0,0,39,0,0,1,0
2330,salmeroncillos,cuenca,"71,168",0,0,1,0,119,2,0,2,0
2331,salvacanete,cuenca,"273,292",9,2,0,1,205,2,0,4,0
2332,san_clemente,cuenca,"2,804,770",689,120,6,18,837,25,14,7,2
2333,san_lorenzo_de_la_parrilla,cuenca,"577,350",37,6,1,3,373,2,2,3,2
2334,san_martin_de_boniches,cuenca,"24,752",1,0,0,1,49,2,0,2,0
2335,san_pedro_palmiches,cuenca,"116,591",7,0,0,2,123,2,0,1,0
2336,santa_cruz_de_moya,cuenca,"126,931",19,5,4,3,417,3,0,3,0
2337,santa_maria_del_campo_rus,cuenca,"465,521",4,1,2,2,161,3,0,4,0
2338,santa_maria_de_los_llanos,cuenca,"472,061",2,4,1,3,174,3,1,2,0
2339,santa_maria_del_val,cuenca,"30,032",1,0,0,1,90,1,0,3,0
2340,sisante,cuenca,"919,282",32,15,2,6,332,7,4,7,2
2341,solera_de_gabaldon,cuenca,"27,237",0,0,0,0,18,0,0,1,0
2342,talayuelas,cuenca,"581,352",18,2,3,6,570,4,1,5,2
2343,tarancon,cuenca,"5,562,633","3,782",473,15,25,"1,436",22,76,10,4
2344,tebar,cuenca,"162,346",26,2,1,3,117,4,1,1,0
2345,tejadillos,cuenca,"59,685",3,1,0,0,107,1,1,2,0
2346,tinajas,cuenca,"180,225",7,2,1,1,192,3,0,4,0
2347,torralba,cuenca,"64,114",27,1,1,0,119,2,0,3,0
2348,torrejoncillo_del_rey,cuenca,"409,305",5,2,6,4,462,5,1,9,0
2349,torrubia_del_campo,cuenca,"183,207",8,3,1,1,92,3,0,2,0
2350,torrubia_del_castillo,cuenca,"32,242",6,0,0,0,62,0,0,2,0
2351,tragacete,cuenca,"155,010",6,0,2,8,58,1,0,1,0
2352,tresjuncos,cuenca,"217,091",2,1,1,1,123,2,0,3,0
2353,tribaldos,cuenca,"140,824",1,0,1,1,67,1,0,2,0
2354,ucles,cuenca,"256,695",5,0,1,4,100,7,1,4,0
2355,una,cuenca,"79,267",2,0,1,8,65,8,0,3,0
2356,valdemeca,cuenca,"139,363",10,1,1,1,82,2,0,1,0
2357,valdemorillo_de_la_sierra,cuenca,"22,211",6,0,0,0,68,1,0,1,0
2358,valdemoro_sierra,cuenca,"122,926",17,2,1,0,103,2,0,2,0
2359,valdeolivas,cuenca,"120,290",0,1,3,0,162,2,0,1,0
2360,valhermoso_de_la_fuente,cuenca,"57,522",3,0,1,1,55,1,0,1,0
2361,valsalobre,cuenca,"32,900",1,0,0,0,32,0,0,2,0
2362,valverde_de_jucar,cuenca,"521,147",26,10,2,4,324,7,1,0,1
2363,valverdejo,cuenca,"55,752",0,0,0,1,66,1,0,1,0
2364,vara_de_rey,cuenca,"396,118",8,3,1,5,188,6,0,5,1
2365,vega_del_codorno,cuenca,"129,158",2,2,1,6,165,2,0,1,1
2366,vellisca,cuenca,"168,191",9,0,1,0,130,1,1,3,1
2367,villaconejos_de_trabaque,cuenca,"184,062",3,7,2,0,372,5,1,1,1
2368,villaescusa_de_haro,cuenca,"424,603",2,1,1,1,124,2,0,4,1
2369,villagarcia_del_llano,cuenca,"418,416",7,3,2,1,200,5,2,4,2
2370,villalba_de_la_sierra,cuenca,"635,539",13,3,3,9,127,5,2,1,0
2371,villalba_del_rey,cuenca,"402,302",31,2,2,0,343,11,2,3,1
2372,villalgordo_del_marquesado,cuenca,"156,055",0,0,2,1,81,1,0,1,0
2373,villalpardo,cuenca,"599,260",24,1,1,0,243,3,2,2,1
2374,villamayor_de_santiago,cuenca,"975,769",16,13,4,34,618,7,4,4,1
2375,villanueva_de_guadamejud,cuenca,"102,609",5,0,0,0,95,2,0,3,0
2376,villanueva_de_la_jara,cuenca,"962,592",73,19,6,6,391,11,3,6,1
2377,villar_de_canas,cuenca,"3,193,941",5,2,0,4,181,1,2,3,0
2378,villar_de_domingo_garcia,cuenca,"113,345",9,0,1,3,194,2,0,6,0
2379,villar_de_la_encina,cuenca,"98,034",4,1,1,1,98,5,1,1,0
2380,villar_del_humo,cuenca,"84,345",9,0,1,2,247,1,0,1,0
2381,villar_del_infantado,cuenca,"35,774",1,1,0,4,61,2,0,2,0
2382,villar_de_olalla,cuenca,"1,227,336",32,3,7,5,318,4,1,7,0
2383,villarejo_de_fuentes,cuenca,"375,987",24,1,1,1,202,1,0,2,0
2384,villarejo_de_la_penuela,cuenca,"17,765",0,0,1,0,37,3,0,2,0
2385,villarejo_periesteban,cuenca,"263,690",3,1,2,1,271,4,0,1,0
2386,villares_del_saz,cuenca,"562,504",10,2,4,3,285,3,0,4,2
2387,villarrubio,cuenca,"222,753",0,2,1,5,109,2,0,1,0
2388,villarta,cuenca,"427,009",5,0,4,3,251,2,2,1,0
2389,villas_de_la_ventosa,cuenca,"265,296",1,1,2,2,605,5,2,18,0
2390,villaverde_y_pasaconsol,cuenca,"210,369",6,2,1,1,158,1,1,2,0
2391,villora,cuenca,"68,167",11,0,0,1,110,1,0,1,0
2392,vindel,cuenca,"13,606",1,0,0,0,25,0,0,1,0
2393,yemeda,cuenca,"23,213",0,0,0,0,17,0,0,1,0
2394,zafra_de_zancara,cuenca,"147,442",99,0,1,0,8,1,0,2,0
2395,zafrilla,cuenca,"24,899",8,0,0,0,80,1,0,2,0
2396,zarza_de_tajo,cuenca,"241,517",9,0,0,0,189,1,0,1,0
2397,zarzuela,cuenca,"167,325",3,0,1,1,276,3,0,3,0
2398,campos_del_paraiso,cuenca,"655,451",21,6,2,5,677,14,3,8,0
2399,valdetortola,cuenca,"76,839",6,0,0,0,121,3,0,3,0
2400,valeras,cuenca,"675,997",29,10,3,1,276,4,3,4,0
2401,fuentenava_de_jabaga,cuenca,"358,099",9,0,2,5,407,29,2,5,0
2402,arcas_del_villar,cuenca,"934,397",327,5,2,2,219,16,3,4,0
2403,valdecolmenas,cuenca,"68,795",0,0,0,1,168,3,0,5,0
2404,pozorrubielos_de_la_mancha,cuenca,"369,361",2,1,0,1,112,4,0,4,0
2405,sotorribas,cuenca,"504,840",13,2,2,3,630,5,0,17,0
2406,villar_y_velasco,cuenca,"92,582",15,0,0,3,136,1,0,2,0
2407,agullana,girona,"386,161",43,1,1,1,21,7,0,2,3
2408,aiguaviva,girona,"749,271",7,1,4,1,127,5,11,2,0
2409,albanya,girona,"102,184",15,0,1,0,13,1,0,9,0
2410,albons,girona,"380,821",94,2,1,3,12,7,2,3,0
2411,far_d_emporda,girona,"664,229",4,0,1,1,34,3,1,2,1
2412,alp,girona,"2,417,294","1,318",149,3,135,154,10,6,2,3
2413,amer,girona,"760,140",228,38,3,3,71,10,4,6,1
2414,angles,girona,"1,073,731",526,114,3,5,87,10,6,2,3
2415,arbucies,girona,"1,988,770",981,111,6,52,200,33,7,11,0
2416,argelaguer,girona,"259,858",28,2,1,0,31,6,1,5,0
2417,armentera,girona,"463,786",31,1,2,4,52,14,2,1,0
2418,avinyonet_de_puigventos,girona,"466,156",16,0,0,2,33,7,2,2,1
2419,begur,girona,"6,810,745","1,228",148,1,209,151,116,61,9,1
2420,vajol,girona,"123,506",15,0,1,2,5,0,0,2,0
2421,banyoles,girona,"2,821,082","4,728",690,19,23,364,47,184,10,7
2422,bascara,girona,"389,570",56,9,0,1,86,7,3,3,0
2423,bellcaire_d_emporda,girona,"417,951",96,4,1,0,32,4,1,3,0
2424,besalu,girona,"768,084",180,42,3,8,110,7,13,4,1
2425,bescano,girona,"2,318,203",529,29,4,5,180,26,9,10,1
2426,beuda,girona,"103,705",2,0,0,3,17,1,1,8,0
2427,bisbal_d_emporda,girona,"1,430,699","2,059",415,7,8,377,13,62,7,2
2428,blanes,girona,"4,523,299","9,585","1,686",37,89,798,158,115,12,2
2429,bolvir,girona,"1,608,907",101,2,3,4,25,15,2,3,0
2430,bordils,girona,"669,684",72,12,1,3,35,8,2,2,1
2431,borrassa,girona,"379,859",77,1,2,3,18,33,0,2,0
2432,breda,girona,"1,013,666",434,84,2,4,145,12,9,2,1
2433,brunyola,girona,"138,554",7,0,0,2,19,2,2,7,0
2434,boadella_i_les_escaules,girona,"111,786",30,0,1,3,2,1,0,3,1
2435,cabanes,girona,"301,775",17,0,1,1,86,7,2,2,1
2436,cabanelles,girona,"91,345",11,0,0,4,4,2,1,9,0
2437,cadaques,girona,"1,805,493",586,131,3,32,114,9,6,3,1
2438,caldes_de_malavella,girona,"5,831,192",258,58,7,14,89,38,2,7,1
2439,calonge,girona,"7,300,303","5,526",401,12,44,253,124,13,8,6
2440,camos,girona,"238,749",9,0,2,2,24,7,0,4,0
2441,campdevanol,girona,"539,389",816,64,4,6,106,9,5,6,2
2442,campelles,girona,"304,800",10,0,1,2,23,1,0,5,0
2443,campllong,girona,"568,932",1,1,0,1,58,2,2,1,0
2444,camprodon,girona,"1,193,173",637,170,16,10,150,14,24,15,1
2445,canet_d_adri,girona,"335,355",9,0,1,2,9,6,2,3,0
2446,cantallops,girona,"207,797",24,1,0,4,18,1,0,1,0
2447,capmany,girona,"337,658",17,4,0,5,54,4,1,2,0
2448,queralbs,girona,"95,961",37,7,1,24,25,5,1,8,0
2449,cassa_de_la_selva,girona,"2,153,070","1,737",193,13,5,235,18,26,3,1
2450,castellfollit_de_la_roca,girona,"128,772",160,11,2,1,15,3,1,2,0
2451,castello_d_empuries,girona,"4,642,178","3,091",616,13,53,376,82,124,4,6
2452,castell_platja_d_aro,girona,"6,603,358","7,553","1,058",3,85,130,88,64,6,5
2453,celra,girona,"2,385,364",572,126,7,1,148,4,18,1,1
2454,cervia_de_ter,girona,"493,400",17,1,2,0,50,6,1,6,0
2455,cistella,girona,"166,609",19,0,1,0,7,2,0,4,1
2456,siurana,girona,"143,574",2,0,0,2,13,4,0,1,0
2457,colera,girona,"345,988",215,26,0,9,20,6,2,3,1
2458,colomers,girona,"113,391",20,0,1,1,2,4,0,1,0
2459,cornella_del_terri,girona,"807,989",256,29,4,15,192,20,41,11,1
2460,corca,girona,"631,060",64,6,5,0,46,14,2,6,1
2461,crespia,girona,"194,726",7,0,1,0,27,1,1,2,0
2462,darnius,girona,"305,902",64,1,1,5,12,6,0,2,0
2463,das,girona,"694,968",107,1,0,1,21,5,0,6,0
2464,escala,girona,"4,718,778","3,914",627,7,201,105,121,17,5,4
2465,espinelves,girona,"185,372",5,1,2,2,17,2,0,2,0
2466,espolla,girona,"159,005",36,0,0,1,10,2,1,2,0
2467,esponella,girona,"315,124",8,0,2,4,25,6,0,7,0
2468,figueres,girona,"4,907,497","8,549","1,595",44,43,943,18,230,8,4
2469,flaca,girona,"470,482",147,16,1,0,16,3,2,3,0
2470,foixa,girona,"830,700",2,1,0,0,21,6,2,2,0
2471,fontanals_de_cerdanya,girona,"1,265,836",194,5,3,3,28,8,0,6,0
2472,fontanilles,girona,"224,862",0,0,0,1,16,6,1,2,0
2473,fontcoberta,girona,"579,277",13,0,4,6,47,11,2,5,0
2474,fornells_de_la_selva,girona,"1,712,185",333,20,4,3,173,20,10,2,0
2475,fortia,girona,"377,010",16,4,2,2,35,4,1,2,0
2476,garrigas,girona,"201,166",18,0,0,1,16,8,1,5,0
2477,garrigoles,girona,"74,092",4,0,1,0,7,5,0,2,0
2478,garriguella,girona,"548,372",10,5,1,11,68,5,1,1,0
2479,ger,girona,"470,258",46,1,2,1,16,5,1,2,0
2480,girona,girona,"8,531,296","12,023","4,103",107,86,875,68,"1,145",62,26
2481,gombren,girona,"112,148",30,3,1,2,16,3,0,8,1
2482,gualta,girona,"1,576,053",232,5,0,2,19,5,1,2,0
2483,guils_de_cerdanya,girona,"1,225,552",222,0,0,0,21,7,1,5,0
2484,hostalric,girona,"793,586",862,122,4,6,102,7,2,2,1
2485,isovol,girona,"257,206",86,1,0,5,20,1,0,6,0
2486,jafre,girona,"184,141",13,1,1,0,29,3,0,3,0
2487,jonquera,girona,"1,380,488",416,178,5,36,155,10,70,5,3
2488,juia,girona,"315,220",12,0,1,2,13,1,1,2,0
2489,llado,girona,"278,484",82,0,1,1,13,6,0,4,0
2490,llagostera,girona,"2,760,758","1,402",93,8,21,116,26,21,1,1
2491,llambilles,girona,"384,517",7,1,0,1,33,4,2,4,0
2492,llanars,girona,"292,287",226,6,0,5,28,2,0,1,0
2493,llanca,girona,"2,171,992","3,192",244,3,36,90,35,16,5,2
2494,llers,girona,"799,203",46,8,3,3,34,10,5,0,0
2495,llivia,girona,"692,525",680,43,2,7,45,36,5,2,0
2496,lloret_de_mar,girona,"10,591,090","8,204","1,694",17,686,795,171,254,5,17
2497,llosses,girona,"83,805",6,0,0,1,9,2,0,6,0
