ccaa_prov,municipio,total_bib
Galicia - Pontevedra,Arbo,1
Galicia - Pontevedra,Baiona,1
Galicia - Pontevedra,Barro,1
Galicia - Pontevedra,Bueu,3
Galicia - Pontevedra,Caldas de Reis,1
Galicia - Pontevedra,Cambados,5
Galicia - Pontevedra,Campo Lameiro,1
Galicia - Pontevedra,Cangas,5
Galicia - Pontevedra,Catoira,1
Galicia - Pontevedra,Cerdedo-Cotobade,3
Galicia - Pontevedra,Covelo,1
Galicia - Pontevedra,Crecente,1
Galicia - Pontevedra,Cuntis,1
Galicia - Pontevedra,Forcarei,1
Galicia - Pontevedra,Gondomar,1
Galicia - Pontevedra,Lalín,1
Galicia - Pontevedra,Marín,2
Galicia - Pontevedra,Meaño,1
Galicia - Pontevedra,Meis,1
Galicia - Pontevedra,Moaña,3
Galicia - Pontevedra,Mondariz,1
Galicia - Pontevedra,Mondariz-Balneario,1
Galicia - Pontevedra,Moraña,1
Galicia - Pontevedra,Mos,1
Galicia - Pontevedra,Nigrán,1
Galicia - Pontevedra,O Grove,2
Galicia - Pontevedra,O Porriño,1
Galicia - Pontevedra,O Rosal,1
Galicia - Pontevedra,Pazos de Borbén,1
Galicia - Pontevedra,Poio,1
Galicia - Pontevedra,Ponte Caldelas,1
Galicia - Pontevedra,Ponteareas,5
Galicia - Pontevedra,Pontecesures,1
Galicia - Pontevedra,Pontevedra,1
Galicia - Pontevedra,Portas,1
Galicia - Pontevedra,Redondela,3
Galicia - Pontevedra,Ribadumia,1
Galicia - Pontevedra,Rodeiro,1
Galicia - Pontevedra,Salceda de Caselas,1
Galicia - Pontevedra,Salvaterra de Miño,1
Galicia - Pontevedra,Sanxenxo,3
Galicia - Pontevedra,Silleda,1
Galicia - Pontevedra,Soutomaior,1
Galicia - Pontevedra,Tomiño,1
Galicia - Pontevedra,Tui,2
Galicia - Pontevedra,Valga,2
Galicia - Pontevedra,Vigo,6
Galicia - Pontevedra,Vila de Cruces,1
Galicia - Pontevedra,Vilaboa,1
Galicia - Pontevedra,Vilagarcía de Arousa,4
Galicia - Pontevedra,Vilanova de Arousa,6
Canarias - Palmas de Gran Canaria,Agaete,1
Canarias - Palmas de Gran Canaria,Agüimes,6
Canarias - Palmas de Gran Canaria,Antigua,1
Canarias - Palmas de Gran Canaria,Arrecife,3
Canarias - Palmas de Gran Canaria,Artenara,1
Canarias - Palmas de Gran Canaria,Arucas,1
Canarias - Palmas de Gran Canaria,Betancuria,3
Canarias - Palmas de Gran Canaria,Firgas,1
Canarias - Palmas de Gran Canaria,Gáldar,1
Canarias - Palmas de Gran Canaria,Ingenio,2
Canarias - Palmas de Gran Canaria,La Aldea de San Nicolás,1
Canarias - Palmas de Gran Canaria,La Oliva,2
Canarias - Palmas de Gran Canaria,Las Palmas de Gran Canaria,15
Canarias - Palmas de Gran Canaria,Mogán,2
Canarias - Palmas de Gran Canaria,Moya,1
Canarias - Palmas de Gran Canaria,Pájara,2
Canarias - Palmas de Gran Canaria,Puerto del Rosario,2
Canarias - Palmas de Gran Canaria,San Bartolomé,2
Canarias - Palmas de Gran Canaria,San Bartolomé de Tirajana,1
Canarias - Palmas de Gran Canaria,Santa Brígida,1
Canarias - Palmas de Gran Canaria,Santa Lucía de Tirajana,9
Canarias - Palmas de Gran Canaria,Santa María de Guía de Gran Canaria,1
Canarias - Palmas de Gran Canaria,Teguise,1
Canarias - Palmas de Gran Canaria,Tejeda,1
Canarias - Palmas de Gran Canaria,Telde,4
Canarias - Palmas de Gran Canaria,Teror,1
Canarias - Palmas de Gran Canaria,Tías,2
Canarias - Palmas de Gran Canaria,Tinajo,1
Canarias - Palmas de Gran Canaria,Tuineje,2
Canarias - Palmas de Gran Canaria,Valleseco,1
Canarias - Palmas de Gran Canaria,Valsequillo de Gran Canaria,1
Canarias - Palmas de Gran Canaria,Vega de San Mateo,1
Región de Murcia - Murcia,Abanilla,1
Región de Murcia - Murcia,Abarán,1
Región de Murcia - Murcia,Águilas,1
Región de Murcia - Murcia,Albudeite,1
Región de Murcia - Murcia,Alcantarilla,1
Región de Murcia - Murcia,Aledo,1
Región de Murcia - Murcia,Alguazas,1
Región de Murcia - Murcia,Alhama de Murcia,1
Región de Murcia - Murcia,Archena,1
Región de Murcia - Murcia,Beniel,1
Región de Murcia - Murcia,Blanca,1
Región de Murcia - Murcia,Bullas,1
Región de Murcia - Murcia,Calasparra,1
Región de Murcia - Murcia,Campos del Río,1
Región de Murcia - Murcia,Caravaca de la Cruz,5
Región de Murcia - Murcia,Cartagena,9
Región de Murcia - Murcia,Cehegín,1
Región de Murcia - Murcia,Ceutí,2
Región de Murcia - Murcia,Cieza,1
Región de Murcia - Murcia,Fortuna,1
Región de Murcia - Murcia,Fuente Álamo de Murcia,1
Región de Murcia - Murcia,Jumilla,1
Región de Murcia - Murcia,La Unión,1
Región de Murcia - Murcia,Las Torres de Cotillas,1
Región de Murcia - Murcia,Librilla,1
Región de Murcia - Murcia,Lorca,11
Región de Murcia - Murcia,Lorquí,1
Región de Murcia - Murcia,Los Alcázares,1
Región de Murcia - Murcia,Mazarrón,2
Región de Murcia - Murcia,Molina de Segura,3
Región de Murcia - Murcia,Moratalla,1
Región de Murcia - Murcia,Mula,2
Región de Murcia - Murcia,Murcia,24
Región de Murcia - Murcia,Ojós,1
Región de Murcia - Murcia,Pliego,1
Región de Murcia - Murcia,Puerto Lumbreras,2
Región de Murcia - Murcia,Ricote,1
Región de Murcia - Murcia,San Javier,3
Región de Murcia - Murcia,San Pedro del Pinatar,2
Región de Murcia - Murcia,Santomera,1
Región de Murcia - Murcia,Torre-Pacheco,2
Región de Murcia - Murcia,Totana,1
Región de Murcia - Murcia,Ulea,1
Región de Murcia - Murcia,Villanueva del Río Segura,1
Región de Murcia - Murcia,Yecla,3
Principado de Asturias - Asturias,Allande,1
Principado de Asturias - Asturias,Aller,3
Principado de Asturias - Asturias,Amieva,1
Principado de Asturias - Asturias,Avilés,5
Principado de Asturias - Asturias,Belmonte de Miranda,1
Principado de Asturias - Asturias,Bimenes,1
Principado de Asturias - Asturias,Boal,1
Principado de Asturias - Asturias,Cabrales,1
Principado de Asturias - Asturias,Cabranes,1
Principado de Asturias - Asturias,Candamo,1
Principado de Asturias - Asturias,Cangas de Onís,1
Principado de Asturias - Asturias,Cangas del Narcea,1
Principado de Asturias - Asturias,Caravia,1
Principado de Asturias - Asturias,Carreño,1
Principado de Asturias - Asturias,Castrillón,2
Principado de Asturias - Asturias,Castropol,2
Principado de Asturias - Asturias,Coaña,1
Principado de Asturias - Asturias,Colunga,1
Principado de Asturias - Asturias,Corvera de Asturias,4
Principado de Asturias - Asturias,Cudillero,2
Principado de Asturias - Asturias,Degaña,1
Principado de Asturias - Asturias,El Franco,1
Principado de Asturias - Asturias,Gijón,12
Principado de Asturias - Asturias,Gozón,1
Principado de Asturias - Asturias,Grado,1
Principado de Asturias - Asturias,Grandas de Salime,1
Principado de Asturias - Asturias,Illano,1
Principado de Asturias - Asturias,Langreo,3
Principado de Asturias - Asturias,Las Regueras,1
Principado de Asturias - Asturias,Laviana,3
Principado de Asturias - Asturias,Lena,3
Principado de Asturias - Asturias,Llanera,2
Principado de Asturias - Asturias,Llanes,4
Principado de Asturias - Asturias,Mieres,4
Principado de Asturias - Asturias,Morcín,1
Principado de Asturias - Asturias,Muros de Nalón,2
Principado de Asturias - Asturias,Nava,1
Principado de Asturias - Asturias,Navia,2
Principado de Asturias - Asturias,Noreña,1
Principado de Asturias - Asturias,Onís,1
Principado de Asturias - Asturias,Oviedo,12
Principado de Asturias - Asturias,Parres,1
Principado de Asturias - Asturias,Peñamellera Baja,1
Principado de Asturias - Asturias,Piloña,1
Principado de Asturias - Asturias,Ponga,1
Principado de Asturias - Asturias,Pravia,1
Principado de Asturias - Asturias,Proaza,1
Principado de Asturias - Asturias,Quirós,1
Principado de Asturias - Asturias,Ribadedeva,1
Principado de Asturias - Asturias,Ribadesella,1
Principado de Asturias - Asturias,Ribera de Arriba,1
Principado de Asturias - Asturias,Riosa,1
Principado de Asturias - Asturias,Salas,1
Principado de Asturias - Asturias,San Martín de Oscos,1
Principado de Asturias - Asturias,San Martín del Rey Aurelio,3
Principado de Asturias - Asturias,San Tirso de Abres,1
Principado de Asturias - Asturias,Sariego,1
Principado de Asturias - Asturias,Siero,7
Principado de Asturias - Asturias,Sobrescobio,2
Principado de Asturias - Asturias,Somiedo,1
Principado de Asturias - Asturias,Soto del Barco,2
Principado de Asturias - Asturias,Tapia de Casariego,1
Principado de Asturias - Asturias,Taramundi,1
Principado de Asturias - Asturias,Teverga,1
Principado de Asturias - Asturias,Tineo,2
Principado de Asturias - Asturias,Valdés,1
Principado de Asturias - Asturias,Vegadeo,1
Principado de Asturias - Asturias,Villaviciosa,1
Castilla y León - Palencia,Aguilar de Campoo,1
Castilla y León - Palencia,Alar del Rey,1
Castilla y León - Palencia,Astudillo,1
Castilla y León - Palencia,Baltanás,1
Castilla y León - Palencia,Barruelo de Santullán,1
Castilla y León - Palencia,Carrión de los Condes,1
Castilla y León - Palencia,Cervera de Pisuerga,1
Castilla y León - Palencia,Cisneros,1
Castilla y León - Palencia,Dueñas,1
Castilla y León - Palencia,Frómista,1
Castilla y León - Palencia,Guardo,1
Castilla y León - Palencia,Herrera de Pisuerga,1
Castilla y León - Palencia,Osorno la Mayor,1
Castilla y León - Palencia,Palencia,6
Castilla y León - Palencia,Paredes de Nava,1
Castilla y León - Palencia,Saldaña,1
Castilla y León - Palencia,Santibáñez de la Peña,1
Castilla y León - Palencia,Torquemada,1
Castilla y León - Palencia,Velilla del Río Carrión,1
Castilla y León - Palencia,Venta de Baños,1
Castilla y León - Palencia,Villada,1
Castilla y León - Palencia,Villamuriel de Cerrato,1
Castilla y León - Palencia,Villarramiel,1
Castilla y León - Salamanca,Alaraz,1
Castilla y León - Salamanca,Alba de Tormes,1
Castilla y León - Salamanca,Barruecopardo,1
Castilla y León - Salamanca,Béjar,1
Castilla y León - Salamanca,Cabrerizos,1
Castilla y León - Salamanca,Candelario,1
Castilla y León - Salamanca,Cantalapiedra,1
Castilla y León - Salamanca,Cantalpino,1
Castilla y León - Salamanca,Carbajosa de la Sagrada,1
Castilla y León - Salamanca,Castellanos de Moriscos,1
Castilla y León - Salamanca,Cespedosa de Tormes,1
Castilla y León - Salamanca,Ciudad Rodrigo,1
Castilla y León - Salamanca,Fuenteguinaldo,1
Castilla y León - Salamanca,Fuentes de Oñoro,1
Galicia - Ourense,A Arnoia,1
Galicia - Ourense,A Bola,1
Galicia - Ourense,A Gudiña,1
Galicia - Ourense,A Mezquita,1
Galicia - Ourense,A Pobra de Trives,1
Galicia - Ourense,A Rúa,1
Galicia - Ourense,A Veiga,1
Galicia - Ourense,Allariz,1
Castilla y León - Salamanca,Guijuelo,1
Castilla y León - Salamanca,Horcajo Medianero,1
Castilla y León - Salamanca,La Alberca,1
Castilla y León - Salamanca,La Fuente de San Esteban,1
Castilla y León - Salamanca,Ledesma,1
Castilla y León - Salamanca,Linares de Riofrío,1
Castilla y León - Salamanca,Los Santos,1
Castilla y León - Salamanca,Lumbrales,1
Castilla y León - Salamanca,Macotera,1
Castilla y León - Salamanca,Peñaranda de Bracamonte,1
Castilla y León - Salamanca,Robleda,1
Castilla y León - Salamanca,Salamanca,9
Castilla y León - Salamanca,Santa Marta de Tormes,1
Castilla y León - Salamanca,Santibáñez de Béjar,1
Castilla y León - Salamanca,Saucelle,1
Castilla y León - Salamanca,Tamames,1
Castilla y León - Salamanca,Terradillos,1
Castilla y León - Salamanca,Valdefuentes de Sangusín,1
Castilla y León - Salamanca,Villamayor,1
Castilla y León - Salamanca,Villares de la Reina,1
Galicia - Ourense,Avión,1
Galicia - Ourense,Baltar,1
Galicia - Ourense,Bande,1
Galicia - Ourense,Barbadás,1
Galicia - Ourense,Beariz,1
Galicia - Ourense,Castrelo de Miño,1
Galicia - Ourense,Castrelo do Val,1
Galicia - Ourense,Castro Caldelas,1
Galicia - Ourense,Celanova,1
Galicia - Ourense,Cortegada,1
Galicia - Ourense,Entrimo,1
Galicia - Ourense,Esgos,1
Galicia - Ourense,Leiro,1
Galicia - Ourense,Maceda,1
Galicia - Ourense,Monterrei,1
Galicia - Ourense,Muíños,1
Galicia - Ourense,Nogueira de Ramuín,1
Galicia - Ourense,O Barco de Valdeorras,1
Galicia - Ourense,O Carballiño,1
Galicia - Ourense,O Pereiro de Aguiar,1
Galicia - Ourense,Os Blancos,1
Galicia - Ourense,Ourense,4
Galicia - Ourense,Quintela de Leirado,1
Castilla y León - Salamanca,Villarino de los Aires,1
Castilla y León - Salamanca,Villavieja de Yeltes,1
Castilla y León - Salamanca,Vitigudino,1
Galicia - Ourense,Rairiz de Veiga,1
Galicia - Ourense,Ramirás,1
Galicia - Ourense,Ribadavia,1
Galicia - Ourense,Riós,1
Galicia - Ourense,Rubiá,1
Galicia - Ourense,San Cibrao das Viñas,1
Galicia - Ourense,San Cristovo de Cea,1
Galicia - Ourense,Verín,1
Galicia - Ourense,Viana do Bolo,1
Galicia - Ourense,Vilamarín,1
Galicia - Ourense,Vilamartín de Valdeorras,1
Galicia - Ourense,Vilar de Barrio,1
Galicia - Ourense,Vilar de Santos,1
Galicia - Ourense,Vilariño de Conso,1
Galicia - Ourense,Xinzo de Limia,1
Galicia - Ourense,Xunqueira de Ambía,1
Galicia - Ourense,Xunqueira de Espadanedo,1
Galicia - Lugo,A Fonsagrada,1
Galicia - Lugo,A Pobra do Brollón,1
Galicia - Lugo,Abadín,1
Galicia - Lugo,Alfoz,1
Galicia - Lugo,Antas de Ulla,1
Galicia - Lugo,As Nogais,1
Galicia - Lugo,Barreiros,1
Galicia - Lugo,Becerreá,1
Galicia - Lugo,Bóveda,1
Galicia - Lugo,Burela,1
Galicia - Lugo,Carballedo,1
Galicia - Lugo,Castro de Rei,2
Galicia - Lugo,Cervo,2
Galicia - Lugo,Chantada,1
Galicia - Lugo,Foz,1
Galicia - Lugo,Láncara,1
Galicia - Lugo,Lourenzá,1
Galicia - Lugo,Lugo,2
Galicia - Lugo,Meira,1
Galicia - Lugo,Mondoñedo,1
Galicia - Lugo,Monforte de Lemos,1
Galicia - Lugo,Monterroso,1
Galicia - Lugo,Muras,1
Galicia - Lugo,Navia de Suarna,1
Galicia - Lugo,O Saviñao,1
Galicia - Lugo,O Valadouro,1
Galicia - Lugo,O Vicedo,1
Galicia - Lugo,Ourol,1
Galicia - Lugo,Outeiro de Rei,1
Galicia - Lugo,Palas de Rei,1
Galicia - Lugo,Pantón,1
Galicia - Lugo,Paradela,1
Galicia - Lugo,Pol,1
Galicia - Lugo,Quiroga,1
Galicia - Lugo,Ribadeo,1
Galicia - Lugo,Ribas de Sil,1
Galicia - Lugo,Sarria,1
Galicia - Lugo,Sober,1
Galicia - Lugo,Taboada,1
Galicia - Lugo,Trabada,1
Galicia - Lugo,Vilalba,1
Galicia - Lugo,Viveiro,2
Galicia - Lugo,Xermade,1
Galicia - Lugo,Xove,1
Andalucía - Málaga,Alameda,1
Andalucía - Málaga,Alcaucín,1
Andalucía - Málaga,Alfarnate,1
Andalucía - Málaga,Algarrobo,1
Andalucía - Málaga,Algatocín,1
Andalucía - Málaga,Alhaurín de la Torre,1
Andalucía - Málaga,Alhaurín el Grande,2
Andalucía - Málaga,Almáchar,1
Andalucía - Málaga,Almargen,1
Andalucía - Málaga,Almogía,1
Andalucía - Málaga,Álora,2
Andalucía - Málaga,Antequera,1
Andalucía - Málaga,Árchez,1
Andalucía - Málaga,Archidona,1
Andalucía - Málaga,Ardales,1
Andalucía - Málaga,Arriate,1
Andalucía - Málaga,Benadalid,1
Andalucía - Málaga,Benahavís,1
Andalucía - Málaga,Benalauría,1
Andalucía - Málaga,Benalmádena,2
Andalucía - Málaga,Benamargosa,1
Andalucía - Málaga,Benamocarra,1
Andalucía - Málaga,Benaoján,1
Andalucía - Málaga,Benarrabá,1
Andalucía - Málaga,Campillos,1
Andalucía - Málaga,Cañete la Real,1
Andalucía - Málaga,Canillas de Albaida,1
Andalucía - Málaga,Carratraca,1
Andalucía - Málaga,Cártama,3
Andalucía - Málaga,Casares,1
Andalucía - Málaga,Coín,1
Andalucía - Málaga,Colmenar,1
Andalucía - Málaga,Comares,1
Andalucía - Málaga,Cómpeta,1
Andalucía - Málaga,Cortes de la Frontera,2
Andalucía - Málaga,Cuevas Bajas,1
Andalucía - Málaga,Cuevas de San Marcos,1
Andalucía - Málaga,Cuevas del Becerro,1
Andalucía - Málaga,Cútar,1
Andalucía - Málaga,El Borge,1
Andalucía - Málaga,El Burgo,1
Andalucía - Málaga,Estepona,2
Andalucía - Málaga,Frigiliana,1
Andalucía - Málaga,Fuengirola,3
Andalucía - Málaga,Fuente de Piedra,1
Andalucía - Málaga,Gaucín,1
Andalucía - Málaga,Genalguacil,1
Andalucía - Málaga,Humilladero,2
Andalucía - Málaga,Igualeja,1
Andalucía - Málaga,Istán,1
Andalucía - Málaga,Iznate,1
Andalucía - Málaga,Jimera de Líbar,1
Andalucía - Málaga,Jubrique,1
Andalucía - Málaga,Macharaviaya,1
Andalucía - Málaga,Málaga,24
Andalucía - Málaga,Manilva,2
Andalucía - Málaga,Marbella,6
Andalucía - Málaga,Mijas,4
Andalucía - Málaga,Moclinejo,1
Andalucía - Málaga,Mollina,1
Andalucía - Málaga,Monda,1
Andalucía - Málaga,Montejaque,1
Andalucía - Málaga,Nerja,1
Andalucía - Málaga,Ojén,1
Andalucía - Málaga,Periana,1
Andalucía - Málaga,Pizarra,1
Andalucía - Málaga,Rincón de la Victoria,4
Andalucía - Málaga,Ronda,2
Andalucía - Málaga,Sayalonga,1
Andalucía - Málaga,Sierra de Yeguas,1
Andalucía - Málaga,Teba,1
Andalucía - Málaga,Tolox,1
Andalucía - Málaga,Torremolinos,2
Andalucía - Málaga,Torrox,3
Andalucía - Málaga,Totalán,1
Andalucía - Málaga,Vélez-Málaga,7
Andalucía - Málaga,Villanueva de Algaidas,1
Andalucía - Málaga,Villanueva de la Concepción,1
Andalucía - Málaga,Villanueva de Tapia,1
Andalucía - Málaga,Villanueva del Rosario,1
Andalucía - Málaga,Villanueva del Trabuco,1
Andalucía - Málaga,Viñuela,2
Andalucía - Málaga,Yunquera,1
La Rioja - La Rioja,Albelda de Iregua,1
La Rioja - La Rioja,Alberite,1
La Rioja - La Rioja,Aldeanueva de Ebro,1
La Rioja - La Rioja,Alfaro,1
La Rioja - La Rioja,Arnedo,1
La Rioja - La Rioja,Autol,1
La Rioja - La Rioja,Baños de Río Tobía,1
La Rioja - La Rioja,Calahorra,1
La Rioja - La Rioja,Cenicero,1
La Rioja - La Rioja,Cervera del Río Alhama,1
La Rioja - La Rioja,Ezcaray,1
La Rioja - La Rioja,Fuenmayor,1
La Rioja - La Rioja,Haro,1
La Rioja - La Rioja,Lardero,1
La Rioja - La Rioja,Logroño,2
La Rioja - La Rioja,Murillo de Río Leza,1
La Rioja - La Rioja,Nájera,1
La Rioja - La Rioja,Navarrete,1
La Rioja - La Rioja,Pradejón,1
La Rioja - La Rioja,Quel,1
La Rioja - La Rioja,Rincón de Soto,1
La Rioja - La Rioja,Santo Domingo de la Calzada,1
La Rioja - La Rioja,Villamediana de Iregua,1
Comunidad Foral de Navarra - Navarra,Ablitas,1
Comunidad Foral de Navarra - Navarra,Aibar/Oibar,1
Comunidad Foral de Navarra - Navarra,Allo,1
Comunidad Foral de Navarra - Navarra,Altsasu/Alsasua,1
Comunidad Foral de Navarra - Navarra,Andosilla,1
Comunidad Foral de Navarra - Navarra,Añorbe,1
Comunidad Foral de Navarra - Navarra,Ansoáin/Antsoain,1
Comunidad Foral de Navarra - Navarra,Aoiz/Agoitz,1
Comunidad Foral de Navarra - Navarra,Aranguren,1
Comunidad Foral de Navarra - Navarra,Arguedas,1
Comunidad Foral de Navarra - Navarra,Arróniz,1
Comunidad Foral de Navarra - Navarra,Artajona,1
Comunidad Foral de Navarra - Navarra,Azagra,1
Comunidad Foral de Navarra - Navarra,Barañáin/Barañain,1
Comunidad Foral de Navarra - Navarra,Baztan,1
Comunidad Foral de Navarra - Navarra,Bera,1
Comunidad Foral de Navarra - Navarra,Beriáin,1
Comunidad Foral de Navarra - Navarra,Berrioplano/Berriobeiti,1
Comunidad Foral de Navarra - Navarra,Berriozar,1
Comunidad Foral de Navarra - Navarra,Buñuel,1
Comunidad Foral de Navarra - Navarra,Burlada/Burlata,1
Comunidad Foral de Navarra - Navarra,Cabanillas,1
Comunidad Foral de Navarra - Navarra,Cadreita,1
Comunidad Foral de Navarra - Navarra,Caparroso,1
Comunidad Foral de Navarra - Navarra,Carcastillo,1
Comunidad Foral de Navarra - Navarra,Cascante,1
Comunidad Foral de Navarra - Navarra,Cáseda,1
Comunidad Foral de Navarra - Navarra,Castejón,1
Comunidad Foral de Navarra - Navarra,Cintruénigo,1
Comunidad Foral de Navarra - Navarra,Corella,1
Comunidad Foral de Navarra - Navarra,Cortes,1
Comunidad Foral de Navarra - Navarra,Doneztebe/Santesteban,1
Comunidad Foral de Navarra - Navarra,Erro,1
Comunidad Foral de Navarra - Navarra,Estella-Lizarra,1
Comunidad Foral de Navarra - Navarra,Etxarri Aranatz,1
Comunidad Foral de Navarra - Navarra,Falces,1
Comunidad Foral de Navarra - Navarra,Fitero,1
Comunidad Foral de Navarra - Navarra,Fontellas,1
Comunidad Foral de Navarra - Navarra,Funes,1
Comunidad Foral de Navarra - Navarra,Fustiñana,1
Comunidad Foral de Navarra - Navarra,Huarte/Uharte,1
Comunidad Foral de Navarra - Navarra,Irurtzun,1
Comunidad Foral de Navarra - Navarra,Larraga,1
Comunidad Foral de Navarra - Navarra,Leitza,1
Comunidad Foral de Navarra - Navarra,Lekunberri,1
Comunidad Foral de Navarra - Navarra,Lerín,1
Comunidad Foral de Navarra - Navarra,Lesaka,1
Comunidad Foral de Navarra - Navarra,Lodosa,1
Comunidad Foral de Navarra - Navarra,Los Arcos,1
Comunidad Foral de Navarra - Navarra,Lumbier,1
Comunidad Foral de Navarra - Navarra,Mañeru,1
Comunidad Foral de Navarra - Navarra,Marcilla,1
Comunidad Foral de Navarra - Navarra,Mélida,1
Comunidad Foral de Navarra - Navarra,Mendavia,1
Comunidad Foral de Navarra - Navarra,Mendigorría,1
Comunidad Foral de Navarra - Navarra,Milagro,1
Comunidad Foral de Navarra - Navarra,Miranda de Arga,1
Comunidad Foral de Navarra - Navarra,Monteagudo,1
Comunidad Foral de Navarra - Navarra,Murchante,1
Comunidad Foral de Navarra - Navarra,Noáin (Valle de Elorz)/Noain (Elortzibar),1
Comunidad Foral de Navarra - Navarra,Obanos,1
Comunidad Foral de Navarra - Navarra,Olazti/Olazagutía,1
Comunidad Foral de Navarra - Navarra,Olite/Erriberri,1
Comunidad Foral de Navarra - Navarra,Oteiza,1
Comunidad Foral de Navarra - Navarra,Pamplona/Iruña,11
Comunidad Foral de Navarra - Navarra,Peralta/Azkoien,1
Comunidad Foral de Navarra - Navarra,Puente la Reina/Gares,1
Comunidad Foral de Navarra - Navarra,Ribaforada,1
Comunidad Foral de Navarra - Navarra,Roncal/Erronkari,1
Comunidad Foral de Navarra - Navarra,San Adrián,1
Comunidad Foral de Navarra - Navarra,Sangüesa/Zangoza,1
Comunidad Foral de Navarra - Navarra,Sartaguda,1
Comunidad Foral de Navarra - Navarra,Sesma,1
Comunidad Foral de Navarra - Navarra,Tafalla,1
Comunidad Foral de Navarra - Navarra,Tudela,1
Comunidad Foral de Navarra - Navarra,Urdiain,1
Comunidad Foral de Navarra - Navarra,Valle de Egüés/Eguesibar,1
Comunidad Foral de Navarra - Navarra,Valtierra,1
Comunidad Foral de Navarra - Navarra,Viana,1
Comunidad Foral de Navarra - Navarra,Villafranca,1
Comunidad Foral de Navarra - Navarra,Villava/Atarrabia,1
Comunidad Foral de Navarra - Navarra,Ziordia,1
Comunidad Foral de Navarra - Navarra,Zizur Mayor/Zizur Nagusia,1
Andalucía - Jaén,Alcalá la Real,2
Andalucía - Jaén,Alcaudete,1
Andalucía - Jaén,Aldeaquemada,1
Andalucía - Jaén,Andújar,7
Andalucía - Jaén,Arjona,1
Andalucía - Jaén,Arjonilla,1
Andalucía - Jaén,Arquillos,1
Andalucía - Jaén,Arroyo del Ojanco,1
Andalucía - Jaén,Baeza,4
Andalucía - Jaén,Bailén,1
Andalucía - Jaén,Baños de la Encina,1
Andalucía - Jaén,Beas de Segura,1
Andalucía - Jaén,Bedmar y Garcíez,1
Andalucía - Jaén,Begíjar,1
Andalucía - Jaén,Benatae,1
Andalucía - Jaén,Cabra del Santo Cristo,1
Andalucía - Jaén,Cambil,1
Andalucía - Jaén,Campillo de Arenas,1
Andalucía - Jaén,Canena,1
Andalucía - Jaén,Cárcheles,1
Andalucía - Jaén,Castellar,1
Andalucía - Jaén,Castillo de Locubín,1
Andalucía - Jaén,Cazorla,1
Andalucía - Jaén,Espeluy,1
Andalucía - Jaén,Fuensanta de Martos,1
Andalucía - Jaén,Huelma,1
Andalucía - Jaén,Huesa,1
Andalucía - Jaén,Ibros,1
Andalucía - Jaén,Jaén,4
Andalucía - Jaén,Jamilena,1
Andalucía - Jaén,Jimena,1
Andalucía - Jaén,Jódar,1
Andalucía - Jaén,La Carolina,1
Andalucía - Jaén,La Guardia de Jaén,1
Andalucía - Jaén,La Iruela,1
Andalucía - Jaén,La Puerta de Segura,1
Andalucía - Jaén,Lahiguera,1
Andalucía - Jaén,Linares,2
Andalucía - Jaén,Lopera,1
Andalucía - Jaén,Los Villares,1
Andalucía - Jaén,Lupión,1
Andalucía - Jaén,Mancha Real,1
Andalucía - Jaén,Marmolejo,1
Andalucía - Jaén,Martos,2
Andalucía - Jaén,Mengíbar,1
Andalucía - Jaén,Montizón,1
Andalucía - Jaén,Navas de San Juan,1
Andalucía - Jaén,Orcera,1
Andalucía - Jaén,Peal de Becerro,1
Andalucía - Jaén,Porcuna,1
Andalucía - Jaén,Pozo Alcón,1
Andalucía - Jaén,Puente de Génave,1
Andalucía - Jaén,Quesada,1
Andalucía - Jaén,Rus,1
Andalucía - Jaén,Sabiote,1
Andalucía - Jaén,Santiago-Pontones,1
Andalucía - Jaén,Santisteban del Puerto,1
Andalucía - Jaén,Segura de la Sierra,1
Andalucía - Jaén,Siles,1
Andalucía - Jaén,Sorihuela del Guadalimar,1
Andalucía - Jaén,Torredelcampo,1
Andalucía - Jaén,Torredonjimeno,1
Andalucía - Jaén,Torreperogil,1
Andalucía - Jaén,Torres de Albánchez,1
Andalucía - Jaén,Úbeda,1
Andalucía - Jaén,Valdepeñas de Jaén,1
Andalucía - Jaén,Vilches,1
Andalucía - Jaén,Villacarrillo,1
Andalucía - Jaén,Villanueva de la Reina,1
Andalucía - Jaén,Villanueva del Arzobispo,1
Andalucía - Jaén,Villardompardo,1
Andalucía - Jaén,Villarrodrigo,1
Andalucía - Jaén,Villatorres,1
Cataluña - Lleida,Àger,1
Cataluña - Lleida,Agramunt,1
Cataluña - Lleida,Albesa,1
Cataluña - Lleida,Alcarràs,1
Cataluña - Lleida,Alguaire,1
Cataluña - Lleida,Almenar,1
Cataluña - Lleida,Alpicat,1
Cataluña - Lleida,Arbeca,1
Cataluña - Lleida,Artesa de Segre,1
Cataluña - Lleida,Balaguer,1
Cataluña - Lleida,Belianes,1
Cataluña - Lleida,Bell-lloc d'Urgell,1
Cataluña - Lleida,Bellpuig,1
Cataluña - Lleida,Bellvís,1
Cataluña - Lleida,Castelldans,1
Cataluña - Lleida,Castellserà,1
Cataluña - Lleida,Cervera,1
Cataluña - Lleida,Cervià de les Garrigues,1
Cataluña - Lleida,El Palau d'Anglesola,1
Cataluña - Lleida,El Pont de Suert,1
Cataluña - Lleida,Esterri d'Àneu,1
Cataluña - Lleida,Guissona,1
