Curso/Cohorte;"Comunidad autónoma";Universidad;"Tipo de universidad";"Presencialidad  de la universidad";"Modalidad  de la unidad";"Tipo de unidad";"Código unidad";Unidad;"Municipio  de la unidad";"Número de titulaciones (Ciclo, Grado,  Máster y Doctorado)";Estudiantes Matriculados (Ciclo, Grado, Máster y Doctorado);Estudiantes Egresados (Ciclo, Grado y Máster)
2017-2018;Cataluña;Autónoma de Barcelona;Pública;Presencial;Centros Propios;Público;08071287;Escuela de Doctorado de la Universidad Autónoma de Barcelona;CERDANYOLA DEL VALLÈS;66;4,632;
2017-2018;Cataluña;Autónoma de Barcelona;Pública;Presencial;Centros Adscritos;Público;08072292;Escuela Doctor Robert;BARCELONA;4;106;78
2017-2018;Cataluña;Autónoma de Barcelona;Pública;Presencial;Centros Adscritos;Público;08072644;Escuela Fundación Universidad Autónoma de Barcelona-Formación;CERDANYOLA DEL VALLÈS;2;144;108
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032889;Facultad de Economía y Empresa;BARCELONA;19;7,038;1,239
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032890;Facultad de Derecho;BARCELONA;16;5,464;1,137
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032907;Facultad de Farmacia y Ciencias de la Alimentación;BARCELONA;10;2,714;595
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032919;Facultad de Filología;BARCELONA;19;3,115;580
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032920;Facultad de Filosofía;BARCELONA;6;813;171
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032932;Facultad de Geografía e Historia;BARCELONA;14;3,458;680
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032956;Facultad de Matemáticas e Informática;BARCELONA;6;975;139
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032968;Facultad de Física;BARCELONA;9;1,417;321
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032971;Facultad de Química;BARCELONA;15;1,836;442
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032981;Facultad de Biología;BARCELONA;17;2,697;799
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08032993;Facultad de Ciencias de la Tierra;BARCELONA;5;416;87
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08033006;Facultad de Bellas Artes;BARCELONA;8;1,645;342
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Privado;08033055;Escuela Universitaria de Enfermería Sant Joan de Déu;BARCELONA;3;717;143
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08037607;Facultad de Psicología;BARCELONA;10;2,579;655
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Mixto;08041891;Instituto Nacional de Educación Física de Cataluña;BARCELONA;3;817;193
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Privado;08070301;Escuela de Hostelería y Turismo-CETT;BARCELONA;5;1,256;369
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Privado;08070453;Escuela Superior de Relaciones Públicas;BARCELONA;1;564;124
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08070477;Facultad de Biblioteconomia y Documentación;BARCELONA;6;571;119
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Privado;08071172;Escuela Superior de Cine y Audiovisuales de Cataluña;TERRASSA;2;519;98
2017-2018;Cataluña;Barcelona;Pública;Presencial;Escuela de doctorado;Público;08072152;Escuela de Doctorado de la Universidad de Barcelona;BARCELONA;48;4,831;
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Privado;08072255;ENTI - Escuela de Nuevas Tecnologías Interactivas;BARCELONA;3;427;34
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Público;08072361;Instituto de Seguridad Pública de Catalunya;MOLLET DEL VALLÈS;1;271;36
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Privado;08072498;Centro Universitario Internacional de Barcelona (UNIBA);BARCELONA;6;2,164;1,138
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Adscritos;Público;08072516;Escuela Superior de Comercio y Distribución (ESCODI);TERRASSA;1;48;.
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08072528;Facultad de Educación;BARCELONA;17;6,478;1,709
2017-2018;Cataluña;Barcelona;Pública;Presencial;Centros Propios;Público;08072826;Facultad de Medicina y Ciencias de la Salud;BARCELONA;17;4,690;1,129
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;08070398;Escuela Universitaria de Turismo EUROAULA;BARCELONA;1;406;87
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;08070404;Escuela Universitaria de Turismo CETA;BARCELONA;1;229;70
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;08070428;Escuela Universitaria de Turismo Sant Pol de Mar;SANT POL DE MAR;1;83;..
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;08070431;Escuela Universitaria de Turismo Mediterrani;BARCELONA;3;693;141
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;08070945;Escuela Universitaria Formatic Barna;BARCELONA;1;217;47
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17004608;Facultad de Enfermería;GIRONA;2;562;143
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17004670;Escuela Politécnica Superior;GIRONA;24;1,999;369
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17005479;Facultad de Educación y Psicología;GIRONA;12;2,371;650
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17005480;Facultad de Letras;GIRONA;12;917;188
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17005492;Facultad de Ciencias;GIRONA;11;1,418;296
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17015011;Facultad de Turismo;GIRONA;6;979;195
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17015023;Facultad de Ciencias Económicas y Empresariales;GIRONA;7;1,070;192
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17015035;Facultad de Derecho;GIRONA;10;1,332;242
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;17015047;Escuela Universitaria de Ciencias de la Comunicación;GIRONA;1;30;.
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;17015138;Escuela Universitaria del Deporte y la Salud (EUSES);SALT;3;1,398;260
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Propios;Público;17015141;Facultad de Medicina;GIRONA;1;480;74
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Privado;17015151;Escuela de Realización Audiovisual y Multimedia (ERAM);VILABLAREIX;3;364;..
2017-2018;Cataluña;Girona;Pública;Presencial;Escuela de doctorado;Público;17015229;Escuela de Doctorado de la Universidad de Girona;GIRONA;13;801;
2017-2018;Cataluña;Girona;Pública;Presencial;Centros Adscritos;Público;17015242;Centro de Estudios de Postgrado;GIRONA;1;..;..
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08070258;Facultad de Medicina y Ciencias de la Salud;SANT CUGAT DEL VALLÈS;7;1,393;310
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08070261;Facultad de Ciencias Económicas y Sociales;BARCELONA;2;370;61
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08070271;Facultad de Derecho;BARCELONA;2;286;63
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08070283;Escuela Técnica Superior de Arquitectura;BARCELONA;3;187;54
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08070295;Facultad de Humanidades;BARCELONA;2;100;45
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08071184;Facultad de Educación;BARCELONA;3;299;93
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08071196;Facultad de Ciencias de la Comunicación;BARCELONA;3;384;43
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08071202;Facultad de Odontología;SANT CUGAT DEL VALLÈS;4;681;115
2017-2018;Cataluña;Internacional de Catalunya;Privada;Presencial;Centros Propios;Privado;08072188;Escuela de Doctorado de la Universidad Internacional de Catalunya;BARCELONA;3;179;
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Adscritos;Privado;08072632;Escuela Universitaria de Turismo OSTELEA;BARCELONA;4;207;73
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Propios;Público;25005193;Facultad de Educación, Psicología y Trabajo Social;LLEIDA;14;2,287;451
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Propios;Público;25005201;Escuela Técnica Superior de Ingeniería Agraria;LLEIDA;18;1,336;267
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Propios;Público;25005247;Facultad de Medicina;LLEIDA;4;996;188
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Propios;Público;25005296;Facultad de Derecho, Economía y Turismo;LLEIDA;13;1,603;296
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Propios;Público;25005600;Facultad de Letras;LLEIDA;20;770;122
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Propios;Público;25006057;Facultad de Enfermería  y Fisioterapia;LLEIDA;9;854;187
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Adscritos;Público;25006306;Instituto Nacional de Educación Física de Cataluña;LLEIDA;5;634;125
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Propios;Público;25006653;Escuela Politécnica Superior;LLEIDA;9;889;147
2017-2018;Cataluña;Lleida;Pública;Presencial;Centros Adscritos;Privado;25006689;Escuela Universitaria de Relaciones Laborales;LLEIDA;2;76;..
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002166;Dret privat;LLEIDA;1;72;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002173;Hortofructicultura, botanica i jardineria;LLEIDA;1;100;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002174;Infermeria;LLEIDA;1;..;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002176;Matematica;LLEIDA;1;54;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002179;Pedagogia i psicologia;LLEIDA;2;81;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002180;Produccio animal;LLEIDA;1;34;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002182;Quimica;LLEIDA;1;..;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002186;Historia;LLEIDA;2;78;
2017-2018;Cataluña;Lleida;Pública;Presencial;Departamento;Público;55002190;Medicina experimental;LLEIDA;2;177;
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Centros Propios;Mixto;08070118;Universitat Oberta de Catalunya;BARCELONA;26;37,817;2,046
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Departamento;Privado;55002296;Arts i humanitats;BARCELONA;7;1,017;247
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Departamento;Privado;55002297;Ciències de la informació i de la comunicació;BARCELONA;5;476;74
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Departamento;Privado;55002298;Dret i ciència política;BARCELONA;6;2,532;678
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Departamento;Privado;55002299;Psicologia i ciències de l'educació;BARCELONA;6;5,110;2,125
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Departamento;Privado;55002300;Economia i empresa;BARCELONA;9;1,971;310
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Departamento;Privado;55002301;Informàtica, multimèdia i telecomunicació;BARCELONA;10;2,737;478
2017-2018;Cataluña;Oberta de Catalunya;Privada;No Presencial;Departamento;Privado;55002644;Ciències de la salut;BARCELONA;4;1,898;488
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08032786;Escuela Superior de Agricultura de Barcelona;BARCELONA;5;689;120
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08032798;Escuela Politécnica Superior de Edificación de Barcelona;BARCELONA;7;961;255
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08032841;Escuela Técnica Superior de Arquitectura;BARCELONA;8;2,448;451
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08032853;Escuela Técnica Superior de Ingeniería Industrial de Barcelona;BARCELONA;16;3,485;800
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08032865;Escuela Técnica Superior de Ingeniería de Telecomunicación;BARCELONA;11;1,601;329
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08032877;Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos;BARCELONA;17;1,390;309
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08033018;Facultad de Informática;BARCELONA;7;2,166;379
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Adscritos;Público;08033110;Escuela de Ingeniería de Igualada;IGUALADA;3;195;33
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08033286;Escuela Politécnica Superior de Ingenieria de Vilanova i la Geltrú;VILANOVA I LA GELTRÚ;9;1,435;203
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08033365;Facultad de Óptica y Optometría de Terrassa;TERRASSA;2;431;80
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08034679;Escuela Politécnica Superior de Ingeniería de Manresa;MANRESA;13;803;136
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08034758;Escuela Técnica Superior de Arquitectura del Vallés;SANT CUGAT DEL VALLÈS;4;846;192
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Instituto universitario de investigación;Público;08036585;Instituto de Técnicas Energéticas (INTE);BARCELONA;2;27;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Adscritos;Público;08039011;Escuela Universitaria Politécnica de Mataró;MATARÓ;4;166;88
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08039781;Facultad de Náutica;BARCELONA;9;768;142
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08048174;Facultad de Matemáticas y Estadística;BARCELONA;4;342;85
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08070027;Escuela de Ingeniería de Telecomunicación y Aeroespacial de Castelldefels;CASTELLDEFELS;12;1,251;205
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Adscritos;Privado;08070131;Centro Universitario Euncet;BARCELONA;4;620;129
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Adscritos;Privado;08070350;Centro Universitario EAE;BARCELONA;5;1,602;1,068
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Instituto universitario de investigación;Público;08070842;Instituto de Organización y Control de Sistemas Industriales (IOC);BARCELONA;1;83;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Otros;Privado;08071147;Instituto de Ciencias Fotónicas (ICFO);BARCELONA;2;141;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Adscritos;Público;08071226;Centro de la Imagen y la Tecnología Multimedia;TERRASSA;4;484;78
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Instituto universitario de investigación;Público;08071299;Instituto de Investigación en Ciencia y Tecnologías de la Sostenibilidad (IS.UPC);BARCELONA;2;129;..
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08072024;Centro de Formación Interdisciplinaria Superior (CFIS);BARCELONA;23;222;68
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08072671;Escuela Superior de Ingenierías Industrial, Aeroespacial y Audiovisual de Terrassa;TERRASSA;29;3,757;793
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Centros Propios;Público;08072681;Escuela de Ingeniería de Barcelona Este (EEBE);BARCELONA;9;3,053;576
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001560;Arquitectura de computadors;BARCELONA;2;132;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001561;Ciencia dels materials i enginyeria metal-lurgica;BARCELONA;2;48;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001566;Enginyeria de sistemes, automatica i informatica industrial;BARCELONA;1;38;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001568;Enginyeria electrica;BARCELONA;2;66;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001569;Enginyeria electronica;BARCELONA;1;70;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001572;Enginyeria quimica;BARCELONA;2;76;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001574;Estadistica i investigacio operativa;BARCELONA;1;36;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001576;Expressio grafica a l'enginyeria;TERRASSA;1;..;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001582;Ciències de la computació;BARCELONA;2;66;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001583;Maquines i motors termics;TERRASSA;1;27;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001588;Mecanica de fluids;BARCELONA;1;64;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001589;Optica i optometria;TERRASSA;1;..;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001590;Organitzacio d'empreses;BARCELONA;1;90;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001591;Projectes arquitectonics;BARCELONA;1;48;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001594;Teoria del senyal i comunicacions;BARCELONA;1;104;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001595;Urbanisme i ordenacio del territori;BARCELONA;1;41;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001597;Ciencia i enginyeria nautiques;BARCELONA;1;..;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001599;Enginyeria telematica;BARCELONA;1;58;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001600;Enginyeria agroalimentaria i biotecnologia;CASTELLDEFELS;1;29;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55001602;Enginyeria de serveis i sistemes d'informació;BARCELONA;1;..;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55003833;"Física_x000D_
";BARCELONA;2;84;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55003834;"Enginyeria minera, industrial i tic_x000D_
";MANRESA;1;..;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55003836;"Enginyeria civil i ambiental_x000D_
";BARCELONA;8;328;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55003837;"Tecnologia de l'arquitectura_x000D_
";BARCELONA;3;119;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55003893;Teoria i història de l'arquitectura i tècniques de comunicació ;BARCELONA;1;39;
2017-2018;Cataluña;Politécnica de Catalunya;Pública;Presencial;Departamento;Público;55004050;Representació arquitentònica;BARCELONA;1;28;
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08044387;Universidad Pompeu Fabra;BARCELONA;1;41;.
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08044466;Facultad de Derecho;BARCELONA;7;2,731;460
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08044478;Facultad de Ciencias Económicas y Empresariales;BARCELONA;4;2,273;496
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08048137;Facultad de Traducción e Interpretación;BARCELONA;3;915;166
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08048149;Facultad de Humanidades;BARCELONA;2;835;100
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Privado;08070091;Escuela Superior de Ciencias Sociales y de la Empresa Tecnocampus;MATARÓ;7;1,343;211
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Privado;08070210;Elisava Escuela Superior de Diseño;BARCELONA;3;1,106;277
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08070362;Facultad de Ciencias de la Salud y de la Vida;BARCELONA;2;578;113
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08070489;Escuela Superior Politécnica;BARCELONA;8;948;118
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Público;08070854;Escuela Superior de Comercio Internacional;BARCELONA;3;612;138
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Público;08070970;Escuela Superior de Enfermería del Mar;BARCELONA;1;371;75
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Privado;08071007;Instituto Barcelona de Estudios Internacionales (IBEI);BARCELONA;4;167;37
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08071068;Facultad de Comunicación;BARCELONA;4;1,144;251
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Privado;08071071;Barcelona Graduate School of Economics;BARCELONA;3;236;228
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Propios;Público;08071159;Facultad de Ciencias Políticas y Sociales;BARCELONA;2;866;150
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Privado;08071305;Escuela Superior de Ciencias de la Salud Tecnocampus;MATARÓ;5;793;142
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Privado;08072012;Barcelona School of Management;BARCELONA;15;1,328;817
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Centros Adscritos;Privado;08072401;Escuela Superior Politécnica Tecnocampus;MATARÓ;6;1,108;112
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002032;Ciències polítiques i socials;BARCELONA;7;177;71
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002033;Dret;BARCELONA;4;246;87
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002034;Economia i empresa;BARCELONA;2;..;..
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002035;Humanitats;BARCELONA;6;538;256
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002036;Comunicació;BARCELONA;5;217;83
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002037;Traducció i ciències del llenguatge;BARCELONA;4;253;80
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002038;Ciències experimentals i de la salut;BARCELONA;7;687;168
2017-2018;Cataluña;Pompeu Fabra;Pública;Presencial;Departamento;Público;55002039;Tecnologies de la informació i les comunicacions;BARCELONA;7;289;91
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08033021;Escuela Universitaria de Ingeniería Técnica de Telecomunicación La Salle;BARCELONA;11;1,542;187
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08033067;Escuela Superior de Administración y Dirección de Empresas ESADE;BARCELONA;13;2,950;1,155
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08037051;IQS School of Engineering/Escuela Técnica Superior IQS;BARCELONA;15;1,267;178
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08044843;IQS School of Management/Facultad de Economía IQS;BARCELONA;9;750;144
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08044855;Escuela Técnica Superior de Ingeniería Electrónica  e Informática La Salle;BARCELONA;11;510;282
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08044867;Facultad de Psicología, Ciencias de la Educación y del Deporte Blanquerna;BARCELONA;17;3,098;765
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08044879;Facultad de Filosofía;BARCELONA;3;35;..
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08048125;Facultad de Ciencias de la Salud Blanquerna;BARCELONA;4;1,230;207
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08070076;Facultat de Comunicació i Relacions Internacionals Blanquerna/Blanquerna School of Communication and International Relations/Facultad de Comunicación y Relaciones Internacionales Blanquerna;BARCELONA;15;1,809;415
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08070088;Facultad de Derecho ESADE;BARCELONA;2;625;127
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08070234;Escuela Técnica Superior de Arquitectura La Salle;BARCELONA;7;781;218
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08070374;School of Tourism and Hospitality Management-Sant Ignasi/Facultad de Turismo y Dirección Hotelera-Sant Ignasi/Facultat de Turisme i Direcció Hotelera-Sant Ignasi;BARCELONA;3;368;89
2017-2018;Cataluña;Ramón Llull;Privada;Presencial;Centros Propios;Privado;08071160;Facultad de Educación Social y Trabajo Social Pere Tarrés;BARCELONA;4;656;127
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Adscritos;Privado;08072930;ESIC Business & Marketing School;BARCELONA;1;96;.
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43005261;Facultad de Medicina y Ciencias de la Salud;REUS;6;1,332;255
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43006009;Facultad de Química;TARRAGONA;7;645;172
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43006010;Facultad de Letras;TARRAGONA;18;1,460;286
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43006150;Facultad de Enfermería;TARRAGONA;3;874;195
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43007348;Facultad de Ciencias de la Educación y Psicología;TARRAGONA;9;2,449;622
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43007351;Facultad de Ciencias Jurídicas;TARRAGONA;9;1,391;263
