Curso/Cohorte;"Comunidad autónoma";Universidad;"Tipo de universidad";"Presencialidad  de la universidad";"Modalidad  de la unidad";"Tipo de unidad";"Código unidad";Unidad;"Municipio  de la unidad";"Número de titulaciones (Ciclo, Grado,  Máster y Doctorado)";Estudiantes Matriculados (Ciclo, Grado, Máster y Doctorado);Estudiantes Egresados (Ciclo, Grado y Máster)
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;BURGOS;4;88;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CÁDIZ;5;204;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CALATAYUD;5;355;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CARTAGENA;5;337;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CERVERA;3;49;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CEUTA;4;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CÓRDOBA;4;207;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CORUÑA (A);5;441;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;CUENCA;3;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;DÉNIA;3;154;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ELCHE/ELX;5;335;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;GIJÓN;5;418;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;GIRONA;4;69;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;GUADALAJARA;4;224;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;HUELVA;3;75;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;JAÉN;4;95;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;LOGROÑO;4;107;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;LUGO;5;110;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;MADRID;5;4,608;194
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;MÁLAGA;5;524;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;MELILLA;4;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;MÉRIDA;3;192;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;MOTRIL;5;181;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;OURENSE;3;82;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PALENCIA;5;180;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PALMA DE MALLORCA;5;413;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PALMAS DE GRAN CANARIA (LAS);4;338;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PAMPLONA/IRUÑA;5;333;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PARLA;4;912;29
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PLASENCIA;5;77;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PONFERRADA;4;165;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PONTEVEDRA;5;438;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PORTUGALETE;5;270;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;PUERTO DEL ROSARIO;3;59;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;SAN CRISTÓBAL DE LA LAGUNA;5;393;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;SANTA CRUZ DE LA PALMA;3;45;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;SANTANDER;5;233;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;SEGOVIA;3;45;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;SEU D'URGELL (LA);3;28;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;SEVILLA;5;534;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;SORIA;3;46;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;TALAVERA DE LA REINA;4;113;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;TERUEL;3;34;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;TORTOSA;3;70;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;TUDELA;4;94;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;VALDEPEÑAS;3;177;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;VILA-REAL;3;124;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;VITORIA-GASTEIZ;5;101;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ZAMORA;4;126;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;ALBACETE;4;184;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;ALGECIRAS;4;78;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;ALMERÍA;4;114;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;ALZIRA;4;615;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;ARRECIFE;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;ÁVILA;2;45;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;BAGÀ;4;728;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;BARBASTRO;3;120;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;BAZA;4;33;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;BERGARA;4;183;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;BURGOS;4;76;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CÁDIZ;4;251;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CALATAYUD;3;297;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CARTAGENA;4;342;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CERVERA;4;68;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CEUTA;2;33;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CÓRDOBA;4;188;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CORUÑA (A);4;392;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;CUENCA;3;60;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;DÉNIA;4;78;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;ELCHE/ELX;4;290;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;GIJÓN;4;328;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;GIRONA;4;69;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;GUADALAJARA;4;201;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;HUELVA;4;69;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;JAÉN;4;92;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;LOGROÑO;3;129;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;LUGO;3;94;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;MADRID;4;3,981;138
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;MÁLAGA;4;363;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;MELILLA;3;30;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;MÉRIDA;4;166;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;MOTRIL;3;172;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;OURENSE;3;67;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PALENCIA;3;191;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PALMA DE MALLORCA;4;352;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PALMAS DE GRAN CANARIA (LAS);3;164;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PAMPLONA/IRUÑA;4;365;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PARLA;4;497;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PLASENCIA;3;79;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PONFERRADA;4;123;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PONTEVEDRA;4;358;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PORTUGALETE;3;345;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;PUERTO DEL ROSARIO;2;27;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;SAN CRISTÓBAL DE LA LAGUNA;4;174;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;SANTA CRUZ DE LA PALMA;3;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;SANTANDER;4;224;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;SEGOVIA;3;57;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027904;Facultad de Geografía e Historia;SEU D'URGELL (LA);3;..;..
