AREF;C_INE;C_COMUNI;CODI;CCAA_C_COMUNI;NOM_COMUNI;C_PROVIN;PROVINCIA;CODIGOYNOMBREPROV;C_TIPOFICH;MUNINENOMBRE;ULT_REVISION;UURBANAS;V_CATASTRAL;V_CONSTRUCCION;V_SUELO;SUPERF_URB;PARCELAS_URB;UU_ALMACEN;V_CAT_ALMACEN;UU_COMERCIAL;V_CAT_COMERCIAL;UU_CULTURAL;V_CAT_CULTURAL;UU_HOSTELERIA;V_CAT_HOSTELERIA;UU_INDUSTRIAL;V_CAT_INDUSTRIAL;UU_DEPORTIVO;V_CAT_DEPORTIVO;UU_SOLAR;V_CAT_SOLAR;UU_OFICINAS;V_CAT_OFICINAS;UU_SINGULAR;V_CAT_SINGULAR;UU_RELIGIOSO;V_CAT_RELIGIOSO;UU_ESPECTACULOS;V_CAT_ESPECTACULOS;UU_RES;V_CAT_RES;UU_SANIDAD;V_CAT_SANIDAD
2019;24219;07;242223;07;Castilla y León;24;León;24 León;0;Villaobispo de Otero;2,010;1,081;16,408,982;12,271,585;4,137,397;606,288;1,074;8;81,513;0;0;3;45,855;1;80,689;238;2,379,281;2;182,570;408;1,747,023;0;0;2;133,475;8;308,487;1;93,835;409;11,310,301;1;45,951
2019;24221;07;242225;07;Castilla y León;24;León;24 León;0;Villaquejida;1,994;1,265;24,440,051;19,691,333;4,748,718;687,349;1,205;4;138,455;4;136,338;3;393,508;1;343,653;307;3,695,153;6;354,267;258;1,134,243;1;12,277;1;28,582;5;172,366;0;0;673;17,983,447;2;47,763
2019;24222;07;242226;07;Castilla y León;24;León;24 León;0;Villaquilambre;2,013;17,521;775,249,856;492,384,624;282,865,232;7,599,840;6,270;3,998;31,510,355;200;13,906,098;16;6,267,764;7;12,230,769;711;51,774,548;42;18,655,715;2,428;87,105,039;14;3,009,947;4;2,551,196;13;1,076,102;1;1,409,518;10,078;536,744,449;9;9,008,358
2019;24223;07;242227;07;Castilla y León;24;León;24 León;0;Villarejo de Órbigo;2,002;4,592;117,793,596;85,892,107;31,901,490;2,197,890;3,019;543;2,847,449;134;4,976,928;6;2,632,406;28;627,282;518;15,246,296;17;2,485,806;979;10,233,693;4;213,664;2;280,621;13;1,246,990;1;61,298;2,344;74,800,674;3;2,140,490
2019;24224;07;242228;07;Castilla y León;24;León;24 León;0;Villares de Órbigo;1,996;1,092;17,765,004;15,210,906;2,554,099;448,492;1,081;20;163,345;0;0;2;50,531;0;0;256;2,626,614;10;102,780;205;744,961;0;0;0;0;4;231,862;0;0;593;13,798,737;2;46,175
2019;24225;07;242229;07;Castilla y León;24;León;24 León;0;Villasabariego;2,010;1,824;38,381,529;30,248,404;8,133,125;1,366,766;1,725;37;328,014;3;99,497;2;113,768;5;357,591;327;4,920,484;6;262,676;620;3,461,035;1;81,358;2;83,290;13;305,316;1;141,281;802;28,073,666;5;153,553
2019;24226;07;242230;07;Castilla y León;24;León;24 León;0;Villaselán;1,994;636;5,355,674;4,902,188;453,486;212,496;622;6;6,696;0;0;1;24,209;3;30,916;220;1,152,860;1;11,775;96;57,542;2;17,230;0;0;8;118,123;0;0;297;3,911,037;2;25,287
2019;24227;07;242231;07;Castilla y León;24;León;24 León;0;Villaturiel;2,006;3,851;102,546,974;59,418,756;43,128,218;2,591,001;3,713;62;286,174;12;500,381;7;430,709;3;276,263;802;27,110,503;20;1,428,688;1,727;20,698,228;3;84,802;1;68,068;26;986,147;0;0;1,177;48,732,033;11;1,944,979
2019;24228;07;242233;07;Castilla y León;24;León;24 León;0;Villazala;1,994;1,326;26,542,264;23,988,988;2,553,275;626,524;1,307;7;53,861;2;29,846;12;429,184;0;0;288;3,539,783;5;177,669;334;764,207;0;0;1;44,696;11;248,280;0;0;665;17,070,852;1;4,183,885
2019;24229;07;242234;07;Castilla y León;24;León;24 León;0;Villazanzo de Valderaduey;1,994;1,472;14,215,546;13,219,784;995,762;337,039;1,385;58;442,654;1;10,425;0;0;3;51,986;496;1,744,343;4;120,897;222;102,445;0;0;3;37,144;18;352,258;0;0;663;11,262,526;4;90,868
2019;24230;07;242235;07;Castilla y León;24;León;24 León;0;Zotes del Páramo;1,994;927;10,881,368;9,455,688;1,425,680;368,309;927;3;7,081;1;21,089;2;59,251;0;0;278;3,194,442;3;58,279;247;395,305;0;0;3;157,709;6;99,889;0;0;383;6,852,309;1;36,014
2019;24901;07;242138;07;Castilla y León;24;León;24 León;0;Villamanín;2,005;2,671;36,233,358;28,271,267;7,962,091;780,218;2,322;184;907,425;10;245,570;7;570,304;10;1,590,205;610;4,869,641;4;113,932;711;2,202,790;1;78,145;2;93,808;35;490,670;0;0;1,096;25,004,350;1;66,516
2019;24902;07;242224;07;Castilla y León;24;León;24 León;0;Villaornate y Castro;1,994;604;10,751,817;8,753,157;1,998,660;295,589;601;4;8,596;0;0;0;0;1;48,492;162;2,049,509;3;169,138;98;395,452;1;14,988;1;13,355;3;58,753;0;0;329;7,875,352;2;118,183
2019;25001;08;252001;09;Cataluña;25;Lleida;25 Lleida;0;Abella de la Conca;1,994;227;3,779,203;3,629,539;149,664;39,369;197;3;109,104;0;0;0;0;0;0;68;672,326;2;13,580;32;34,366;0;0;0;0;4;30,725;0;0;118;2,919,103;0;0
2019;25002;08;252002;09;Cataluña;25;Lleida;25 Lleida;0;Àger;1,990;1,347;41,559,763;26,495,314;15,064,450;577,306;1,230;25;483,249;12;813,792;4;222,458;10;2,034,459;192;3,492,735;5;604,211;446;7,873,219;1;14,521;2;225,618;15;271,212;2;359,717;632;25,131,784;1;32,788
2019;25003;08;252003;09;Cataluña;25;Lleida;25 Lleida;0;Agramunt;2,007;4,484;206,947,101;105,790,358;101,156,742;1,483,895;2,176;919;7,941,217;127;5,581,888;8;2,817,820;8;2,672,108;523;36,490,298;8;3,428,648;370;11,824,506;9;532,411;3;631,942;5;339,329;1;169,836;2,495;132,740,834;8;1,776,264
2019;25004;08;252004;09;Cataluña;25;Lleida;25 Lleida;0;Alamús (Els);1,989;781;30,073,202;20,973,906;9,099,296;208,273;520;58;475,697;1;30,754;1;159,702;1;262,007;73;3,305,993;3;479,060;95;3,318,026;1;131,564;1;128,167;2;60,678;0;0;545;21,721,555;0;0
2019;25005;08;252005;09;Cataluña;25;Lleida;25 Lleida;0;Alàs i Cerc;1,994;533;16,181,462;13,988,602;2,192,859;164,931;499;17;431,813;0;0;3;71,680;3;878,652;151;1,948,416;7;582,956;62;255,625;1;713;1;42,209;11;139,841;0;0;276;11,423,594;1;405,963
2019;25006;08;252006;09;Cataluña;25;Lleida;25 Lleida;0;Albagés (L');1,989;387;11,270,531;8,145,758;3,124,773;117,200;383;2;219,395;0;0;1;74,135;0;0;91;1,979,906;2;206,598;44;736,794;1;170,247;0;0;2;45,995;0;0;244;7,837,461;0;0
2019;25007;08;252007;09;Cataluña;25;Lleida;25 Lleida;0;Albatàrrec;2,010;1,535;74,418,242;48,891,724;25,526,517;466,932;570;512;3,225,526;17;703,201;3;1,322,814;0;0;70;6,290,005;2;896,241;111;7,320,554;1;19,259;1;784,518;2;823,630;0;0;816;53,032,494;0;0
2019;25008;08;252008;09;Cataluña;25;Lleida;25 Lleida;0;Albesa;1,990;1,070;45,463,120;31,225,765;14,237,355;430,404;904;43;543,343;4;210,986;0;0;0;0;102;5,615,748;1;678,381;124;3,234,038;2;170,286;0;0;3;735,399;2;263,188;785;33,802,182;4;209,568
2019;25009;08;252009;09;Cataluña;25;Lleida;25 Lleida;0;Albi (L');1,989;751;23,818,853;15,672,804;8,146,049;286,611;715;16;430,306;1;18,233;1;321,331;0;0;118;2,024,949;5;979,511;109;2,931,778;0;0;0;0;2;130,017;0;0;498;16,973,291;1;9,438
2019;25010;08;252010;09;Cataluña;25;Lleida;25 Lleida;0;Alcanó;1,989;210;6,869,797;5,815,472;1,054,325;65,581;189;6;158,557;0;0;0;0;1;58,778;43;743,469;2;119,892;23;258,136;0;0;3;241,761;1;38,235;0;0;131;5,250,969;0;0
2019;25011;08;252011;09;Cataluña;25;Lleida;25 Lleida;0;Alcarràs;2,007;8,035;262,558,310;133,385,079;129,173,231;1,843,802;2,306;2,700;16,569,095;162;10,519,085;4;4,135,653;15;736,907;265;26,023,460;8;3,498,370;643;28,775,038;11;853,777;2;1,131,551;2;318,942;2;164,431;4,213;165,485,584;8;4,346,417
2019;25012;08;252012;09;Cataluña;25;Lleida;25 Lleida;0;Alcoletge;1,988;2,570;95,701,251;77,160,668;18,540,583;1,382,716;1,227;332;1,840,229;26;979,525;2;551,313;5;459,382;251;22,276,197;14;1,434,181;211;4,248,158;3;522,279;3;108,732;1;92,130;0;0;1,721;60,859,022;1;2,330,103
2019;25013;08;252013;09;Cataluña;25;Lleida;25 Lleida;0;Alfarràs;1,989;2,246;83,535,457;56,790,435;26,745,021;530,031;1,188;138;1,890,366;81;3,020,266;1;12,557;3;236,025;323;14,675,567;7;2,506,128;193;5,206,883;8;207,108;2;266,927;2;435,872;0;0;1,487;54,604,232;1;473,524
2019;25014;08;252014;09;Cataluña;25;Lleida;25 Lleida;0;Alfés;1,989;350;10,039,333;7,473,972;2,565,360;171,663;329;3;29,905;1;7,894;0;0;0;0;76;2,175,722;2;564,152;69;904,485;0;0;0;0;2;32,502;0;0;195;6,146,332;2;178,341
2019;25015;08;252015;09;Cataluña;25;Lleida;25 Lleida;0;Algerri;1,990;451;16,259,022;12,706,773;3,552,249;123,857;425;2;18,197;0;0;1;132,101;0;0;137;4,501,682;2;132,751;41;350,623;1;167,057;1;111,518;2;173,907;0;0;263;10,652,687;1;18,499
2019;25016;08;252016;09;Cataluña;25;Lleida;25 Lleida;0;Alguaire;1,990;2,220;78,168,315;52,078,100;26,090,216;1,207,143;1,597;65;527,441;16;543,012;1;1,323,759;6;792,667;261;11,818,879;10;1,111,873;251;7,429,283;1;26,617;0;0;3;266,606;1;186,610;1,604;53,929,448;1;212,120
2019;25017;08;252017;09;Cataluña;25;Lleida;25 Lleida;0;Alins;1,994;620;15,410,497;13,897,025;1,513,472;148,898;498;54;351,889;1;21,096;0;0;7;1,436,486;156;1,781,136;3;224,219;112;698,895;0;0;1;49,550;12;241,412;0;0;272;10,551,022;1;52,689
2019;25019;08;252019;09;Cataluña;25;Lleida;25 Lleida;0;Almacelles;2,009;4,918;186,609,615;89,281,768;97,327,848;1,162,141;1,775;1,411;6,711,711;118;6,522,208;8;3,339,044;5;593,485;248;15,182,659;8;1,928,611;270;20,824,915;11;439,229;1;184,322;3;168,821;1;169,705;2,829;124,401,333;5;6,143,571
2019;25020;08;252020;09;Cataluña;25;Lleida;25 Lleida;0;Almatret;1,989;521;9,766,184;7,441,310;2,324,874;140,427;510;3;26,501;1;46,227;0;0;4;450,319;133;1,429,977;1;303,077;57;403,638;0;0;0;0;2;69,810;0;0;320;7,036,636;0;0
2019;25021;08;252021;09;Cataluña;25;Lleida;25 Lleida;0;Almenar;1,989;2,816;81,660,972;62,561,886;19,099,086;1,115,882;1,719;272;2,958,986;44;2,571,366;4;1,412,564;2;227,684;346;12,116,854;17;1,079,626;323;4,003,523;7;227,113;2;231,482;4;409,890;2;101,632;1,786;54,489,391;7;1,830,863
2019;25022;08;252022;09;Cataluña;25;Lleida;25 Lleida;0;Alòs de Balaguer;1,990;274;6,246,600;4,939,260;1,307,340;46,423;257;20;336,848;0;0;0;0;1;158,960;38;413,246;2;135,192;64;318,268;0;0;0;0;3;87,023;0;0;145;4,775,362;0;0
2019;25023;08;252023;09;Cataluña;25;Lleida;25 Lleida;0;Alpicat;1,996;3,696;254,328,764;190,437,359;63,891,405;2,054,563;2,008;517;3,612,080;68;2,928,571;4;2,150,878;2;632,936;183;14,698,458;49;13,269,034;267;10,198,804;9;923,015;2;515,772;2;100,382;1;4,885,328;2,586;196,047,681;6;4,365,825
2019;25024;08;252299;09;Cataluña;25;Lleida;25 Lleida;0;Alt Àneu;2,002;1,426;62,520,869;42,946,054;19,574,815;336,524;740;413;6,184,572;8;458,945;0;0;12;6,855,988;63;1,879,843;0;0;165;4,652,145;0;0;4;241,583;9;486,124;0;0;752;41,761,669;0;0
2019;25025;08;252233;09;Cataluña;25;Lleida;25 Lleida;0;Naut Aran;2,001;10,879;480,771,025;294,686,830;186,084,195;1,064,833;1,661;5,315;41,212,896;165;12,589,784;9;1,491,007;93;77,788,827;260;9,126,165;10;2,256,175;328;18,445,637;20;559,442;7;574,725;15;1,224,202;1;419,565;4,654;314,816,587;2;266,012
2019;25027;08;252025;09;Cataluña;25;Lleida;25 Lleida;0;Anglesola;1,990;1,104;62,549,741;42,801,056;19,748,685;599,237;860;75;500,180;10;632,347;4;1,124,182;1;273,958;244;20,434,085;4;1,164,809;112;2,862,548;2;166,890;0;0;1;169,093;0;0;650;34,973,848;1;247,798
2019;25029;08;252032;09;Cataluña;25;Lleida;25 Lleida;0;Arbeca;1,989;1,943;80,810,842;57,271,395;23,539,447;802,477;1,764;38;316,674;9;438,562;3;645,204;3;160,936;464;18,622,516;3;1,233,055;211;5,632,129;3;87,360;2;505,499;3;330,232;1;372,313;1,201;52,371,893;2;94,468
2019;25030;08;252278;09;Cataluña;25;Lleida;25 Lleida;0;Pont de Bar (El);1,994;322;5,555,936;5,062,685;493,250;113,388;305;4;59,528;0;0;0;0;4;734,078;104;805,193;2;6,751;44;166,516;0;0;1;1,395;7;165,545;0;0;156;3,616,929;0;0
2019;25031;08;252036;09;Cataluña;25;Lleida;25 Lleida;0;Arres;2,007;141;5,813,574;1,754,197;4,059,377;25,345;127;0;0;0;0;0;0;0;0;29;729,331;0;0;44;1,027,844;0;0;0;0;2;63,667;0;0;66;3,992,732;0;0
2019;25032;08;252039;09;Cataluña;25;Lleida;25 Lleida;0;Arsèguel;1,994;146;2,751,591;2,531,798;219,793;35,078;134;1;8,925;1;8,977;2;158,501;2;223,489;23;165,829;1;7,142;21;47,623;0;0;0;0;1;21,827;0;0;94;2,109,278;0;0
2019;25033;08;252040;09;Cataluña;25;Lleida;25 Lleida;0;Artesa de Lleida;2,011;849;50,646,177;32,496,353;18,149,824;501,794;746;59;1,163,853;8;339,106;3;624,206;0;0;42;3,707,209;1;1,309,045;148;5,545,709;1;130,816;1;130,415;0;0;1;145,136;584;37,340,809;1;209,874
2019;25034;08;252041;09;Cataluña;25;Lleida;25 Lleida;0;Artesa de Segre;2,007;3,688;145,173,867;70,978,909;74,194,959;1,113,507;2,260;621;7,788,836;52;3,711,040;2;1,961,915;2;447,589;565;17,047,120;9;1,816,986;405;8,948,328;7;412,549;5;2,449,259;16;498,717;0;0;2,002;99,104,437;2;987,090
2019;25035;08;252043;09;Cataluña;25;Lleida;25 Lleida;0;Sentiu de Sió (La);1,990;465;19,482,389;14,935,972;4,546,417;277,460;460;4;34,391;0;0;0;0;1;32,067;104;7,415,158;7;829,377;79;644,124;1;6,381;0;0;2;29,698;1;107,280;266;10,383,913;0;0
2019;25036;08;252044;09;Cataluña;25;Lleida;25 Lleida;0;Aspa;1,989;250;5,861,445;4,791,638;1,069,808;53,416;250;0;0;0;0;1;35,089;3;200,629;69;694,166;1;75,452;18;103,809;0;0;1;44,780;1;34,590;0;0;156;4,672,929;0;0
2019;25037;08;252045;09;Cataluña;25;Lleida;25 Lleida;0;Avellanes i Santa Linya (Les);1,990;779;18,763,880;13,839,922;4,923,959;195,543;707;20;185,538;1;50,971;1;101,030;3;282,435;201;2,370,301;7;347,405;161;1,229,489;2;15,820;2;120,457;7;241,642;0;0;373;13,761,145;1;57,647
2019;25038;08;252046;09;Cataluña;25;Lleida;25 Lleida;0;Aitona;1,989;1,503;56,733,129;40,200,532;16,532,597;409,636;1,126;130;846,676;19;756,826;4;2,234,951;3;178,028;167;9,063,144;3;129,928;137;3,355,239;3;57,013;3;1,173,772;5;1,475,326;0;0;1,029;37,462,227;0;0
2019;25039;08;252126;09;Cataluña;25;Lleida;25 Lleida;0;Baix Pallars;1,989;734;16,992,978;14,892,065;2,100,913;82,761;544;49;365,980;4;138,778;1;639,879;1;67,915;242;1,825,864;2;36,830;19;48,439;0;0;1;40,104;16;234,858;0;0;398;13,584,931;1;9,399
2019;25040;08;252049;09;Cataluña;25;Lleida;25 Lleida;0;Balaguer;1,997;12,592;577,599,470;446,429,032;131,170,439;3,063,553;3,559;2,188;32,597,624;768;44,740,805;19;10,901,654;16;4,053,192;824;72,043,641;56;10,679,810;618;22,690,595;131;11,488,279;12;10,561,111;16;4,378,981;2;761,137;7,925;337,971,486;17;14,731,155
2019;25041;08;252050;09;Cataluña;25;Lleida;25 Lleida;0;Barbens;1,988;521;19,332,782;15,825,216;3,507,566;234,418;468;5;62,462;5;207,428;1;178,299;1;44,242;106;2,819,883;4;610,530;42;386,862;0;0;1;348,457;1;54,178;1;81,511;353;14,109,028;1;429,902
2019;25042;08;252051;09;Cataluña;25;Lleida;25 Lleida;0;Baronia de Rialb (La);1,994;219;6,460,162;6,354,302;105,860;42,932;217;12;101,214;0;0;1;7,996;15;2,005,190;33;313,691;0;0;12;31,819;0;0;0;0;6;76,539;0;0;140;3,923,712;0;0
2019;25043;08;252052;09;Cataluña;25;Lleida;25 Lleida;0;Vall de Boí (La);2,003;3,574;166,546,117;92,375,808;74,170,310;599,001;796;1,070;11,346,809;94;5,227,004;2;375,021;31;24,658,570;140;6,386,954;4;1,879,557;210;20,531,349;3;318,292;4;963,750;14;641,718;0;0;2,002;94,217,092;0;0
2019;25044;08;252053;09;Cataluña;25;Lleida;25 Lleida;0;Bassella;1,994;245;4,357,772;3,821,624;536,148;76,637;216;2;4,730;0;0;2;480,877;6;334,434;74;540,144;4;188,402;36;148,675;0;0;0;0;9;207,321;0;0;112;2,453,190;0;0
2019;25045;08;252054;09;Cataluña;25;Lleida;25 Lleida;0;Bausen;2,007;187;10,384,462;2,055,119;8,329,344;36,635;185;5;183,665;0;0;0;0;0;0;49;1,991,419;0;0;66;2,435,982;0;0;1;96,815;1;95,990;0;0;65;5,580,591;0;0
2019;25046;08;252055;09;Cataluña;25;Lleida;25 Lleida;0;Belianes;1,990;556;21,281,351;15,381,985;5,899,366;253,854;545;12;270,716;2;194,837;1;95,193;1;209,481;108;3,910,038;3;697,741;74;1,327,605;0;0;1;101,675;2;558,571;0;0;350;13,826,132;2;89,361
2019;25047;08;252056;09;Cataluña;25;Lleida;25 Lleida;0;Bellcaire d'Urgell;1,990;1,008;63,321,082;43,840,872;19,480,210;393,114;794;62;893,573;11;672,202;2;1,157,844;1;875,065;189;13,460,200;7;2,761,273;95;3,036,630;1;69,409;0;0;4;552,375;0;0;635;39,686,314;1;156,197
2019;25048;08;252057;09;Cataluña;25;Lleida;25 Lleida;0;Bell-lloc d'Urgell;2,009;1,728;83,666,631;41,859,654;41,806,977;1,423,929;1,248;271;2,854,286;10;273,779;3;847,023;2;160,632;111;8,406,988;3;328,929;305;16,654,378;2;59,214;1;81,461;2;278,324;1;145,470;1,017;53,576,146;0;0
2019;25049;08;252058;09;Cataluña;25;Lleida;25 Lleida;0;Bellmunt d'Urgell;1,990;229;6,837,154;5,028,744;1,808,410;83,508;229;3;22,199;0;0;0;0;0;0;63;1,035,367;3;281,729;44;322,279;0;0;2;90,619;1;33,248;0;0;113;5,051,712;0;0
2019;25050;08;252059;09;Cataluña;25;Lleida;25 Lleida;0;Bellpuig;1,988;3,890;148,508,045;113,919,179;34,588,866;1,470,194;1,945;213;1,810,368;85;4,978,563;3;1,968,773;5;1,213,480;490;32,063,566;13;2,864,218;295;6,891,521;15;622,374;3;423,311;2;1,159,914;1;281,069;2,758;92,684,762;7;1,546,125
2019;25051;08;252060;09;Cataluña;25;Lleida;25 Lleida;0;Bellver de Cerdanya;1,989;3,787;149,134,647;119,207,636;29,927,011;1,368,019;1,749;261;2,800,133;60;1,434,042;5;2,092,521;13;6,188,442;398;9,935,479;6;728,553;547;11,419,848;6;290,695;1;150,028;12;343,098;0;0;2,477;113,596,176;1;155,632
2019;25052;08;252061;09;Cataluña;25;Lleida;25 Lleida;0;Bellvís;1,990;1,660;76,383,109;54,923,411;21,459,698;717,480;1,299;49;425,627;11;1,981,147;3;840,066;2;132,629;247;14,471,756;5;2,671,381;153;3,332,449;2;98,922;4;1,573,360;3;170,167;1;23,864;1,179;48,449,181;1;2,212,560
2019;25053;08;252063;09;Cataluña;25;Lleida;25 Lleida;0;Benavent de Segrià;2,007;837;49,062,872;27,680,882;21,381,990;754,172;527;75;1,171,007;7;388,700;0;0;1;27,246;105;6,084,008;2;161,332;168;5,668,708;0;0;1;1,604,722;1;126,212;0;0;475;33,156,903;2;674,034
2019;25055;08;252067;09;Cataluña;25;Lleida;25 Lleida;0;Biosca;1,990;273;7,127,175;6,143,335;983,839;99,567;265;3;86,373;1;19,493;1;181,270;0;0;69;1,120,758;5;202,025;44;213,086;0;0;0;0;4;219,554;1;9,569;145;5,075,047;0;0
2019;25056;08;252068;09;Cataluña;25;Lleida;25 Lleida;0;Bovera;1,989;334;5,135,107;4,080,154;1,054,953;80,665;326;7;150,491;0;0;1;64,778;1;25,801;79;852,731;1;195,940;27;192,869;2;52,904;0;0;2;112,311;0;0;214;3,487,283;0;0
2019;25057;08;252069;09;Cataluña;25;Lleida;25 Lleida;0;Bòrdes (Es);2,007;598;24,290,256;8,885,665;15,404,591;99,162;349;126;634,119;1;19,474;0;0;3;94,053;68;2,292,978;0;0;129;3,070,642;1;77,743;1;27,991;5;242,790;0;0;264;17,830,466;0;0
2019;25058;08;252070;09;Cataluña;25;Lleida;25 Lleida;0;Borges Blanques (Les);2,007;4,594;254,253,440;128,320,896;125,932,544;1,401,406;2,378;855;9,543,627;108;6,987,828;4;4,248,081;4;1,828,401;299;41,658,024;9;3,330,040;355;14,809,293;20;3,527,733;2;820,544;5;904,185;0;0;2,931;165,167,430;1;964,764
2019;25059;08;252071;09;Cataluña;25;Lleida;25 Lleida;0;Bossòst;2,007;1,172;64,597,161;23,633,348;40,963,813;220,140;657;162;1,639,804;48;2,401,180;0;0;7;2,260,029;137;3,596,115;1;1,804,143;153;4,528,654;6;329,509;1;73,446;5;182,100;0;0;651;47,717,025;1;65,155
2019;25060;08;252072;09;Cataluña;25;Lleida;25 Lleida;0;Cabanabona;1,994;105;1,897,439;1,787,505;109,934;25,207;105;4;26,031;0;0;0;0;0;0;31;226,761;0;0;4;2,037;0;0;0;0;1;1,627;0;0;65;1,640,983;0;0
2019;25061;08;252073;09;Cataluña;25;Lleida;25 Lleida;0;Cabó;1,994;183;2,333,679;2,200,241;133,439;35,279;172;3;59,111;0;0;0;0;2;104,147;64;406,980;0;0;10;46,440;0;0;0;0;5;36,444;0;0;99;1,680,557;0;0
2019;25062;08;252074;09;Cataluña;25;Lleida;25 Lleida;0;Camarasa;1,990;1,242;30,788,277;23,761,470;7,026,807;456,377;1,137;31;319,030;8;226,397;3;303,213;8;1,898,609;197;3,406,868;18;1,768,635;224;1,602,979;2;509,155;0;0;6;133,867;2;152,694;742;20,458,891;1;7,940
2019;25063;08;252075;09;Cataluña;25;Lleida;25 Lleida;0;Canejan;2,007;150;7,145,507;1,739,237;5,406,271;28,900;148;9;211,655;0;0;0;0;0;0;31;1,303,600;0;0;49;1,191,086;0;0;1;247,691;1;102,685;0;0;59;4,088,791;0;0
2019;25064;08;252076;09;Cataluña;25;Lleida;25 Lleida;0;Castellar de la Ribera;1,994;94;2,430,789;2,408,499;22,290;17,313;92;0;0;0;0;0;0;1;25,399;10;138,332;3;24,555;0;0;0;0;0;0;10;74,933;0;0;70;2,167,570;0;0
2019;25067;08;252079;09;Cataluña;25;Lleida;25 Lleida;0;Castelldans;1,988;857;29,238,292;22,328,078;6,910,214;360,948;797;6;70,138;1;2,048;2;325,154;3;522,438;170;4,013,054;1;7,297;129;2,414,016;1;101,690;0;0;3;290,003;2;189,703;539;21,302,752;0;0
2019;25068;08;252080;09;Cataluña;25;Lleida;25 Lleida;0;Castellnou de Seana;1,990;591;24,585,722;16,214,663;8,371,059;283,254;532;6;111,141;1;111,041;1;95,679;2;137,454;105;4,833,963;4;418,905;82;1,491,127;1;10,788;1;283,150;1;54,137;1;167,142;386;16,871,195;0;0
2019;25069;08;252081;09;Cataluña;25;Lleida;25 Lleida;0;Castelló de Farfanya;1,990;559;16,377,031;13,385,331;2,991,701;115,274;501;3;39,862;0;0;1;104,133;2;191,692;123;1,966,060;4;203,433;29;244,158;1;55,986;2;254,034;1;42,536;0;0;392;13,222,064;1;53,072
2019;25070;08;252082;09;Cataluña;25;Lleida;25 Lleida;0;Castellserà;1,988;853;35,474,597;25,513,296;9,961,300;407,034;780;16;291,565;6;217,566;3;604,463;1;48,532;149;5,029,409;6;990,114;111;2,059,242;0;0;1;88,556;2;62,780;0;0;557;25,341,044;1;741,327
2019;25071;08;252083;09;Cataluña;25;Lleida;25 Lleida;0;Cava;1,994;162;3,114,570;2,858,002;256,568;44,649;152;8;86,937;0;0;0;0;1;66,227;28;86,344;0;0;29;80,778;0;0;0;0;5;58,276;0;0;91;2,736,009;0;0
2019;25072;08;252084;09;Cataluña;25;Lleida;25 Lleida;0;Cervera;2,007;7,182;326,023,764;137,494,802;188,528,962;2,462,336;3,298;1,131;7,060,805;178;11,067,194;12;9,499,454;45;1,987,155;851;59,720,062;37;5,610,546;603;32,859,766;34;1,657,988;6;1,877,986;16;1,640,950;4;1,418,664;4,254;188,997,347;11;2,625,847
2019;25073;08;252085;09;Cataluña;25;Lleida;25 Lleida;0;Cervià de les Garrigues;1,989;821;19,635,439;13,805,079;5,830,360;212,149;775;17;227,972;1;33,597;2;214,058;1;121,245;135;2,566,139;10;1,300,330;55;597,802;0;0;0;0;3;123,591;1;134,312;596;14,316,392;0;0
2019;25074;08;252086;09;Cataluña;25;Lleida;25 Lleida;0;Ciutadilla;1,990;330;7,115,646;5,657,194;1,458,452;66,069;310;7;79,233;1;18,122;0;0;0;0;55;463,972;2;223,233;21;220,273;0;0;1;43,481;1;13,754;1;34,562;241;6,019,016;0;0
2019;25075;08;252089;09;Cataluña;25;Lleida;25 Lleida;0;Clariana de Cardener;1,994;111;4,486,264;4,303,424;182,840;87,424;111;2;26,775;0;0;0;0;4;1,355,379;6;44,446;4;527,830;7;13,005;3;144,648;0;0;9;49,148;0;0;76;2,325,033;0;0
2019;25076;08;252091;09;Cataluña;25;Lleida;25 Lleida;0;Cogul (El);1,989;220;5,699,765;4,494,573;1,205,192;64,315;219;4;75,476;0;0;2;271,308;0;0;45;824,922;1;207,129;37;176,629;0;0;2;111,681;1;60,480;1;187,381;127;3,784,759;0;0
2019;25077;08;252092;09;Cataluña;25;Lleida;25 Lleida;0;Coll de Nargó;1,994;899;17,145,593;14,193,849;2,951,745;226,976;679;101;523,105;16;1,006,568;0;0;3;391,169;128;1,627,945;5;490,223;135;502,693;1;457;0;0;3;57,506;0;0;507;12,545,928;0;0
2019;25078;08;252094;09;Cataluña;25;Lleida;25 Lleida;0;Corbins;2,013;830;45,506,170;35,036,838;10,469,332;662,668;687;37;614,984;4;199,562;2;239,904;0;0;84;6,330,735;4;257,701;142;2,955,248;2;69,843;3;423,836;0;0;1;385,987;550;33,952,802;1;75,567
2019;25079;08;252095;09;Cataluña;25;Lleida;25 Lleida;0;Cubells;1,990;497;12,910,026;10,026,779;2,883,247;148,701;477;9;89,941;0;0;1;65,695;1;170,877;121;1,367,386;6;639,786;52;650,720;0;0;0;0;5;157,358;1;9,182;299;9,483,795;2;275,285
2019;25081;08;252102;09;Cataluña;25;Lleida;25 Lleida;0;Espluga Calba (L');1,989;583;10,420,596;8,035,944;2,384,652;143,733;575;6;63,446;0;0;1;137,825;2;123,512;120;1,366,248;1;29,405;114;747,550;0;0;0;0;3;207,973;1;114,451;335;7,630,186;0;0
