,Comunidad Autónoma,Provincia,Municipio,Cod ESP,Cobertura Media
6881,castilla-la mancha,toledo,navahermosa,45109000100,45.0
6882,castilla-la mancha,toledo,navalcan,45110000100,70.0
6883,castilla-la mancha,toledo,navalmoralejo,45111000100,45.0
6884,castilla-la mancha,toledo,navalmorales ,45112000100,47.5
6885,castilla-la mancha,toledo,navalucillos ,45113000100,31.25
6886,castilla-la mancha,toledo,navamorcuende,45114000100,70.0
6887,castilla-la mancha,toledo,noblejas,45115000100,53.75
6888,castilla-la mancha,toledo,noez,45116000100,70.0
6889,castilla-la mancha,toledo,nombela,45117000100,45.0
6890,castilla-la mancha,toledo,noves,45118000100,70.0
6891,castilla-la mancha,toledo,numancia de la sagra,45119000100,75.0
6892,castilla-la mancha,toledo,nuno gomez,45120000100,10.0
6893,castilla-la mancha,toledo,ocana,45121000100,100.0
6894,castilla-la mancha,toledo,olias del rey,45122000100,100.0
6895,castilla-la mancha,toledo,ontigola,45123000100,100.0
6896,castilla-la mancha,toledo,orgaz,45124000100,65.0
6897,castilla-la mancha,toledo,oropesa,45125000100,57.5
6898,castilla-la mancha,toledo,otero,45126000100,44.38
6899,castilla-la mancha,toledo,palomeque,45127000100,55.0
6900,castilla-la mancha,toledo,pantoja,45128000100,70.0
6901,castilla-la mancha,toledo,paredes de escalona,45129000100,60.0
6902,castilla-la mancha,toledo,parrillas,45130000100,60.0
6903,castilla-la mancha,toledo,pelahustan,45131000100,57.5
6904,castilla-la mancha,toledo,pepino,45132000100,63.33
6905,castilla-la mancha,toledo,polan,45133000100,75.0
6906,castilla-la mancha,toledo,portillo de toledo,45134000100,60.0
6907,castilla-la mancha,toledo,puebla de almoradiel ,45135000100,70.0
6908,castilla-la mancha,toledo,puebla de montalban ,45136000100,75.0
6909,castilla-la mancha,toledo,pueblanueva ,45137000100,70.0
6910,castilla-la mancha,toledo,puente del arzobispo ,45138000100,70.0
6911,castilla-la mancha,toledo,puerto de san vicente,45139000100,60.0
6912,castilla-la mancha,toledo,pulgar,45140000100,70.0
6913,castilla-la mancha,toledo,quero,45141000100,70.0
6914,castilla-la mancha,toledo,quintanar de la orden,45142000100,100.0
6915,castilla-la mancha,toledo,quismondo,45143000100,70.0
6916,castilla-la mancha,toledo,real de san vicente ,45144000100,70.0
6917,castilla-la mancha,toledo,recas,45145000100,100.0
6918,castilla-la mancha,toledo,retamoso de la jara,45146000100,20.0
6919,castilla-la mancha,toledo,rielves,45147000100,70.0
6920,castilla-la mancha,toledo,robledo del mazo,45148000100,40.0
6921,castilla-la mancha,toledo,romeral ,45149000100,70.0
6922,castilla-la mancha,toledo,san bartolome de las abiertas,45150000100,70.0
6923,castilla-la mancha,toledo,san martin de montalban,45151000100,70.0
6924,castilla-la mancha,toledo,san martin de pusa,45152000100,70.0
6925,castilla-la mancha,toledo,san pablo de los montes,45153000100,70.0
6926,castilla-la mancha,toledo,san roman de los montes,45154000100,66.67
6927,castilla-la mancha,toledo,santa ana de pusa,45155000100,70.0
6928,castilla-la mancha,toledo,santa cruz de la zarza,45156000100,70.0
6929,castilla-la mancha,toledo,santa cruz del retamar,45157000100,62.5
6930,castilla-la mancha,toledo,santa olalla,45158000100,70.0
6931,castilla-la mancha,toledo,sartajada,45159000100,50.0
6932,castilla-la mancha,toledo,segurilla,45160000100,60.0
6933,castilla-la mancha,toledo,sesena,45161000200,83.33
6934,castilla-la mancha,toledo,sevilleja de la jara,45162000100,56.5
6935,castilla-la mancha,toledo,sonseca,45163000100,67.5
6936,castilla-la mancha,toledo,sotillo de las palomas,45164000100,60.0
6937,castilla-la mancha,toledo,talavera de la reina,45165000100,85.0
6938,castilla-la mancha,toledo,tembleque,45166000100,70.0
6939,castilla-la mancha,toledo,toboso ,45167000100,70.0
6940,castilla-la mancha,toledo,toledo,45168000100,100.0
6941,castilla-la mancha,toledo,torralba de oropesa,45169000100,50.0
6942,castilla-la mancha,toledo,torrecilla de la jara,45170000100,40.0
6943,castilla-la mancha,toledo,torre de esteban hambran ,45171000100,70.0
6944,castilla-la mancha,toledo,torrico,45172000100,60.0
6945,castilla-la mancha,toledo,torrijos,45173000100,100.0
6946,castilla-la mancha,toledo,totanes,45174000100,57.5
6947,castilla-la mancha,toledo,turleque,45175000100,57.5
6948,castilla-la mancha,toledo,ugena,45176000100,88.0
6949,castilla-la mancha,toledo,urda,45177000100,70.0
6950,castilla-la mancha,toledo,valdeverdeja,45179000100,57.5
6951,castilla-la mancha,toledo,valmojado,45180000100,100.0
6952,castilla-la mancha,toledo,velada,45181000100,70.0
6953,castilla-la mancha,toledo,ventas con pena aguilera ,45182000100,70.0
6954,castilla-la mancha,toledo,ventas de retamosa ,45183000100,95.83
6955,castilla-la mancha,toledo,ventas de san julian ,45184000100,50.0
6956,castilla-la mancha,toledo,villacanas,45185000100,100.0
6957,castilla-la mancha,toledo,villa de don fadrique ,45186000100,70.0
6958,castilla-la mancha,toledo,villafranca de los caballeros,45187000100,70.0
6959,castilla-la mancha,toledo,villaluenga de la sagra,45188000100,100.0
6960,castilla-la mancha,toledo,villamiel de toledo,45189000100,70.0
6961,castilla-la mancha,toledo,villaminaya,45190000100,70.0
6962,castilla-la mancha,toledo,villamuelas,45191000100,70.0
6963,castilla-la mancha,toledo,villanueva de alcardete,45192000100,70.0
6964,castilla-la mancha,toledo,villanueva de bogas,45193000100,70.0
6965,castilla-la mancha,toledo,villarejo de montalban,45194000100,50.0
6966,castilla-la mancha,toledo,villarrubia de santiago,45195000100,70.0
6967,castilla-la mancha,toledo,villaseca de la sagra,45196000100,65.0
6968,castilla-la mancha,toledo,villasequilla,45197000100,57.5
6969,castilla-la mancha,toledo,villatobas,45198000100,70.0
6970,castilla-la mancha,toledo,viso de san juan ,45199000100,70.0
6971,castilla-la mancha,toledo,yebenes ,45200000100,52.5
6972,castilla-la mancha,toledo,yeles,45201000100,80.0
6973,castilla-la mancha,toledo,yepes,45202000100,100.0
6974,castilla-la mancha,toledo,yuncler,45203000100,86.67
6975,castilla-la mancha,toledo,yunclillos,45204000100,70.0
6976,castilla-la mancha,toledo,yuncos,45205000100,100.0
6977,castilla-la mancha,toledo,santo domingo-caudilla,45901000100,70.0
6978,comunitat valenciana,valencia/valencia,ademuz,46001000100,42.5
6979,comunitat valenciana,valencia/valencia,ador,46002000100,80.0
6980,comunitat valenciana,valencia/valencia,atzeneta d'albaida,46003000100,100.0
6981,comunitat valenciana,valencia/valencia,agullent,46004000100,100.0
6982,comunitat valenciana,valencia/valencia,alaquas,46005000100,100.0
6983,comunitat valenciana,valencia/valencia,albaida,46006000100,100.0
6984,comunitat valenciana,valencia/valencia,albal,46007000100,100.0
6985,comunitat valenciana,valencia/valencia,albalat de la ribera,46008000100,100.0
6986,comunitat valenciana,valencia/valencia,albalat dels sorells,46009000100,100.0
6987,comunitat valenciana,valencia/valencia,albalat dels tarongers,46010000100,60.0
6988,comunitat valenciana,valencia/valencia,alberic,46011000100,100.0
6989,comunitat valenciana,valencia/valencia,alborache,46012000100,100.0
6990,comunitat valenciana,valencia/valencia,alboraya,46013000100,100.0
6991,comunitat valenciana,valencia/valencia,albuixech,46014000100,100.0
6992,comunitat valenciana,valencia/valencia,alcasser,46015000100,100.0
6993,comunitat valenciana,valencia/valencia,alcantera de xuquer,46016000100,70.0
6994,comunitat valenciana,valencia/valencia,alzira,46017000100,70.71
6995,comunitat valenciana,valencia/valencia,alcublas,46018000100,45.0
6996,comunitat valenciana,valencia/valencia,alcudia ,46019000100,70.0
6997,comunitat valenciana,valencia/valencia,alcudia de crespins ,46020000100,100.0
6998,comunitat valenciana,valencia/valencia,aldaia,46021000100,100.0
6999,comunitat valenciana,valencia/valencia,alfafar,46022000100,75.0
7000,comunitat valenciana,valencia/valencia,alfauir,46023000100,57.5
7001,comunitat valenciana,valencia/valencia,alfara de la baronia,46024000100,45.0
7002,comunitat valenciana,valencia/valencia,alfara del patriarca,46025000100,100.0
7003,comunitat valenciana,valencia/valencia,alfarp,46026000100,70.0
7004,comunitat valenciana,valencia/valencia,alfarrasi,46027000100,100.0
7005,comunitat valenciana,valencia/valencia,algar de palancia,46028000100,57.5
7006,comunitat valenciana,valencia/valencia,algemesi,46029000100,100.0
7007,comunitat valenciana,valencia/valencia,algimia de alfara,46030000100,100.0
7008,comunitat valenciana,valencia/valencia,alginet,46031000100,100.0
7009,comunitat valenciana,valencia/valencia,almassera,46032000100,100.0
7010,comunitat valenciana,valencia/valencia,almisera,46033000100,70.0
7011,comunitat valenciana,valencia/valencia,almoines,46034000100,70.0
7012,comunitat valenciana,valencia/valencia,almussafes,46035000100,100.0
7013,comunitat valenciana,valencia/valencia,alpuente,46036000100,23.97
7014,comunitat valenciana,valencia/valencia,alqueria de la comtessa ,46037000100,100.0
7015,comunitat valenciana,valencia/valencia,andilla,46038000100,30.63
7016,comunitat valenciana,valencia/valencia,anna,46039000100,80.0
7017,comunitat valenciana,valencia/valencia,antella,46040000100,80.0
7018,comunitat valenciana,valencia/valencia,aras de los olmos,46041000100,40.0
7019,comunitat valenciana,valencia/valencia,aielo de malferit,46042000100,100.0
7020,comunitat valenciana,valencia/valencia,aielo de rugat,46043000100,57.5
7021,comunitat valenciana,valencia/valencia,ayora,46044000100,66.25
7022,comunitat valenciana,valencia/valencia,barxeta,46045000100,70.0
7023,comunitat valenciana,valencia/valencia,barx,46046000100,70.0
7024,comunitat valenciana,valencia/valencia,belgida,46047000100,70.0
7025,comunitat valenciana,valencia/valencia,bellreguard,46048000100,90.0
7026,comunitat valenciana,valencia/valencia,bellus,46049000100,37.5
7027,comunitat valenciana,valencia/valencia,benageber,46050000100,60.0
7028,comunitat valenciana,valencia/valencia,benaguasil,46051000100,100.0
7029,comunitat valenciana,valencia/valencia,benavites,46052000100,80.0
7030,comunitat valenciana,valencia/valencia,beneixida,46053000100,60.0
7031,comunitat valenciana,valencia/valencia,benetusser,46054000100,100.0
7032,comunitat valenciana,valencia/valencia,beniarjo,46055000100,80.0
7033,comunitat valenciana,valencia/valencia,beniatjar,46056000100,60.0
7034,comunitat valenciana,valencia/valencia,benicolet,46057000100,80.0
7035,comunitat valenciana,valencia/valencia,benifairo de les valls,46058000100,100.0
7036,comunitat valenciana,valencia/valencia,benifairo de la valldigna,46059000100,60.0
7037,comunitat valenciana,valencia/valencia,benifaio,46060000100,100.0
7038,comunitat valenciana,valencia/valencia,benifla,46061000100,80.0
7039,comunitat valenciana,valencia/valencia,beniganim,46062000100,80.0
7040,comunitat valenciana,valencia/valencia,benimodo,46063000100,100.0
7041,comunitat valenciana,valencia/valencia,benimuslem,46064000100,60.0
7042,comunitat valenciana,valencia/valencia,beniparrell,46065000100,60.0
7043,comunitat valenciana,valencia/valencia,benirredra,46066000100,100.0
7044,comunitat valenciana,valencia/valencia,benisano,46067000100,100.0
7045,comunitat valenciana,valencia/valencia,benissoda,46068000100,80.0
7046,comunitat valenciana,valencia/valencia,benisuera,46069000100,80.0
7047,comunitat valenciana,valencia/valencia,betera,46070000100,94.29
7048,comunitat valenciana,valencia/valencia,bicorp,46071000100,55.0
7049,comunitat valenciana,valencia/valencia,bocairent,46072000100,100.0
7050,comunitat valenciana,valencia/valencia,bolbaite,46073000100,70.0
7051,comunitat valenciana,valencia/valencia,bonrepos i mirambell,46074000100,100.0
7052,comunitat valenciana,valencia/valencia,bufali,46075000100,60.0
7053,comunitat valenciana,valencia/valencia,bugarra,46076000100,57.5
7054,comunitat valenciana,valencia/valencia,bunol,46077000100,100.0
7055,comunitat valenciana,valencia/valencia,burjassot,46078000100,100.0
7056,comunitat valenciana,valencia/valencia,calles,46079000100,30.0
7057,comunitat valenciana,valencia/valencia,camporrobles,46080000100,70.0
7058,comunitat valenciana,valencia/valencia,canals,46081000100,83.33
7059,comunitat valenciana,valencia/valencia,canet d'en berenguer,46082000100,80.0
7060,comunitat valenciana,valencia/valencia,carcaixent,46083000100,90.0
7061,comunitat valenciana,valencia/valencia,carcer,46084000100,70.0
7062,comunitat valenciana,valencia/valencia,carlet,46085000100,100.0
7063,comunitat valenciana,valencia/valencia,carricola,46086000100,70.0
7064,comunitat valenciana,valencia/valencia,casas altas,46087000100,50.0
7065,comunitat valenciana,valencia/valencia,casas bajas,46088000100,50.0
7066,comunitat valenciana,valencia/valencia,casinos,46089000100,70.0
7067,comunitat valenciana,valencia/valencia,castello de rugat,46090000100,100.0
7068,comunitat valenciana,valencia/valencia,castellonet de la conquesta,46091000100,57.5
7069,comunitat valenciana,valencia/valencia,castielfabib,46092000100,27.86
7070,comunitat valenciana,valencia/valencia,catadau,46093000100,70.0
7071,comunitat valenciana,valencia/valencia,catarroja,46094000100,100.0
7072,comunitat valenciana,valencia/valencia,caudete de las fuentes,46095000100,70.0
7073,comunitat valenciana,valencia/valencia,cerda,46096000100,70.0
7074,comunitat valenciana,valencia/valencia,cofrentes,46097000100,67.5
7075,comunitat valenciana,valencia/valencia,corbera,46098000100,70.0
7076,comunitat valenciana,valencia/valencia,cortes de pallas,46099000100,70.0
7077,comunitat valenciana,valencia/valencia,cotes,46100000100,70.0
7078,comunitat valenciana,valencia/valencia,quart de les valls,46101000100,100.0
7079,comunitat valenciana,valencia/valencia,quart de poblet,46102000100,87.5
7080,comunitat valenciana,valencia/valencia,quartell,46103000100,100.0
7081,comunitat valenciana,valencia/valencia,quatretonda,46104000100,80.0
7082,comunitat valenciana,valencia/valencia,cullera,46105000100,62.86
7083,comunitat valenciana,valencia/valencia,chelva,46106000100,58.33
7084,comunitat valenciana,valencia/valencia,chella,46107000100,80.0
7085,comunitat valenciana,valencia/valencia,chera,46108000100,57.5
7086,comunitat valenciana,valencia/valencia,cheste,46109000100,100.0
7087,comunitat valenciana,valencia/valencia,xirivella,46110000100,100.0
7088,comunitat valenciana,valencia/valencia,chiva,46111000100,70.0
7089,comunitat valenciana,valencia/valencia,chulilla,46112000100,57.5
7090,comunitat valenciana,valencia/valencia,daimus,46113000100,70.0
7091,comunitat valenciana,valencia/valencia,domeno,46114000100,60.0
7092,comunitat valenciana,valencia/valencia,dos aguas,46115000100,30.0
7093,comunitat valenciana,valencia/valencia,eliana ,46116000100,100.0
7094,comunitat valenciana,valencia/valencia,emperador,46117000100,100.0
7095,comunitat valenciana,valencia/valencia,enguera,46118000100,50.0
7096,comunitat valenciana,valencia/valencia,enova ,46119000100,70.0
7097,comunitat valenciana,valencia/valencia,estivella,46120000100,100.0
7098,comunitat valenciana,valencia/valencia,estubeny,46121000100,50.0
7099,comunitat valenciana,valencia/valencia,faura,46122000100,100.0
7100,comunitat valenciana,valencia/valencia,favara,46123000100,70.0
7101,comunitat valenciana,valencia/valencia,fontanars dels alforins,46124000100,45.0
7102,comunitat valenciana,valencia/valencia,fortaleny,46125000100,60.0
7103,comunitat valenciana,valencia/valencia,foios,46126000100,100.0
7104,comunitat valenciana,valencia/valencia,font d'en carros ,46127000100,63.33
7105,comunitat valenciana,valencia/valencia,font de la figuera ,46128000100,70.0
7106,comunitat valenciana,valencia/valencia,fuenterrobles,46129000100,57.5
7107,comunitat valenciana,valencia/valencia,gavarda,46130000200,70.0
7108,comunitat valenciana,valencia/valencia,gandia,46131000100,68.75
7109,comunitat valenciana,valencia/valencia,genoves,46132000100,100.0
7110,comunitat valenciana,valencia/valencia,gestalgar,46133000100,45.0
7111,comunitat valenciana,valencia/valencia,gilet,46134000100,54.17
7112,comunitat valenciana,valencia/valencia,godella,46135000100,100.0
7113,comunitat valenciana,valencia/valencia,godelleta,46136000100,70.0
7114,comunitat valenciana,valencia/valencia,granja de la costera ,46137000100,70.0
7115,comunitat valenciana,valencia/valencia,guadassequies,46138000100,80.0
7116,comunitat valenciana,valencia/valencia,guadassuar,46139000100,100.0
7117,comunitat valenciana,valencia/valencia,guardamar de la safor,46140000100,60.0
7118,comunitat valenciana,valencia/valencia,higueruelas,46141000100,57.5
7119,comunitat valenciana,valencia/valencia,jalance,46142000100,67.5
7120,comunitat valenciana,valencia/valencia,xeraco,46143000100,85.0
7121,comunitat valenciana,valencia/valencia,jarafuel,46144000100,55.0
7122,comunitat valenciana,valencia/valencia,xativa,46145000100,55.0
7123,comunitat valenciana,valencia/valencia,xeresa,46146000100,70.0
7124,comunitat valenciana,valencia/valencia,lliria,46147000100,100.0
7125,comunitat valenciana,valencia/valencia,loriguilla,46148000100,100.0
7126,comunitat valenciana,valencia/valencia,losa del obispo,46149000100,67.5
7127,comunitat valenciana,valencia/valencia,llutxent,46150000100,80.0
7128,comunitat valenciana,valencia/valencia,llocnou d'en fenollet,46151000100,70.0
7129,comunitat valenciana,valencia/valencia,llocnou de la corona,46152000100,100.0
7130,comunitat valenciana,valencia/valencia,llocnou de sant jeroni,46153000100,70.0
7131,comunitat valenciana,valencia/valencia,llanera de ranes,46154000100,70.0
7132,comunitat valenciana,valencia/valencia,llauri,46155000100,60.0
7133,comunitat valenciana,valencia/valencia,llombai,46156000100,70.0
7134,comunitat valenciana,valencia/valencia,llosa de ranes ,46157000100,70.0
7135,comunitat valenciana,valencia/valencia,macastre,46158000100,70.0
7136,comunitat valenciana,valencia/valencia,manises,46159000100,75.0
7137,comunitat valenciana,valencia/valencia,manuel,46160000100,70.0
7138,comunitat valenciana,valencia/valencia,marines,46161000100,75.0
7139,comunitat valenciana,valencia/valencia,massalaves,46162000100,70.0
7140,comunitat valenciana,valencia/valencia,massalfassar,46163000100,100.0
7141,comunitat valenciana,valencia/valencia,massamagrell,46164000100,100.0
7142,comunitat valenciana,valencia/valencia,massanassa,46165000100,100.0
7143,comunitat valenciana,valencia/valencia,meliana,46166000100,100.0
7144,comunitat valenciana,valencia/valencia,millares,46167000100,32.5
7145,comunitat valenciana,valencia/valencia,miramar,46168000100,65.0
7146,comunitat valenciana,valencia/valencia,mislata,46169000100,100.0
7147,comunitat valenciana,valencia/valencia,mogente/moixent,46170000100,70.0
7148,comunitat valenciana,valencia/valencia,moncada,46171000100,83.33
7149,comunitat valenciana,valencia/valencia,montserrat,46172000100,70.0
7150,comunitat valenciana,valencia/valencia,montaverner,46173000100,100.0
7151,comunitat valenciana,valencia/valencia,montesa,46174000100,70.0
7152,comunitat valenciana,valencia/valencia,montitxelvo/montichelvo,46175000100,57.5
7153,comunitat valenciana,valencia/valencia,montroi/montroy,46176000100,70.0
7154,comunitat valenciana,valencia/valencia,museros,46177000100,100.0
7155,comunitat valenciana,valencia/valencia,naquera,46178000100,70.0
7156,comunitat valenciana,valencia/valencia,navarres,46179000100,60.0
7157,comunitat valenciana,valencia/valencia,novele/novetle,46180000100,100.0
7158,comunitat valenciana,valencia/valencia,oliva,46181000200,100.0
7159,comunitat valenciana,valencia/valencia,olocau,46182000100,70.0
7160,comunitat valenciana,valencia/valencia,olleria ,46183000100,80.0
7161,comunitat valenciana,valencia/valencia,ontinyent,46184000100,100.0
7162,comunitat valenciana,valencia/valencia,otos,46185000100,70.0
7163,comunitat valenciana,valencia/valencia,paiporta,46186000100,100.0
7164,comunitat valenciana,valencia/valencia,palma de gandia,46187000100,80.0
7165,comunitat valenciana,valencia/valencia,palmera,46188000100,100.0
7166,comunitat valenciana,valencia/valencia,palomar ,46189000100,100.0
7167,comunitat valenciana,valencia/valencia,paterna,46190000100,100.0
7168,comunitat valenciana,valencia/valencia,pedralba,46191000100,70.0
7169,comunitat valenciana,valencia/valencia,petres,46192000100,60.0
7170,comunitat valenciana,valencia/valencia,picanya,46193000100,100.0
7171,comunitat valenciana,valencia/valencia,picassent,46194000100,100.0
7172,comunitat valenciana,valencia/valencia,piles,46195000100,70.0
7173,comunitat valenciana,valencia/valencia,pinet,46196000100,20.0
7174,comunitat valenciana,valencia/valencia,polinya de xuquer,46197000300,70.0
7175,comunitat valenciana,valencia/valencia,potries,46198000100,60.0
7176,comunitat valenciana,valencia/valencia,pobla de farnals ,46199000100,85.0
7177,comunitat valenciana,valencia/valencia,pobla del duc ,46200000100,80.0
7178,comunitat valenciana,valencia/valencia,puebla de san miguel,46201000100,0.0
7179,comunitat valenciana,valencia/valencia,pobla de vallbona ,46202000100,100.0
7180,comunitat valenciana,valencia/valencia,pobla llarga ,46203000100,100.0
7181,comunitat valenciana,valencia/valencia,"puig de santa maria, el",46204000100,100.0
7182,comunitat valenciana,valencia/valencia,pucol,46205000100,95.0
7183,comunitat valenciana,valencia/valencia,quesa,46206000100,45.0
7184,comunitat valenciana,valencia/valencia,rafelbunyol,46207000100,75.0
7185,comunitat valenciana,valencia/valencia,rafelcofer,46208000100,100.0
7186,comunitat valenciana,valencia/valencia,rafelguaraf,46209000100,65.0
7187,comunitat valenciana,valencia/valencia,rafol de salem,46210000100,60.0
7188,comunitat valenciana,valencia/valencia,real de gandia,46211000100,80.0
7189,comunitat valenciana,valencia/valencia,real,46212000100,50.0
7190,comunitat valenciana,valencia/valencia,requena,46213000100,61.44
7191,comunitat valenciana,valencia/valencia,riba-roja de turia,46214000100,74.29
7192,comunitat valenciana,valencia/valencia,riola,46215000100,50.0
7193,comunitat valenciana,valencia/valencia,rocafort,46216000100,100.0
7194,comunitat valenciana,valencia/valencia,rotgla i corbera,46217000100,70.0
7195,comunitat valenciana,valencia/valencia,rotova,46218000100,70.0
7196,comunitat valenciana,valencia/valencia,rugat,46219000100,47.5
7197,comunitat valenciana,valencia/valencia,sagunto/sagunt,46220000100,84.17
7198,comunitat valenciana,valencia/valencia,salem,46221000100,47.5
7199,comunitat valenciana,valencia/valencia,sant joanet,46222000100,60.0
7200,comunitat valenciana,valencia/valencia,sedavi,46223000100,100.0
7201,comunitat valenciana,valencia/valencia,segart,46224000100,60.0
7202,comunitat valenciana,valencia/valencia,sellent,46225000100,35.0
7203,comunitat valenciana,valencia/valencia,sempere,46226000100,80.0
7204,comunitat valenciana,valencia/valencia,senyera,46227000100,60.0
7205,comunitat valenciana,valencia/valencia,serra,46228000100,76.67
7206,comunitat valenciana,valencia/valencia,siete aguas,46229000100,70.0
7207,comunitat valenciana,valencia/valencia,silla,46230000100,100.0
7208,comunitat valenciana,valencia/valencia,simat de la valldigna,46231000100,47.5
7209,comunitat valenciana,valencia/valencia,sinarcas,46232000100,70.0
7210,comunitat valenciana,valencia/valencia,sollana,46233000100,80.0
7211,comunitat valenciana,valencia/valencia,sot de chera,46234000100,70.0
7212,comunitat valenciana,valencia/valencia,sueca,46235000100,58.0
7213,comunitat valenciana,valencia/valencia,sumacarcer,46236000100,70.0
7214,comunitat valenciana,valencia/valencia,tavernes blanques,46237000100,100.0
7215,comunitat valenciana,valencia/valencia,tavernes de la valldigna,46238000100,100.0
7216,comunitat valenciana,valencia/valencia,teresa de cofrentes,46239000100,67.5
7217,comunitat valenciana,valencia/valencia,terrateig,46240000100,47.5
7218,comunitat valenciana,valencia/valencia,titaguas,46241000100,45.0
7219,comunitat valenciana,valencia/valencia,torrebaja,46242000100,50.0
7220,comunitat valenciana,valencia/valencia,torrella,46243000100,70.0
7221,comunitat valenciana,valencia/valencia,torrent,17197000200,86.0
7222,comunitat valenciana,valencia/valencia,torres torres,46245000100,75.0
7223,comunitat valenciana,valencia/valencia,tous,46246000100,50.0
7224,comunitat valenciana,valencia/valencia,tuejar,46247000100,100.0
7225,comunitat valenciana,valencia/valencia,turis,46248000100,100.0
7226,comunitat valenciana,valencia/valencia,utiel,46249000100,71.43
7227,comunitat valenciana,valencia/valencia,valencia,46250000100,87.33
7228,comunitat valenciana,valencia/valencia,vallada,46251000100,70.0
7229,comunitat valenciana,valencia/valencia,vallanca,46252000100,31.25
7230,comunitat valenciana,valencia/valencia,valles,46253000100,100.0
7231,comunitat valenciana,valencia/valencia,venta del moro,46254000100,60.0
7232,comunitat valenciana,valencia/valencia,vilallonga/villalonga,46255000100,70.0
7233,comunitat valenciana,valencia/valencia,vilamarxant,46256000100,100.0
7234,comunitat valenciana,valencia/valencia,villanueva de castellon,46257000100,70.0
7235,comunitat valenciana,valencia/valencia,villar del arzobispo,46258000100,87.5
7236,comunitat valenciana,valencia/valencia,villargordo del cabriel,46259000100,65.0
7237,comunitat valenciana,valencia/valencia,vinalesa,46260000100,100.0
7238,comunitat valenciana,valencia/valencia,yatova,46261000100,100.0
7239,comunitat valenciana,valencia/valencia,yesa ,46262000100,21.25
7240,comunitat valenciana,valencia/valencia,zarra,46263000100,80.0
7241,comunitat valenciana,valencia/valencia,gatova,46902000100,45.0
7242,comunitat valenciana,valencia/valencia,san antonio de benageber,46903000100,100.0
7243,comunitat valenciana,valencia/valencia,benicull de xuquer,46904000100,55.0
7244,castilla y leon,valladolid,adalia,47001000100,10.0
7245,castilla y leon,valladolid,aguasal,47002000100,60.0
7246,castilla y leon,valladolid,aguilar de campos,47003000100,70.0
7247,castilla y leon,valladolid,alaejos,47004000100,70.0
7248,castilla y leon,valladolid,alcazaren,47005000100,70.0
7249,castilla y leon,valladolid,aldea de san miguel,47006000100,70.0
7250,castilla y leon,valladolid,aldeamayor de san martin,47007000100,100.0
7251,castilla y leon,valladolid,almenara de adaja,47008000100,47.5
7252,castilla y leon,valladolid,amusquillo,47009000100,60.0
7253,castilla y leon,valladolid,arroyo de la encomienda,47010000100,100.0
7254,castilla y leon,valladolid,ataquines,47011000100,70.0
7255,castilla y leon,valladolid,bahabon,47012000100,12.5
7256,castilla y leon,valladolid,barcial de la loma,47013000100,10.0
7257,castilla y leon,valladolid,barruelo del valle,47014000100,60.0
7258,castilla y leon,valladolid,becilla de valderaduey,47015000100,70.0
7259,castilla y leon,valladolid,benafarces,47016000100,60.0
7260,castilla y leon,valladolid,bercero,47017000100,57.5
7261,castilla y leon,valladolid,berceruelo,47018000100,10.0
7262,castilla y leon,valladolid,berrueces,47019000100,80.0
7263,castilla y leon,valladolid,bobadilla del campo,47020000100,35.0
7264,castilla y leon,valladolid,bocigas,47021000100,60.0
7265,castilla y leon,valladolid,bocos de duero,47022000100,60.0
7266,castilla y leon,valladolid,boecillo,47023000100,70.0
7267,castilla y leon,valladolid,bolanos de campos,47024000100,60.0
7268,castilla y leon,valladolid,brahojos de medina,47025000100,60.0
7269,castilla y leon,valladolid,bustillo de chaves,47026000100,16.25
7270,castilla y leon,valladolid,cabezon de pisuerga,47027000100,100.0
7271,castilla y leon,valladolid,cabezon de valderaduey,47028000100,60.0
7272,castilla y leon,valladolid,cabreros del monte,47029000100,22.5
7273,castilla y leon,valladolid,campaspero,47030000100,70.0
7274,castilla y leon,valladolid,campillo ,21018000100,38.13
7275,castilla y leon,valladolid,camporredondo,47032000100,60.0
7276,castilla y leon,valladolid,canalejas de penafiel,47033000100,60.0
7277,castilla y leon,valladolid,canillas de esgueva,47034000100,70.0
7278,castilla y leon,valladolid,carpio,47035000100,70.0
7279,castilla y leon,valladolid,casasola de arion,47036000100,70.0
7280,castilla y leon,valladolid,castrejon de trabancos,47037000100,57.5
7281,castilla y leon,valladolid,castrillo de duero,47038000100,22.5
7282,castilla y leon,valladolid,castrillo-tejeriego,47039000100,42.5
7283,castilla y leon,valladolid,castrobol,47040000100,70.0
7284,castilla y leon,valladolid,castrodeza,47041000100,10.0
7285,castilla y leon,valladolid,castromembibre,47042000100,60.0
7286,castilla y leon,valladolid,castromonte,47043000100,27.5
7287,castilla y leon,valladolid,castronuevo de esgueva,47044000100,60.0
7288,castilla y leon,valladolid,castronuno,47045000200,70.0
7289,castilla y leon,valladolid,castroponce,47046000100,47.5
7290,castilla y leon,valladolid,castroverde de cerrato,47047000100,47.5
7291,castilla y leon,valladolid,ceinos de campos,47048000100,32.5
7292,castilla y leon,valladolid,cervillego de la cruz,47049000100,47.5
7293,castilla y leon,valladolid,cigales,47050000100,100.0
7294,castilla y leon,valladolid,cigunuela,47051000100,87.5
7295,castilla y leon,valladolid,cisterniga,47052000100,100.0
7296,castilla y leon,valladolid,cogeces de iscar,47053000100,60.0
