CÓDIGO,C.P.,POBLACION,PROVINCIA,CERCANIAS,FEVE,AVE,numero_estaciones
5679,39790,barcena_de_cicero,cantabria,NO,SI,NO,3
69110,46700,gandia,valencia,SI,NO,NO,2
5622,39300,torrelavega,cantabria,NO,SI,NO,7
71703,8871,sitges,barcelona,SI,NO,NO,2
5774,24891,garrafe_de_torio,leon,NO,SI,NO,6
37611,6870,garrovilla_la,badajoz,NO,NO,NO,1
55013,29490,gaucin,malaga,NO,NO,NO,1
71706,8850,gava,barcelona,SI,NO,NO,1
72208,8790,gelida,barcelona,SI,NO,NO,1
69001,46894,genoves,valencia,NO,NO,NO,1
56305,4458,gergal,almeria,NO,NO,NO,1
37002,28902,getafe,madrid,SI,NO,NO,5
60102,28903,getafe,madrid,SI,NO,NO,5
37011,28901,getafe,madrid,SI,NO,NO,5
5691,39809,ramales_de_la_victoria,cantabria,NO,SI,NO,1
42020,21500,gibraleon,huelva,NO,NO,NO,1
15410,33207,gijon,asturias,SI,SI,NO,11
67223,46149,gilet,valencia,SI,NO,NO,1
79300,17002,girona,girona,NO,NO,SI,1
5629,39590,reocin,cantabria,NO,SI,NO,3
78404,25241,golmes,lleida,NO,NO,NO,1
32008,37420,gomecello,salamanca,NO,NO,NO,1
5613,39318,miengo,cantabria,NO,SI,NO,2
5317,33828,grado,asturias,NO,SI,NO,4
15008,24340,grajal_de_campos,leon,NO,NO,NO,1
5000,18014,granada,granada,NO,NO,NO,1
77006,8400,granollers,barcelona,SI,NO,NO,2
79100,8400,granollers,barcelona,SI,NO,NO,2
78201,22260,granen,huesca,NO,NO,NO,1
15001,34192,grijota,palencia,NO,NO,NO,1
70706,50297,grisen,zaragoza,NO,NO,NO,1
11512,20001,donostia,gipuzkoa,SI,NO,NO,7
50602,41339,carmona,sevilla,SI,NO,NO,1
70200,19004,guadalajara,guadalajara,SI,NO,NO,2
4007,19000,guadalajara,guadalajara,NO,NO,SI,2
40108,41390,guadalcanal,sevilla,NO,NO,NO,1
54503,29004,malaga,malaga,SI,NO,NO,8
37308,13490,guadalmez,ciudad_real,NO,NO,NO,1
37604,6186,guadiana_del_caudillo,badajoz,NO,NO,NO,1
56200,18500,guadix,granada,NO,NO,NO,1
79105,8470,gualba,barcelona,SI,NO,NO,1
5754,34880,guardo,palencia,NO,SI,NO,2
5753,34880,guardo,palencia,NO,SI,NO,2
37410,6470,guarena,badajoz,NO,NO,NO,1
14218,39611,astillero_el,cantabria,SI,NO,NO,4
12008,40400,espinar_el,segovia,NO,NO,NO,3
5216,33460,corvera_de_asturias,asturias,NO,SI,NO,6
5471,48840,guenes,bizkaia,NO,SI,NO,7
22200,36720,tui,pontevedra,NO,NO,NO,3
10302,5004,tornadizos_de_avila,avila,NO,NO,NO,1
20314,27300,guitiriz,lugo,NO,NO,NO,2
81002,26200,haro,rioja_la,NO,NO,NO,1
61005,2400,hellin,albacete,NO,NO,NO,1
5661,39792,medio_cudeyo,cantabria,NO,SI,NO,4
11508,20120,hernani,gipuzkoa,SI,NO,NO,2
11507,20120,hernani,gipuzkoa,SI,NO,NO,2
10300,5294,herradon_de_pinares,avila,NO,NO,NO,1
11514,20017,donostia,gipuzkoa,SI,NO,NO,7
14111,34400,herrera_de_pisuerga,palencia,NO,NO,NO,1
5952,30202,cartagena,murcia,NO,SI,NO,12
5784,24008,leon,leon,NO,SI,NO,5
79107,17450,hostalric,girona,SI,NO,NO,1
5675,39794,ribamontan_al_monte,cantabria,NO,SI,NO,2
43019,21003,huelva,huelva,NO,NO,NO,1
74200,22005,huesca,huesca,NO,NO,SI,1
66011,16500,huete,cuenca,NO,NO,NO,2
35012,28970,humanes_de_madrid,madrid,SI,NO,NO,1
70204,19229,humanes,guadalajara,NO,NO,NO,1
5479,48860,zalla,bizkaia,NO,SI,NO,7
11408,20267,ikaztegieta,gipuzkoa,SI,NO,NO,1
35005,45200,illescas,toledo,NO,NO,NO,1
5533,33530,pilona,asturias,NO,SI,NO,4
5534,33530,pilona,asturias,NO,SI,NO,4
13200,48008,bilbao,bizkaia,SI,NO,NO,14
11522,20015,donostia,gipuzkoa,SI,NO,NO,7
13116,1470,amurrio,araba,SI,NO,NO,4
5461,48810,alonsotegi,bizkaia,NO,SI,NO,1
11600,20301,irun,gipuzkoa,SI,NO,NO,2
11406,20249,itsasondo,gipuzkoa,SI,NO,NO,1
57003,18550,iznalloz,granada,NO,NO,NO,1
42008,21360,jabugo,huelva,NO,NO,NO,1
74213,22700,jaca,huesca,NO,NO,NO,1
70209,19240,jadraque,guadalajara,NO,NO,NO,1
3100,23007,jaen,jaen,NO,NO,NO,1
7003,4648,pulpi,almeria,SI,NO,NO,2
51113,41014,sevilla,sevilla,SI,NO,NO,10
51300,11401,jerez_de_la_frontera,cadiz,SI,NO,SI,2
67212,12450,jerica,castellon,SI,NO,NO,1
55015,11339,jimena_de_la_frontera,cadiz,NO,NO,NO,2
55011,29392,jimera_de_libar,malaga,NO,NO,NO,1
56004,23400,jodar,jaen,NO,NO,NO,1
73002,25430,juneda,lleida,NO,NO,NO,1
5497,48890,karrantza_harana,bizkaia,NO,SI,NO,1
5460,48013,bilbao,bizkaia,NO,SI,NO,14
5301,33013,oviedo,asturias,NO,SI,NO,15
5803,24003,leon,leon,NO,SI,NO,5
5485,48800,balmaseda,bizkaia,NO,SI,NO,2
5658,39610,astillero_el,cantabria,NO,SI,NO,4
5291,33746,franco_el,asturias,NO,SI,NO,1
5511,33519,siero,asturias,NO,SI,NO,17
5669,39720,riotuerto,cantabria,NO,SI,NO,1
15121,33630,lena,asturias,SI,NO,NO,7
54508,29620,torremolinos,malaga,SI,NO,NO,5
15217,33011,oviedo,asturias,SI,SI,NO,15
5798,24860,vegaquemada,leon,NO,SI,NO,3
60900,3408,villena,alicante,NO,NO,NO,3
5763,24870,ercina_la,leon,NO,SI,NO,3
5961,30369,union_la,murcia,NO,SI,NO,4
5756,24889,valderrueda,leon,NO,SI,NO,3
77114,17532,llosses_les,girona,SI,NO,NO,1
16008,33930,langreo,asturias,SI,NO,NO,9
5425,33930,langreo,asturias,NO,SI,NO,9
73004,25413,floresta_la,lleida,NO,NO,NO,1
5411,33189,siero,asturias,NO,SI,NO,17
15119,33629,lena,asturias,SI,NO,NO,7
70111,28806,alcala_de_henares,madrid,SI,NO,NO,3
77102,8530,garriga_la,barcelona,SI,NO,NO,1
60507,2110,gineta_la,albacete,NO,NO,NO,1
72205,8792,granada_la,barcelona,SI,NO,NO,1
20106,24378,torre_del_bierzo,leon,NO,NO,NO,2
5481,48860,zalla,bizkaia,NO,SI,NO,7
6004,30816,lorca,murcia,SI,NO,NO,4
13402,48910,sestao,bizkaia,SI,NO,NO,3
79011,8120,llagosta_la,barcelona,SI,NO,NO,1
5755,24893,prado_de_la_guzpena,leon,NO,SI,NO,3
65203,12591,llosa_la,castellon,SI,NO,NO,1
5765,24860,vegaquemada,leon,NO,SI,NO,3
5249,33155,cudillero,asturias,NO,SI,NO,11
5793,24852,vegaquemada,leon,NO,SI,NO,3
77306,17537,alp,girona,SI,NO,NO,2
43011,21700,palma_del_condado_la,huelva,NO,NO,NO,1
13119,48003,bilbao,bizkaia,SI,NO,NO,14
15206,33682,mieres,asturias,SI,SI,NO,11
73100,43491,valls,tarragona,NO,NO,NO,2
69003,46840,pobla_del_duc_la,valencia,NO,NO,NO,1
64102,46670,pobla_llarga_la,valencia,SI,NO,NO,1
15108,24600,pola_de_gordon_la,leon,NO,NO,NO,2
11204,9294,condado_de_trevino,burgos,NO,NO,NO,1
71200,44510,puebla_de_hijar_la,teruel,NO,NO,NO,1
5465,48820,guenes,bizkaia,NO,SI,NO,7
5794,24193,villaquilambre,leon,NO,SI,NO,5
73010,43450,riba_la,tarragona,NO,NO,NO,1
50703,41300,rinconada_la,sevilla,SI,NO,NO,2
15106,24640,robla_la,leon,NO,NO,NO,1
16402,33403,aviles,asturias,SI,NO,NO,6
60505,2630,roda_la,albacete,NO,NO,NO,1
78806,8027,barcelona,barcelona,SI,NO,NO,10
73102,43470,selva_del_camp_la,tarragona,NO,NO,NO,1
35010,28945,fuenlabrada,madrid,SI,NO,NO,2
5965,30360,union_la,murcia,NO,SI,NO,4
5963,30360,union_la,murcia,NO,SI,NO,4
5769,24839,matallana_de_torio,leon,NO,SI,NO,5
5767,24840,vecilla_la,leon,NO,SI,NO,3
71108,50784,zaida_la,zaragoza,NO,NO,NO,1
5123,15564,moeche,coruna_a,NO,SI,NO,3
5163,27878,xove,lugo,NO,SI,NO,4
35608,28047,madrid,madrid,SI,NO,NO,39
64006,46690,alcudia_de_crespins_l_,valencia,SI,NO,NO,1
65402,43896,aldea_l_,tarragona,NO,NO,NO,1
31308,36519,lalin,pontevedra,NO,NO,NO,1
5117,15562,san_sadurnino,coruna_a,NO,SI,NO,3
5470,48840,guenes,bizkaia,NO,SI,NO,7
65405,43860,ametlla_de_mar_l_,tarragona,NO,NO,NO,1
65404,43895,ampolla_l_,tarragona,NO,NO,NO,1
14203,39490,santiurde_de_reinosa,cantabria,SI,NO,NO,1
72202,43702,arboc_l_,tarragona,SI,NO,NO,1
35602,28044,madrid,madrid,SI,NO,NO,39
51415,11510,puerto_real,cadiz,SI,NO,NO,3
51202,41730,cabezas_de_san_juan_las,sevilla,SI,NO,NO,1
14211,39460,corrales_de_buelna_los,cantabria,SI,NO,NO,3
5302,33012,castropol,asturias,NO,SI,NO,5
5297,33768,castropol,asturias,NO,SI,NO,5
66113,46313,utiel,valencia,NO,NO,NO,2
14209,39450,arenas_de_iguna,cantabria,SI,NO,NO,2
37010,28903,getafe,madrid,SI,NO,NO,5
10101,28290,rozas_de_madrid_las,madrid,SI,NO,NO,3
5303,33004,oviedo,asturias,NO,SI,NO,15
54404,29593,alora,malaga,NO,NO,NO,3
10207,5230,navas_del_marques_las,avila,NO,NO,NO,1
35610,28922,alcorcon,madrid,SI,NO,NO,3
10005,28230,rozas_de_madrid_las,madrid,SI,NO,NO,3
5742,39213,rozas_de_valdearroyo_las,cantabria,NO,SI,NO,2
15209,33171,ribera_de_arriba,asturias,SI,NO,NO,3
10202,28292,escorial_el,madrid,SI,NO,NO,2
72206,8739,subirats,barcelona,SI,NO,NO,1
5443,33989,laviana,asturias,NO,SI,NO,2
51203,41740,lebrija,sevilla,SI,NO,NO,1
67019,44495,calamocha,teruel,NO,NO,NO,4
35001,28911,leganes,madrid,SI,NO,NO,3
11306,20320,legazpi,gipuzkoa,SI,NO,NO,1
11407,20250,legorreta,gipuzkoa,SI,NO,NO,1
64007,46660,manuel,valencia,SI,NO,NO,1
15100,24009,leon,leon,NO,NO,SI,5
5778,24002,leon,leon,NO,SI,NO,5
73003,25400,borges_blanques_les,lleida,NO,NO,NO,1
71307,43350,borges_del_camp_les,tarragona,NO,NO,NO,1
77100,8520,franqueses_del_valles_les,barcelona,SI,NO,NO,2
79109,8521,franqueses_del_valles_les,barcelona,SI,NO,NO,2
65201,46500,sagunto,valencia,SI,NO,NO,2
73007,43440,espluga_de_francoli_l_,tarragona,NO,NO,NO,1
5387,33686,aller,asturias,NO,SI,NO,9
11516,20100,lezo,gipuzkoa,SI,NO,NO,1
65407,43890,vandellos_i_l_hospitalet_de_l_infant,tarragona,NO,NO,NO,1
72305,8901,hospitalet_de_llobregat_l_,barcelona,SI,NO,NO,2
6001,30892,librilla,murcia,SI,NO,NO,1
5517,33580,siero,asturias,NO,SI,NO,17
5671,39727,lierganes,cantabria,NO,SI,NO,1
5685,39762,limpias,cantabria,NO,SI,NO,1
31112,49593,manzanal_de_arriba,zamora,NO,NO,NO,1
50300,23490,linares,jaen,NO,NO,NO,1
15116,33694,lena,asturias,NO,NO,NO,7
15218,33005,oviedo,asturias,SI,NO,NO,15
5522,33529,nava,asturias,NO,SI,NO,5
79312,17490,llanca,girona,NO,NO,NO,1
5571,33500,llanes,asturias,NO,SI,NO,11
5741,39213,rozas_de_valdearroyo_las,cantabria,NO,SI,NO,2
5969,30381,cartagena,murcia,NO,SI,NO,12
5219,33417,aviles,asturias,NO,SI,NO,6
78400,25007,lleida,lleida,NO,NO,SI,1
40105,6900,llerena,badajoz,NO,NO,NO,1
79102,8450,llinars_del_valles,barcelona,SI,NO,NO,1
13106,1400,laudio,araba,SI,NO,NO,3
5551,33569,ribadesella,asturias,NO,SI,NO,5
81100,26003,logrono,rioja_la,NO,NO,NO,1
5143,15339,ortigueira,coruna_a,NO,SI,NO,7
11510,20014,donostia,gipuzkoa,SI,NO,NO,7
5013,18300,loja,granada,NO,NO,NO,1
14232,39400,corrales_de_buelna_los,cantabria,SI,NO,NO,3
67009,50460,longares,zaragoza,NO,NO,NO,1
50600,41440,lora_del_rio,sevilla,SI,NO,NO,1
6005,30800,lorca,murcia,SI,NO,NO,4
6006,30800,lorca,murcia,SI,NO,NO,4
66209,46393,loriguilla,valencia,SI,NO,NO,1
54518,29620,torremolinos,malaga,SI,NO,NO,5
12011,40424,otero_de_herreros,segovia,NO,NO,NO,2
55019,11370,barrios_los,cadiz,NO,NO,NO,1
54515,29640,fuengirola,malaga,SI,NO,NO,4
5241,33129,pravia,asturias,NO,SI,NO,6
16408,33404,corvera_de_asturias,asturias,SI,NO,NO,6
5744,39419,valdeprado_del_rio,cantabria,NO,SI,NO,2
14210,39400,corrales_de_buelna_los,cantabria,SI,NO,NO,3
5515,33518,siero,asturias,NO,SI,NO,17
12023,40100,real_sitio_de_san_ildefonso,segovia,SI,NO,NO,1
42016,21300,calanas,huelva,NO,NO,NO,3
12005,28460,molinos_los,madrid,SI,NO,NO,1
12001,28409,alpedrete,madrid,SI,NO,NO,2
5977,30383,cartagena,murcia,NO,SI,NO,12
5975,30383,cartagena,murcia,NO,SI,NO,12
5973,30383,cartagena,murcia,NO,SI,NO,12
54412,29006,malaga,malaga,SI,NO,NO,8
50700,41330,tocina,sevilla,SI,NO,NO,2
40006,6230,santos_de_maimona_los,badajoz,NO,NO,NO,1
5287,33719,coana,asturias,NO,SI,NO,3
5275,33700,valdes,asturias,NO,SI,NO,7
81207,50640,luceni,zaragoza,NO,NO,NO,1
20309,27003,lugo,lugo,NO,NO,NO,1
15300,33690,llanera,asturias,SI,NO,NO,4
15212,33420,siero,asturias,SI,NO,NO,17
13103,1408,ayala,araba,SI,NO,NO,1
13305,48903,barakaldo,bizkaia,SI,NO,NO,2
79200,17412,macanet_de_la_selva,girona,SI,NO,NO,1
5169,27891,cervo,lugo,NO,SI,NO,3
18000,28045,madrid,madrid,SI,NO,NO,39
17000,28036,madrid,madrid,SI,NO,SI,39
18002,28046,madrid,madrid,SI,NO,NO,39
10000,28008,madrid,madrid,SI,NO,NO,39
60000,28045,madrid,madrid,NO,NO,SI,39
18001,28001,madrid,madrid,SI,NO,NO,39
11004,34220,magaz_de_pisuerga,palencia,NO,NO,NO,1
10007,28221,majadahonda,madrid,SI,NO,NO,1
54413,29002,malaga,malaga,SI,NO,SI,8
54517,29002,malaga,malaga,SI,NO,NO,8
79605,8380,malgrat_de_mar,barcelona,SI,NO,NO,1
14220,39600,camargo,cantabria,SI,NO,NO,4
5655,39600,camargo,cantabria,NO,SI,NO,4
77110,8560,manlleu,barcelona,SI,NO,NO,1
78600,8240,manresa,barcelona,SI,NO,NO,1
50100,13200,manzanares,ciudad_real,NO,NO,NO,1
5773,24891,garrafe_de_torio,leon,NO,SI,NO,6
11203,1220,ribera_baja,araba,NO,NO,NO,1
5615,39318,polanco,cantabria,NO,SI,NO,2
71303,43775,marca,tarragona,NO,NO,NO,1
1005,41620,marchena,sevilla,NO,NO,NO,1
80114,31340,marcilla,navarra,NO,NO,NO,1
67004,50430,maria_de_huerva,zaragoza,NO,NO,NO,1
5687,39849,ampuero,cantabria,NO,SI,NO,2
72209,8760,martorell,barcelona,SI,NO,NO,1
11509,20014,donostia,gipuzkoa,SI,NO,NO,7
5179,27787,foz,lugo,NO,SI,NO,5
65006,46560,massalfassar,valencia,SI,NO,NO,1
64202,46470,massanassa,valencia,SI,NO,NO,1
5770,24830,matallana_de_torio,leon,NO,SI,NO,5
14200,39410,valdeolea,cantabria,NO,SI,NO,1
10502,47230,matapozuelos,valladolid,NO,NO,NO,1
79500,8301,mataro,barcelona,SI,NO,NO,1
70210,19294,matillas,guadalajara,NO,NO,NO,1
5786,24820,garrafe_de_torio,leon,NO,SI,NO,6
14113,34492,aguilar_de_campoo,palencia,NO,NO,NO,2
70104,28880,meco,madrid,SI,NO,NO,1
5285,33719,coana,asturias,NO,SI,NO,3
5953,30392,cartagena,murcia,NO,SI,NO,12
10500,47400,medina_del_campo,valladolid,NO,NO,NO,2
8240,47400,medina_del_campo,valladolid,NO,NO,NO,2
70401,42240,medinaceli,soria,NO,NO,NO,2
18003,28045,madrid,madrid,SI,NO,NO,39
35701,28045,madrid,madrid,SI,NO,NO,39
3001,23620,mengibar,jaen,NO,NO,NO,1
5724,9588,valle_de_mena,burgos,NO,SI,NO,4
5507,33199,siero,asturias,NO,SI,NO,17
37500,6800,merida,badajoz,NO,NO,NO,1
5369,33600,mieres,asturias,NO,SI,NO,11
15203,33600,mieres,asturias,SI,NO,NO,11
5484,48860,zalla,bizkaia,NO,SI,NO,7
60503,2620,minaya,albacete,NO,NO,NO,1
21002,15630,mino,coruna_a,NO,NO,NO,2
35301,10540,mirabel,caceres,NO,NO,NO,1
70800,50620,zaragoza,zaragoza,SI,NO,NO,5
11200,9200,miranda_de_ebro,burgos,NO,NO,NO,1
97200,28034,madrid,madrid,SI,NO,NO,39
13120,48003,bilbao,bizkaia,SI,NO,NO,14
5121,15563,moeche,coruna_a,NO,SI,NO,3
5611,39310,miengo,cantabria,NO,SI,NO,2
64003,46640,mogente,valencia,SI,NO,NO,1
72300,8750,molins_de_rei,barcelona,SI,NO,NO,1
14207,39430,molledo,cantabria,SI,NO,NO,2
78403,25230,mollerussa,lleida,NO,NO,NO,1
79006,8100,mollet_del_valles,barcelona,SI,NO,NO,2
77004,8100,mollet_del_valles,barcelona,SI,NO,NO,2
65205,12593,moncofa,castellon,SI,NO,NO,1
20300,27400,monforte_de_lemos,lugo,NO,NO,NO,1
30000,10680,malpartida_de_plasencia,caceres,NO,NO,NO,1
70405,50291,monreal_de_ariza,zaragoza,NO,NO,NO,1
67113,44300,monreal_del_campo,teruel,NO,NO,NO,1
69004,46892,montaverner,valencia,NO,NO,NO,1
73008,43400,montblanc,tarragona,NO,NO,NO,1
79005,8110,montcada_i_reixac,barcelona,SI,NO,NO,5
78708,8110,montcada_i_reixac,barcelona,SI,NO,NO,5
78707,8110,montcada_i_reixac,barcelona,SI,NO,NO,5
78800,8041,montcada_i_reixac,barcelona,SI,NO,NO,5
77002,8110,montcada_i_reixac,barcelona,SI,NO,NO,5
15303,33691,gijon,asturias,SI,NO,NO,11
35109,45685,montearagon,toledo,NO,NO,NO,1
20214,27390,quiroga,lugo,NO,NO,NO,1
54519,29620,torremolinos,malaga,SI,NO,NO,5
5743,39417,valdeprado_del_rio,cantabria,NO,SI,NO,2
64005,46692,montesa,valencia,SI,NO,NO,1
79405,8390,montgat,barcelona,SI,NO,NO,2
79406,8390,montgat,barcelona,SI,NO,NO,2
37603,6480,montijo,badajoz,NO,NO,NO,2
37608,6480,montijo,badajoz,NO,NO,NO,2
79007,8160,montmelo,barcelona,SI,NO,NO,1
65408,43892,mont_roig_del_camp,tarragona,NO,NO,NO,1
14101,34410,monzon_de_campos,palencia,NO,NO,NO,2
78301,22400,monzon,huesca,NO,NO,NO,1
67206,44477,mora_de_rubielos,teruel,NO,NO,NO,1
71300,43770,mora_la_nova,tarragona,NO,NO,NO,1
70607,50260,morata_de_jalon,zaragoza,NO,NO,NO,1
56100,18540,morelabor,granada,NO,NO,NO,1
5379,33670,aller,asturias,NO,SI,NO,9
70605,50240,mores,zaragoza,NO,NO,NO,2
32009,37430,moriscos,salamanca,NO,NO,NO,1
5607,39100,santa_cruz_de_bezana,cantabria,NO,SI,NO,2
5149,27861,vicedo_o,lugo,NO,SI,NO,3
35606,28932,mostoles,madrid,SI,NO,NO,2
35607,28935,mostoles,madrid,SI,NO,NO,2
61200,30002,murcia,murcia,SI,NO,NO,1
14237,39600,camargo,cantabria,SI,NO,NO,4
5243,33138,muros_de_nalon,asturias,NO,SI,NO,2
13506,48550,muskiz,bizkaia,SI,NO,NO,1
11205,1230,iruna_oka,araba,NO,NO,NO,1
5787,24839,matallana_de_torio,leon,NO,SI,NO,5
34008,5369,narros_del_castillo,avila,NO,NO,NO,1
5523,33520,nava,asturias,NO,SI,NO,5
31002,47500,nava_del_rey,valladolid,NO,NO,NO,1
67213,12470,navajas,castellon,SI,NO,NO,1
35206,10300,navalmoral_de_la_mata,caceres,NO,NO,NO,1
10208,5240,navalperal_de_pinares,avila,NO,NO,NO,1
67020,44496,calamocha,teruel,NO,NO,NO,4
12014,40420,navas_de_riofrio,segovia,NO,NO,NO,1
5283,33710,navia,asturias,NO,SI,NO,3
21009,15510,neda,coruna_a,NO,NO,NO,1
43015,21840,niebla,huelva,NO,NO,NO,1
20007,24395,san_justo_de_la_vega,leon,NO,NO,NO,1
66003,45350,noblejas,toledo,NO,NO,NO,1
5175,27893,foz,lugo,NO,SI,NO,5
71207,50794,nonaspe,zaragoza,NO,NO,NO,1
5413,33180,norena,asturias,NO,SI,NO,1
60907,3660,novelda,alicante,NO,NO,NO,1
5259,33157,cudillero,asturias,NO,SI,NO,11
16400,33416,corvera_de_asturias,asturias,SI,NO,NO,6
5559,33592,llanes,asturias,NO,SI,NO,11
5651,39011,santander,cantabria,NO,SI,NO,8
14231,39011,santander,cantabria,SI,NO,NO,8
65206,12520,nules,castellon,SI,NO,NO,1
76003,43887,nulles,tarragona,NO,NO,NO,1
5108,15570,naron,coruna_a,NO,SI,NO,9
20211,32300,barco_de_valdeorras_o,ourense,NO,NO,NO,1
5145,15337,manon,coruna_a,NO,SI,NO,1
20404,15670,culleredo,coruna_a,NO,NO,NO,1
31304,32500,carballino_o,ourense,NO,NO,NO,1
31306,32530,irixo_o,ourense,NO,NO,NO,1
5106,15572,naron,coruna_a,NO,SI,NO,9
22201,36400,porrino_o,pontevedra,NO,NO,NO,1
5147,27860,vicedo_o,lugo,NO,SI,NO,3
66002,45300,ocana,toledo,NO,NO,NO,1
79408,8320,masnou_el,barcelona,SI,NO,NO,2
5218,33468,corvera_de_asturias,asturias,NO,SI,NO,6
13303,48013,bilbao,bizkaia,SI,NO,NO,14
80109,31390,olite,navarra,NO,NO,NO,1
13114,48003,arrigorriaga,bizkaia,SI,NO,NO,2
15207,33660,oviedo,asturias,SI,NO,NO,15
66001,45340,ontigola,toledo,NO,NO,NO,1
69008,46870,ontinyent,valencia,NO,NO,NO,1
5635,39500,cabezon_de_la_sal,cantabria,NO,SI,NO,4
35703,28041,madrid,madrid,SI,NO,NO,39
31415,15689,ordes,coruna_a,NO,NO,NO,1
11405,20240,ordizia,gipuzkoa,SI,NO,NO,1
13100,48460,urduna,bizkaia,SI,NO,NO,1
5663,39719,marina_de_cudeyo,cantabria,NO,SI,NO,1
62002,3300,orihuela,alicante,SI,NO,NO,1
11402,20216,ormaiztegi,gipuzkoa,SI,NO,NO,1
35203,45560,oropesa,toledo,NO,NO,NO,1
65304,12594,oropesa_del_mar,castellon,NO,NO,NO,1
12013,40421,ortigosa_del_monte,segovia,NO,NO,NO,1
5139,15330,ortigueira,coruna_a,NO,SI,NO,7
13504,48530,ortuella,bizkaia,SI,NO,NO,3
5189,27795,ribadeo,lugo,NO,SI,NO,4
22005,32440,peroxa_a,ourense,NO,NO,NO,1
23013,15866,teo,coruna_a,NO,NO,NO,1
14107,34460,osorno_la_mayor,palencia,NO,NO,NO,1
1007,41640,osuna,sevilla,NO,NO,NO,1
5795,24847,villaquilambre,leon,NO,SI,NO,5
12012,40422,otero_de_herreros,segovia,NO,NO,NO,2
5277,33792,valdes,asturias,NO,SI,NO,7
22100,32001,ourense,ourense,NO,NO,SI,2
31215,32005,ourense,ourense,NO,NO,NO,2
15211,33012,oviedo,asturias,SI,SI,NO,15
5381,33679,aller,asturias,NO,SI,NO,9
20320,15380,oza_cesuras,coruna_a,NO,NO,NO,3
5541,33546,parres,asturias,NO,SI,NO,6
51010,41006,sevilla,sevilla,SI,NO,NO,10
23011,15917,padron,coruna_a,NO,NO,SI,2
23021,15980,padron,coruna_a,NO,NO,NO,2
51009,41020,sevilla,sevilla,SI,NO,NO,10
15015,24225,villanueva_de_las_manzanas,leon,NO,NO,NO,1
79103,8460,santa_maria_de_palautordera,barcelona,SI,NO,NO,1
5775,24891,garrafe_de_torio,leon,NO,SI,NO,6
14100,34005,palencia,palencia,NO,NO,SI,1
50506,14700,palma_del_rio,cordoba,NO,NO,NO,1
80100,31012,pamplona,navarra,NO,NO,NO,1
11111,9280,pancorbo,burgos,NO,NO,NO,1
70603,50299,paracuellos_de_la_ribera,zaragoza,NO,NO,NO,1
14217,39612,pielagos,cantabria,SI,NO,NO,5
5771,24820,matallana_de_torio,leon,NO,SI,NO,5
15004,34300,paredes_de_nava,palencia,NO,NO,NO,1
77005,8150,parets_del_valles,barcelona,SI,NO,NO,1
20313,27380,guitiriz,lugo,NO,NO,NO,2
37012,28981,parla,madrid,SI,NO,NO,1
35011,28914,leganes,madrid,SI,NO,NO,3
5504,33011,oviedo,asturias,NO,SI,NO,15
11515,20110,pasaia,gipuzkoa,SI,NO,NO,1
20306,27617,sarria,lugo,NO,NO,NO,2
1009,41566,pedrera,sevilla,NO,NO,NO,1
81208,50690,pedrola,zaragoza,NO,NO,NO,1
5735,9574,merindad_de_valdeporres,burgos,NO,SI,NO,3
40115,41360,pedroso_el,sevilla,SI,NO,NO,1
5113,15597,naron,coruna_a,NO,SI,NO,9
5772,24820,garrafe_de_torio,leon,NO,SI,NO,6
5577,33598,llanes,asturias,NO,SI,NO,11
16005,33929,langreo,asturias,SI,NO,NO,9
50507,41470,penaflor,sevilla,NO,NO,NO,1
5316,33829,grado,asturias,NO,SI,NO,4
34010,37300,penaranda_de_bracamonte,salamanca,NO,NO,NO,1
5237,33127,pravia,asturias,NO,SI,NO,6
13404,48980,santurtzi,bizkaia,SI,NO,NO,2
21003,15608,mino,coruna_a,NO,NO,NO,2
21008,15500,fene,coruna_a,NO,NO,NO,2
5209,33491,carreno,asturias,NO,SI,NO,7
14204,39491,pesquera,cantabria,SI,NO,NO,1
5647,39548,val_de_san_vicente,cantabria,NO,SI,NO,2
5227,33450,castrillon,asturias,NO,SI,NO,6
10100,28230,rozas_de_madrid_las,madrid,SI,NO,NO,3
79604,8397,pineda_de_mar,barcelona,SI,NO,NO,1
60103,28320,pinto,madrid,SI,NO,NO,1
5531,33535,pilona,asturias,NO,SI,NO,4
5407,33392,gijon,asturias,NO,SI,NO,11
14103,34430,pina_de_campos,palencia,NO,NO,NO,1
5105,15572,naron,coruna_a,NO,SI,NO,9
5281,33719,navia,asturias,NO,SI,NO,3
5383,33685,aller,asturias,NO,SI,NO,9
20318,15390,oza_cesuras,coruna_a,NO,NO,NO,3
18005,28005,madrid,madrid,SI,NO,NO,39
32007,37490,pitiegua,salamanca,NO,NO,NO,1
97100,28035,madrid,madrid,SI,NO,NO,39
54406,29569,pizarra,malaga,SI,NO,NO,1
78805,8002,barcelona,barcelona,SI,NO,NO,10
77304,17535,planoles,girona,SI,NO,NO,1
30002,10600,plasencia,caceres,NO,NO,NO,1
70705,50296,plasencia_de_jalon,zaragoza,NO,NO,NO,1
74202,22810,sotonera_la,huesca,NO,NO,NO,1
71704,8860,castelldefels,barcelona,SI,NO,NO,2
69111,46730,gandia,valencia,SI,NO,NO,2
54520,29004,malaga,malaga,SI,NO,NO,8
20218,27331,pobra_do_brollon_a,lugo,NO,NO,NO,1
15122,33630,lena,asturias,SI,NO,NO,7
